Date,ProShares Short MSCI Emerging Markets_etf_Open_average,ProShares Short MSCI Emerging Markets_etf_Open_max,ProShares Short MSCI Emerging Markets_etf_Open_min,ProShares Short MSCI Emerging Markets_etf_Open_volatility,ProShares Short MSCI Emerging Markets_etf_Open_change,ProShares Short MSCI Emerging Markets_etf_High_average,ProShares Short MSCI Emerging Markets_etf_High_max,ProShares Short MSCI Emerging Markets_etf_High_min,ProShares Short MSCI Emerging Markets_etf_High_volatility,ProShares Short MSCI Emerging Markets_etf_High_change,ProShares Short MSCI Emerging Markets_etf_Low_average,ProShares Short MSCI Emerging Markets_etf_Low_max,ProShares Short MSCI Emerging Markets_etf_Low_min,ProShares Short MSCI Emerging Markets_etf_Low_volatility,ProShares Short MSCI Emerging Markets_etf_Low_change,ProShares Short MSCI Emerging Markets_etf_Close_average,ProShares Short MSCI Emerging Markets_etf_Close_max,ProShares Short MSCI Emerging Markets_etf_Close_min,ProShares Short MSCI Emerging Markets_etf_Close_volatility,ProShares Short MSCI Emerging Markets_etf_Close_change
2016-03-13,27.28,27.28,27.28,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2016-03-20,28.07,28.07,28.07,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2016-03-27,27.68,27.68,27.68,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-04-03,27.59,27.59,27.59,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2016-04-10,26.6,26.6,26.6,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-04-17,26.72,26.72,26.72,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2016-04-24,26.83,26.83,26.83,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2016-05-01,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2016-05-08,28.33,28.33,28.33,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2016-05-15,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2016-05-22,27.71,27.71,27.71,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2016-05-29,27.21,27.21,27.21,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-06-05,27.27,27.27,27.27,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2016-06-12,27.62,27.62,27.62,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2016-06-19,27.63,27.63,27.63,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2016-06-26,26.1,26.1,26.1,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2016-07-03,26.43,26.43,26.43,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2016-07-10,25.23,25.23,25.23,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2016-07-17,25.16,25.16,25.16,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2016-07-24,25.03,25.03,25.03,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2016-07-31,24.71,24.71,24.71,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2016-08-07,24.01,24.01,24.01,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2016-08-14,24.07,24.07,24.07,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2016-08-21,24.2,24.2,24.2,0.0,0.0,24.66,24.66,24.66,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2016-08-28,24.08,24.08,24.08,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2016-09-04,24.03,24.03,24.03,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2016-09-11,24.58,24.58,24.58,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2016-09-18,23.68,23.68,23.68,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2016-09-25,23.88,23.88,23.88,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2016-10-02,23.57,23.57,23.57,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2016-10-09,24.04,24.04,24.04,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-10-16,23.87,23.87,23.87,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2016-10-23,24.03,24.03,24.03,0.0,0.0,24.26,24.26,24.26,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2016-10-30,24.75,24.75,24.75,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2016-11-06,25.7,25.7,25.7,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2016-11-13,25.49,25.49,25.49,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2016-11-20,25.15,25.15,25.15,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2016-11-27,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-12-04,24.51,24.51,24.51,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2016-12-11,25.11,25.11,25.11,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2016-12-18,25.64,25.64,25.64,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2016-12-25,24.78,24.78,24.78,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2017-01-01,24.27,24.27,24.27,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2017-01-08,23.88,23.88,23.88,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2017-01-15,24.0,24.0,24.0,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2017-01-22,23.29,23.29,23.29,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2017-01-29,23.15,23.15,23.15,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2017-02-05,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-02-12,22.79,22.79,22.79,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2017-02-19,22.67,22.67,22.67,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-02-26,22.89,22.89,22.89,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-03-05,22.98,22.98,22.98,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2017-03-12,21.96,21.96,21.96,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2017-03-19,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2017-03-26,22.08,22.08,22.08,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2017-04-02,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2017-04-09,22.08,22.08,22.08,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2017-04-16,22.14,22.14,22.14,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2017-04-23,21.71,21.71,21.71,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-04-30,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2017-05-07,21.13,21.13,21.13,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2017-05-14,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2017-05-21,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2017-05-28,20.79,20.79,20.79,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2017-06-04,20.65,20.65,20.65,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2017-06-11,21.03,21.03,21.03,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2017-06-18,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2017-06-25,20.81,20.81,20.81,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2017-07-02,20.98,20.98,20.98,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-07-09,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2017-07-16,19.73,19.73,19.73,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2017-07-23,19.78,19.78,19.78,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2017-07-30,19.64,19.64,19.64,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2017-08-06,20.1,20.1,20.1,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2017-08-13,19.83,19.83,19.83,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2017-08-20,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2017-08-27,19.14,19.14,19.14,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2017-09-03,19.1,19.1,19.1,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2017-09-10,18.97,18.97,18.97,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2017-09-17,18.98,18.98,18.98,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2017-09-24,19.29,19.29,19.29,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2017-10-01,18.93,18.93,18.93,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2017-10-08,18.45,18.45,18.45,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2017-10-15,18.56,18.56,18.56,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-10-22,18.84,18.84,18.84,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2017-10-29,18.46,18.46,18.46,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2017-11-05,18.5,18.5,18.5,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2017-11-12,18.39,18.39,18.39,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2017-11-19,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2017-11-26,18.7,18.7,18.7,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2017-12-03,18.69,18.69,18.69,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2017-12-10,18.58,18.58,18.58,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-12-17,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2017-12-24,17.91,17.91,17.91,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2017-12-31,17.31,17.31,17.31,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.21,17.21,17.21,0.0,0.0
