Date,PowerShares S&P SmallCap Health Care_etf_Open_average,PowerShares S&P SmallCap Health Care_etf_Open_max,PowerShares S&P SmallCap Health Care_etf_Open_min,PowerShares S&P SmallCap Health Care_etf_Open_volatility,PowerShares S&P SmallCap Health Care_etf_Open_change,PowerShares S&P SmallCap Health Care_etf_High_average,PowerShares S&P SmallCap Health Care_etf_High_max,PowerShares S&P SmallCap Health Care_etf_High_min,PowerShares S&P SmallCap Health Care_etf_High_volatility,PowerShares S&P SmallCap Health Care_etf_High_change,PowerShares S&P SmallCap Health Care_etf_Low_average,PowerShares S&P SmallCap Health Care_etf_Low_max,PowerShares S&P SmallCap Health Care_etf_Low_min,PowerShares S&P SmallCap Health Care_etf_Low_volatility,PowerShares S&P SmallCap Health Care_etf_Low_change,PowerShares S&P SmallCap Health Care_etf_Close_average,PowerShares S&P SmallCap Health Care_etf_Close_max,PowerShares S&P SmallCap Health Care_etf_Close_min,PowerShares S&P SmallCap Health Care_etf_Close_volatility,PowerShares S&P SmallCap Health Care_etf_Close_change
2016-04-03,67.79,67.79,67.79,0.0,0.0,67.85,67.85,67.85,0.0,0.0,66.6,66.6,66.6,0.0,0.0,67.11,67.11,67.11,0.0,0.0
2016-04-10,68.5,68.5,68.5,0.0,0.0,69.01,69.01,69.01,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.97,68.97,68.97,0.0,0.0
2016-04-17,70.54,70.54,70.54,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.36,70.36,70.36,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2016-04-24,69.77,69.77,69.77,0.0,0.0,70.08,70.08,70.08,0.0,0.0,68.9,68.9,68.9,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2016-05-01,67.73,67.73,67.73,0.0,0.0,67.73,67.73,67.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2016-05-08,66.4,66.4,66.4,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.59,66.59,66.59,0.0,0.0
2016-05-15,67.08,67.08,67.08,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.77,67.77,67.77,0.0,0.0
2016-05-22,68.95,68.95,68.95,0.0,0.0,69.76,69.76,69.76,0.0,0.0,68.95,68.95,68.95,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2016-05-29,71.87,71.87,71.87,0.0,0.0,71.87,71.87,71.87,0.0,0.0,70.64,70.64,70.64,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2016-06-05,72.01,72.01,72.01,0.0,0.0,72.01,72.01,72.01,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2016-06-12,70.45,70.45,70.45,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2016-06-19,67.2,67.2,67.2,0.0,0.0,69.31,69.31,69.31,0.0,0.0,67.03,67.03,67.03,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2016-06-26,70.35,70.35,70.35,0.0,0.0,71.5,71.5,71.5,0.0,0.0,70.35,70.35,70.35,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2016-07-03,72.37,72.37,72.37,0.0,0.0,73.25,73.25,73.25,0.0,0.0,72.27,72.27,72.27,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2016-07-10,74.29,74.29,74.29,0.0,0.0,74.59,74.59,74.59,0.0,0.0,73.77,73.77,73.77,0.0,0.0,74.07,74.07,74.07,0.0,0.0
2016-07-17,73.7,73.7,73.7,0.0,0.0,74.04,74.04,74.04,0.0,0.0,73.7,73.7,73.7,0.0,0.0,73.85,73.85,73.85,0.0,0.0
2016-07-24,74.23,74.23,74.23,0.0,0.0,74.96,74.96,74.96,0.0,0.0,73.97,73.97,73.97,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2016-07-31,74.32,74.32,74.32,0.0,0.0,74.79,74.79,74.79,0.0,0.0,74.32,74.32,74.32,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2016-08-07,72.95,72.95,72.95,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.8,72.8,72.8,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2016-08-14,72.57,72.57,72.57,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.73,72.73,72.73,0.0,0.0
2016-08-21,72.53,72.53,72.53,0.0,0.0,73.02,73.02,73.02,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2016-08-28,73.61,73.61,73.61,0.0,0.0,74.24,74.24,74.24,0.0,0.0,73.61,73.61,73.61,0.0,0.0,74.24,74.24,74.24,0.0,0.0
2016-09-04,74.57,74.57,74.57,0.0,0.0,74.57,74.57,74.57,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.45,73.45,73.45,0.0,0.0
2016-09-11,74.35,74.35,74.35,0.0,0.0,75.11,75.11,75.11,0.0,0.0,74.35,74.35,74.35,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2016-09-18,76.98,76.98,76.98,0.0,0.0,76.98,76.98,76.98,0.0,0.0,76.05,76.05,76.05,0.0,0.0,76.07,76.07,76.07,0.0,0.0
2016-09-25,73.44,73.44,73.44,0.0,0.0,74.34,74.34,74.34,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2016-10-02,73.99,73.99,73.99,0.0,0.0,73.99,73.99,73.99,0.0,0.0,73.11,73.11,73.11,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2016-10-09,72.25,72.25,72.25,0.0,0.0,72.34,72.34,72.34,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2016-10-16,71.0,71.0,71.0,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2016-10-23,66.75,66.75,66.75,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2016-10-30,63.03,63.03,63.03,0.0,0.0,64.89,64.89,64.89,0.0,0.0,63.03,63.03,63.03,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2016-11-06,69.31,69.31,69.31,0.0,0.0,70.7,70.7,70.7,0.0,0.0,69.31,69.31,69.31,0.0,0.0,70.7,70.7,70.7,0.0,0.0
2016-11-13,72.59,72.59,72.59,0.0,0.0,72.66,72.66,72.66,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2016-11-20,73.2,73.2,73.2,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2016-11-27,70.7,70.7,70.7,0.0,0.0,71.61,71.61,71.61,0.0,0.0,70.7,70.7,70.7,0.0,0.0,70.92,70.92,70.92,0.0,0.0
2016-12-04,73.55,73.55,73.55,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2016-12-11,74.34,74.34,74.34,0.0,0.0,74.4,74.4,74.4,0.0,0.0,73.62,73.62,73.62,0.0,0.0,73.84,73.84,73.84,0.0,0.0
2016-12-18,72.93,72.93,72.93,0.0,0.0,73.88,73.88,73.88,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2016-12-25,72.99,72.99,72.99,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.83,72.83,72.83,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2017-01-01,74.95,74.95,74.95,0.0,0.0,74.95,74.95,74.95,0.0,0.0,74.46,74.46,74.46,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2017-01-08,73.94,73.94,73.94,0.0,0.0,74.89,74.89,74.89,0.0,0.0,73.94,73.94,73.94,0.0,0.0,74.46,74.46,74.46,0.0,0.0
2017-01-15,72.62,72.62,72.62,0.0,0.0,72.66,72.66,72.66,0.0,0.0,72.38,72.38,72.38,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2017-01-22,72.62,72.62,72.62,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.62,72.62,72.62,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2017-01-29,74.22,74.22,74.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.21,74.21,74.21,0.0,0.0,75.18,75.18,75.18,0.0,0.0
2017-02-05,75.89,75.89,75.89,0.0,0.0,76.31,76.31,76.31,0.0,0.0,75.66,75.66,75.66,0.0,0.0,76.05,76.05,76.05,0.0,0.0
2017-02-12,77.63,77.63,77.63,0.0,0.0,78.29,78.29,78.29,0.0,0.0,77.6,77.6,77.6,0.0,0.0,78.29,78.29,78.29,0.0,0.0
2017-02-19,77.88,77.88,77.88,0.0,0.0,78.33,78.33,78.33,0.0,0.0,77.78,77.78,77.78,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2017-02-26,79.0,79.0,79.0,0.0,0.0,79.2,79.2,79.2,0.0,0.0,78.6,78.6,78.6,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2017-03-05,78.4,78.4,78.4,0.0,0.0,78.4,78.4,78.4,0.0,0.0,77.48,77.48,77.48,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2017-03-12,78.34,78.34,78.34,0.0,0.0,79.02,79.02,79.02,0.0,0.0,77.9,77.9,77.9,0.0,0.0,78.87,78.87,78.87,0.0,0.0
2017-03-19,78.02,78.02,78.02,0.0,0.0,78.75,78.75,78.75,0.0,0.0,78.02,78.02,78.02,0.0,0.0,78.67,78.67,78.67,0.0,0.0
2017-03-26,80.23,80.23,80.23,0.0,0.0,80.24,80.24,80.24,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2017-04-02,78.0,78.0,78.0,0.0,0.0,79.02,79.02,79.02,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.76,78.76,78.76,0.0,0.0
2017-04-09,78.4,78.4,78.4,0.0,0.0,78.72,78.72,78.72,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.31,78.31,78.31,0.0,0.0
2017-04-16,79.37,79.37,79.37,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.04,79.04,79.04,0.0,0.0,79.17,79.17,79.17,0.0,0.0
2017-04-23,81.8,81.8,81.8,0.0,0.0,82.12,82.12,82.12,0.0,0.0,81.36,81.36,81.36,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2017-04-30,81.83,81.83,81.83,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.77,81.77,81.77,0.0,0.0
2017-05-07,83.15,83.15,83.15,0.0,0.0,83.22,83.22,83.22,0.0,0.0,82.8,82.8,82.8,0.0,0.0,82.8,82.8,82.8,0.0,0.0
2017-05-14,81.76,81.76,81.76,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.39,81.39,81.39,0.0,0.0,81.52,81.52,81.52,0.0,0.0
2017-05-21,81.9,81.9,81.9,0.0,0.0,82.39,82.39,82.39,0.0,0.0,81.65,81.65,81.65,0.0,0.0,82.04,82.04,82.04,0.0,0.0
2017-05-28,84.3,84.3,84.3,0.0,0.0,84.8,84.8,84.8,0.0,0.0,83.94,83.94,83.94,0.0,0.0,84.8,84.8,84.8,0.0,0.0
2017-06-04,85.0,85.0,85.0,0.0,0.0,85.94,85.94,85.94,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.88,84.88,84.88,0.0,0.0
2017-06-11,84.0,84.0,84.0,0.0,0.0,84.51,84.51,84.51,0.0,0.0,83.7,83.7,83.7,0.0,0.0,84.51,84.51,84.51,0.0,0.0
2017-06-18,87.78,87.78,87.78,0.0,0.0,88.35,88.35,88.35,0.0,0.0,87.28,87.28,87.28,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2017-06-25,87.78,87.78,87.78,0.0,0.0,87.97,87.97,87.97,0.0,0.0,87.43,87.43,87.43,0.0,0.0,87.9,87.9,87.9,0.0,0.0
2017-07-02,86.79,86.79,86.79,0.0,0.0,87.4,87.4,87.4,0.0,0.0,86.58,86.58,86.58,0.0,0.0,87.4,87.4,87.4,0.0,0.0
2017-07-09,86.99,86.99,86.99,0.0,0.0,88.22,88.22,88.22,0.0,0.0,86.99,86.99,86.99,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2017-07-16,88.48,88.48,88.48,0.0,0.0,88.74,88.74,88.74,0.0,0.0,87.97,87.97,87.97,0.0,0.0,88.19,88.19,88.19,0.0,0.0
2017-07-23,86.14,86.14,86.14,0.0,0.0,86.78,86.78,86.78,0.0,0.0,86.04,86.04,86.04,0.0,0.0,86.75,86.75,86.75,0.0,0.0
2017-07-30,84.91,84.91,84.91,0.0,0.0,85.23,85.23,85.23,0.0,0.0,84.69,84.69,84.69,0.0,0.0,85.19,85.19,85.19,0.0,0.0
2017-08-06,83.33,83.33,83.33,0.0,0.0,84.65,84.65,84.65,0.0,0.0,83.33,83.33,83.33,0.0,0.0,84.63,84.63,84.63,0.0,0.0
2017-08-13,84.28,84.28,84.28,0.0,0.0,84.89,84.89,84.89,0.0,0.0,83.94,83.94,83.94,0.0,0.0,84.56,84.56,84.56,0.0,0.0
2017-08-20,85.79,85.79,85.79,0.0,0.0,85.79,85.79,85.79,0.0,0.0,84.92,84.92,84.92,0.0,0.0,85.08,85.08,85.08,0.0,0.0
2017-08-27,88.25,88.25,88.25,0.0,0.0,88.57,88.57,88.57,0.0,0.0,87.76,87.76,87.76,0.0,0.0,88.48,88.48,88.48,0.0,0.0
2017-09-03,88.81,88.81,88.81,0.0,0.0,89.29,89.29,89.29,0.0,0.0,88.41,88.41,88.41,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2017-09-10,89.74,89.74,89.74,0.0,0.0,89.74,89.74,89.74,0.0,0.0,88.9,88.9,88.9,0.0,0.0,89.57,89.57,89.57,0.0,0.0
2017-09-17,89.04,89.04,89.04,0.0,0.0,89.59,89.59,89.59,0.0,0.0,88.98,88.98,88.98,0.0,0.0,89.59,89.59,89.59,0.0,0.0
2017-09-24,92.12,92.12,92.12,0.0,0.0,92.83,92.83,92.83,0.0,0.0,92.09,92.09,92.09,0.0,0.0,92.83,92.83,92.83,0.0,0.0
2017-10-01,94.46,94.46,94.46,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.0,94.0,94.0,0.0,0.0,94.02,94.02,94.02,0.0,0.0
2017-10-08,91.98,91.98,91.98,0.0,0.0,91.98,91.98,91.98,0.0,0.0,91.12,91.12,91.12,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2017-10-15,92.99,92.99,92.99,0.0,0.0,93.82,93.82,93.82,0.0,0.0,92.99,92.99,92.99,0.0,0.0,93.46,93.46,93.46,0.0,0.0
2017-10-22,90.81,90.81,90.81,0.0,0.0,91.96,91.96,91.96,0.0,0.0,90.63,90.63,90.63,0.0,0.0,91.91,91.91,91.91,0.0,0.0
2017-10-29,89.96,89.96,89.96,0.0,0.0,90.77,90.77,90.77,0.0,0.0,88.83,88.83,88.83,0.0,0.0,90.64,90.64,90.64,0.0,0.0
2017-11-05,91.6,91.6,91.6,0.0,0.0,91.9,91.9,91.9,0.0,0.0,91.31,91.31,91.31,0.0,0.0,91.61,91.61,91.61,0.0,0.0
2017-11-12,94.6,94.6,94.6,0.0,0.0,94.6,94.6,94.6,0.0,0.0,93.5,93.5,93.5,0.0,0.0,94.05,94.05,94.05,0.0,0.0
2017-11-19,96.78,96.78,96.78,0.0,0.0,97.45,97.45,97.45,0.0,0.0,96.29,96.29,96.29,0.0,0.0,97.42,97.42,97.42,0.0,0.0
2017-11-26,98.46,98.46,98.46,0.0,0.0,98.46,98.46,98.46,0.0,0.0,94.78,94.78,94.78,0.0,0.0,97.55,97.55,97.55,0.0,0.0
2017-12-03,97.83,97.83,97.83,0.0,0.0,97.83,97.83,97.83,0.0,0.0,96.44,96.44,96.44,0.0,0.0,96.55,96.55,96.55,0.0,0.0
2017-12-10,98.48,98.48,98.48,0.0,0.0,98.48,98.48,98.48,0.0,0.0,97.03,97.03,97.03,0.0,0.0,98.34,98.34,98.34,0.0,0.0
2017-12-17,98.98,98.98,98.98,0.0,0.0,99.19,99.19,99.19,0.0,0.0,98.62,98.62,98.62,0.0,0.0,98.91,98.91,98.91,0.0,0.0
2017-12-24,100.6,100.6,100.6,0.0,0.0,100.6,100.6,100.6,0.0,0.0,98.5,98.5,98.5,0.0,0.0,98.52,98.52,98.52,0.0,0.0
2017-12-31,100.24,100.24,100.24,0.0,0.0,100.85,100.85,100.85,0.0,0.0,99.87,99.87,99.87,0.0,0.0,100.85,100.85,100.85,0.0,0.0
