Date,VanEck Vectors High-Yield MunicipalEtf_Open_average,VanEck Vectors High-Yield MunicipalEtf_Open_max,VanEck Vectors High-Yield MunicipalEtf_Open_min,VanEck Vectors High-Yield MunicipalEtf_Open_volatility,VanEck Vectors High-Yield MunicipalEtf_Open_change,VanEck Vectors High-Yield MunicipalEtf_High_average,VanEck Vectors High-Yield MunicipalEtf_High_max,VanEck Vectors High-Yield MunicipalEtf_High_min,VanEck Vectors High-Yield MunicipalEtf_High_volatility,VanEck Vectors High-Yield MunicipalEtf_High_change,VanEck Vectors High-Yield MunicipalEtf_Low_average,VanEck Vectors High-Yield MunicipalEtf_Low_max,VanEck Vectors High-Yield MunicipalEtf_Low_min,VanEck Vectors High-Yield MunicipalEtf_Low_volatility,VanEck Vectors High-Yield MunicipalEtf_Low_change,VanEck Vectors High-Yield MunicipalEtf_Close_average,VanEck Vectors High-Yield MunicipalEtf_Close_max,VanEck Vectors High-Yield MunicipalEtf_Close_min,VanEck Vectors High-Yield MunicipalEtf_Close_volatility,VanEck Vectors High-Yield MunicipalEtf_Close_change
2016-03-13,62.36,62.36,62.36,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2016-03-20,62.5,62.5,62.5,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2016-03-27,62.58,62.58,62.58,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2016-04-03,62.62,62.62,62.62,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2016-04-10,62.88,62.88,62.88,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2016-04-17,62.94,62.94,62.94,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2016-04-24,63.42,63.42,63.42,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.34,63.34,63.34,0.0,0.0
2016-05-01,63.24,63.24,63.24,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2016-05-08,63.38,63.38,63.38,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2016-05-15,63.62,63.62,63.62,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2016-05-22,63.74,63.74,63.74,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2016-05-29,63.6,63.6,63.6,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2016-06-05,63.66,63.66,63.66,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2016-06-12,63.9,63.9,63.9,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2016-06-19,64.3,64.3,64.3,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2016-06-26,64.6,64.6,64.6,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2016-07-03,64.62,64.62,64.62,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2016-07-10,64.44,64.44,64.44,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2016-07-17,64.54,64.54,64.54,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2016-07-24,64.66,64.66,64.66,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2016-07-31,64.42,64.42,64.42,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2016-08-07,64.54,64.54,64.54,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2016-08-14,64.62,64.62,64.62,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2016-08-21,64.72,64.72,64.72,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2016-08-28,64.5,64.5,64.5,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.44,64.44,64.44,0.0,0.0
2016-09-04,64.54,64.54,64.54,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2016-09-11,64.5,64.5,64.5,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2016-09-18,64.48,64.48,64.48,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2016-09-25,64.54,64.54,64.54,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2016-10-02,63.96,63.96,63.96,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2016-10-09,63.3,63.3,63.3,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2016-10-16,63.44,63.44,63.44,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2016-10-23,63.14,63.14,63.14,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2016-10-30,63.04,63.04,63.04,0.0,0.0,63.12,63.12,63.12,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2016-11-06,60.32,60.32,60.32,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2016-11-13,58.88,58.88,58.88,0.0,0.0,59.58,59.58,59.58,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2016-11-20,58.2,58.2,58.2,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2016-11-27,57.02,57.02,57.02,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2016-12-04,58.9,58.9,58.9,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2016-12-11,58.32,58.32,58.32,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2016-12-18,58.48,58.48,58.48,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2016-12-25,59.2,59.2,59.2,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2017-01-01,59.56,59.56,59.56,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2017-01-08,60.28,60.28,60.28,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2017-01-15,60.0,60.0,60.0,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2017-01-22,60.02,60.02,60.02,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.86,59.86,59.86,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2017-01-29,59.9,59.9,59.9,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2017-02-05,60.1,60.1,60.1,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2017-02-12,60.44,60.44,60.44,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2017-02-19,60.76,60.76,60.76,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2017-02-26,60.28,60.28,60.28,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2017-03-05,60.06,60.06,60.06,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2017-03-12,60.54,60.54,60.54,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2017-03-19,60.82,60.82,60.82,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2017-03-26,61.04,61.04,61.04,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2017-04-02,61.3,61.3,61.3,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2017-04-09,61.5,61.5,61.5,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2017-04-16,61.68,61.68,61.68,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2017-04-23,61.42,61.42,61.42,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2017-04-30,61.24,61.24,61.24,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2017-05-07,61.48,61.48,61.48,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2017-05-14,61.9,61.9,61.9,0.0,0.0,61.9,61.9,61.9,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2017-05-21,61.98,61.98,61.98,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2017-05-28,62.18,62.18,62.18,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2017-06-04,61.92,61.92,61.92,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2017-06-11,62.02,62.02,62.02,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2017-06-18,62.1,62.1,62.1,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2017-06-25,61.76,61.76,61.76,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2017-07-02,61.42,61.42,61.42,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2017-07-09,61.8,61.8,61.8,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.96,61.96,61.96,0.0,0.0
2017-07-16,62.18,62.18,62.18,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2017-07-23,62.22,62.22,62.22,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2017-07-30,61.96,61.96,61.96,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2017-08-06,62.04,62.04,62.04,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2017-08-13,62.28,62.28,62.28,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2017-08-20,62.58,62.58,62.58,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2017-08-27,62.76,62.76,62.76,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2017-09-03,62.84,62.84,62.84,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2017-09-10,62.6,62.6,62.6,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2017-09-17,62.62,62.62,62.62,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2017-09-24,62.58,62.58,62.58,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2017-10-01,62.42,62.42,62.42,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2017-10-08,62.48,62.48,62.48,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2017-10-15,62.58,62.58,62.58,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2017-10-22,62.18,62.18,62.18,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2017-10-29,62.16,62.16,62.16,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2017-11-05,62.24,62.24,62.24,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2017-11-12,62.58,62.58,62.58,0.0,0.0,62.61,62.61,62.61,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2017-11-19,62.4,62.4,62.4,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2017-11-26,62.22,62.22,62.22,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2017-12-03,62.72,62.72,62.72,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2017-12-10,62.6,62.6,62.6,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2017-12-17,62.6,62.6,62.6,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2017-12-24,62.52,62.52,62.52,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2017-12-31,62.76,62.76,62.76,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.68,62.68,62.68,0.0,0.0
