Date,ProShares Short Euro_etf_Open_average,ProShares Short Euro_etf_Open_max,ProShares Short Euro_etf_Open_min,ProShares Short Euro_etf_Open_volatility,ProShares Short Euro_etf_Open_change,ProShares Short Euro_etf_High_average,ProShares Short Euro_etf_High_max,ProShares Short Euro_etf_High_min,ProShares Short Euro_etf_High_volatility,ProShares Short Euro_etf_High_change,ProShares Short Euro_etf_Low_average,ProShares Short Euro_etf_Low_max,ProShares Short Euro_etf_Low_min,ProShares Short Euro_etf_Low_volatility,ProShares Short Euro_etf_Low_change,ProShares Short Euro_etf_Close_average,ProShares Short Euro_etf_Close_max,ProShares Short Euro_etf_Close_min,ProShares Short Euro_etf_Close_volatility,ProShares Short Euro_etf_Close_change
2016-04-17,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2016-04-24,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2016-05-01,41.5,41.5,41.5,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2016-05-08,41.86,41.86,41.86,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2016-05-15,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2016-05-22,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2016-05-29,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2016-06-05,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2016-06-12,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2016-06-19,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2016-06-26,42.55,42.55,42.55,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2016-07-03,42.86,42.86,42.86,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2016-07-10,42.86,42.86,42.86,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2016-07-17,43.1,43.1,43.1,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2016-07-24,42.47,42.47,42.47,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-07-31,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2016-08-07,42.37,42.37,42.37,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2016-08-14,41.92,41.92,41.92,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2016-08-21,42.24,42.24,42.24,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2016-08-28,42.25,42.25,42.25,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-09-04,42.26,42.26,42.26,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2016-09-11,42.44,42.44,42.44,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2016-09-18,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2016-09-25,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2016-10-02,42.38,42.38,42.38,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-10-09,43.63,43.63,43.63,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2016-10-16,43.59,43.59,43.59,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2016-10-23,43.4,43.4,43.4,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2016-10-30,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2016-11-06,43.47,43.47,43.47,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2016-11-13,44.69,44.69,44.69,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2016-11-20,44.72,44.72,44.72,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2016-11-27,44.56,44.56,44.56,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2016-12-04,44.91,44.91,44.91,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2016-12-11,45.5,45.5,45.5,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2016-12-18,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2016-12-25,44.78,44.78,44.78,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2017-01-01,45.0,45.0,45.0,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2017-01-08,44.59,44.59,44.59,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-01-15,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-01-22,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2017-01-29,44.02,44.02,44.02,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2017-02-05,44.32,44.32,44.32,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2017-02-12,44.62,44.62,44.62,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2017-02-19,44.86,44.86,44.86,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2017-02-26,45.0,45.0,45.0,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2017-03-05,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2017-03-12,44.14,44.14,44.14,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2017-03-19,43.98,43.98,43.98,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2017-03-26,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2017-04-02,44.65,44.65,44.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2017-04-09,44.71,44.71,44.71,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2017-04-16,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2017-04-23,43.78,43.78,43.78,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2017-04-30,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2017-05-07,43.49,43.49,43.49,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2017-05-14,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2017-05-21,42.42,42.42,42.42,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2017-05-28,42.2,42.2,42.2,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2017-06-04,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2017-06-11,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2017-06-18,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2017-06-25,41.74,41.74,41.74,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2017-07-02,41.99,41.99,41.99,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2017-07-09,41.58,41.58,41.58,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2017-07-16,41.33,41.33,41.33,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2017-07-23,40.57,40.57,40.57,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2017-07-30,40.6,40.6,40.6,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2017-08-06,40.55,40.55,40.55,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2017-08-13,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2017-08-20,40.17,40.17,40.17,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2017-08-27,40.07,40.07,40.07,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2017-09-03,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2017-09-10,39.94,39.94,39.94,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2017-09-17,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2017-09-24,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2017-10-01,40.71,40.71,40.71,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2017-10-08,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2017-10-15,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2017-10-22,41.23,41.23,41.23,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-10-29,40.96,40.96,40.96,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2017-11-05,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2017-11-12,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2017-11-19,40.73,40.73,40.73,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-11-26,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2017-12-03,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2017-12-10,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-12-17,40.17,40.17,40.17,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2017-12-24,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2017-12-31,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0
