Date,iShares Residential Real Estate Capped_etf_Open_average,iShares Residential Real Estate Capped_etf_Open_max,iShares Residential Real Estate Capped_etf_Open_min,iShares Residential Real Estate Capped_etf_Open_volatility,iShares Residential Real Estate Capped_etf_Open_change,iShares Residential Real Estate Capped_etf_High_average,iShares Residential Real Estate Capped_etf_High_max,iShares Residential Real Estate Capped_etf_High_min,iShares Residential Real Estate Capped_etf_High_volatility,iShares Residential Real Estate Capped_etf_High_change,iShares Residential Real Estate Capped_etf_Low_average,iShares Residential Real Estate Capped_etf_Low_max,iShares Residential Real Estate Capped_etf_Low_min,iShares Residential Real Estate Capped_etf_Low_volatility,iShares Residential Real Estate Capped_etf_Low_change,iShares Residential Real Estate Capped_etf_Close_average,iShares Residential Real Estate Capped_etf_Close_max,iShares Residential Real Estate Capped_etf_Close_min,iShares Residential Real Estate Capped_etf_Close_volatility,iShares Residential Real Estate Capped_etf_Close_change
2016-05-15,63.64,63.64,63.64,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2016-05-22,64.76,64.76,64.76,0.0,0.0,65.31,65.31,65.31,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2016-05-29,65.14,65.14,65.14,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2016-06-05,63.76,63.76,63.76,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2016-06-12,64.98,64.98,64.98,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2016-06-19,63.38,63.38,63.38,0.0,0.0,64.91,64.91,64.91,0.0,0.0,62.94,62.94,62.94,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2016-06-26,67.72,67.72,67.72,0.0,0.0,67.98,67.98,67.98,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2016-07-03,67.61,67.61,67.61,0.0,0.0,68.33,68.33,68.33,0.0,0.0,67.55,67.55,67.55,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2016-07-10,67.92,67.92,67.92,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2016-07-17,68.47,68.47,68.47,0.0,0.0,69.29,69.29,69.29,0.0,0.0,68.47,68.47,68.47,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2016-07-24,67.64,67.64,67.64,0.0,0.0,69.09,69.09,69.09,0.0,0.0,67.64,67.64,67.64,0.0,0.0,68.65,68.65,68.65,0.0,0.0
2016-07-31,67.05,67.05,67.05,0.0,0.0,67.23,67.23,67.23,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2016-08-07,67.3,67.3,67.3,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.42,67.42,67.42,0.0,0.0
2016-08-14,66.33,66.33,66.33,0.0,0.0,66.58,66.58,66.58,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2016-08-21,66.49,66.49,66.49,0.0,0.0,66.78,66.78,66.78,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2016-08-28,66.38,66.38,66.38,0.0,0.0,67.43,67.43,67.43,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2016-09-04,65.94,65.94,65.94,0.0,0.0,65.94,65.94,65.94,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2016-09-11,63.82,63.82,63.82,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.63,63.63,63.63,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2016-09-18,66.78,66.78,66.78,0.0,0.0,67.5,67.5,67.5,0.0,0.0,66.22,66.22,66.22,0.0,0.0,67.2,67.2,67.2,0.0,0.0
2016-09-25,66.64,66.64,66.64,0.0,0.0,66.96,66.96,66.96,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2016-10-02,62.07,62.07,62.07,0.0,0.0,62.74,62.74,62.74,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2016-10-09,62.56,62.56,62.56,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2016-10-16,62.61,62.61,62.61,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2016-10-23,60.8,60.8,60.8,0.0,0.0,61.66,61.66,61.66,0.0,0.0,60.8,60.8,60.8,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2016-10-30,60.27,60.27,60.27,0.0,0.0,60.86,60.86,60.86,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2016-11-06,58.91,58.91,58.91,0.0,0.0,60.07,60.07,60.07,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2016-11-13,58.54,58.54,58.54,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2016-11-20,58.72,58.72,58.72,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.72,58.72,58.72,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2016-11-27,58.81,58.81,58.81,0.0,0.0,59.92,59.92,59.92,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2016-12-04,61.5,61.5,61.5,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2016-12-11,60.74,60.74,60.74,0.0,0.0,62.01,62.01,62.01,0.0,0.0,60.74,60.74,60.74,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2016-12-18,60.48,60.48,60.48,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2016-12-25,61.28,61.28,61.28,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.04,61.04,61.04,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2017-01-01,62.9,62.9,62.9,0.0,0.0,63.26,63.26,63.26,0.0,0.0,62.65,62.65,62.65,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2017-01-08,61.4,61.4,61.4,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.14,61.14,61.14,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2017-01-15,61.06,61.06,61.06,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2017-01-22,61.26,61.26,61.26,0.0,0.0,61.39,61.39,61.39,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2017-01-29,61.5,61.5,61.5,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2017-02-05,61.66,61.66,61.66,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.45,61.45,61.45,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2017-02-12,62.48,62.48,62.48,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2017-02-19,63.91,63.91,63.91,0.0,0.0,64.42,64.42,64.42,0.0,0.0,63.57,63.57,63.57,0.0,0.0,64.39,64.39,64.39,0.0,0.0
2017-02-26,64.16,64.16,64.16,0.0,0.0,64.16,64.16,64.16,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2017-03-05,61.89,61.89,61.89,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2017-03-12,62.71,62.71,62.71,0.0,0.0,63.19,63.19,63.19,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2017-03-19,63.28,63.28,63.28,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2017-03-26,62.92,62.92,62.92,0.0,0.0,63.39,63.39,63.39,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2017-04-02,64.02,64.02,64.02,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2017-04-09,64.52,64.52,64.52,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.44,64.44,64.44,0.0,0.0
2017-04-16,65.44,65.44,65.44,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.27,65.27,65.27,0.0,0.0
2017-04-23,64.06,64.06,64.06,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2017-04-30,62.92,62.92,62.92,0.0,0.0,63.37,63.37,63.37,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.31,63.31,63.31,0.0,0.0
2017-05-07,63.62,63.62,63.62,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2017-05-14,64.66,64.66,64.66,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.66,64.66,64.66,0.0,0.0
2017-05-21,64.88,64.88,64.88,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.43,64.43,64.43,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2017-05-28,64.9,64.9,64.9,0.0,0.0,65.62,65.62,65.62,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2017-06-04,64.87,64.87,64.87,0.0,0.0,65.5,65.5,65.5,0.0,0.0,64.87,64.87,64.87,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2017-06-11,66.51,66.51,66.51,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2017-06-18,66.89,66.89,66.89,0.0,0.0,67.5,67.5,67.5,0.0,0.0,66.52,66.52,66.52,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2017-06-25,65.19,65.19,65.19,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2017-07-02,63.89,63.89,63.89,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.65,63.65,63.65,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2017-07-09,64.48,64.48,64.48,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.2,64.2,64.2,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2017-07-16,65.21,65.21,65.21,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2017-07-23,64.52,64.52,64.52,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2017-07-30,64.07,64.07,64.07,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2017-08-06,63.6,63.6,63.6,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2017-08-13,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2017-08-20,64.98,64.98,64.98,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2017-08-27,65.02,65.02,65.02,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2017-09-03,65.76,65.76,65.76,0.0,0.0,66.44,66.44,66.44,0.0,0.0,65.76,65.76,65.76,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2017-09-10,65.48,65.48,65.48,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2017-09-17,64.78,64.78,64.78,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2017-09-24,63.5,63.5,63.5,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2017-10-01,63.18,63.18,63.18,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2017-10-08,64.11,64.11,64.11,0.0,0.0,64.38,64.38,64.38,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2017-10-15,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2017-10-22,62.2,62.2,62.2,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2017-10-29,62.94,62.94,62.94,0.0,0.0,63.73,63.73,63.73,0.0,0.0,62.85,62.85,62.85,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2017-11-05,64.25,64.25,64.25,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2017-11-12,64.2,64.2,64.2,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.93,63.93,63.93,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2017-11-19,64.4,64.4,64.4,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2017-11-26,63.9,63.9,63.9,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.82,63.82,63.82,0.0,0.0
2017-12-03,63.45,63.45,63.45,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2017-12-10,64.08,64.08,64.08,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2017-12-17,61.13,61.13,61.13,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2017-12-24,62.27,62.27,62.27,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2017-12-31,60.83,60.83,60.83,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.4,60.4,60.4,0.0,0.0
