Date,iShares TIPS Bond_etf_Open_average,iShares TIPS Bond_etf_Open_max,iShares TIPS Bond_etf_Open_min,iShares TIPS Bond_etf_Open_volatility,iShares TIPS Bond_etf_Open_change,iShares TIPS Bond_etf_High_average,iShares TIPS Bond_etf_High_max,iShares TIPS Bond_etf_High_min,iShares TIPS Bond_etf_High_volatility,iShares TIPS Bond_etf_High_change,iShares TIPS Bond_etf_Low_average,iShares TIPS Bond_etf_Low_max,iShares TIPS Bond_etf_Low_min,iShares TIPS Bond_etf_Low_volatility,iShares TIPS Bond_etf_Low_change,iShares TIPS Bond_etf_Close_average,iShares TIPS Bond_etf_Close_max,iShares TIPS Bond_etf_Close_min,iShares TIPS Bond_etf_Close_volatility,iShares TIPS Bond_etf_Close_change
2017-02-12,114.26,114.26,114.26,0.0,0.0,114.26,114.26,114.26,0.0,0.0,114.11,114.11,114.11,0.0,0.0,114.16,114.16,114.16,0.0,0.0
2017-02-19,114.83,114.83,114.83,0.0,0.0,115.05,115.05,115.05,0.0,0.0,114.76,114.76,114.76,0.0,0.0,114.96,114.96,114.96,0.0,0.0
2017-02-26,113.73,113.73,113.73,0.0,0.0,113.89,113.89,113.89,0.0,0.0,113.44,113.44,113.44,0.0,0.0,113.86,113.86,113.86,0.0,0.0
2017-03-05,113.07,113.07,113.07,0.0,0.0,113.11,113.11,113.11,0.0,0.0,112.7,112.7,112.7,0.0,0.0,112.96,112.96,112.96,0.0,0.0
2017-03-12,113.71,113.71,113.71,0.0,0.0,113.83,113.83,113.83,0.0,0.0,113.68,113.68,113.68,0.0,0.0,113.81,113.81,113.81,0.0,0.0
2017-03-19,114.13,114.13,114.13,0.0,0.0,114.69,114.69,114.69,0.0,0.0,114.11,114.11,114.11,0.0,0.0,114.45,114.45,114.45,0.0,0.0
2017-03-26,114.37,114.37,114.37,0.0,0.0,114.65,114.65,114.65,0.0,0.0,114.3,114.3,114.3,0.0,0.0,114.65,114.65,114.65,0.0,0.0
2017-04-02,114.82,114.82,114.82,0.0,0.0,115.01,115.01,115.01,0.0,0.0,114.35,114.35,114.35,0.0,0.0,114.35,114.35,114.35,0.0,0.0
2017-04-09,115.3,115.3,115.3,0.0,0.0,115.45,115.45,115.45,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.23,115.23,115.23,0.0,0.0
2017-04-16,114.96,114.96,114.96,0.0,0.0,115.0,115.0,115.0,0.0,0.0,114.67,114.67,114.67,0.0,0.0,114.72,114.72,114.72,0.0,0.0
2017-04-23,114.84,114.84,114.84,0.0,0.0,115.06,115.06,115.06,0.0,0.0,114.76,114.76,114.76,0.0,0.0,115.01,115.01,115.01,0.0,0.0
2017-04-30,113.72,113.72,113.72,0.0,0.0,113.77,113.77,113.77,0.0,0.0,113.54,113.54,113.54,0.0,0.0,113.75,113.75,113.75,0.0,0.0
2017-05-07,113.68,113.68,113.68,0.0,0.0,113.85,113.85,113.85,0.0,0.0,113.58,113.58,113.58,0.0,0.0,113.77,113.77,113.77,0.0,0.0
2017-05-14,114.4,114.4,114.4,0.0,0.0,114.59,114.59,114.59,0.0,0.0,114.31,114.31,114.31,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2017-05-21,114.33,114.33,114.33,0.0,0.0,114.44,114.44,114.44,0.0,0.0,114.24,114.24,114.24,0.0,0.0,114.4,114.4,114.4,0.0,0.0
2017-05-28,114.75,114.75,114.75,0.0,0.0,114.94,114.94,114.94,0.0,0.0,114.65,114.65,114.65,0.0,0.0,114.83,114.83,114.83,0.0,0.0
2017-06-04,114.21,114.21,114.21,0.0,0.0,114.3,114.3,114.3,0.0,0.0,114.17,114.17,114.17,0.0,0.0,114.17,114.17,114.17,0.0,0.0
2017-06-11,113.62,113.62,113.62,0.0,0.0,113.78,113.78,113.78,0.0,0.0,113.61,113.61,113.61,0.0,0.0,113.68,113.68,113.68,0.0,0.0
2017-06-18,114.28,114.28,114.28,0.0,0.0,114.31,114.31,114.31,0.0,0.0,114.16,114.16,114.16,0.0,0.0,114.31,114.31,114.31,0.0,0.0
2017-06-25,113.72,113.72,113.72,0.0,0.0,113.72,113.72,113.72,0.0,0.0,113.32,113.32,113.32,0.0,0.0,113.43,113.43,113.43,0.0,0.0
2017-07-02,112.65,112.65,112.65,0.0,0.0,112.66,112.66,112.66,0.0,0.0,112.39,112.39,112.39,0.0,0.0,112.46,112.46,112.46,0.0,0.0
2017-07-09,113.21,113.21,113.21,0.0,0.0,113.3,113.3,113.3,0.0,0.0,112.98,112.98,112.98,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2017-07-16,113.67,113.67,113.67,0.0,0.0,113.7,113.7,113.7,0.0,0.0,113.54,113.54,113.54,0.0,0.0,113.58,113.58,113.58,0.0,0.0
2017-07-23,113.55,113.55,113.55,0.0,0.0,113.73,113.73,113.73,0.0,0.0,113.53,113.53,113.53,0.0,0.0,113.66,113.66,113.66,0.0,0.0
2017-07-30,113.55,113.55,113.55,0.0,0.0,113.66,113.66,113.66,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.63,113.63,113.63,0.0,0.0
2017-08-06,114.04,114.04,114.04,0.0,0.0,114.27,114.27,114.27,0.0,0.0,113.96,113.96,113.96,0.0,0.0,114.27,114.27,114.27,0.0,0.0
2017-08-13,114.04,114.04,114.04,0.0,0.0,114.14,114.14,114.14,0.0,0.0,113.86,113.86,113.86,0.0,0.0,113.98,113.98,113.98,0.0,0.0
2017-08-20,113.94,113.94,113.94,0.0,0.0,114.13,114.13,114.13,0.0,0.0,113.89,113.89,113.89,0.0,0.0,114.09,114.09,114.09,0.0,0.0
2017-08-27,114.35,114.35,114.35,0.0,0.0,114.35,114.35,114.35,0.0,0.0,114.08,114.08,114.08,0.0,0.0,114.12,114.12,114.12,0.0,0.0
2017-09-03,115.15,115.15,115.15,0.0,0.0,115.26,115.26,115.26,0.0,0.0,115.04,115.04,115.04,0.0,0.0,115.22,115.22,115.22,0.0,0.0
2017-09-10,114.57,114.57,114.57,0.0,0.0,114.57,114.57,114.57,0.0,0.0,114.38,114.38,114.38,0.0,0.0,114.5,114.5,114.5,0.0,0.0
2017-09-17,114.05,114.05,114.05,0.0,0.0,114.11,114.11,114.11,0.0,0.0,113.92,113.92,113.92,0.0,0.0,114.03,114.03,114.03,0.0,0.0
2017-09-24,113.99,113.99,113.99,0.0,0.0,113.99,113.99,113.99,0.0,0.0,113.56,113.56,113.56,0.0,0.0,113.58,113.58,113.58,0.0,0.0
2017-10-01,113.3,113.3,113.3,0.0,0.0,113.55,113.55,113.55,0.0,0.0,113.19,113.19,113.19,0.0,0.0,113.38,113.38,113.38,0.0,0.0
2017-10-08,114.09,114.09,114.09,0.0,0.0,114.15,114.15,114.15,0.0,0.0,113.96,113.96,113.96,0.0,0.0,114.13,114.13,114.13,0.0,0.0
2017-10-15,113.43,113.43,113.43,0.0,0.0,113.55,113.55,113.55,0.0,0.0,113.3,113.3,113.3,0.0,0.0,113.41,113.41,113.41,0.0,0.0
2017-10-22,113.23,113.23,113.23,0.0,0.0,113.5,113.5,113.5,0.0,0.0,113.17,113.17,113.17,0.0,0.0,113.45,113.45,113.45,0.0,0.0
2017-10-29,113.94,113.94,113.94,0.0,0.0,113.97,113.97,113.97,0.0,0.0,113.7,113.7,113.7,0.0,0.0,113.95,113.95,113.95,0.0,0.0
2017-11-05,113.86,113.86,113.86,0.0,0.0,113.9,113.9,113.9,0.0,0.0,113.67,113.67,113.67,0.0,0.0,113.71,113.71,113.71,0.0,0.0
2017-11-12,114.11,114.11,114.11,0.0,0.0,114.19,114.19,114.19,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.12,114.12,114.12,0.0,0.0
2017-11-19,114.29,114.29,114.29,0.0,0.0,114.31,114.31,114.31,0.0,0.0,114.12,114.12,114.12,0.0,0.0,114.14,114.14,114.14,0.0,0.0
2017-11-26,113.4,113.4,113.4,0.0,0.0,113.97,113.97,113.97,0.0,0.0,113.24,113.24,113.24,0.0,0.0,113.61,113.61,113.61,0.0,0.0
2017-12-03,113.74,113.74,113.74,0.0,0.0,113.78,113.78,113.78,0.0,0.0,113.57,113.57,113.57,0.0,0.0,113.69,113.69,113.69,0.0,0.0
2017-12-10,113.68,113.68,113.68,0.0,0.0,113.94,113.94,113.94,0.0,0.0,113.66,113.66,113.66,0.0,0.0,113.89,113.89,113.89,0.0,0.0
2017-12-17,113.18,113.18,113.18,0.0,0.0,113.2,113.2,113.2,0.0,0.0,113.05,113.05,113.05,0.0,0.0,113.18,113.18,113.18,0.0,0.0
2017-12-24,113.8,113.8,113.8,0.0,0.0,114.15,114.15,114.15,0.0,0.0,113.79,113.79,113.79,0.0,0.0,114.08,114.08,114.08,0.0,0.0
2017-12-31,113.93,113.93,113.93,0.0,0.0,113.98,113.98,113.98,0.0,0.0,113.8,113.8,113.8,0.0,0.0,113.92,113.92,113.92,0.0,0.0
