Date,PowerShares S&P SmallCap UtilitiesEtf_Open_average,PowerShares S&P SmallCap UtilitiesEtf_Open_max,PowerShares S&P SmallCap UtilitiesEtf_Open_min,PowerShares S&P SmallCap UtilitiesEtf_Open_volatility,PowerShares S&P SmallCap UtilitiesEtf_Open_change,PowerShares S&P SmallCap UtilitiesEtf_High_average,PowerShares S&P SmallCap UtilitiesEtf_High_max,PowerShares S&P SmallCap UtilitiesEtf_High_min,PowerShares S&P SmallCap UtilitiesEtf_High_volatility,PowerShares S&P SmallCap UtilitiesEtf_High_change,PowerShares S&P SmallCap UtilitiesEtf_Low_average,PowerShares S&P SmallCap UtilitiesEtf_Low_max,PowerShares S&P SmallCap UtilitiesEtf_Low_min,PowerShares S&P SmallCap UtilitiesEtf_Low_volatility,PowerShares S&P SmallCap UtilitiesEtf_Low_change,PowerShares S&P SmallCap UtilitiesEtf_Close_average,PowerShares S&P SmallCap UtilitiesEtf_Close_max,PowerShares S&P SmallCap UtilitiesEtf_Close_min,PowerShares S&P SmallCap UtilitiesEtf_Close_volatility,PowerShares S&P SmallCap UtilitiesEtf_Close_change
2016-06-12,47.36,47.36,47.36,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.95,46.95,46.95,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2016-06-19,47.55,47.55,47.55,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2016-06-26,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2016-07-03,49.0,49.0,49.0,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.79,48.79,48.79,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2016-07-10,49.52,49.52,49.52,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2016-07-17,48.64,48.64,48.64,0.0,0.0,50.0,50.0,50.0,0.0,0.0,48.64,48.64,48.64,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-07-24,49.12,49.12,49.12,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2016-07-31,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2016-08-07,47.21,47.21,47.21,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2016-08-14,46.11,46.11,46.11,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2016-08-21,46.34,46.34,46.34,0.0,0.0,46.47,46.47,46.47,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2016-08-28,45.17,45.17,45.17,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2016-09-04,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2016-09-11,44.72,44.72,44.72,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2016-09-18,46.26,46.26,46.26,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2016-09-25,45.89,45.89,45.89,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2016-10-02,44.03,44.03,44.03,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2016-10-09,44.45,44.45,44.45,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2016-10-16,44.37,44.37,44.37,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2016-10-23,45.02,45.02,45.02,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2016-10-30,45.14,45.14,45.14,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2016-11-06,45.96,45.96,45.96,0.0,0.0,47.21,47.21,47.21,0.0,0.0,45.95,45.95,45.95,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2016-11-13,47.6,47.6,47.6,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2016-11-20,48.79,48.79,48.79,0.0,0.0,49.6,49.6,49.6,0.0,0.0,48.79,48.79,48.79,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2016-11-27,48.09,48.09,48.09,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2016-12-04,50.32,50.32,50.32,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2016-12-11,49.9,49.9,49.9,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-12-18,49.88,49.88,49.88,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2016-12-25,48.64,48.64,48.64,0.0,0.0,48.64,48.64,48.64,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-01-01,49.0,49.0,49.0,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2017-01-08,47.93,47.93,47.93,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2017-01-15,47.52,47.52,47.52,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2017-01-22,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2017-01-29,47.51,47.51,47.51,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2017-02-05,47.33,47.33,47.33,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2017-02-12,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2017-02-19,48.13,48.13,48.13,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-02-26,47.74,47.74,47.74,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2017-03-05,46.3,46.3,46.3,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2017-03-12,47.55,47.55,47.55,0.0,0.0,48.36,48.36,48.36,0.0,0.0,47.55,47.55,47.55,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2017-03-19,48.04,48.04,48.04,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2017-03-26,48.77,48.77,48.77,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2017-04-02,50.81,50.81,50.81,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-04-09,51.7,51.7,51.7,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-04-16,51.74,51.74,51.74,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2017-04-23,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2017-04-30,50.53,50.53,50.53,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2017-05-07,49.9,49.9,49.9,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2017-05-14,49.7,49.7,49.7,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2017-05-21,50.94,50.94,50.94,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2017-05-28,52.0,52.0,52.0,0.0,0.0,52.71,52.71,52.71,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2017-06-04,52.2,52.2,52.2,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2017-06-11,52.89,52.89,52.89,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.69,52.69,52.69,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2017-06-18,51.65,51.65,51.65,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2017-06-25,51.53,51.53,51.53,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2017-07-02,50.94,50.94,50.94,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2017-07-09,49.96,49.96,49.96,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-07-16,52.4,52.4,52.4,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2017-07-23,52.5,52.5,52.5,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2017-07-30,52.9,52.9,52.9,0.0,0.0,53.75,53.75,53.75,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2017-08-06,53.91,53.91,53.91,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2017-08-13,52.87,52.87,52.87,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2017-08-20,54.15,54.15,54.15,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2017-08-27,54.65,54.65,54.65,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2017-09-03,53.42,53.42,53.42,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2017-09-10,53.31,53.31,53.31,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2017-09-17,53.3,53.3,53.3,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2017-09-24,54.0,54.0,54.0,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2017-10-01,55.31,55.31,55.31,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2017-10-08,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2017-10-15,55.41,55.41,55.41,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2017-10-22,55.7,55.7,55.7,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.5,55.5,55.5,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2017-10-29,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2017-11-05,53.92,53.92,53.92,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2017-11-12,55.0,55.0,55.0,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.78,54.78,54.78,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-11-19,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2017-11-26,57.35,57.35,57.35,0.0,0.0,57.39,57.39,57.39,0.0,0.0,56.26,56.26,56.26,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2017-12-03,55.58,55.58,55.58,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2017-12-10,54.62,54.62,54.62,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.03,54.03,54.03,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2017-12-17,52.56,52.56,52.56,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2017-12-24,53.0,53.0,53.0,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2017-12-31,52.3,52.3,52.3,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.0,52.0,52.0,0.0,0.0
