Date,ProShares Ultra MSCI EAFEEtf_Open_average,ProShares Ultra MSCI EAFEEtf_Open_max,ProShares Ultra MSCI EAFEEtf_Open_min,ProShares Ultra MSCI EAFEEtf_Open_volatility,ProShares Ultra MSCI EAFEEtf_Open_change,ProShares Ultra MSCI EAFEEtf_High_average,ProShares Ultra MSCI EAFEEtf_High_max,ProShares Ultra MSCI EAFEEtf_High_min,ProShares Ultra MSCI EAFEEtf_High_volatility,ProShares Ultra MSCI EAFEEtf_High_change,ProShares Ultra MSCI EAFEEtf_Low_average,ProShares Ultra MSCI EAFEEtf_Low_max,ProShares Ultra MSCI EAFEEtf_Low_min,ProShares Ultra MSCI EAFEEtf_Low_volatility,ProShares Ultra MSCI EAFEEtf_Low_change,ProShares Ultra MSCI EAFEEtf_Close_average,ProShares Ultra MSCI EAFEEtf_Close_max,ProShares Ultra MSCI EAFEEtf_Close_min,ProShares Ultra MSCI EAFEEtf_Close_volatility,ProShares Ultra MSCI EAFEEtf_Close_change
2016-03-20,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2016-03-27,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2016-04-03,26.57,26.57,26.57,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2016-04-10,29.01,29.01,29.01,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2016-04-17,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2016-04-24,29.07,29.07,29.07,0.0,0.0,29.34,29.34,29.34,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2016-05-01,27.72,27.72,27.72,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2016-05-08,27.75,27.75,27.75,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2016-05-15,27.83,27.83,27.83,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2016-05-22,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2016-05-29,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2016-06-05,28.17,28.17,28.17,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2016-06-12,26.67,26.67,26.67,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2016-06-19,26.17,26.17,26.17,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2016-06-26,27.1,27.1,27.1,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2016-07-03,26.37,26.37,26.37,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2016-07-10,28.22,28.22,28.22,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2016-07-17,28.16,28.16,28.16,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2016-07-24,29.08,29.08,29.08,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2016-07-31,28.73,28.73,28.73,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2016-08-07,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2016-08-14,29.6,29.6,29.6,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2016-08-21,30.1,30.1,30.1,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2016-08-28,30.38,30.38,30.38,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2016-09-04,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2016-09-11,28.49,28.49,28.49,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2016-09-18,31.12,31.12,31.12,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2016-09-25,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2016-10-02,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2016-10-09,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2016-10-16,29.33,29.33,29.33,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2016-10-23,28.82,28.82,28.82,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2016-10-30,27.66,27.66,27.66,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2016-11-06,27.98,27.98,27.98,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2016-11-13,27.09,27.09,27.09,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2016-11-20,27.56,27.56,27.56,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2016-11-27,27.67,27.67,27.67,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2016-12-04,29.19,29.19,29.19,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2016-12-11,28.96,28.96,28.96,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2016-12-18,29.03,29.03,29.03,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2016-12-25,29.35,29.35,29.35,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2017-01-01,30.37,30.37,30.37,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2017-01-08,30.95,30.95,30.95,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2017-01-15,30.58,30.58,30.58,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2017-01-22,31.32,31.32,31.32,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2017-01-29,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2017-02-05,31.52,31.52,31.52,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2017-02-12,31.68,31.68,31.68,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2017-02-19,31.67,31.67,31.67,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2017-02-26,32.12,32.12,32.12,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2017-03-05,32.35,32.35,32.35,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2017-03-12,33.73,33.73,33.73,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2017-03-19,33.61,33.61,33.61,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2017-03-26,33.78,33.78,33.78,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-04-02,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2017-04-09,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2017-04-16,33.25,33.25,33.25,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2017-04-23,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2017-04-30,36.6,36.6,36.6,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2017-05-07,36.61,36.61,36.61,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2017-05-14,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2017-05-21,37.56,37.56,37.56,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2017-05-28,38.69,38.69,38.69,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2017-06-04,37.92,37.92,37.92,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2017-06-11,37.7,37.7,37.7,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2017-06-18,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-06-25,37.44,37.44,37.44,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2017-07-02,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2017-07-09,38.74,38.74,38.74,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.74,38.74,38.74,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2017-07-16,39.25,39.25,39.25,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2017-07-23,39.32,39.32,39.32,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2017-07-30,40.19,40.19,40.19,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2017-08-06,38.46,38.46,38.46,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2017-08-13,38.66,38.66,38.66,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2017-08-20,39.21,39.21,39.21,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2017-08-27,39.28,39.28,39.28,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2017-09-03,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2017-09-10,40.85,40.85,40.85,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2017-09-17,41.23,41.23,41.23,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2017-09-24,41.03,41.03,41.03,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2017-10-01,41.01,41.01,41.01,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2017-10-08,42.67,42.67,42.67,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2017-10-15,42.35,42.35,42.35,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2017-10-22,41.93,41.93,41.93,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-10-29,42.54,42.54,42.54,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2017-11-05,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2017-11-12,41.82,41.82,41.82,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2017-11-19,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-11-26,42.77,42.77,42.77,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2017-12-03,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2017-12-10,42.93,42.93,42.93,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2017-12-17,43.66,43.66,43.66,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2017-12-24,44.23,44.23,44.23,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2017-12-31,46.35,46.35,46.35,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.71,46.71,46.71,0.0,0.0
