Date,PowerShares S&P SmallCap Materials_etf_Open_average,PowerShares S&P SmallCap Materials_etf_Open_max,PowerShares S&P SmallCap Materials_etf_Open_min,PowerShares S&P SmallCap Materials_etf_Open_volatility,PowerShares S&P SmallCap Materials_etf_Open_change,PowerShares S&P SmallCap Materials_etf_High_average,PowerShares S&P SmallCap Materials_etf_High_max,PowerShares S&P SmallCap Materials_etf_High_min,PowerShares S&P SmallCap Materials_etf_High_volatility,PowerShares S&P SmallCap Materials_etf_High_change,PowerShares S&P SmallCap Materials_etf_Low_average,PowerShares S&P SmallCap Materials_etf_Low_max,PowerShares S&P SmallCap Materials_etf_Low_min,PowerShares S&P SmallCap Materials_etf_Low_volatility,PowerShares S&P SmallCap Materials_etf_Low_change,PowerShares S&P SmallCap Materials_etf_Close_average,PowerShares S&P SmallCap Materials_etf_Close_max,PowerShares S&P SmallCap Materials_etf_Close_min,PowerShares S&P SmallCap Materials_etf_Close_volatility,PowerShares S&P SmallCap Materials_etf_Close_change
2016-09-25,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2016-10-02,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2016-10-09,38.9,38.9,38.9,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2016-10-16,39.42,39.42,39.42,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2016-10-23,38.56,38.56,38.56,0.0,0.0,39.21,39.21,39.21,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2016-10-30,38.28,38.28,38.28,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2016-11-06,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,42.61,42.61,42.61,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2016-11-13,45.3,45.3,45.3,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2016-11-20,47.47,47.47,47.47,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2016-11-27,48.49,48.49,48.49,0.0,0.0,48.49,48.49,48.49,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2016-12-04,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2016-12-11,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2016-12-18,48.21,48.21,48.21,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2016-12-25,47.87,47.87,47.87,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2017-01-01,48.21,48.21,48.21,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2017-01-08,47.64,47.64,47.64,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2017-01-15,47.19,47.19,47.19,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.86,46.86,46.86,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2017-01-22,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2017-01-29,47.15,47.15,47.15,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2017-02-05,47.51,47.51,47.51,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-02-12,47.73,47.73,47.73,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2017-02-19,46.4,46.4,46.4,0.0,0.0,47.28,47.28,47.28,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2017-02-26,47.58,47.58,47.58,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-03-05,45.96,45.96,45.96,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2017-03-12,47.28,47.28,47.28,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2017-03-19,46.41,46.41,46.41,0.0,0.0,46.41,46.41,46.41,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2017-03-26,46.46,46.46,46.46,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2017-04-02,45.93,45.93,45.93,0.0,0.0,46.55,46.55,46.55,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-04-09,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2017-04-16,46.13,46.13,46.13,0.0,0.0,46.44,46.44,46.44,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2017-04-23,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2017-04-30,45.79,45.79,45.79,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2017-05-07,45.23,45.23,45.23,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2017-05-14,44.1,44.1,44.1,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2017-05-21,45.17,45.17,45.17,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2017-05-28,45.85,45.85,45.85,0.0,0.0,46.52,46.52,46.52,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2017-06-04,47.21,47.21,47.21,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2017-06-11,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.69,45.69,45.69,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2017-06-18,45.56,45.56,45.56,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.56,45.56,45.56,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2017-06-25,46.44,46.44,46.44,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2017-07-02,46.0,46.0,46.0,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2017-07-09,47.1,47.1,47.1,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2017-07-16,47.55,47.55,47.55,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2017-07-23,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2017-07-30,46.06,46.06,46.06,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2017-08-06,44.27,44.27,44.27,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-08-13,43.87,43.87,43.87,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.76,43.76,43.76,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2017-08-20,44.56,44.56,44.56,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2017-08-27,45.77,45.77,45.77,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.77,45.77,45.77,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2017-09-03,45.95,45.95,45.95,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2017-09-10,46.47,46.47,46.47,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2017-09-17,47.97,47.97,47.97,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2017-09-24,49.58,49.58,49.58,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-10-01,50.41,50.41,50.41,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2017-10-08,50.84,50.84,50.84,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-10-15,51.19,51.19,51.19,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-10-22,51.1,51.1,51.1,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2017-10-29,51.04,51.04,51.04,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.64,50.64,50.64,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2017-11-05,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-11-12,50.17,50.17,50.17,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2017-11-19,51.42,51.42,51.42,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2017-11-26,52.22,52.22,52.22,0.0,0.0,52.24,52.24,52.24,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2017-12-03,51.31,51.31,51.31,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2017-12-10,50.73,50.73,50.73,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2017-12-17,51.85,51.85,51.85,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2017-12-24,52.67,52.67,52.67,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2017-12-31,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.55,53.55,53.55,0.0,0.0
