Date,iShares Global Utilities_etf_Open_average,iShares Global Utilities_etf_Open_max,iShares Global Utilities_etf_Open_min,iShares Global Utilities_etf_Open_volatility,iShares Global Utilities_etf_Open_change,iShares Global Utilities_etf_High_average,iShares Global Utilities_etf_High_max,iShares Global Utilities_etf_High_min,iShares Global Utilities_etf_High_volatility,iShares Global Utilities_etf_High_change,iShares Global Utilities_etf_Low_average,iShares Global Utilities_etf_Low_max,iShares Global Utilities_etf_Low_min,iShares Global Utilities_etf_Low_volatility,iShares Global Utilities_etf_Low_change,iShares Global Utilities_etf_Close_average,iShares Global Utilities_etf_Close_max,iShares Global Utilities_etf_Close_min,iShares Global Utilities_etf_Close_volatility,iShares Global Utilities_etf_Close_change
2016-04-03,47.34,47.34,47.34,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2016-04-10,47.64,47.64,47.64,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2016-04-17,46.64,46.64,46.64,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-04-24,47.66,47.66,47.66,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2016-05-01,47.62,47.62,47.62,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2016-05-08,47.92,47.92,47.92,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2016-05-15,47.04,47.04,47.04,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2016-05-22,47.74,47.74,47.74,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2016-05-29,47.93,47.93,47.93,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2016-06-05,48.84,48.84,48.84,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2016-06-12,48.42,48.42,48.42,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2016-06-19,46.01,46.01,46.01,0.0,0.0,47.28,47.28,47.28,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2016-06-26,49.41,49.41,49.41,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2016-07-03,48.8,48.8,48.8,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.53,48.53,48.53,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2016-07-10,49.17,49.17,49.17,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2016-07-17,49.31,49.31,49.31,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-07-24,49.2,49.2,49.2,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2016-07-31,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2016-08-07,48.65,48.65,48.65,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2016-08-14,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2016-08-21,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2016-08-28,47.56,47.56,47.56,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2016-09-04,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2016-09-11,46.81,46.81,46.81,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.7,46.7,46.7,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2016-09-18,48.49,48.49,48.49,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2016-09-25,47.48,47.48,47.48,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2016-10-02,45.51,45.51,45.51,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2016-10-09,45.96,45.96,45.96,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2016-10-16,46.2,46.2,46.2,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2016-10-23,46.31,46.31,46.31,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2016-10-30,46.09,46.09,46.09,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2016-11-06,43.86,43.86,43.86,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2016-11-13,43.49,43.49,43.49,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2016-11-20,43.69,43.69,43.69,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.69,43.69,43.69,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2016-11-27,43.61,43.61,43.61,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2016-12-04,44.59,44.59,44.59,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2016-12-11,45.0,45.0,45.0,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2016-12-18,44.65,44.65,44.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2016-12-25,44.91,44.91,44.91,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2017-01-01,44.79,44.79,44.79,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2017-01-08,44.91,44.91,44.91,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2017-01-15,45.07,45.07,45.07,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2017-01-22,44.82,44.82,44.82,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2017-01-29,45.14,45.14,45.14,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2017-02-05,45.43,45.43,45.43,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2017-02-12,45.75,45.75,45.75,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2017-02-19,46.5,46.5,46.5,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2017-02-26,47.04,47.04,47.04,0.0,0.0,47.33,47.33,47.33,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2017-03-05,46.63,46.63,46.63,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2017-03-12,47.19,47.19,47.19,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2017-03-19,48.07,48.07,48.07,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2017-03-26,48.04,48.04,48.04,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2017-04-02,48.45,48.45,48.45,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2017-04-09,48.55,48.55,48.55,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2017-04-16,47.9,47.9,47.9,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2017-04-23,48.52,48.52,48.52,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2017-04-30,48.69,48.69,48.69,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.69,48.69,48.69,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2017-05-07,48.74,48.74,48.74,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2017-05-14,49.55,49.55,49.55,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2017-05-21,50.73,50.73,50.73,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-05-28,51.69,51.69,51.69,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2017-06-04,51.22,51.22,51.22,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2017-06-11,51.59,51.59,51.59,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2017-06-18,50.21,50.21,50.21,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2017-06-25,49.12,49.12,49.12,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2017-07-02,48.53,48.53,48.53,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-07-09,49.23,49.23,49.23,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2017-07-16,50.05,50.05,50.05,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2017-07-23,49.99,49.99,49.99,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-07-30,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2017-08-06,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2017-08-13,51.16,51.16,51.16,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2017-08-20,51.9,51.9,51.9,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2017-08-27,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-09-03,52.48,52.48,52.48,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2017-09-10,52.11,52.11,52.11,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2017-09-17,51.42,51.42,51.42,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2017-09-24,50.69,50.69,50.69,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2017-10-01,50.49,50.49,50.49,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2017-10-08,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2017-10-15,51.93,51.93,51.93,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2017-10-22,51.54,51.54,51.54,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2017-10-29,52.12,52.12,52.12,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-11-05,52.0,52.0,52.0,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2017-11-12,52.17,52.17,52.17,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2017-11-19,52.14,52.14,52.14,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2017-11-26,52.73,52.73,52.73,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2017-12-03,52.22,52.22,52.22,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2017-12-10,51.61,51.61,51.61,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2017-12-17,49.27,49.27,49.27,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-12-24,49.6,49.6,49.6,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2017-12-31,49.34,49.34,49.34,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.3,49.3,49.3,0.0,0.0
