Date,iShares Intermediate Credit BondEtf_Open_average,iShares Intermediate Credit BondEtf_Open_max,iShares Intermediate Credit BondEtf_Open_min,iShares Intermediate Credit BondEtf_Open_volatility,iShares Intermediate Credit BondEtf_Open_change,iShares Intermediate Credit BondEtf_High_average,iShares Intermediate Credit BondEtf_High_max,iShares Intermediate Credit BondEtf_High_min,iShares Intermediate Credit BondEtf_High_volatility,iShares Intermediate Credit BondEtf_High_change,iShares Intermediate Credit BondEtf_Low_average,iShares Intermediate Credit BondEtf_Low_max,iShares Intermediate Credit BondEtf_Low_min,iShares Intermediate Credit BondEtf_Low_volatility,iShares Intermediate Credit BondEtf_Low_change,iShares Intermediate Credit BondEtf_Close_average,iShares Intermediate Credit BondEtf_Close_max,iShares Intermediate Credit BondEtf_Close_min,iShares Intermediate Credit BondEtf_Close_volatility,iShares Intermediate Credit BondEtf_Close_change
2016-06-19,110.93,110.93,110.93,0.0,0.0,110.99,110.99,110.99,0.0,0.0,110.7,110.7,110.7,0.0,0.0,110.8,110.8,110.8,0.0,0.0
2016-06-26,111.22,111.22,111.22,0.0,0.0,111.42,111.42,111.42,0.0,0.0,111.05,111.05,111.05,0.0,0.0,111.33,111.33,111.33,0.0,0.0
2016-07-03,111.57,111.57,111.57,0.0,0.0,111.78,111.78,111.78,0.0,0.0,111.45,111.45,111.45,0.0,0.0,111.75,111.75,111.75,0.0,0.0
2016-07-10,55.62,55.62,55.62,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2016-07-17,55.73,55.73,55.73,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2016-07-24,55.82,55.82,55.82,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2016-07-31,55.69,55.69,55.69,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2016-08-07,55.77,55.77,55.77,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2016-08-14,55.76,55.76,55.76,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2016-08-21,55.84,55.84,55.84,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2016-08-28,55.61,55.61,55.61,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2016-09-04,55.52,55.52,55.52,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2016-09-11,55.51,55.51,55.51,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2016-09-18,55.62,55.62,55.62,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2016-09-25,55.76,55.76,55.76,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2016-10-02,55.4,55.4,55.4,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2016-10-09,55.41,55.41,55.41,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2016-10-16,55.52,55.52,55.52,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2016-10-23,55.3,55.3,55.3,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2016-10-30,55.25,55.25,55.25,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2016-11-06,54.66,54.66,54.66,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2016-11-13,54.35,54.35,54.35,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2016-11-20,54.16,54.16,54.16,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2016-11-27,53.95,53.95,53.95,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2016-12-04,54.16,54.16,54.16,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2016-12-11,53.8,53.8,53.8,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2016-12-18,53.88,53.88,53.88,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2016-12-25,54.02,54.02,54.02,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2017-01-01,54.21,54.21,54.21,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2017-01-08,54.24,54.24,54.24,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2017-01-15,54.12,54.12,54.12,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2017-01-22,54.26,54.26,54.26,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2017-01-29,54.33,54.33,54.33,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2017-02-05,54.3,54.3,54.3,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-02-12,54.38,54.38,54.38,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2017-02-19,54.59,54.59,54.59,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-02-26,54.27,54.27,54.27,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2017-03-05,53.95,53.95,53.95,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2017-03-12,54.2,54.2,54.2,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2017-03-19,54.4,54.4,54.4,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2017-03-26,54.44,54.44,54.44,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2017-04-02,54.59,54.59,54.59,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2017-04-09,54.77,54.77,54.77,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2017-04-16,54.83,54.83,54.83,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2017-04-23,54.75,54.75,54.75,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2017-04-30,54.56,54.56,54.56,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2017-05-07,54.69,54.69,54.69,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2017-05-14,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-05-21,54.92,54.92,54.92,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2017-05-28,54.99,54.99,54.99,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-06-04,54.88,54.88,54.88,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2017-06-11,55.05,55.05,55.05,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2017-06-18,55.06,55.06,55.06,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2017-06-25,54.94,54.94,54.94,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2017-07-02,54.67,54.67,54.67,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2017-07-09,54.94,54.94,54.94,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2017-07-16,55.06,55.06,55.06,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2017-07-23,55.06,55.06,55.06,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-07-30,55.05,55.05,55.05,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-08-06,55.03,55.03,55.03,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2017-08-13,55.16,55.16,55.16,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2017-08-20,55.16,55.16,55.16,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2017-08-27,55.2,55.2,55.2,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2017-09-03,55.31,55.31,55.31,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2017-09-10,55.1,55.1,55.1,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-09-17,55.06,55.06,55.06,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2017-09-24,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-10-01,54.88,54.88,54.88,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2017-10-08,55.1,55.1,55.1,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2017-10-15,54.96,54.96,54.96,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2017-10-22,54.88,54.88,54.88,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2017-10-29,54.91,54.91,54.91,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2017-11-05,54.73,54.73,54.73,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-11-12,54.72,54.72,54.72,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2017-11-19,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2017-11-26,54.63,54.63,54.63,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-12-03,54.69,54.69,54.69,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-12-10,54.69,54.69,54.69,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2017-12-17,54.46,54.46,54.46,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2017-12-24,54.59,54.59,54.59,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2017-12-31,54.53,54.53,54.53,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.49,54.49,54.49,0.0,0.0
