Date,PowerShares DWA Financial Momentum PortfolioEtf_Open_average,PowerShares DWA Financial Momentum PortfolioEtf_Open_max,PowerShares DWA Financial Momentum PortfolioEtf_Open_min,PowerShares DWA Financial Momentum PortfolioEtf_Open_volatility,PowerShares DWA Financial Momentum PortfolioEtf_Open_change,PowerShares DWA Financial Momentum PortfolioEtf_High_average,PowerShares DWA Financial Momentum PortfolioEtf_High_max,PowerShares DWA Financial Momentum PortfolioEtf_High_min,PowerShares DWA Financial Momentum PortfolioEtf_High_volatility,PowerShares DWA Financial Momentum PortfolioEtf_High_change,PowerShares DWA Financial Momentum PortfolioEtf_Low_average,PowerShares DWA Financial Momentum PortfolioEtf_Low_max,PowerShares DWA Financial Momentum PortfolioEtf_Low_min,PowerShares DWA Financial Momentum PortfolioEtf_Low_volatility,PowerShares DWA Financial Momentum PortfolioEtf_Low_change,PowerShares DWA Financial Momentum PortfolioEtf_Close_average,PowerShares DWA Financial Momentum PortfolioEtf_Close_max,PowerShares DWA Financial Momentum PortfolioEtf_Close_min,PowerShares DWA Financial Momentum PortfolioEtf_Close_volatility,PowerShares DWA Financial Momentum PortfolioEtf_Close_change
2016-10-16,29.89,29.89,29.89,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2016-10-23,29.22,29.22,29.22,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2016-10-30,28.69,28.69,28.69,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2016-11-06,29.58,29.58,29.58,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2016-11-13,29.71,29.71,29.71,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2016-11-20,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2016-11-27,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-12-04,31.02,31.02,31.02,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2016-12-11,30.57,30.57,30.57,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2016-12-18,30.39,30.39,30.39,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2016-12-25,30.64,30.64,30.64,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2017-01-01,30.99,30.99,30.99,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2017-01-08,30.93,30.93,30.93,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2017-01-15,30.4,30.4,30.4,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2017-01-22,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2017-01-29,30.79,30.79,30.79,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.79,30.79,30.79,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2017-02-05,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2017-02-12,31.78,31.78,31.78,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.78,31.78,31.78,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2017-02-19,31.82,31.82,31.82,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2017-02-26,32.0,32.0,32.0,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2017-03-05,31.78,31.78,31.78,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2017-03-12,31.78,31.78,31.78,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2017-03-19,30.32,30.32,30.32,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2017-03-26,30.92,30.92,30.92,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2017-04-02,30.37,30.37,30.37,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2017-04-09,29.87,29.87,29.87,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2017-04-16,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2017-04-23,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2017-04-30,30.91,30.91,30.91,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2017-05-07,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2017-05-14,29.89,29.89,29.89,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2017-05-21,30.1,30.1,30.1,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2017-05-28,29.92,29.92,29.92,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2017-06-04,30.84,30.84,30.84,0.0,0.0,31.5,31.5,31.5,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2017-06-11,31.44,31.44,31.44,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2017-06-18,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2017-06-25,31.59,31.59,31.59,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2017-07-02,31.56,31.56,31.56,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2017-07-09,31.58,31.58,31.58,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2017-07-16,31.84,31.84,31.84,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2017-07-23,32.09,32.09,32.09,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2017-07-30,32.52,32.52,32.52,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2017-08-06,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-08-13,31.23,31.23,31.23,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2017-08-20,31.87,31.87,31.87,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2017-08-27,32.01,32.01,32.01,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2017-09-03,30.9,30.9,30.9,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-09-10,31.82,31.82,31.82,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2017-09-17,32.21,32.21,32.21,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2017-09-24,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2017-10-01,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2017-10-08,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2017-10-15,33.73,33.73,33.73,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-10-22,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2017-10-29,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-11-05,33.73,33.73,33.73,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-11-12,33.86,33.86,33.86,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2017-11-19,34.38,34.38,34.38,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2017-11-26,34.92,34.92,34.92,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-12-03,35.06,35.06,35.06,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2017-12-10,35.0,35.0,35.0,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2017-12-17,34.95,34.95,34.95,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2017-12-24,35.13,35.13,35.13,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2017-12-31,35.44,35.44,35.44,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.53,35.53,35.53,0.0,0.0
