Date,ASUR_stock_Open_average,ASUR_stock_Open_max,ASUR_stock_Open_min,ASUR_stock_Open_volatility,ASUR_stock_Open_change,ASUR_stock_High_average,ASUR_stock_High_max,ASUR_stock_High_min,ASUR_stock_High_volatility,ASUR_stock_High_change,ASUR_stock_Low_average,ASUR_stock_Low_max,ASUR_stock_Low_min,ASUR_stock_Low_volatility,ASUR_stock_Low_change,ASUR_stock_Close_average,ASUR_stock_Close_max,ASUR_stock_Close_min,ASUR_stock_Close_volatility,ASUR_stock_Close_change,ASUR_stock_Volume_average,ASUR_stock_Volume_max,ASUR_stock_Volume_min,ASUR_stock_Volume_volatility,ASUR_stock_Volume_change
2016-03-13,5.376,5.45,5.22,0.23000000000000043,0.1800000000000006,5.482,5.64,5.36,0.27999999999999936,0.1899999999999995,5.338,5.45,5.22,0.23000000000000043,0.1800000000000006,5.472,5.6,5.36,0.23999999999999932,0.14999999999999947,5362,12767,208,12559,8878
2016-03-20,5.46,5.61,5.37,0.2400000000000002,-0.08000000000000007,5.65,5.69,5.61,0.08000000000000007,0.04999999999999982,5.4575,5.6,5.37,0.22999999999999954,-0.08000000000000007,5.6175,5.67,5.56,0.11000000000000032,-0.040000000000000036,5526,10132,888,9244,-4317
2016-03-27,5.394,5.6,5.26,0.33999999999999986,-0.33000000000000007,5.546,5.63,5.43,0.20000000000000018,-0.16999999999999993,5.378,5.6,5.26,0.33999999999999986,-0.33000000000000007,5.408,5.6,5.32,0.27999999999999936,-0.27999999999999936,4735,7976,333,7643,833
2016-04-03,5.368,5.48,5.3,0.1800000000000006,0.0,5.436,5.6,5.3,0.2999999999999998,0.040000000000000036,5.336,5.48,5.3,0.1800000000000006,0.0,5.346,5.48,5.3,0.1800000000000006,0.040000000000000036,574,1576,48,1528,478
2016-04-10,5.325,5.48,5.22,0.2600000000000007,0.1800000000000006,5.375,5.49,5.22,0.27000000000000046,0.17000000000000082,5.28,5.37,5.22,0.15000000000000036,0.07000000000000028,5.2925,5.41,5.22,0.1900000000000004,0.10000000000000053,3262,11003,126,10877,9700
2016-04-17,5.416,5.49,5.31,0.1800000000000006,-0.17000000000000082,5.418,5.49,5.32,0.16999999999999993,-0.16000000000000014,5.322,5.45,5.22,0.23000000000000043,-0.010000000000000675,5.324,5.45,5.22,0.23000000000000043,0.0,553,1221,157,1064,-104
2016-04-24,5.274,5.37,5.22,0.15000000000000036,-0.15000000000000036,5.282,5.37,5.22,0.15000000000000036,-0.15000000000000036,5.272,5.37,5.22,0.15000000000000036,-0.15000000000000036,5.274,5.37,5.22,0.15000000000000036,-0.15000000000000036,1153,2251,0,2251,2038
2016-05-01,5.1850000000000005,5.28,5.1,0.1800000000000006,0.0600000000000005,5.235,5.3,5.16,0.13999999999999968,-0.13999999999999968,5.14,5.2,5.1,0.10000000000000053,0.0600000000000005,5.1875,5.23,5.16,0.07000000000000028,0.0,2646,5854,26,5828,-4130
2016-05-08,5.26,5.37,5.0,0.3700000000000001,-0.3700000000000001,5.32,5.37,5.25,0.1200000000000001,-0.1200000000000001,5.144,5.37,5.0,0.3700000000000001,-0.3700000000000001,5.2,5.37,5.0,0.3700000000000001,-0.15000000000000036,10386,42268,444,41824,4051
2016-05-15,5.07,5.2,4.97,0.23000000000000043,-0.20000000000000018,5.132,5.25,4.97,0.28000000000000025,-0.25,4.978,5.0,4.96,0.040000000000000036,0.020000000000000462,5.022,5.2,4.96,0.2400000000000002,0.020000000000000462,4026,18221,0,18221,1058
2016-05-22,4.98,5.05,4.95,0.09999999999999964,0.0,5.024,5.1,4.97,0.1299999999999999,0.010000000000000675,4.976,5.05,4.95,0.09999999999999964,0.0,5.01,5.09,4.97,0.1200000000000001,0.010000000000000675,1422,3215,19,3196,-1963
2016-05-29,4.9775,5.03,4.95,0.08000000000000007,-0.03000000000000025,5.04,5.09,4.98,0.10999999999999943,0.0699999999999994,4.9375,4.95,4.9,0.04999999999999982,-0.04999999999999982,4.945,4.95,4.93,0.020000000000000462,-0.020000000000000462,8609,18973,661,18312,13188
2016-06-05,4.836,4.92,4.71,0.20999999999999996,-0.09999999999999964,4.87,4.92,4.79,0.1299999999999999,-0.019999999999999574,4.658,4.9,4.52,0.3800000000000008,-0.3700000000000001,4.708,4.9,4.52,0.3800000000000008,-0.3700000000000001,4616,8214,46,8168,5006
2016-06-12,4.63,4.75,4.55,0.20000000000000018,0.07000000000000028,4.68,4.87,4.55,0.3200000000000003,0.3200000000000003,4.604,4.63,4.55,0.08000000000000007,0.07000000000000028,4.654,4.87,4.55,0.3200000000000003,0.3200000000000003,667,2985,1,2984,64
2016-06-19,4.695,4.77,4.62,0.14999999999999947,-0.019999999999999574,4.7725,4.93,4.62,0.3099999999999996,-0.019999999999999574,4.68,4.75,4.62,0.1299999999999999,-0.019999999999999574,4.7725,4.93,4.62,0.3099999999999996,-0.019999999999999574,488,1356,115,1241,-154
2016-06-26,4.724,4.89,4.65,0.23999999999999932,0.02999999999999936,4.7780000000000005,4.89,4.66,0.22999999999999954,0.08000000000000007,4.666,4.86,4.45,0.41000000000000014,-0.16999999999999993,4.722,4.86,4.65,0.20999999999999996,0.0,10701,43825,452,43373,37280
2016-07-03,4.734999999999999,4.85,4.67,0.17999999999999972,0.17999999999999972,4.7875,4.89,4.67,0.21999999999999975,0.21999999999999975,4.7,4.84,4.54,0.2999999999999998,0.2999999999999998,4.7775,4.89,4.64,0.25,0.25,2814,6079,361,5718,5579
2016-07-10,4.806,4.9,4.68,0.22000000000000064,-0.1900000000000004,4.838,4.9,4.71,0.1900000000000004,-0.1900000000000004,4.739999999999999,4.85,4.68,0.16999999999999993,-0.1299999999999999,4.795999999999999,4.85,4.68,0.16999999999999993,-0.16999999999999993,3848,10329,33,10296,-7856
2016-07-17,4.8100000000000005,4.99,4.7,0.29000000000000004,-0.29000000000000004,4.836,4.99,4.7,0.29000000000000004,-0.16000000000000014,4.78,4.99,4.7,0.29000000000000004,-0.29000000000000004,4.782,4.99,4.7,0.29000000000000004,-0.28000000000000025,640,2061,19,2042,495
2016-07-24,4.804,4.89,4.68,0.20999999999999996,0.1999999999999993,4.852,5.07,4.69,0.3799999999999999,0.3700000000000001,4.804,4.89,4.68,0.20999999999999996,0.1999999999999993,4.832,4.99,4.68,0.3100000000000005,0.29000000000000004,10141,40436,13,40423,40385
2016-07-31,5.028,5.18,4.91,0.2699999999999996,0.009999999999999787,5.088,5.2,4.91,0.29000000000000004,-0.2400000000000002,4.99,5.15,4.91,0.2400000000000002,0.019999999999999574,5.062,5.19,4.91,0.28000000000000025,-0.23000000000000043,7191,22389,0,22389,-11831
2016-08-07,4.916666666666667,5.0,4.79,0.20999999999999996,0.040000000000000036,4.963333333333333,5.0,4.93,0.07000000000000028,0.040000000000000036,4.85,4.96,4.79,0.16999999999999993,-0.16000000000000014,4.91,4.96,4.82,0.13999999999999968,-0.009999999999999787,9178,26766,0,26766,26766
2016-08-14,5.192,5.6,4.94,0.6599999999999993,-0.35999999999999943,5.5120000000000005,6.68,4.94,1.7399999999999993,-1.6899999999999995,4.82,5.12,4.65,0.46999999999999975,-0.4500000000000002,4.886,5.4,4.65,0.75,-0.7000000000000002,97231,297942,36520,261422,-261422
2016-08-21,5.002,5.26,4.72,0.54,0.3700000000000001,5.174,5.34,4.83,0.5099999999999998,0.41000000000000014,4.902,5.15,4.67,0.4800000000000004,0.4800000000000004,5.112,5.27,4.77,0.5,0.47000000000000064,43742,94563,10269,84294,-696
2016-08-28,5.31,5.38,5.2,0.17999999999999972,0.13999999999999968,5.378,5.48,5.3,0.1800000000000006,-0.14000000000000057,5.268,5.37,5.2,0.16999999999999993,0.08000000000000007,5.322,5.38,5.28,0.09999999999999964,-0.08000000000000007,9722,21218,2104,19114,-19114
2016-09-04,5.4625,5.55,5.4,0.14999999999999947,0.04999999999999982,5.645,5.76,5.45,0.3099999999999996,-0.3099999999999996,5.3775,5.45,5.28,0.16999999999999993,0.09999999999999964,5.45,5.51,5.38,0.1299999999999999,-0.1299999999999999,50163,90209,9481,80728,-67003
2016-09-11,5.4799999999999995,5.59,5.39,0.20000000000000018,0.16999999999999993,5.634,5.84,5.5,0.33999999999999986,0.33000000000000007,5.4639999999999995,5.56,5.39,0.16999999999999993,0.16999999999999993,5.582,5.84,5.45,0.3899999999999997,0.33999999999999986,34682,88870,4514,84356,60396
2016-09-18,6.2940000000000005,6.51,5.98,0.5299999999999994,0.5199999999999996,6.542,6.69,6.43,0.2600000000000007,-0.019999999999999574,6.162,6.35,5.98,0.3699999999999992,0.3699999999999992,6.38,6.57,6.21,0.3600000000000003,0.13999999999999968,52850,129814,21317,108497,-108497
2016-09-25,6.408,6.46,6.37,0.08999999999999986,0.07000000000000028,6.468,6.49,6.45,0.040000000000000036,-0.040000000000000036,6.34,6.4,6.21,0.1900000000000004,0.03000000000000025,6.396,6.43,6.35,0.08000000000000007,0.040000000000000036,21568,36203,8506,27697,-26384
2016-10-02,6.624,6.7,6.48,0.21999999999999975,0.21999999999999975,6.8740000000000006,7.03,6.69,0.33999999999999986,0.2999999999999998,6.5280000000000005,6.7,6.13,0.5700000000000003,0.5700000000000003,6.7299999999999995,6.9,6.6,0.3000000000000007,0.23000000000000043,44006,74036,24257,49779,-36092
2016-10-09,6.932,7.2,6.75,0.4500000000000002,-0.23000000000000043,7.142,7.24,6.97,0.27000000000000046,-0.040000000000000036,6.768,6.98,6.61,0.3700000000000001,-0.23000000000000043,6.867999999999999,7.14,6.75,0.3899999999999997,-0.2599999999999998,26755,59559,8680,50879,-28084
2016-10-16,6.872,7.02,6.69,0.3299999999999992,0.0,6.99,7.05,6.91,0.13999999999999968,0.009999999999999787,6.758,6.8,6.69,0.10999999999999943,0.0,6.846,6.92,6.79,0.1299999999999999,-0.07000000000000028,56035,102196,33652,68544,2470
2016-10-23,6.876,6.95,6.78,0.16999999999999993,-0.16999999999999993,6.986,7.06,6.9,0.15999999999999925,-0.05999999999999961,6.652,6.75,6.51,0.2400000000000002,-0.16999999999999993,6.746,6.85,6.62,0.22999999999999954,-0.20000000000000018,44264,73584,17849,55735,-51777
2016-10-30,6.652,6.7,6.52,0.1800000000000006,-0.16000000000000014,6.76,7.0,6.67,0.33000000000000007,-0.07000000000000028,6.534,6.6,6.5,0.09999999999999964,0.019999999999999574,6.614,6.67,6.52,0.15000000000000036,-0.10000000000000053,17478,22223,12633,9590,1011
2016-11-06,6.718,6.84,6.52,0.3200000000000003,0.22000000000000064,7.016,7.32,6.83,0.4900000000000002,0.3600000000000003,6.604,6.74,6.36,0.3799999999999999,0.21999999999999975,6.89,7.25,6.79,0.45999999999999996,0.45999999999999996,49330,81101,31152,49949,36979
2016-11-13,7.872,8.51,7.56,0.9500000000000002,0.8799999999999999,8.236,8.7,7.74,0.9599999999999991,0.9599999999999991,7.768,8.43,7.38,1.0499999999999998,1.0499999999999998,8.02,8.67,7.53,1.1399999999999997,1.1399999999999997,66628,109938,43946,65992,-58550
2016-11-20,9.265,9.55,8.75,0.8000000000000007,0.5399999999999991,9.5625,9.73,9.29,0.4400000000000013,-0.4400000000000013,8.9375,9.2,8.75,0.4499999999999993,0.2699999999999996,9.2875,9.55,9.17,0.3800000000000008,-0.08999999999999986,132935,210999,15729,195270,-195270
2016-11-27,8.904,9.19,8.35,0.8399999999999999,-0.8399999999999999,9.072,9.32,8.54,0.7800000000000011,-0.7100000000000009,8.518,9.03,7.9,1.129999999999999,-1.129999999999999,8.804,9.22,8.27,0.9500000000000011,-0.7400000000000002,40744,73338,17579,55759,54885
2016-12-04,8.298,8.53,8.02,0.5099999999999998,0.09999999999999964,8.584,8.98,8.17,0.8100000000000005,-0.41999999999999993,8.17,8.39,8.0,0.39000000000000057,0.07000000000000028,8.378,8.62,8.01,0.6099999999999994,-0.1999999999999993,222402,617068,66367,550701,49799
2016-12-11,8.938,9.65,8.51,1.1400000000000006,0.4800000000000004,9.314,9.99,8.66,1.33,0.5600000000000005,8.606,8.91,8.18,0.7300000000000004,0.6600000000000001,8.94,9.3,8.48,0.8200000000000003,0.4599999999999991,279752,727851,67713,660138,-76572
2016-12-18,9.038,9.25,8.9,0.34999999999999964,-0.019999999999999574,9.176,9.45,8.97,0.47999999999999865,-0.1999999999999993,8.822000000000001,9.06,8.65,0.41000000000000014,-0.23000000000000043,9.006,9.15,8.88,0.2699999999999996,-0.17999999999999972,50322,83038,24893,58145,-31145
2016-12-25,8.967500000000001,9.19,8.8,0.3899999999999988,-0.08000000000000007,9.2075,9.4,8.99,0.41000000000000014,-0.2599999999999998,8.6975,8.86,8.3,0.5599999999999987,-0.5299999999999994,8.895,9.09,8.51,0.5800000000000001,-0.5400000000000009,49924,100092,20350,79742,58562
2017-01-01,8.9925,9.53,8.66,0.8699999999999992,0.8699999999999992,9.5075,9.74,9.15,0.5899999999999999,0.5499999999999989,8.817499999999999,9.24,8.43,0.8100000000000005,0.8100000000000005,9.2075,9.42,9.0,0.41999999999999993,0.3699999999999992,97084,131437,56577,74860,-74860
2017-01-08,10.664,10.89,10.1,0.7900000000000009,0.7900000000000009,11.032,11.46,10.86,0.6000000000000014,0.5100000000000016,10.374,10.57,9.98,0.5899999999999999,0.5899999999999999,10.84,11.05,10.68,0.370000000000001,0.120000000000001,172420,464723,77532,387191,-355493
2017-01-15,11.135,11.3,10.9,0.40000000000000036,0.08000000000000007,11.405,11.62,11.12,0.5,0.14999999999999858,10.9275,11.17,10.8,0.3699999999999992,0.3699999999999992,11.192499999999999,11.5,10.98,0.5199999999999996,0.4800000000000004,67351,100314,41522,58792,-41240
2017-01-22,11.436,11.66,11.13,0.5299999999999994,-0.3699999999999992,11.548,11.72,11.24,0.4800000000000004,-0.4800000000000004,11.144,11.4,10.7,0.7000000000000011,-0.7000000000000011,11.242,11.47,10.86,0.6100000000000012,-0.6100000000000012,49370,71178,29115,42063,14636
2017-01-29,10.76,10.95,10.51,0.4399999999999995,0.08000000000000007,10.952,11.25,10.6,0.6500000000000004,0.15000000000000036,10.508000000000001,10.88,10.32,0.5600000000000005,0.47000000000000064,10.688,11.02,10.34,0.6799999999999997,0.4499999999999993,67272,143796,30295,113501,25414
2017-02-05,12.286,12.7,11.39,1.3099999999999987,1.129999999999999,12.76,13.0,12.49,0.5099999999999998,0.25,12.036,12.37,11.23,1.1399999999999988,0.8499999999999996,12.436,12.56,12.24,0.3200000000000003,-0.1899999999999995,136976,241380,89133,152247,-135911
2017-02-12,12.298,12.8,11.75,1.0500000000000007,-0.34000000000000163,12.508000000000001,12.8,12.19,0.6100000000000012,-0.21000000000000085,11.824,12.29,11.15,1.1399999999999988,-1.1399999999999988,12.038,12.55,11.33,1.2200000000000006,-1.2200000000000006,100584,181567,57218,124349,122668
2017-02-19,11.59,11.96,11.29,0.6700000000000017,0.0,11.852500000000001,11.99,11.56,0.4299999999999997,-0.33999999999999986,11.28,11.67,11.1,0.5700000000000003,0.15000000000000036,11.6425,11.86,11.47,0.3899999999999988,-0.27999999999999936,61992,87854,45617,42237,-42237
2017-02-26,11.376,11.86,10.93,0.9299999999999997,-0.7000000000000011,11.568,11.92,11.21,0.7099999999999991,-0.7099999999999991,11.042,11.49,10.75,0.7400000000000002,-0.7400000000000002,11.172,11.77,10.89,0.879999999999999,-0.879999999999999,78712,133954,45816,88138,88138
2017-03-05,10.406,10.75,10.09,0.6600000000000001,-0.6600000000000001,10.686,10.99,10.42,0.5700000000000003,-0.5700000000000003,10.202,10.38,10.0,0.3800000000000008,-0.3800000000000008,10.288,10.62,10.0,0.6199999999999992,-0.6199999999999992,98379,202311,32134,170177,-53697
2017-03-12,10.916,11.5,9.99,1.5099999999999998,1.5099999999999998,11.388,11.87,10.77,1.0999999999999996,0.7400000000000002,10.68,11.37,9.99,1.379999999999999,0.7200000000000006,11.162,11.47,10.73,0.7400000000000002,0.6999999999999993,113187,199269,48425,150844,124676
2017-03-19,10.62,11.85,10.07,1.7799999999999994,-1.7799999999999994,10.77,11.85,10.18,1.67,-1.67,9.958,10.31,9.7,0.6100000000000012,-0.39000000000000057,10.152,10.66,9.92,0.7400000000000002,-0.6899999999999995,101430,224203,35450,188753,-176349
2017-03-26,10.466,10.76,10.0,0.7599999999999998,0.4399999999999995,10.77,11.14,10.48,0.6600000000000001,-0.4399999999999995,10.194,10.41,9.92,0.4900000000000002,0.2599999999999998,10.516,10.78,10.28,0.5,-0.5,49816,92293,15362,76931,-76931
2017-04-02,10.11,10.23,9.82,0.41000000000000014,-0.33999999999999986,10.308,10.6,9.92,0.6799999999999997,-0.6799999999999997,9.86,10.16,9.51,0.6500000000000004,-0.6500000000000004,10.036,10.27,9.7,0.5700000000000003,-0.5300000000000011,45455,62823,24186,38637,-9568
2017-04-09,9.765,9.9,9.5,0.40000000000000036,0.40000000000000036,9.9875,10.02,9.96,0.05999999999999872,-0.02999999999999936,9.7225,9.85,9.47,0.379999999999999,0.28999999999999915,9.870000000000001,9.92,9.81,0.10999999999999943,0.10999999999999943,45372,79299,20091,59208,-48131
2017-04-16,10.136,10.72,9.85,0.870000000000001,0.8100000000000005,10.386,10.86,9.99,0.8699999999999992,0.8699999999999992,10.01,10.37,9.76,0.6099999999999994,0.6099999999999994,10.212,10.66,9.88,0.7799999999999994,0.5,59008,129467,22411,107056,9056
2017-04-23,10.418,10.6,10.23,0.3699999999999992,-0.29999999999999893,10.682,10.89,10.57,0.3200000000000003,-0.11999999999999922,10.346,10.51,10.2,0.3100000000000005,-0.25,10.434,10.62,10.29,0.33000000000000007,-0.28999999999999915,28257,54418,15792,38626,38626
2017-04-30,10.5,10.87,10.26,0.6099999999999994,0.33999999999999986,10.794,11.33,10.5,0.8300000000000001,0.7200000000000006,10.356,10.61,10.26,0.34999999999999964,0.2400000000000002,10.638,11.1,10.35,0.75,0.5499999999999989,40344,80592,12305,68287,38668
2017-05-07,12.624,14.53,11.49,3.039999999999999,3.039999999999999,13.56,15.4,11.89,3.51,3.3599999999999994,12.274,14.16,11.25,2.91,2.91,13.074,14.54,11.68,2.8599999999999994,2.6799999999999997,219535,536324,133446,402878,-5950
2017-05-14,14.214,15.05,13.52,1.5300000000000011,-1.0300000000000011,14.404,15.07,13.52,1.5500000000000007,-1.5500000000000007,13.578,14.54,12.79,1.75,-1.75,13.902000000000001,14.98,12.96,2.0199999999999996,-2.0199999999999996,99765,116772,85126,31646,-12408
2017-05-21,14.126,14.94,13.16,1.7799999999999994,0.8900000000000006,14.686,14.95,14.0,0.9499999999999993,0.9499999999999993,13.766,14.36,12.74,1.6199999999999992,1.2599999999999998,14.458,14.78,13.87,0.9100000000000001,0.5300000000000011,242354,695202,58166,637036,503789
2017-05-28,15.2825,16.03,14.54,1.490000000000002,1.490000000000002,15.787500000000001,16.21,15.23,0.9800000000000004,0.9800000000000004,14.8875,15.54,14.16,1.379999999999999,1.379999999999999,15.525,15.83,14.95,0.8800000000000008,0.870000000000001,243516,307068,188824,118244,118244
2017-06-04,16.1,16.44,15.85,0.5900000000000016,-0.14000000000000057,16.784,17.27,16.33,0.9400000000000013,-0.9400000000000013,15.576,16.06,14.3,1.759999999999998,-1.5999999999999996,15.790000000000001,16.44,14.41,2.030000000000001,-1.75,320967,472595,192095,280500,131882
2017-06-11,14.188,14.38,14.03,0.3500000000000014,-0.22000000000000064,14.6,14.97,14.21,0.7599999999999998,-0.7000000000000011,13.932,14.02,13.89,0.129999999999999,0.009999999999999787,14.129999999999999,14.29,14.01,0.27999999999999936,-0.27999999999999936,160267,266414,95185,171229,-137212
2017-06-18,14.624,14.8,14.34,0.46000000000000085,0.46000000000000085,15.129999999999999,15.28,14.9,0.379999999999999,0.1999999999999993,14.3,14.48,14.0,0.4800000000000004,0.4399999999999995,14.78,14.97,14.59,0.3800000000000008,0.21000000000000085,127264,174577,76189,98388,-35935
2017-06-25,14.354,15.01,14.04,0.9700000000000006,-0.5899999999999999,14.734,15.34,14.44,0.9000000000000004,-0.4499999999999993,14.05,14.23,13.88,0.34999999999999964,0.030000000000001137,14.326,14.61,14.02,0.5899999999999999,0.379999999999999,151841,207060,87835,119225,-104474
2017-07-02,14.3775,14.62,14.24,0.379999999999999,-0.379999999999999,14.5725,14.85,14.4,0.4499999999999993,-0.1999999999999993,14.0625,14.22,13.95,0.27000000000000135,-0.0600000000000005,14.245,14.43,14.1,0.33000000000000007,-0.07000000000000028,101130,129442,84401,45041,5330
2017-07-09,14.738,15.26,14.19,1.0700000000000003,1.0700000000000003,15.024,15.3,14.37,0.9300000000000015,0.9300000000000015,14.342,14.77,13.9,0.8699999999999992,0.6999999999999993,14.796,15.16,14.17,0.9900000000000002,0.7900000000000009,93673,114080,77258,36822,-12178
2017-07-16,13.969999999999999,15.0,13.54,1.4600000000000009,-1.4600000000000009,14.19,15.0,13.84,1.1600000000000001,-1.1600000000000001,13.532,13.65,13.45,0.20000000000000107,0.0,13.752,13.85,13.67,0.17999999999999972,-0.009999999999999787,216936,562693,55651,507042,-380380
2017-07-23,13.55,13.76,13.03,0.7300000000000004,-0.7300000000000004,13.744,14.19,13.12,1.0700000000000003,-0.6699999999999999,13.21,13.52,12.82,0.6999999999999993,-0.6799999999999997,13.428,13.76,13.0,0.7599999999999998,-0.5600000000000005,114858,139050,97411,41639,10901
2017-07-30,13.198,13.41,13.02,0.39000000000000057,0.39000000000000057,13.47,13.67,13.28,0.39000000000000057,0.39000000000000057,13.01,13.31,12.85,0.46000000000000085,0.46000000000000085,13.276,13.5,13.12,0.3800000000000008,0.3800000000000008,67276,105659,44004,61655,-16189
2017-08-06,12.826,13.37,12.05,1.3199999999999985,-1.209999999999999,13.076,13.55,12.65,0.9000000000000004,-0.8399999999999999,12.392,13.15,11.77,1.3800000000000008,-1.2800000000000011,12.664,13.32,12.13,1.1899999999999995,-1.0600000000000005,128444,198981,55593,143388,138596
2017-08-13,12.236,12.47,11.99,0.4800000000000004,0.3100000000000005,12.592,12.7,12.52,0.17999999999999972,0.14000000000000057,11.996,12.22,11.53,0.6900000000000013,0.6900000000000013,12.256,12.45,11.69,0.7599999999999998,0.7599999999999998,209199,293918,149542,144376,-78106
2017-08-20,11.824,12.45,11.33,1.1199999999999992,-1.1199999999999992,11.95,12.45,11.42,1.0299999999999994,-1.0299999999999994,11.442,11.84,11.0,0.8399999999999999,-0.8399999999999999,11.55,11.94,11.06,0.879999999999999,-0.879999999999999,135895,167691,93496,74195,27239
2017-08-27,11.166,11.57,10.85,0.7200000000000006,0.46000000000000085,11.462,11.9,11.22,0.6799999999999997,0.379999999999999,11.024,11.45,10.75,0.6999999999999993,0.6399999999999988,11.252,11.58,10.86,0.7200000000000006,0.5499999999999989,116919,160921,89562,71359,-36820
2017-09-03,10.815000000000001,11.46,10.47,0.9900000000000002,-0.09999999999999964,11.032499999999999,11.46,10.54,0.9200000000000017,-0.5500000000000007,10.485,10.89,10.14,0.75,-0.3099999999999987,10.695,10.97,10.34,0.6300000000000008,-0.6300000000000008,186340,269352,135847,133505,-120357
2017-09-10,10.34,10.49,10.14,0.34999999999999964,0.13000000000000078,10.572,10.75,10.34,0.41000000000000014,0.11999999999999922,10.066,10.23,9.89,0.33999999999999986,0.08999999999999986,10.395999999999999,10.62,10.18,0.4399999999999995,0.4399999999999995,136369,153716,106482,47234,-12112
2017-09-17,10.946,11.15,10.62,0.5300000000000011,0.26000000000000156,11.144,11.4,10.9,0.5,-0.23000000000000043,10.744,11.0,10.46,0.5399999999999991,0.20999999999999908,10.958,11.12,10.78,0.33999999999999986,-0.23000000000000043,106547,127517,95009,32508,-16100
2017-09-24,11.626,12.44,10.77,1.67,1.67,11.974,12.54,11.04,1.5,1.4400000000000013,11.542,12.3,10.7,1.6000000000000014,1.6000000000000014,11.874,12.42,10.96,1.459999999999999,1.459999999999999,134327,189110,83137,105973,29557
2017-10-01,12.6,12.72,12.49,0.23000000000000043,0.1999999999999993,12.828,13.27,12.65,0.6199999999999992,-0.4599999999999991,12.464,12.55,12.4,0.15000000000000036,0.05000000000000071,12.624,12.73,12.52,0.21000000000000085,0.120000000000001,121671,207344,90954,116390,-96388
