Date,AVIFY_stock_Open_average,AVIFY_stock_Open_max,AVIFY_stock_Open_min,AVIFY_stock_Open_volatility,AVIFY_stock_Open_change,AVIFY_stock_High_average,AVIFY_stock_High_max,AVIFY_stock_High_min,AVIFY_stock_High_volatility,AVIFY_stock_High_change,AVIFY_stock_Low_average,AVIFY_stock_Low_max,AVIFY_stock_Low_min,AVIFY_stock_Low_volatility,AVIFY_stock_Low_change,AVIFY_stock_Close_average,AVIFY_stock_Close_max,AVIFY_stock_Close_min,AVIFY_stock_Close_volatility,AVIFY_stock_Close_change,AVIFY_stock_Volume_average,AVIFY_stock_Volume_max,AVIFY_stock_Volume_min,AVIFY_stock_Volume_volatility,AVIFY_stock_Volume_change
2017-09-10,5.742,5.96,5.57,0.3899999999999997,0.3899999999999997,5.8092,5.96,5.705,0.2549999999999999,0.19200000000000017,5.687,5.76,5.57,0.1899999999999995,0.1899999999999995,5.7006,5.79,5.57,0.21999999999999975,0.1899999999999995,4629,12470,719,11751,-10494
2017-09-17,5.858,5.928,5.822,0.10599999999999987,-0.10599999999999987,5.8812,5.96,5.825,0.1349999999999998,-0.1070000000000002,5.829,5.843,5.82,0.022999999999999687,-0.020999999999999908,5.8532,5.93,5.82,0.10999999999999943,-0.07699999999999996,854,1162,266,896,-63
2017-09-24,5.756,5.81,5.69,0.11999999999999922,-0.024999999999999467,5.775,5.89,5.69,0.1999999999999993,-0.08999999999999986,5.743,5.785,5.69,0.09499999999999975,0.008000000000000007,5.7686,5.89,5.69,0.1999999999999993,-0.08999999999999986,8226,37436,185,37251,36002
2017-10-01,5.6894,5.771,5.64,0.13100000000000023,-0.027000000000001023,5.6996,5.78,5.64,0.14000000000000057,0.004999999999999893,5.6495999999999995,5.68,5.62,0.05999999999999961,-0.012000000000000455,5.6541999999999994,5.68,5.62,0.05999999999999961,-0.012000000000000455,15006,32918,2969,29949,-2619
2017-10-08,5.7379999999999995,5.79,5.63,0.16000000000000014,0.08999999999999986,5.769,5.85,5.665,0.1849999999999996,0.054999999999999716,5.705,5.76,5.63,0.1299999999999999,0.03000000000000025,5.726,5.795,5.66,0.1349999999999998,-0.004999999999999893,4348,6643,1724,4919,2760
2017-10-15,5.872,5.9,5.848,0.05200000000000049,-0.032999999999999474,5.8776,5.9,5.848,0.05200000000000049,-0.015000000000000568,5.86,5.89,5.848,0.041999999999999815,0.007000000000000561,5.864,5.9,5.848,0.05200000000000049,-0.0030000000000001137,11587,36102,1625,34477,-33873
2017-10-22,5.8368,5.93,5.732,0.1979999999999995,-0.125,5.8414,5.93,5.755,0.17499999999999982,-0.10200000000000031,5.813,5.859,5.732,0.12699999999999978,-0.125,5.8176,5.859,5.755,0.10400000000000009,-0.10200000000000031,2531,4904,1385,3519,443
2017-10-29,5.661,5.775,5.3,0.47500000000000053,-0.41999999999999993,5.7336,5.94,5.425,0.5150000000000006,-0.3150000000000004,5.6266,5.775,5.3,0.47500000000000053,-0.41999999999999993,5.6762,5.94,5.31,0.6300000000000008,-0.4300000000000006,6841,25691,708,24983,-2249
2017-11-05,5.49,5.6,5.375,0.22499999999999964,-0.17499999999999982,5.4914,5.607,5.375,0.2320000000000002,-0.18200000000000038,5.44,5.6,5.365,0.23499999999999943,-0.23499999999999943,5.4564,5.607,5.365,0.242,-0.242,61712,304858,0,304858,1310
2017-11-12,5.410666666666667,5.497000000000001,5.337999999999999,0.15900000000000158,0.15900000000000158,5.433000000000001,5.497000000000001,5.357,0.14000000000000057,0.14000000000000057,5.38,5.452000000000001,5.337999999999999,0.11400000000000166,0.11400000000000166,5.4030000000000005,5.455,5.357,0.09799999999999986,0.09799999999999986,2951,5625,682,4943,4943
2017-11-19,5.358666666666667,5.365,5.351,0.014000000000000234,0.004999999999999893,5.378333333333333,5.385,5.365,0.019999999999999574,0.0,5.358666666666667,5.365,5.351,0.014000000000000234,0.004999999999999893,5.37,5.385,5.36,0.024999999999999467,0.024999999999999467,27580,75794,2297,73497,-71145
2017-11-26,5.276,5.37,5.19,0.17999999999999972,-0.17999999999999972,5.2835,5.37,5.21,0.16000000000000014,-0.16000000000000014,5.256,5.32,5.16,0.16000000000000014,-0.16000000000000014,5.26725,5.33,5.185,0.14500000000000046,-0.14500000000000046,1910,3349,0,3349,-1469
2017-12-03,5.3275999999999994,5.388999999999999,5.27,0.11899999999999977,0.11899999999999977,5.3422,5.388999999999999,5.2860000000000005,0.10299999999999887,0.09600000000000009,5.3264,5.388999999999999,5.27,0.11899999999999977,0.11899999999999977,5.3264,5.388999999999999,5.27,0.11899999999999977,0.11899999999999977,6906,26414,0,26414,-26414
2017-12-10,5.49,5.66,5.39,0.27000000000000046,0.27000000000000046,5.494,5.672000000000001,5.39,0.2820000000000009,0.2820000000000009,5.458,5.63,5.364,0.266,0.266,5.461333333333333,5.64,5.364,0.2759999999999998,0.2759999999999998,4437,11798,327,11471,10612
2017-12-17,5.59425,5.636,5.55,0.0860000000000003,-0.06899999999999995,5.6115,5.65,5.55,0.10000000000000053,-0.040000000000000036,5.5802499999999995,5.63,5.55,0.08000000000000007,-0.06899999999999995,5.5975,5.65,5.55,0.10000000000000053,-0.040000000000000036,2848,9832,0,9832,8570
2017-12-24,5.666666666666667,5.75,5.58,0.16999999999999993,0.16999999999999993,5.683,5.75,5.595,0.15500000000000025,0.15500000000000025,5.666666666666667,5.75,5.58,0.16999999999999993,0.16999999999999993,5.681333333333333,5.75,5.59,0.16000000000000014,0.16000000000000014,2384,5500,0,5500,-1652
2017-12-31,5.97375,6.09,5.78,0.3099999999999996,0.3099999999999996,6.0024999999999995,6.1,5.78,0.3199999999999994,0.3199999999999994,5.95625,6.05,5.78,0.2699999999999996,0.2699999999999996,5.975,6.05,5.78,0.2699999999999996,0.2699999999999996,3667,10446,0,10446,1881
