Date,ETFS Physical Platinum Shares_etf_Open_average,ETFS Physical Platinum Shares_etf_Open_max,ETFS Physical Platinum Shares_etf_Open_min,ETFS Physical Platinum Shares_etf_Open_volatility,ETFS Physical Platinum Shares_etf_Open_change,ETFS Physical Platinum Shares_etf_High_average,ETFS Physical Platinum Shares_etf_High_max,ETFS Physical Platinum Shares_etf_High_min,ETFS Physical Platinum Shares_etf_High_volatility,ETFS Physical Platinum Shares_etf_High_change,ETFS Physical Platinum Shares_etf_Low_average,ETFS Physical Platinum Shares_etf_Low_max,ETFS Physical Platinum Shares_etf_Low_min,ETFS Physical Platinum Shares_etf_Low_volatility,ETFS Physical Platinum Shares_etf_Low_change,ETFS Physical Platinum Shares_etf_Close_average,ETFS Physical Platinum Shares_etf_Close_max,ETFS Physical Platinum Shares_etf_Close_min,ETFS Physical Platinum Shares_etf_Close_volatility,ETFS Physical Platinum Shares_etf_Close_change
2016-12-11,86.91,86.91,86.91,0.0,0.0,89.55,89.55,89.55,0.0,0.0,86.75,86.75,86.75,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2016-12-18,86.42,86.42,86.42,0.0,0.0,86.75,86.75,86.75,0.0,0.0,85.48,85.48,85.48,0.0,0.0,85.6,85.6,85.6,0.0,0.0
2016-12-25,86.4,86.4,86.4,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.41,86.41,86.41,0.0,0.0
2017-01-01,92.15,92.15,92.15,0.0,0.0,92.94,92.94,92.94,0.0,0.0,92.15,92.15,92.15,0.0,0.0,92.94,92.94,92.94,0.0,0.0
2017-01-08,92.7,92.7,92.7,0.0,0.0,94.5,94.5,94.5,0.0,0.0,92.66,92.66,92.66,0.0,0.0,94.44,94.44,94.44,0.0,0.0
2017-01-15,92.52,92.52,92.52,0.0,0.0,93.98,93.98,93.98,0.0,0.0,92.22,92.22,92.22,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2017-01-22,92.95,92.95,92.95,0.0,0.0,94.43,94.43,94.43,0.0,0.0,92.85,92.85,92.85,0.0,0.0,94.42,94.42,94.42,0.0,0.0
2017-01-29,95.25,95.25,95.25,0.0,0.0,96.2,96.2,96.2,0.0,0.0,95.15,95.15,95.15,0.0,0.0,96.19,96.19,96.19,0.0,0.0
2017-02-05,95.25,95.25,95.25,0.0,0.0,97.03,97.03,97.03,0.0,0.0,95.17,95.17,95.17,0.0,0.0,96.89,96.89,96.89,0.0,0.0
2017-02-12,96.78,96.78,96.78,0.0,0.0,96.78,96.78,96.78,0.0,0.0,95.95,95.95,95.95,0.0,0.0,96.3,96.3,96.3,0.0,0.0
2017-02-19,98.0,98.0,98.0,0.0,0.0,98.5,98.5,98.5,0.0,0.0,97.61,97.61,97.61,0.0,0.0,98.25,98.25,98.25,0.0,0.0
2017-02-26,94.75,94.75,94.75,0.0,0.0,95.53,95.53,95.53,0.0,0.0,94.24,94.24,94.24,0.0,0.0,95.46,95.46,95.46,0.0,0.0
2017-03-05,90.1,90.1,90.1,0.0,0.0,90.41,90.41,90.41,0.0,0.0,89.65,89.65,89.65,0.0,0.0,90.2,90.2,90.2,0.0,0.0
2017-03-12,92.05,92.05,92.05,0.0,0.0,92.27,92.27,92.27,0.0,0.0,91.9,91.9,91.9,0.0,0.0,92.27,92.27,92.27,0.0,0.0
2017-03-19,92.3,92.3,92.3,0.0,0.0,92.77,92.77,92.77,0.0,0.0,92.13,92.13,92.13,0.0,0.0,92.42,92.42,92.42,0.0,0.0
2017-03-26,90.55,90.55,90.55,0.0,0.0,91.07,91.07,91.07,0.0,0.0,90.42,90.42,90.42,0.0,0.0,90.91,90.91,90.91,0.0,0.0
2017-04-02,92.15,92.15,92.15,0.0,0.0,92.63,92.63,92.63,0.0,0.0,90.9,90.9,90.9,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2017-04-09,93.49,93.49,93.49,0.0,0.0,93.53,93.53,93.53,0.0,0.0,92.85,92.85,92.85,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2017-04-16,93.85,93.85,93.85,0.0,0.0,93.85,93.85,93.85,0.0,0.0,93.11,93.11,93.11,0.0,0.0,93.12,93.12,93.12,0.0,0.0
2017-04-23,90.53,90.53,90.53,0.0,0.0,91.0,91.0,91.0,0.0,0.0,90.4,90.4,90.4,0.0,0.0,90.71,90.71,90.71,0.0,0.0
2017-04-30,87.0,87.0,87.0,0.0,0.0,87.45,87.45,87.45,0.0,0.0,86.9,86.9,86.9,0.0,0.0,87.41,87.41,87.41,0.0,0.0
2017-05-07,88.15,88.15,88.15,0.0,0.0,88.33,88.33,88.33,0.0,0.0,87.76,87.76,87.76,0.0,0.0,88.03,88.03,88.03,0.0,0.0
2017-05-14,90.2,90.2,90.2,0.0,0.0,90.3,90.3,90.3,0.0,0.0,89.74,89.74,89.74,0.0,0.0,89.9,89.9,89.9,0.0,0.0
2017-05-21,92.14,92.14,92.14,0.0,0.0,92.33,92.33,92.33,0.0,0.0,91.6,91.6,91.6,0.0,0.0,91.81,91.81,91.81,0.0,0.0
2017-05-28,89.75,89.75,89.75,0.0,0.0,91.41,91.41,91.41,0.0,0.0,89.6,89.6,89.6,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2017-06-04,89.71,89.71,89.71,0.0,0.0,90.1,90.1,90.1,0.0,0.0,89.71,89.71,89.71,0.0,0.0,89.9,89.9,89.9,0.0,0.0
2017-06-11,88.14,88.14,88.14,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.1,88.1,88.1,0.0,0.0,88.78,88.78,88.78,0.0,0.0
2017-06-18,88.5,88.5,88.5,0.0,0.0,88.98,88.98,88.98,0.0,0.0,88.38,88.38,88.38,0.0,0.0,88.76,88.76,88.76,0.0,0.0
2017-06-25,88.43,88.43,88.43,0.0,0.0,88.59,88.59,88.59,0.0,0.0,87.95,87.95,87.95,0.0,0.0,88.35,88.35,88.35,0.0,0.0
2017-07-02,86.76,86.76,86.76,0.0,0.0,86.76,86.76,86.76,0.0,0.0,86.2,86.2,86.2,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2017-07-09,87.9,87.9,87.9,0.0,0.0,88.16,88.16,88.16,0.0,0.0,87.74,87.74,87.74,0.0,0.0,88.16,88.16,88.16,0.0,0.0
2017-07-16,89.63,89.63,89.63,0.0,0.0,89.64,89.64,89.64,0.0,0.0,89.1,89.1,89.1,0.0,0.0,89.43,89.43,89.43,0.0,0.0
2017-07-23,89.05,89.05,89.05,0.0,0.0,89.45,89.45,89.45,0.0,0.0,88.96,88.96,88.96,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2017-07-30,92.39,92.39,92.39,0.0,0.0,92.69,92.69,92.69,0.0,0.0,91.75,91.75,91.75,0.0,0.0,92.33,92.33,92.33,0.0,0.0
2017-08-06,94.55,94.55,94.55,0.0,0.0,94.67,94.67,94.67,0.0,0.0,93.74,93.74,93.74,0.0,0.0,94.25,94.25,94.25,0.0,0.0
2017-08-13,93.85,93.85,93.85,0.0,0.0,94.05,94.05,94.05,0.0,0.0,93.24,93.24,93.24,0.0,0.0,93.56,93.56,93.56,0.0,0.0
2017-08-20,93.72,93.72,93.72,0.0,0.0,93.85,93.85,93.85,0.0,0.0,92.61,92.61,92.61,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2017-08-27,95.8,95.8,95.8,0.0,0.0,96.33,96.33,96.33,0.0,0.0,95.17,95.17,95.17,0.0,0.0,96.19,96.19,96.19,0.0,0.0
2017-09-03,97.1,97.1,97.1,0.0,0.0,97.1,97.1,97.1,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.38,96.38,96.38,0.0,0.0
2017-09-10,93.08,93.08,93.08,0.0,0.0,93.08,93.08,93.08,0.0,0.0,92.16,92.16,92.16,0.0,0.0,92.45,92.45,92.45,0.0,0.0
2017-09-17,89.3,89.3,89.3,0.0,0.0,89.49,89.49,89.49,0.0,0.0,88.92,88.92,88.92,0.0,0.0,89.03,89.03,89.03,0.0,0.0
2017-09-24,87.95,87.95,87.95,0.0,0.0,87.95,87.95,87.95,0.0,0.0,87.15,87.15,87.15,0.0,0.0,87.24,87.24,87.24,0.0,0.0
2017-10-01,87.14,87.14,87.14,0.0,0.0,87.6,87.6,87.6,0.0,0.0,86.4,86.4,86.4,0.0,0.0,87.3,87.3,87.3,0.0,0.0
2017-10-08,89.95,89.95,89.95,0.0,0.0,90.31,90.31,90.31,0.0,0.0,89.89,89.89,89.89,0.0,0.0,90.24,90.24,90.24,0.0,0.0
2017-10-15,87.91,87.91,87.91,0.0,0.0,88.31,88.31,88.31,0.0,0.0,87.78,87.78,87.78,0.0,0.0,88.29,88.29,88.29,0.0,0.0
2017-10-22,87.65,87.65,87.65,0.0,0.0,87.99,87.99,87.99,0.0,0.0,86.98,86.98,86.98,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2017-10-29,88.33,88.33,88.33,0.0,0.0,88.37,88.37,88.37,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.85,87.85,87.85,0.0,0.0
2017-11-05,89.4,89.4,89.4,0.0,0.0,89.77,89.77,89.77,0.0,0.0,88.58,88.58,88.58,0.0,0.0,88.61,88.61,88.61,0.0,0.0
2017-11-12,89.81,89.81,89.81,0.0,0.0,91.09,91.09,91.09,0.0,0.0,89.62,89.62,89.62,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2017-11-19,89.49,89.49,89.49,0.0,0.0,89.95,89.95,89.95,0.0,0.0,89.45,89.45,89.45,0.0,0.0,89.76,89.76,89.76,0.0,0.0
2017-11-26,89.05,89.05,89.05,0.0,0.0,90.0,90.0,90.0,0.0,0.0,88.88,88.88,88.88,0.0,0.0,89.65,89.65,89.65,0.0,0.0
2017-12-03,85.0,85.0,85.0,0.0,0.0,85.31,85.31,85.31,0.0,0.0,84.24,84.24,84.24,0.0,0.0,84.75,84.75,84.75,0.0,0.0
2017-12-10,84.46,84.46,84.46,0.0,0.0,85.2,85.2,85.2,0.0,0.0,84.32,84.32,84.32,0.0,0.0,85.18,85.18,85.18,0.0,0.0
2017-12-17,87.7,87.7,87.7,0.0,0.0,87.87,87.87,87.87,0.0,0.0,87.38,87.38,87.38,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2017-12-24,89.15,89.15,89.15,0.0,0.0,89.2,89.2,89.2,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.47,88.47,88.47,0.0,0.0
2017-12-31,91.83,91.83,91.83,0.0,0.0,92.49,92.49,92.49,0.0,0.0,91.7,91.7,91.7,0.0,0.0,92.39,92.39,92.39,0.0,0.0
