Date,ProShares UltraShort Yen_etf_Open_average,ProShares UltraShort Yen_etf_Open_max,ProShares UltraShort Yen_etf_Open_min,ProShares UltraShort Yen_etf_Open_volatility,ProShares UltraShort Yen_etf_Open_change,ProShares UltraShort Yen_etf_High_average,ProShares UltraShort Yen_etf_High_max,ProShares UltraShort Yen_etf_High_min,ProShares UltraShort Yen_etf_High_volatility,ProShares UltraShort Yen_etf_High_change,ProShares UltraShort Yen_etf_Low_average,ProShares UltraShort Yen_etf_Low_max,ProShares UltraShort Yen_etf_Low_min,ProShares UltraShort Yen_etf_Low_volatility,ProShares UltraShort Yen_etf_Low_change,ProShares UltraShort Yen_etf_Close_average,ProShares UltraShort Yen_etf_Close_max,ProShares UltraShort Yen_etf_Close_min,ProShares UltraShort Yen_etf_Close_volatility,ProShares UltraShort Yen_etf_Close_change
2016-06-05,68.43,68.43,68.43,0.0,0.0,68.67,68.67,68.67,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2016-06-12,65.0,65.0,65.0,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2016-06-19,62.5,62.5,62.5,0.0,0.0,62.64,62.64,62.64,0.0,0.0,61.7,61.7,61.7,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2016-06-26,62.71,62.71,62.71,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2016-07-03,60.1,60.1,60.1,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2016-07-10,66.7,66.7,66.7,0.0,0.0,66.77,66.77,66.77,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.12,66.12,66.12,0.0,0.0
2016-07-17,66.76,66.76,66.76,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2016-07-24,62.85,62.85,62.85,0.0,0.0,63.0,63.0,63.0,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2016-07-31,61.18,61.18,61.18,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.29,61.29,61.29,0.0,0.0
2016-08-07,60.37,60.37,60.37,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2016-08-14,59.48,59.48,59.48,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2016-08-21,59.55,59.55,59.55,0.0,0.0,61.43,61.43,61.43,0.0,0.0,59.23,59.23,59.23,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2016-08-28,63.36,63.36,63.36,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2016-09-04,62.52,62.52,62.52,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2016-09-11,61.44,61.44,61.44,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2016-09-18,60.4,60.4,60.4,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2016-09-25,60.55,60.55,60.55,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2016-10-02,62.65,62.65,62.65,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2016-10-09,64.14,64.14,64.14,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.58,63.58,63.58,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2016-10-16,63.28,63.28,63.28,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2016-10-23,65.38,65.38,65.38,0.0,0.0,65.61,65.61,65.61,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2016-10-30,62.46,62.46,62.46,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2016-11-06,66.55,66.55,66.55,0.0,0.0,67.12,67.12,67.12,0.0,0.0,66.55,66.55,66.55,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2016-11-13,71.64,71.64,71.64,0.0,0.0,72.39,72.39,72.39,0.0,0.0,71.35,71.35,71.35,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2016-11-20,74.84,74.84,74.84,0.0,0.0,75.48,75.48,75.48,0.0,0.0,74.8,74.8,74.8,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2016-11-27,75.78,75.78,75.78,0.0,0.0,76.15,76.15,76.15,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2016-12-04,77.62,77.62,77.62,0.0,0.0,78.16,78.16,78.16,0.0,0.0,77.53,77.53,77.53,0.0,0.0,77.98,77.98,77.98,0.0,0.0
2016-12-11,82.0,82.0,82.0,0.0,0.0,82.18,82.18,82.18,0.0,0.0,80.95,80.95,80.95,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2016-12-18,80.78,80.78,80.78,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2016-12-25,80.21,80.21,80.21,0.0,0.0,80.27,80.27,80.27,0.0,0.0,79.66,79.66,79.66,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2017-01-01,80.03,80.03,80.03,0.0,0.0,80.55,80.55,80.55,0.0,0.0,79.57,79.57,79.57,0.0,0.0,80.43,80.43,80.43,0.0,0.0
2017-01-08,77.57,77.57,77.57,0.0,0.0,78.17,78.17,78.17,0.0,0.0,76.79,76.79,76.79,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2017-01-15,77.48,77.48,77.48,0.0,0.0,77.82,77.82,77.82,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2017-01-22,77.53,77.53,77.53,0.0,0.0,77.78,77.78,77.78,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.6,77.6,77.6,0.0,0.0
2017-01-29,74.51,74.51,74.51,0.0,0.0,74.69,74.69,74.69,0.0,0.0,73.77,73.77,73.77,0.0,0.0,74.31,74.31,74.31,0.0,0.0
2017-02-05,75.6,75.6,75.6,0.0,0.0,75.61,75.61,75.61,0.0,0.0,74.58,74.58,74.58,0.0,0.0,75.17,75.17,75.17,0.0,0.0
2017-02-12,74.41,74.41,74.41,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.36,74.36,74.36,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2017-02-19,73.76,73.76,73.76,0.0,0.0,74.03,74.03,74.03,0.0,0.0,73.32,73.32,73.32,0.0,0.0,73.52,73.52,73.52,0.0,0.0
2017-02-26,76.53,76.53,76.53,0.0,0.0,77.0,77.0,77.0,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2017-03-05,77.75,77.75,77.75,0.0,0.0,77.83,77.83,77.83,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.99,76.99,76.99,0.0,0.0
2017-03-12,74.77,74.77,74.77,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2017-03-19,72.24,72.24,72.24,0.0,0.0,72.39,72.39,72.39,0.0,0.0,71.58,71.58,71.58,0.0,0.0,72.27,72.27,72.27,0.0,0.0
2017-03-26,72.92,72.92,72.92,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2017-04-02,71.94,71.94,71.94,0.0,0.0,72.55,72.55,72.55,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2017-04-09,69.7,69.7,69.7,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.58,69.58,69.58,0.0,0.0
2017-04-16,69.66,69.66,69.66,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2017-04-23,72.83,72.83,72.83,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.6,72.6,72.6,0.0,0.0,72.68,72.68,72.68,0.0,0.0
2017-04-30,74.13,74.13,74.13,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2017-05-07,75.32,75.32,75.32,0.0,0.0,75.32,75.32,75.32,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.08,75.08,75.08,0.0,0.0
2017-05-14,72.31,72.31,72.31,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.23,72.23,72.23,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2017-05-21,72.44,72.44,72.44,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.26,72.26,72.26,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2017-05-28,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2017-06-04,71.7,71.7,71.7,0.0,0.0,71.7,71.7,71.7,0.0,0.0,70.99,70.99,70.99,0.0,0.0,71.01,71.01,71.01,0.0,0.0
2017-06-11,72.11,72.11,72.11,0.0,0.0,72.11,72.11,72.11,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2017-06-18,72.39,72.39,72.39,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2017-06-25,73.56,73.56,73.56,0.0,0.0,74.15,74.15,74.15,0.0,0.0,73.49,73.49,73.49,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2017-07-02,75.8,75.8,75.8,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2017-07-09,73.95,73.95,73.95,0.0,0.0,74.39,74.39,74.39,0.0,0.0,73.91,73.91,73.91,0.0,0.0,74.19,74.19,74.19,0.0,0.0
2017-07-16,72.62,72.62,72.62,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.27,72.27,72.27,0.0,0.0
2017-07-23,72.23,72.23,72.23,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.62,71.62,71.62,0.0,0.0
2017-07-30,71.63,71.63,71.63,0.0,0.0,72.18,72.18,72.18,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2017-08-06,69.94,69.94,69.94,0.0,0.0,69.97,69.97,69.97,0.0,0.0,69.48,69.48,69.48,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2017-08-13,69.47,69.47,69.47,0.0,0.0,70.36,70.36,70.36,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.85,69.85,69.85,0.0,0.0
2017-08-20,70.4,70.4,70.4,0.0,0.0,70.63,70.63,70.63,0.0,0.0,69.81,69.81,69.81,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2017-08-27,70.91,70.91,70.91,0.0,0.0,71.5,71.5,71.5,0.0,0.0,70.79,70.79,70.79,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2017-09-03,68.1,68.1,68.1,0.0,0.0,68.44,68.44,68.44,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2017-09-10,71.89,71.89,71.89,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2017-09-17,73.58,73.58,73.58,0.0,0.0,73.69,73.69,73.69,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.57,73.57,73.57,0.0,0.0
2017-09-24,74.06,74.06,74.06,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.21,74.21,74.21,0.0,0.0
2017-10-01,75.28,75.28,75.28,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.44,74.44,74.44,0.0,0.0
2017-10-08,73.25,73.25,73.25,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2017-10-15,75.5,75.5,75.5,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.61,75.61,75.61,0.0,0.0
2017-10-22,76.41,76.41,76.41,0.0,0.0,76.5,76.5,76.5,0.0,0.0,75.9,75.9,75.9,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2017-10-29,76.5,76.5,76.5,0.0,0.0,76.95,76.95,76.95,0.0,0.0,76.47,76.47,76.47,0.0,0.0,76.47,76.47,76.47,0.0,0.0
2017-11-05,75.55,75.55,75.55,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2017-11-12,74.28,74.28,74.28,0.0,0.0,74.32,74.32,74.32,0.0,0.0,73.73,73.73,73.73,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2017-11-19,72.96,72.96,72.96,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2017-11-26,74.63,74.63,74.63,0.0,0.0,74.88,74.88,74.88,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2017-12-03,75.35,75.35,75.35,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.74,75.74,75.74,0.0,0.0
2017-12-10,74.11,74.11,74.11,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.44,74.44,74.44,0.0,0.0
2017-12-17,75.58,75.58,75.58,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2017-12-24,74.72,74.72,74.72,0.0,0.0,74.98,74.98,74.98,0.0,0.0,74.7,74.7,74.7,0.0,0.0,74.98,74.98,74.98,0.0,0.0
2017-12-31,75.69,75.69,75.69,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.55,75.55,75.55,0.0,0.0
