Date,iShares MSCI BRIC_etf_Open_average,iShares MSCI BRIC_etf_Open_max,iShares MSCI BRIC_etf_Open_min,iShares MSCI BRIC_etf_Open_volatility,iShares MSCI BRIC_etf_Open_change,iShares MSCI BRIC_etf_High_average,iShares MSCI BRIC_etf_High_max,iShares MSCI BRIC_etf_High_min,iShares MSCI BRIC_etf_High_volatility,iShares MSCI BRIC_etf_High_change,iShares MSCI BRIC_etf_Low_average,iShares MSCI BRIC_etf_Low_max,iShares MSCI BRIC_etf_Low_min,iShares MSCI BRIC_etf_Low_volatility,iShares MSCI BRIC_etf_Low_change,iShares MSCI BRIC_etf_Close_average,iShares MSCI BRIC_etf_Close_max,iShares MSCI BRIC_etf_Close_min,iShares MSCI BRIC_etf_Close_volatility,iShares MSCI BRIC_etf_Close_change
2017-03-12,36.62,36.62,36.62,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2017-03-19,36.38,36.38,36.38,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2017-03-26,36.24,36.24,36.24,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2017-04-02,36.43,36.43,36.43,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2017-04-09,36.21,36.21,36.21,0.0,0.0,36.31,36.31,36.31,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2017-04-16,36.12,36.12,36.12,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2017-04-23,36.71,36.71,36.71,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2017-04-30,36.26,36.26,36.26,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2017-05-07,37.51,37.51,37.51,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2017-05-14,36.98,36.98,36.98,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2017-05-21,37.55,37.55,37.55,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2017-05-28,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2017-06-04,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2017-06-11,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2017-06-18,37.31,37.31,37.31,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2017-06-25,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2017-07-02,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-07-09,39.32,39.32,39.32,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2017-07-16,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2017-07-23,40.11,40.11,40.11,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2017-07-30,40.77,40.77,40.77,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-08-06,39.91,39.91,39.91,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2017-08-13,40.62,40.62,40.62,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2017-08-20,42.24,42.24,42.24,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2017-08-27,42.53,42.53,42.53,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2017-09-03,42.8,42.8,42.8,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2017-09-10,43.42,43.42,43.42,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2017-09-17,43.46,43.46,43.46,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2017-09-24,42.63,42.63,42.63,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2017-10-01,43.89,43.89,43.89,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2017-10-08,44.59,44.59,44.59,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-10-15,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2017-10-22,43.72,43.72,43.72,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.54,43.54,43.54,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2017-10-29,44.39,44.39,44.39,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2017-11-05,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2017-11-12,44.75,44.75,44.75,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2017-11-19,45.83,45.83,45.83,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2017-11-26,43.82,43.82,43.82,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2017-12-03,43.87,43.87,43.87,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2017-12-10,43.88,43.88,43.88,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2017-12-17,44.29,44.29,44.29,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2017-12-24,44.73,44.73,44.73,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2017-12-31,46.78,46.78,46.78,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.75,46.75,46.75,0.0,0.0,47.05,47.05,47.05,0.0,0.0
