Date,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Open_average,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Open_max,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Open_min,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Open_volatility,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Open_change,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_High_average,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_High_max,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_High_min,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_High_volatility,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_High_change,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Low_average,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Low_max,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Low_min,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Low_volatility,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Low_change,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Close_average,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Close_max,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Close_min,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Close_volatility,Vanguard Sht-Term Inflation-Protected SecuritiesEtf_Close_change
2016-03-13,48.91,48.91,48.91,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2016-03-20,48.78,48.78,48.78,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2016-03-27,49.04,49.04,49.04,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2016-04-03,49.07,49.07,49.07,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2016-04-10,48.93,48.93,48.93,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2016-04-17,48.96,48.96,48.96,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2016-04-24,49.08,49.08,49.08,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2016-05-01,49.1,49.1,49.1,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2016-05-08,49.12,49.12,49.12,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2016-05-15,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2016-05-22,49.22,49.22,49.22,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2016-05-29,49.1,49.1,49.1,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2016-06-05,49.31,49.31,49.31,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2016-06-12,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2016-06-19,49.36,49.36,49.36,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2016-06-26,49.6,49.6,49.6,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2016-07-03,49.57,49.57,49.57,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2016-07-10,49.44,49.44,49.44,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2016-07-17,49.41,49.41,49.41,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2016-07-24,49.44,49.44,49.44,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2016-07-31,49.4,49.4,49.4,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2016-08-07,49.39,49.39,49.39,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2016-08-14,49.41,49.41,49.41,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2016-08-21,49.44,49.44,49.44,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2016-08-28,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2016-09-04,49.33,49.33,49.33,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2016-09-11,49.38,49.38,49.38,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2016-09-18,49.52,49.52,49.52,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2016-09-25,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-10-02,49.58,49.58,49.58,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2016-10-09,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2016-10-16,49.69,49.69,49.69,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2016-10-23,49.62,49.62,49.62,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-10-30,49.63,49.63,49.63,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-11-06,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2016-11-13,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2016-11-20,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2016-11-27,49.37,49.37,49.37,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2016-12-04,49.52,49.52,49.52,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2016-12-11,48.77,48.77,48.77,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2016-12-18,49.0,49.0,49.0,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2016-12-25,49.11,49.11,49.11,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2017-01-01,49.18,49.18,49.18,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2017-01-08,49.22,49.22,49.22,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-01-15,49.22,49.22,49.22,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-01-22,49.3,49.3,49.3,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2017-01-29,49.45,49.45,49.45,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2017-02-05,49.35,49.35,49.35,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2017-02-12,49.37,49.37,49.37,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2017-02-19,49.49,49.49,49.49,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2017-02-26,49.27,49.27,49.27,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2017-03-05,49.25,49.25,49.25,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2017-03-12,49.35,49.35,49.35,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2017-03-19,49.38,49.38,49.38,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-03-26,49.46,49.46,49.46,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2017-04-02,49.54,49.54,49.54,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2017-04-09,49.59,49.59,49.59,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2017-04-16,49.51,49.51,49.51,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2017-04-23,49.47,49.47,49.47,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2017-04-30,49.29,49.29,49.29,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-05-07,49.34,49.34,49.34,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2017-05-14,49.41,49.41,49.41,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-05-21,49.4,49.4,49.4,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2017-05-28,49.46,49.46,49.46,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2017-06-04,49.4,49.4,49.4,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-06-11,49.19,49.19,49.19,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2017-06-18,49.24,49.24,49.24,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-06-25,49.25,49.25,49.25,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-07-02,49.19,49.19,49.19,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2017-07-09,49.22,49.22,49.22,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2017-07-16,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2017-07-23,49.34,49.34,49.34,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2017-07-30,49.36,49.36,49.36,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2017-08-06,49.44,49.44,49.44,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2017-08-13,49.4,49.4,49.4,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2017-08-20,49.39,49.39,49.39,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2017-08-27,49.49,49.49,49.49,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2017-09-03,49.65,49.65,49.65,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2017-09-10,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-09-17,49.46,49.46,49.46,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2017-09-24,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-10-01,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2017-10-08,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2017-10-15,49.44,49.44,49.44,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2017-10-22,49.44,49.44,49.44,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2017-10-29,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-11-05,49.6,49.6,49.6,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2017-11-12,49.59,49.59,49.59,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2017-11-19,49.56,49.56,49.56,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2017-11-26,49.48,49.48,49.48,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2017-12-03,49.5,49.5,49.5,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2017-12-10,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2017-12-17,49.44,49.44,49.44,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2017-12-24,48.77,48.77,48.77,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2017-12-31,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.79,48.79,48.79,0.0,0.0
