Date,iShares Core S&P Small-CapEtf_Open_average,iShares Core S&P Small-CapEtf_Open_max,iShares Core S&P Small-CapEtf_Open_min,iShares Core S&P Small-CapEtf_Open_volatility,iShares Core S&P Small-CapEtf_Open_change,iShares Core S&P Small-CapEtf_High_average,iShares Core S&P Small-CapEtf_High_max,iShares Core S&P Small-CapEtf_High_min,iShares Core S&P Small-CapEtf_High_volatility,iShares Core S&P Small-CapEtf_High_change,iShares Core S&P Small-CapEtf_Low_average,iShares Core S&P Small-CapEtf_Low_max,iShares Core S&P Small-CapEtf_Low_min,iShares Core S&P Small-CapEtf_Low_volatility,iShares Core S&P Small-CapEtf_Low_change,iShares Core S&P Small-CapEtf_Close_average,iShares Core S&P Small-CapEtf_Close_max,iShares Core S&P Small-CapEtf_Close_min,iShares Core S&P Small-CapEtf_Close_volatility,iShares Core S&P Small-CapEtf_Close_change
2016-03-20,54.14,54.14,54.14,0.0,0.0,54.59,54.59,54.59,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2016-03-27,55.81,55.81,55.81,0.0,0.0,56.46,56.46,56.46,0.0,0.0,55.65,55.65,55.65,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2016-04-03,55.27,55.27,55.27,0.0,0.0,55.53,55.53,55.53,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2016-04-10,56.48,56.48,56.48,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2016-04-17,57.03,57.03,57.03,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2016-04-24,57.28,57.28,57.28,0.0,0.0,57.45,57.45,57.45,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2016-05-01,55.77,55.77,55.77,0.0,0.0,56.43,56.43,56.43,0.0,0.0,55.68,55.68,55.68,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2016-05-08,55.89,55.89,55.89,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2016-05-15,55.3,55.3,55.3,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2016-05-22,57.22,57.22,57.22,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2016-05-29,58.49,58.49,58.49,0.0,0.0,58.49,58.49,58.49,0.0,0.0,57.82,57.82,57.82,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2016-06-05,58.81,58.81,58.81,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2016-06-12,57.87,57.87,57.87,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2016-06-19,56.7,56.7,56.7,0.0,0.0,57.51,57.51,57.51,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2016-06-26,58.1,58.1,58.1,0.0,0.0,58.47,58.47,58.47,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2016-07-03,58.45,58.45,58.45,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.3,58.3,58.3,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2016-07-10,60.95,60.95,60.95,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2016-07-17,60.48,60.48,60.48,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2016-07-24,60.93,60.93,60.93,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.55,60.55,60.55,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2016-07-31,60.84,60.84,60.84,0.0,0.0,61.44,61.44,61.44,0.0,0.0,60.74,60.74,60.74,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2016-08-07,61.05,61.05,61.05,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.83,60.83,60.83,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2016-08-14,61.45,61.45,61.45,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2016-08-21,61.99,61.99,61.99,0.0,0.0,62.41,62.41,62.41,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2016-08-28,62.26,62.26,62.26,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2016-09-04,62.25,62.25,62.25,0.0,0.0,62.38,62.38,62.38,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2016-09-11,60.77,60.77,60.77,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2016-09-18,62.76,62.76,62.76,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2016-09-25,61.76,61.76,61.76,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.46,61.46,61.46,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2016-10-02,62.02,62.02,62.02,0.0,0.0,62.19,62.19,62.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2016-10-09,60.78,60.78,60.78,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2016-10-16,59.99,59.99,59.99,0.0,0.0,60.39,60.39,60.39,0.0,0.0,59.82,59.82,59.82,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2016-10-23,59.09,59.09,59.09,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2016-10-30,57.97,57.97,57.97,0.0,0.0,58.7,58.7,58.7,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2016-11-06,63.0,63.0,63.0,0.0,0.0,64.33,64.33,64.33,0.0,0.0,62.73,62.73,62.73,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2016-11-13,65.81,65.81,65.81,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.63,65.63,65.63,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2016-11-20,67.67,67.67,67.67,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2016-11-27,66.56,66.56,66.56,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2016-12-04,70.67,70.67,70.67,0.0,0.0,70.67,70.67,70.67,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2016-12-11,69.75,69.75,69.75,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.22,69.22,69.22,0.0,0.0
2016-12-18,69.06,69.06,69.06,0.0,0.0,69.31,69.31,69.31,0.0,0.0,68.94,68.94,68.94,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2016-12-25,69.2,69.2,69.2,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.76,68.76,68.76,0.0,0.0
2017-01-01,69.45,69.45,69.45,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2017-01-08,68.54,68.54,68.54,0.0,0.0,69.27,69.27,69.27,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2017-01-15,67.74,67.74,67.74,0.0,0.0,68.22,68.22,68.22,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2017-01-22,69.24,69.24,69.24,0.0,0.0,69.28,69.28,69.28,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.83,68.83,68.83,0.0,0.0
2017-01-29,68.55,68.55,68.55,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.28,68.28,68.28,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2017-02-05,69.51,69.51,69.51,0.0,0.0,69.85,69.85,69.85,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.71,69.71,69.71,0.0,0.0
2017-02-12,70.15,70.15,70.15,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.83,69.83,69.83,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2017-02-19,69.49,69.49,69.49,0.0,0.0,70.05,70.05,70.05,0.0,0.0,69.37,69.37,69.37,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2017-02-26,69.98,69.98,69.98,0.0,0.0,70.27,70.27,70.27,0.0,0.0,69.44,69.44,69.44,0.0,0.0,69.77,69.77,69.77,0.0,0.0
2017-03-05,68.5,68.5,68.5,0.0,0.0,68.52,68.52,68.52,0.0,0.0,67.81,67.81,67.81,0.0,0.0,68.3,68.3,68.3,0.0,0.0
2017-03-12,69.42,69.42,69.42,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.01,69.01,69.01,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2017-03-19,67.89,67.89,67.89,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2017-03-26,69.08,69.08,69.08,0.0,0.0,69.47,69.47,69.47,0.0,0.0,68.86,68.86,68.86,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2017-04-02,67.66,67.66,67.66,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2017-04-09,67.56,67.56,67.56,0.0,0.0,67.77,67.77,67.77,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2017-04-16,68.96,68.96,68.96,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2017-04-23,70.84,70.84,70.84,0.0,0.0,71.0,71.0,71.0,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2017-04-30,69.62,69.62,69.62,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.69,69.69,69.69,0.0,0.0
2017-05-07,69.12,69.12,69.12,0.0,0.0,69.37,69.37,69.37,0.0,0.0,68.71,68.71,68.71,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2017-05-14,67.74,67.74,67.74,0.0,0.0,68.39,68.39,68.39,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2017-05-21,68.69,68.69,68.69,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2017-05-28,69.68,69.68,69.68,0.0,0.0,70.6,70.6,70.6,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.97,69.97,69.97,0.0,0.0
2017-06-04,70.67,70.67,70.67,0.0,0.0,71.53,71.53,71.53,0.0,0.0,70.57,70.57,70.57,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2017-06-11,70.28,70.28,70.28,0.0,0.0,70.28,70.28,70.28,0.0,0.0,69.77,69.77,69.77,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2017-06-18,69.63,69.63,69.63,0.0,0.0,70.2,70.2,70.2,0.0,0.0,69.38,69.38,69.38,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2017-06-25,70.22,70.22,70.22,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.03,70.03,70.03,0.0,0.0,70.11,70.11,70.11,0.0,0.0
2017-07-02,69.51,69.51,69.51,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.4,69.4,69.4,0.0,0.0,70.11,70.11,70.11,0.0,0.0
2017-07-09,70.42,70.42,70.42,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2017-07-16,71.55,71.55,71.55,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.08,71.08,71.08,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2017-07-23,70.91,70.91,70.91,0.0,0.0,71.19,71.19,71.19,0.0,0.0,70.68,70.68,70.68,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2017-07-30,69.95,69.95,69.95,0.0,0.0,70.2,70.2,70.2,0.0,0.0,69.75,69.75,69.75,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2017-08-06,68.2,68.2,68.2,0.0,0.0,68.39,68.39,68.39,0.0,0.0,67.96,67.96,67.96,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2017-08-13,67.05,67.05,67.05,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.78,66.78,66.78,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2017-08-20,67.87,67.87,67.87,0.0,0.0,68.15,68.15,68.15,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2017-08-27,69.19,69.19,69.19,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2017-09-03,68.7,68.7,68.7,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2017-09-10,70.32,70.32,70.32,0.0,0.0,70.78,70.78,70.78,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.78,70.78,70.78,0.0,0.0
2017-09-17,71.48,71.48,71.48,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2017-09-24,74.06,74.06,74.06,0.0,0.0,74.31,74.31,74.31,0.0,0.0,73.94,73.94,73.94,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2017-10-01,75.03,75.03,75.03,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.85,74.85,74.85,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2017-10-08,74.77,74.77,74.77,0.0,0.0,74.98,74.98,74.98,0.0,0.0,74.49,74.49,74.49,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2017-10-15,75.13,75.13,75.13,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.98,74.98,74.98,0.0,0.0
2017-10-22,74.79,74.79,74.79,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.42,74.42,74.42,0.0,0.0,75.18,75.18,75.18,0.0,0.0
2017-10-29,74.25,74.25,74.25,0.0,0.0,74.25,74.25,74.25,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2017-11-05,73.29,73.29,73.29,0.0,0.0,73.62,73.62,73.62,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2017-11-12,74.08,74.08,74.08,0.0,0.0,74.99,74.99,74.99,0.0,0.0,74.07,74.07,74.07,0.0,0.0,74.63,74.63,74.63,0.0,0.0
2017-11-19,76.26,76.26,76.26,0.0,0.0,76.26,76.26,76.26,0.0,0.0,75.87,75.87,75.87,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2017-11-26,77.42,77.42,77.42,0.0,0.0,77.44,77.44,77.44,0.0,0.0,74.78,74.78,74.78,0.0,0.0,77.02,77.02,77.02,0.0,0.0
2017-12-03,76.64,76.64,76.64,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.25,76.25,76.25,0.0,0.0
2017-12-10,75.76,75.76,75.76,0.0,0.0,77.12,77.12,77.12,0.0,0.0,75.71,75.71,75.71,0.0,0.0,76.63,76.63,76.63,0.0,0.0
2017-12-17,77.24,77.24,77.24,0.0,0.0,77.24,77.24,77.24,0.0,0.0,76.89,76.89,76.89,0.0,0.0,77.06,77.06,77.06,0.0,0.0
2017-12-24,77.58,77.58,77.58,0.0,0.0,77.66,77.66,77.66,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.81,76.81,76.81,0.0,0.0
2017-12-31,77.75,77.75,77.75,0.0,0.0,77.89,77.89,77.89,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.86,77.86,77.86,0.0,0.0
