Date,iShares Real Estate 50_etf_Open_average,iShares Real Estate 50_etf_Open_max,iShares Real Estate 50_etf_Open_min,iShares Real Estate 50_etf_Open_volatility,iShares Real Estate 50_etf_Open_change,iShares Real Estate 50_etf_High_average,iShares Real Estate 50_etf_High_max,iShares Real Estate 50_etf_High_min,iShares Real Estate 50_etf_High_volatility,iShares Real Estate 50_etf_High_change,iShares Real Estate 50_etf_Low_average,iShares Real Estate 50_etf_Low_max,iShares Real Estate 50_etf_Low_min,iShares Real Estate 50_etf_Low_volatility,iShares Real Estate 50_etf_Low_change,iShares Real Estate 50_etf_Close_average,iShares Real Estate 50_etf_Close_max,iShares Real Estate 50_etf_Close_min,iShares Real Estate 50_etf_Close_volatility,iShares Real Estate 50_etf_Close_change
2016-12-11,47.97,47.97,47.97,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2016-12-18,47.91,47.91,47.91,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2016-12-25,48.54,48.54,48.54,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-01-01,49.71,49.71,49.71,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.71,49.71,49.71,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-01-08,48.81,48.81,48.81,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2017-01-15,48.75,48.75,48.75,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-01-22,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-01-29,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2017-02-05,49.21,49.21,49.21,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2017-02-12,49.57,49.57,49.57,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2017-02-19,50.22,50.22,50.22,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2017-02-26,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2017-03-05,47.94,47.94,47.94,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2017-03-12,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2017-03-19,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2017-03-26,48.47,48.47,48.47,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2017-04-02,49.42,49.42,49.42,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-04-09,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2017-04-16,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2017-04-23,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2017-04-30,48.34,48.34,48.34,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-05-07,48.23,48.23,48.23,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2017-05-14,48.31,48.31,48.31,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-05-21,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2017-05-28,48.98,48.98,48.98,0.0,0.0,49.43,49.43,49.43,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2017-06-04,48.92,48.92,48.92,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2017-06-11,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-06-18,49.99,49.99,49.99,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2017-06-25,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2017-07-02,48.18,48.18,48.18,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2017-07-09,48.99,48.99,48.99,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2017-07-16,49.54,49.54,49.54,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2017-07-23,49.74,49.74,49.74,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2017-07-30,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2017-08-06,48.96,48.96,48.96,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2017-08-13,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2017-08-20,49.52,49.52,49.52,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-08-27,49.74,49.74,49.74,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2017-09-03,50.15,50.15,50.15,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2017-09-10,50.4,50.4,50.4,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2017-09-17,49.73,49.73,49.73,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-09-24,49.22,49.22,49.22,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2017-10-01,49.0,49.0,49.0,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2017-10-08,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-10-15,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2017-10-22,48.72,48.72,48.72,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2017-10-29,49.44,49.44,49.44,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2017-11-05,50.3,50.3,50.3,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2017-11-12,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-11-19,50.45,50.45,50.45,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2017-11-26,50.27,50.27,50.27,0.0,0.0,50.3,50.3,50.3,0.0,0.0,49.72,49.72,49.72,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2017-12-03,49.68,49.68,49.68,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2017-12-10,50.49,50.49,50.49,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2017-12-17,48.81,48.81,48.81,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.67,48.67,48.67,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2017-12-24,49.79,49.79,49.79,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-12-31,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.52,48.52,48.52,0.0,0.0
