Date,iShares MSCI Denmark Capped_etf_Open_average,iShares MSCI Denmark Capped_etf_Open_max,iShares MSCI Denmark Capped_etf_Open_min,iShares MSCI Denmark Capped_etf_Open_volatility,iShares MSCI Denmark Capped_etf_Open_change,iShares MSCI Denmark Capped_etf_High_average,iShares MSCI Denmark Capped_etf_High_max,iShares MSCI Denmark Capped_etf_High_min,iShares MSCI Denmark Capped_etf_High_volatility,iShares MSCI Denmark Capped_etf_High_change,iShares MSCI Denmark Capped_etf_Low_average,iShares MSCI Denmark Capped_etf_Low_max,iShares MSCI Denmark Capped_etf_Low_min,iShares MSCI Denmark Capped_etf_Low_volatility,iShares MSCI Denmark Capped_etf_Low_change,iShares MSCI Denmark Capped_etf_Close_average,iShares MSCI Denmark Capped_etf_Close_max,iShares MSCI Denmark Capped_etf_Close_min,iShares MSCI Denmark Capped_etf_Close_volatility,iShares MSCI Denmark Capped_etf_Close_change
2016-04-03,56.94,56.94,56.94,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2016-04-10,56.43,56.43,56.43,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2016-04-17,56.92,56.92,56.92,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2016-04-24,57.33,57.33,57.33,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2016-05-01,56.24,56.24,56.24,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-05-08,57.08,57.08,57.08,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2016-05-15,57.12,57.12,57.12,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2016-05-22,58.39,58.39,58.39,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2016-05-29,58.79,58.79,58.79,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.69,58.69,58.69,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2016-06-05,56.94,56.94,56.94,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2016-06-12,54.03,54.03,54.03,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2016-06-19,53.58,53.58,53.58,0.0,0.0,53.71,53.71,53.71,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2016-06-26,55.39,55.39,55.39,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2016-07-03,54.4,54.4,54.4,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2016-07-10,55.29,55.29,55.29,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2016-07-17,55.84,55.84,55.84,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2016-07-24,56.97,56.97,56.97,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2016-07-31,55.2,55.2,55.2,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2016-08-07,55.56,55.56,55.56,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2016-08-14,56.45,56.45,56.45,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2016-08-21,56.98,56.98,56.98,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2016-08-28,56.54,56.54,56.54,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2016-09-04,56.04,56.04,56.04,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2016-09-11,55.89,55.89,55.89,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.81,55.81,55.81,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2016-09-18,56.42,56.42,56.42,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2016-09-25,55.21,55.21,55.21,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2016-10-02,54.9,54.9,54.9,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2016-10-09,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2016-10-16,54.85,54.85,54.85,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.85,54.85,54.85,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2016-10-23,52.39,52.39,52.39,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2016-10-30,50.72,50.72,50.72,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2016-11-06,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2016-11-13,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2016-11-20,48.73,48.73,48.73,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2016-11-27,48.73,48.73,48.73,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2016-12-04,49.48,49.48,49.48,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2016-12-11,49.66,49.66,49.66,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2016-12-18,50.35,50.35,50.35,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2016-12-25,51.09,51.09,51.09,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2017-01-01,52.37,52.37,52.37,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-01-08,52.54,52.54,52.54,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2017-01-15,52.58,52.58,52.58,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2017-01-22,53.26,53.26,53.26,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2017-01-29,53.52,53.52,53.52,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-02-05,53.51,53.51,53.51,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2017-02-12,54.19,54.19,54.19,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2017-02-19,53.69,53.69,53.69,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2017-02-26,53.69,53.69,53.69,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2017-03-05,53.78,53.78,53.78,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2017-03-12,55.26,55.26,55.26,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2017-03-19,55.17,55.17,55.17,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2017-03-26,55.45,55.45,55.45,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2017-04-02,55.33,55.33,55.33,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2017-04-09,55.82,55.82,55.82,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2017-04-16,56.58,56.58,56.58,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2017-04-23,59.58,59.58,59.58,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2017-04-30,61.26,61.26,61.26,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2017-05-07,60.84,60.84,60.84,0.0,0.0,61.24,61.24,61.24,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2017-05-14,61.5,61.5,61.5,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2017-05-21,62.0,62.0,62.0,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2017-05-28,64.02,64.02,64.02,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2017-06-04,63.16,63.16,63.16,0.0,0.0,63.29,63.29,63.29,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.18,63.18,63.18,0.0,0.0
2017-06-11,62.97,62.97,62.97,0.0,0.0,63.49,63.49,63.49,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2017-06-18,63.22,63.22,63.22,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.05,63.05,63.05,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2017-06-25,62.54,62.54,62.54,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2017-07-02,62.54,62.54,62.54,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2017-07-09,63.83,63.83,63.83,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.83,63.83,63.83,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2017-07-16,65.08,65.08,65.08,0.0,0.0,65.34,65.34,65.34,0.0,0.0,64.7,64.7,64.7,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2017-07-23,64.89,64.89,64.89,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.89,64.89,64.89,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2017-07-30,65.61,65.61,65.61,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2017-08-06,65.44,65.44,65.44,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2017-08-13,65.22,65.22,65.22,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2017-08-20,66.77,66.77,66.77,0.0,0.0,67.32,67.32,67.32,0.0,0.0,66.77,66.77,66.77,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2017-08-27,67.88,67.88,67.88,0.0,0.0,67.99,67.99,67.99,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.92,67.92,67.92,0.0,0.0
2017-09-03,67.79,67.79,67.79,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.73,67.73,67.73,0.0,0.0
2017-09-10,67.16,67.16,67.16,0.0,0.0,67.16,67.16,67.16,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2017-09-17,68.18,68.18,68.18,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2017-09-24,67.51,67.51,67.51,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2017-10-01,67.75,67.75,67.75,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.71,67.71,67.71,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2017-10-08,68.04,68.04,68.04,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2017-10-15,68.4,68.4,68.4,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2017-10-22,67.51,67.51,67.51,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2017-10-29,67.28,67.28,67.28,0.0,0.0,67.28,67.28,67.28,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2017-11-05,65.21,65.21,65.21,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2017-11-12,65.84,65.84,65.84,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2017-11-19,65.86,65.86,65.86,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2017-11-26,66.19,66.19,66.19,0.0,0.0,66.3,66.3,66.3,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2017-12-03,65.47,65.47,65.47,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.71,65.71,65.71,0.0,0.0
2017-12-10,65.53,65.53,65.53,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2017-12-17,66.64,66.64,66.64,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2017-12-24,67.4,67.4,67.4,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2017-12-31,68.51,68.51,68.51,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.79,68.79,68.79,0.0,0.0
