Date,iShares MSCI Israel CappedEtf_Open_average,iShares MSCI Israel CappedEtf_Open_max,iShares MSCI Israel CappedEtf_Open_min,iShares MSCI Israel CappedEtf_Open_volatility,iShares MSCI Israel CappedEtf_Open_change,iShares MSCI Israel CappedEtf_High_average,iShares MSCI Israel CappedEtf_High_max,iShares MSCI Israel CappedEtf_High_min,iShares MSCI Israel CappedEtf_High_volatility,iShares MSCI Israel CappedEtf_High_change,iShares MSCI Israel CappedEtf_Low_average,iShares MSCI Israel CappedEtf_Low_max,iShares MSCI Israel CappedEtf_Low_min,iShares MSCI Israel CappedEtf_Low_volatility,iShares MSCI Israel CappedEtf_Low_change,iShares MSCI Israel CappedEtf_Close_average,iShares MSCI Israel CappedEtf_Close_max,iShares MSCI Israel CappedEtf_Close_min,iShares MSCI Israel CappedEtf_Close_volatility,iShares MSCI Israel CappedEtf_Close_change
2016-03-13,47.0,47.0,47.0,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2016-03-20,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2016-03-27,47.56,47.56,47.56,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2016-04-03,47.55,47.55,47.55,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2016-04-10,48.41,48.41,48.41,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2016-04-17,49.25,49.25,49.25,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2016-04-24,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2016-05-01,47.18,47.18,47.18,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2016-05-08,47.04,47.04,47.04,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2016-05-15,46.06,46.06,46.06,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2016-05-22,47.44,47.44,47.44,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2016-05-29,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2016-06-05,47.16,47.16,47.16,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2016-06-12,46.57,46.57,46.57,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2016-06-19,46.32,46.32,46.32,0.0,0.0,46.46,46.46,46.46,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2016-06-26,46.75,46.75,46.75,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2016-07-03,46.99,46.99,46.99,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2016-07-10,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2016-07-17,49.34,49.34,49.34,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2016-07-24,49.14,49.14,49.14,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2016-07-31,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2016-08-07,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2016-08-14,49.81,49.81,49.81,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2016-08-21,49.84,49.84,49.84,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2016-08-28,49.44,49.44,49.44,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2016-09-04,49.66,49.66,49.66,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2016-09-11,48.59,48.59,48.59,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2016-09-18,49.3,49.3,49.3,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2016-09-25,47.92,47.92,47.92,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2016-10-02,47.41,47.41,47.41,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2016-10-09,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2016-10-16,46.88,46.88,46.88,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-10-23,46.53,46.53,46.53,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2016-10-30,45.55,45.55,45.55,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2016-11-06,46.5,46.5,46.5,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2016-11-13,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2016-11-20,46.67,46.67,46.67,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2016-11-27,46.05,46.05,46.05,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2016-12-04,46.89,46.89,46.89,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2016-12-11,46.19,46.19,46.19,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2016-12-18,46.2,46.2,46.2,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2016-12-25,46.5,46.5,46.5,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-01-01,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2017-01-08,47.44,47.44,47.44,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2017-01-15,47.41,47.41,47.41,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2017-01-22,48.5,48.5,48.5,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-01-29,48.46,48.46,48.46,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2017-02-05,48.1,48.1,48.1,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2017-02-12,50.22,50.22,50.22,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-02-19,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2017-02-26,50.33,50.33,50.33,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2017-03-05,50.49,50.49,50.49,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2017-03-12,52.0,52.0,52.0,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2017-03-19,51.54,51.54,51.54,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2017-03-26,51.29,51.29,51.29,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2017-04-02,51.41,51.41,51.41,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2017-04-09,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2017-04-16,50.6,50.6,50.6,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2017-04-23,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2017-04-30,52.27,52.27,52.27,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2017-05-07,53.09,53.09,53.09,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2017-05-14,52.41,52.41,52.41,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2017-05-21,52.56,52.56,52.56,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2017-05-28,53.24,53.24,53.24,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2017-06-04,53.76,53.76,53.76,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2017-06-11,53.58,53.58,53.58,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2017-06-18,54.12,54.12,54.12,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2017-06-25,54.12,54.12,54.12,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-07-02,53.76,53.76,53.76,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2017-07-09,55.01,55.01,55.01,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2017-07-16,53.95,53.95,53.95,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2017-07-23,53.79,53.79,53.79,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2017-07-30,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2017-08-06,46.77,46.77,46.77,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2017-08-13,47.35,47.35,47.35,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2017-08-20,48.13,48.13,48.13,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-08-27,48.41,48.41,48.41,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2017-09-03,48.38,48.38,48.38,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2017-09-10,49.72,49.72,49.72,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-09-17,50.19,50.19,50.19,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2017-09-24,49.76,49.76,49.76,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2017-10-01,49.6,49.6,49.6,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2017-10-08,49.73,49.73,49.73,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2017-10-15,50.07,50.07,50.07,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2017-10-22,48.85,48.85,48.85,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2017-10-29,47.95,47.95,47.95,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2017-11-05,47.15,47.15,47.15,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2017-11-12,47.73,47.73,47.73,0.0,0.0,48.3,48.3,48.3,0.0,0.0,47.73,47.73,47.73,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2017-11-19,48.81,48.81,48.81,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2017-11-26,49.82,49.82,49.82,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2017-12-03,49.49,49.49,49.49,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2017-12-10,50.08,50.08,50.08,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2017-12-17,50.8,50.8,50.8,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2017-12-24,51.58,51.58,51.58,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2017-12-31,52.82,52.82,52.82,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.74,52.74,52.74,0.0,0.0
