Date,AlphaClone Alternative AlphaEtf_Open_average,AlphaClone Alternative AlphaEtf_Open_max,AlphaClone Alternative AlphaEtf_Open_min,AlphaClone Alternative AlphaEtf_Open_volatility,AlphaClone Alternative AlphaEtf_Open_change,AlphaClone Alternative AlphaEtf_High_average,AlphaClone Alternative AlphaEtf_High_max,AlphaClone Alternative AlphaEtf_High_min,AlphaClone Alternative AlphaEtf_High_volatility,AlphaClone Alternative AlphaEtf_High_change,AlphaClone Alternative AlphaEtf_Low_average,AlphaClone Alternative AlphaEtf_Low_max,AlphaClone Alternative AlphaEtf_Low_min,AlphaClone Alternative AlphaEtf_Low_volatility,AlphaClone Alternative AlphaEtf_Low_change,AlphaClone Alternative AlphaEtf_Close_average,AlphaClone Alternative AlphaEtf_Close_max,AlphaClone Alternative AlphaEtf_Close_min,AlphaClone Alternative AlphaEtf_Close_volatility,AlphaClone Alternative AlphaEtf_Close_change
2016-03-13,33.18,33.18,33.18,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2016-03-20,33.55,33.55,33.55,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2016-03-27,33.48,33.48,33.48,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2016-04-03,33.57,33.57,33.57,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2016-04-10,33.45,33.45,33.45,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2016-04-17,33.81,33.81,33.81,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2016-04-24,33.27,33.27,33.27,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2016-05-01,32.7,32.7,32.7,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2016-05-08,32.98,32.98,32.98,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2016-05-15,33.0,33.0,33.0,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2016-05-22,33.9,33.9,33.9,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2016-05-29,33.87,33.87,33.87,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2016-06-05,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2016-06-12,33.37,33.37,33.37,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2016-06-19,33.12,33.12,33.12,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2016-06-26,33.33,33.33,33.33,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2016-07-03,33.88,33.88,33.88,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2016-07-10,34.86,34.86,34.86,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2016-07-17,35.14,35.14,35.14,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2016-07-24,35.29,35.29,35.29,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2016-07-31,35.36,35.36,35.36,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2016-08-07,35.79,35.79,35.79,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2016-08-14,35.79,35.79,35.79,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2016-08-21,35.72,35.72,35.72,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2016-08-28,35.8,35.8,35.8,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2016-09-04,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2016-09-11,35.24,35.24,35.24,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2016-09-18,36.09,36.09,36.09,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2016-09-25,35.83,35.83,35.83,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2016-10-02,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2016-10-09,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2016-10-16,35.35,35.35,35.35,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2016-10-23,34.64,34.64,34.64,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2016-10-30,33.88,33.88,33.88,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2016-11-06,34.55,34.55,34.55,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2016-11-13,35.3,35.3,35.3,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2016-11-20,35.49,35.49,35.49,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-11-27,34.51,34.51,34.51,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2016-12-04,35.53,35.53,35.53,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2016-12-11,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2016-12-18,35.55,35.55,35.55,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2016-12-25,35.42,35.42,35.42,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2017-01-01,36.01,36.01,36.01,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2017-01-08,36.15,36.15,36.15,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2017-01-15,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2017-01-22,36.68,36.68,36.68,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2017-01-29,36.91,36.91,36.91,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2017-02-05,37.41,37.41,37.41,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2017-02-12,37.93,37.93,37.93,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2017-02-19,37.89,37.89,37.89,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2017-02-26,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2017-03-05,37.83,37.83,37.83,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2017-03-12,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2017-03-19,37.36,37.36,37.36,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-03-26,38.01,38.01,38.01,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2017-04-02,37.85,37.85,37.85,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2017-04-09,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2017-04-16,38.09,38.09,38.09,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2017-04-23,38.97,38.97,38.97,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2017-04-30,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2017-05-07,39.03,39.03,39.03,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2017-05-14,38.98,38.98,38.98,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2017-05-21,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2017-05-28,39.59,39.59,39.59,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2017-06-04,39.88,39.88,39.88,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2017-06-11,39.46,39.46,39.46,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2017-06-18,39.72,39.72,39.72,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2017-06-25,39.71,39.71,39.71,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2017-07-02,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2017-07-09,40.35,40.35,40.35,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2017-07-16,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-07-23,40.58,40.58,40.58,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2017-07-30,40.8,40.8,40.8,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2017-08-06,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2017-08-13,40.13,40.13,40.13,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2017-08-20,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2017-08-27,41.27,41.27,41.27,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2017-09-03,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-09-10,41.15,41.15,41.15,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2017-09-17,41.26,41.26,41.26,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2017-09-24,41.47,41.47,41.47,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-10-01,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2017-10-08,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2017-10-15,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2017-10-22,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-10-29,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2017-11-05,41.9,41.9,41.9,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2017-11-12,41.93,41.93,41.93,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2017-11-19,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2017-11-26,42.6,42.6,42.6,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2017-12-03,42.17,42.17,42.17,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2017-12-10,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2017-12-17,42.86,42.86,42.86,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2017-12-24,43.08,43.08,43.08,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2017-12-31,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
