Date,Arrow Dow Jones Global Yield_etf_Open_average,Arrow Dow Jones Global Yield_etf_Open_max,Arrow Dow Jones Global Yield_etf_Open_min,Arrow Dow Jones Global Yield_etf_Open_volatility,Arrow Dow Jones Global Yield_etf_Open_change,Arrow Dow Jones Global Yield_etf_High_average,Arrow Dow Jones Global Yield_etf_High_max,Arrow Dow Jones Global Yield_etf_High_min,Arrow Dow Jones Global Yield_etf_High_volatility,Arrow Dow Jones Global Yield_etf_High_change,Arrow Dow Jones Global Yield_etf_Low_average,Arrow Dow Jones Global Yield_etf_Low_max,Arrow Dow Jones Global Yield_etf_Low_min,Arrow Dow Jones Global Yield_etf_Low_volatility,Arrow Dow Jones Global Yield_etf_Low_change,Arrow Dow Jones Global Yield_etf_Close_average,Arrow Dow Jones Global Yield_etf_Close_max,Arrow Dow Jones Global Yield_etf_Close_min,Arrow Dow Jones Global Yield_etf_Close_volatility,Arrow Dow Jones Global Yield_etf_Close_change
2017-08-20,18.07,18.07,18.07,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2017-08-27,18.39,18.39,18.39,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2017-09-03,18.37,18.37,18.37,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2017-09-10,18.46,18.46,18.46,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2017-09-17,18.27,18.27,18.27,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2017-09-24,18.33,18.33,18.33,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2017-10-01,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2017-10-08,18.56,18.56,18.56,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-10-15,18.36,18.36,18.36,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2017-10-22,18.01,18.01,18.01,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2017-10-29,18.09,18.09,18.09,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2017-11-05,18.1,18.1,18.1,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2017-11-12,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2017-11-19,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2017-11-26,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2017-12-03,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2017-12-10,17.95,17.95,17.95,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2017-12-17,18.0,18.0,18.0,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2017-12-24,17.99,17.99,17.99,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2017-12-31,18.7,18.7,18.7,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.78,18.78,18.78,0.0,0.0
