Date,Vanguard Mega Cap Value_etf_Open_average,Vanguard Mega Cap Value_etf_Open_max,Vanguard Mega Cap Value_etf_Open_min,Vanguard Mega Cap Value_etf_Open_volatility,Vanguard Mega Cap Value_etf_Open_change,Vanguard Mega Cap Value_etf_High_average,Vanguard Mega Cap Value_etf_High_max,Vanguard Mega Cap Value_etf_High_min,Vanguard Mega Cap Value_etf_High_volatility,Vanguard Mega Cap Value_etf_High_change,Vanguard Mega Cap Value_etf_Low_average,Vanguard Mega Cap Value_etf_Low_max,Vanguard Mega Cap Value_etf_Low_min,Vanguard Mega Cap Value_etf_Low_volatility,Vanguard Mega Cap Value_etf_Low_change,Vanguard Mega Cap Value_etf_Close_average,Vanguard Mega Cap Value_etf_Close_max,Vanguard Mega Cap Value_etf_Close_min,Vanguard Mega Cap Value_etf_Close_volatility,Vanguard Mega Cap Value_etf_Close_change
2016-05-22,61.12,61.12,61.12,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2016-05-29,61.22,61.22,61.22,0.0,0.0,61.37,61.37,61.37,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2016-06-05,61.41,61.41,61.41,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2016-06-12,60.92,60.92,60.92,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2016-06-19,59.74,59.74,59.74,0.0,0.0,60.63,60.63,60.63,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2016-06-26,61.54,61.54,61.54,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2016-07-03,61.81,61.81,61.81,0.0,0.0,62.18,62.18,62.18,0.0,0.0,61.64,61.64,61.64,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2016-07-10,63.55,63.55,63.55,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2016-07-17,63.33,63.33,63.33,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2016-07-24,62.84,62.84,62.84,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2016-07-31,63.17,63.17,63.17,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2016-08-07,63.5,63.5,63.5,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2016-08-14,63.52,63.52,63.52,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2016-08-21,63.44,63.44,63.44,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2016-08-28,63.64,63.64,63.64,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2016-09-04,63.42,63.42,63.42,0.0,0.0,63.46,63.46,63.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2016-09-11,62.35,62.35,62.35,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2016-09-18,62.66,62.66,62.66,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2016-09-25,62.42,62.42,62.42,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2016-10-02,62.61,62.61,62.61,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2016-10-09,62.16,62.16,62.16,0.0,0.0,62.37,62.37,62.37,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2016-10-16,61.78,61.78,61.78,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2016-10-23,62.26,62.26,62.26,0.0,0.0,62.41,62.41,62.41,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2016-10-30,61.22,61.22,61.22,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2016-11-06,64.0,64.0,64.0,0.0,0.0,64.23,64.23,64.23,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2016-11-13,64.92,64.92,64.92,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2016-11-20,65.42,65.42,65.42,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2016-11-27,65.87,65.87,65.87,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2016-12-04,67.33,67.33,67.33,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2016-12-11,68.17,68.17,68.17,0.0,0.0,68.19,68.19,68.19,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2016-12-18,67.68,67.68,67.68,0.0,0.0,67.76,67.76,67.76,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2016-12-25,67.26,67.26,67.26,0.0,0.0,67.32,67.32,67.32,0.0,0.0,66.89,66.89,66.89,0.0,0.0,67.09,67.09,67.09,0.0,0.0
2017-01-01,67.61,67.61,67.61,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2017-01-08,67.41,67.41,67.41,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2017-01-15,67.15,67.15,67.15,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.16,67.16,67.16,0.0,0.0
2017-01-22,67.86,67.86,67.86,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.73,67.73,67.73,0.0,0.0
2017-01-29,67.36,67.36,67.36,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-02-05,67.85,67.85,67.85,0.0,0.0,68.08,68.08,68.08,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2017-02-12,68.85,68.85,68.85,0.0,0.0,69.14,69.14,69.14,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2017-02-19,69.48,69.48,69.48,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.44,69.44,69.44,0.0,0.0,69.76,69.76,69.76,0.0,0.0
2017-02-26,70.17,70.17,70.17,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.24,70.24,70.24,0.0,0.0
2017-03-05,70.08,70.08,70.08,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.91,69.91,69.91,0.0,0.0
2017-03-12,70.05,70.05,70.05,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2017-03-19,68.79,68.79,68.79,0.0,0.0,68.89,68.89,68.89,0.0,0.0,68.22,68.22,68.22,0.0,0.0,68.53,68.53,68.53,0.0,0.0
2017-03-26,68.68,68.68,68.68,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.53,68.53,68.53,0.0,0.0
2017-04-02,68.36,68.36,68.36,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.3,68.3,68.3,0.0,0.0
2017-04-09,67.88,67.88,67.88,0.0,0.0,68.06,68.06,68.06,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2017-04-16,67.92,67.92,67.92,0.0,0.0,67.99,67.99,67.99,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2017-04-23,68.69,68.69,68.69,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.42,68.42,68.42,0.0,0.0
2017-04-30,68.65,68.65,68.65,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2017-05-07,68.32,68.32,68.32,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2017-05-14,67.67,67.67,67.67,0.0,0.0,68.22,68.22,68.22,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2017-05-21,68.68,68.68,68.68,0.0,0.0,68.8,68.8,68.8,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2017-05-28,69.07,69.07,69.07,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.99,68.99,68.99,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2017-06-04,69.3,69.3,69.3,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.73,69.73,69.73,0.0,0.0
2017-06-11,70.05,70.05,70.05,0.0,0.0,70.06,70.06,70.06,0.0,0.0,69.66,69.66,69.66,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2017-06-18,69.32,69.32,69.32,0.0,0.0,69.37,69.37,69.37,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2017-06-25,69.62,69.62,69.62,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2017-07-02,69.32,69.32,69.32,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.51,69.51,69.51,0.0,0.0
2017-07-09,69.71,69.71,69.71,0.0,0.0,70.11,70.11,70.11,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.98,69.98,69.98,0.0,0.0
2017-07-16,69.95,69.95,69.95,0.0,0.0,70.1,70.1,70.1,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2017-07-23,70.09,70.09,70.09,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.24,70.24,70.24,0.0,0.0
2017-07-30,70.76,70.76,70.76,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2017-08-06,69.9,69.9,69.9,0.0,0.0,70.05,70.05,70.05,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2017-08-13,69.28,69.28,69.28,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.27,69.27,69.27,0.0,0.0
2017-08-20,69.83,69.83,69.83,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2017-08-27,70.29,70.29,70.29,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2017-09-03,69.63,69.63,69.63,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.67,69.67,69.67,0.0,0.0
2017-09-10,71.13,71.13,71.13,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2017-09-17,71.74,71.74,71.74,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.86,71.86,71.86,0.0,0.0
2017-09-24,71.59,71.59,71.59,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.53,71.53,71.53,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2017-10-01,72.77,72.77,72.77,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.6,72.6,72.6,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2017-10-08,72.6,72.6,72.6,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.55,72.55,72.55,0.0,0.0
2017-10-15,73.45,73.45,73.45,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2017-10-22,73.73,73.73,73.73,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2017-10-29,73.67,73.67,73.67,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2017-11-05,73.09,73.09,73.09,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.17,73.17,73.17,0.0,0.0
2017-11-12,73.07,73.07,73.07,0.0,0.0,73.14,73.14,73.14,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2017-11-19,73.47,73.47,73.47,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.41,73.41,73.41,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2017-11-26,75.81,75.81,75.81,0.0,0.0,75.95,75.95,75.95,0.0,0.0,74.88,74.88,74.88,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2017-12-03,75.75,75.75,75.75,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.71,75.71,75.71,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2017-12-10,76.26,76.26,76.26,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.25,76.25,76.25,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2017-12-17,77.23,77.23,77.23,0.0,0.0,77.23,77.23,77.23,0.0,0.0,76.85,76.85,76.85,0.0,0.0,77.06,77.06,77.06,0.0,0.0
2017-12-24,76.94,76.94,76.94,0.0,0.0,76.94,76.94,76.94,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.46,76.46,76.46,0.0,0.0
2017-12-31,77.83,77.83,77.83,0.0,0.0,77.91,77.91,77.91,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.79,77.79,77.79,0.0,0.0
