Date,DB Gold Double ShortEtf_Open_average,DB Gold Double ShortEtf_Open_max,DB Gold Double ShortEtf_Open_min,DB Gold Double ShortEtf_Open_volatility,DB Gold Double ShortEtf_Open_change,DB Gold Double ShortEtf_High_average,DB Gold Double ShortEtf_High_max,DB Gold Double ShortEtf_High_min,DB Gold Double ShortEtf_High_volatility,DB Gold Double ShortEtf_High_change,DB Gold Double ShortEtf_Low_average,DB Gold Double ShortEtf_Low_max,DB Gold Double ShortEtf_Low_min,DB Gold Double ShortEtf_Low_volatility,DB Gold Double ShortEtf_Low_change,DB Gold Double ShortEtf_Close_average,DB Gold Double ShortEtf_Close_max,DB Gold Double ShortEtf_Close_min,DB Gold Double ShortEtf_Close_volatility,DB Gold Double ShortEtf_Close_change
2016-07-24,5.07,5.07,5.07,0.0,0.0,5.1,5.1,5.1,0.0,0.0,4.8,4.8,4.8,0.0,0.0,5.04,5.04,5.04,0.0,0.0
2016-07-31,5.08,5.08,5.08,0.0,0.0,5.16,5.16,5.16,0.0,0.0,5.08,5.08,5.08,0.0,0.0,5.14,5.14,5.14,0.0,0.0
2016-08-07,5.05,5.05,5.05,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.02,5.02,5.02,0.0,0.0,5.17,5.17,5.17,0.0,0.0
2016-08-14,5.13,5.13,5.13,0.0,0.0,5.14,5.14,5.14,0.0,0.0,5.09,5.09,5.09,0.0,0.0,5.14,5.14,5.14,0.0,0.0
2016-08-21,5.26,5.26,5.26,0.0,0.0,5.33,5.33,5.33,0.0,0.0,5.15,5.15,5.15,0.0,0.0,5.31,5.31,5.31,0.0,0.0
2016-08-28,5.26,5.26,5.26,0.0,0.0,5.33,5.33,5.33,0.0,0.0,5.26,5.26,5.26,0.0,0.0,5.27,5.27,5.27,0.0,0.0
2016-09-04,5.19,5.19,5.19,0.0,0.0,5.23,5.23,5.23,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.23,5.23,5.23,0.0,0.0
2016-09-11,5.39,5.39,5.39,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.37,5.37,5.37,0.0,0.0,5.38,5.38,5.38,0.0,0.0
2016-09-18,5.15,5.15,5.15,0.0,0.0,5.16,5.16,5.16,0.0,0.0,5.12,5.12,5.12,0.0,0.0,5.14,5.14,5.14,0.0,0.0
2016-09-25,5.23,5.23,5.23,0.0,0.0,5.34,5.34,5.34,0.0,0.0,5.23,5.23,5.23,0.0,0.0,5.31,5.31,5.31,0.0,0.0
2016-10-02,5.76,5.76,5.76,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.75,5.75,5.75,0.0,0.0,5.82,5.82,5.82,0.0,0.0
2016-10-09,5.85,5.85,5.85,0.0,0.0,5.85,5.85,5.85,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.84,5.84,5.84,0.0,0.0
2016-10-16,5.71,5.71,5.71,0.0,0.0,5.74,5.74,5.74,0.0,0.0,5.71,5.71,5.71,0.0,0.0,5.73,5.73,5.73,0.0,0.0
2016-10-23,5.68,5.68,5.68,0.0,0.0,5.73,5.73,5.73,0.0,0.0,5.6,5.6,5.6,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2016-10-30,5.4,5.4,5.4,0.0,0.0,5.43,5.43,5.43,0.0,0.0,5.39,5.39,5.39,0.0,0.0,5.39,5.39,5.39,0.0,0.0
2016-11-06,5.87,5.87,5.87,0.0,0.0,6.18,6.18,6.18,0.0,0.0,5.86,5.86,5.86,0.0,0.0,6.11,6.11,6.11,0.0,0.0
2016-11-13,6.26,6.26,6.26,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2016-11-20,6.46,6.46,6.46,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.51,6.51,6.51,0.0,0.0
2016-11-27,6.59,6.59,6.59,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.55,6.55,6.55,0.0,0.0
2016-12-04,6.66,6.66,6.66,0.0,0.0,6.78,6.78,6.78,0.0,0.0,6.66,6.66,6.66,0.0,0.0,6.75,6.75,6.75,0.0,0.0
2016-12-11,7.05,7.05,7.05,0.0,0.0,7.1,7.1,7.1,0.0,0.0,6.95,6.95,6.95,0.0,0.0,7.03,7.03,7.03,0.0,0.0
2016-12-18,7.07,7.07,7.07,0.0,0.0,7.07,7.07,7.07,0.0,0.0,7.03,7.03,7.03,0.0,0.0,7.06,7.06,7.06,0.0,0.0
2016-12-25,6.78,6.78,6.78,0.0,0.0,6.86,6.86,6.86,0.0,0.0,6.74,6.74,6.74,0.0,0.0,6.86,6.86,6.86,0.0,0.0
2017-01-01,6.59,6.59,6.59,0.0,0.0,6.62,6.62,6.62,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.59,6.59,6.59,0.0,0.0
2017-01-08,6.36,6.36,6.36,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2017-01-15,6.25,6.25,6.25,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2017-01-22,6.45,6.45,6.45,0.0,0.0,6.46,6.46,6.46,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.38,6.38,6.38,0.0,0.0
2017-01-29,6.12,6.12,6.12,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.06,6.06,6.06,0.0,0.0,6.07,6.07,6.07,0.0,0.0
2017-02-05,6.02,6.02,6.02,0.0,0.0,6.02,6.02,6.02,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.92,5.92,5.92,0.0,0.0
2017-02-12,5.85,5.85,5.85,0.0,0.0,5.91,5.91,5.91,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.91,5.91,5.91,0.0,0.0
2017-02-19,5.69,5.69,5.69,0.0,0.0,5.74,5.74,5.74,0.0,0.0,5.68,5.68,5.68,0.0,0.0,5.7,5.7,5.7,0.0,0.0
2017-02-26,6.0,6.0,6.0,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.91,5.91,5.91,0.0,0.0
2017-03-05,6.21,6.21,6.21,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2017-03-12,5.95,5.95,5.95,0.0,0.0,5.98,5.98,5.98,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2017-03-19,5.83,5.83,5.83,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2017-03-26,5.83,5.83,5.83,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.79,5.79,5.79,0.0,0.0,5.81,5.81,5.81,0.0,0.0
2017-04-02,5.67,5.67,5.67,0.0,0.0,5.77,5.77,5.77,0.0,0.0,5.62,5.62,5.62,0.0,0.0,5.74,5.74,5.74,0.0,0.0
2017-04-09,5.44,5.44,5.44,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.43,5.43,5.43,0.0,0.0,5.44,5.44,5.44,0.0,0.0
2017-04-16,5.98,5.98,5.98,0.0,0.0,5.98,5.98,5.98,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.91,5.91,5.91,0.0,0.0
2017-04-23,5.67,5.67,5.67,0.0,0.0,5.71,5.71,5.71,0.0,0.0,5.62,5.62,5.62,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2017-04-30,6.0,6.0,6.0,0.0,0.0,6.02,6.02,6.02,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.98,5.98,5.98,0.0,0.0
2017-05-07,5.99,5.99,5.99,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.99,5.99,5.99,0.0,0.0
2017-05-14,5.9,5.9,5.9,0.0,0.0,5.98,5.98,5.98,0.0,0.0,5.83,5.83,5.83,0.0,0.0,5.85,5.85,5.85,0.0,0.0
2017-05-21,5.87,5.87,5.87,0.0,0.0,5.87,5.87,5.87,0.0,0.0,5.65,5.65,5.65,0.0,0.0,5.67,5.67,5.67,0.0,0.0
2017-05-28,5.65,5.65,5.65,0.0,0.0,5.75,5.75,5.75,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.64,5.64,5.64,0.0,0.0
2017-06-04,5.69,5.69,5.69,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.63,5.63,5.63,0.0,0.0,5.65,5.65,5.65,0.0,0.0
2017-06-11,5.79,5.79,5.79,0.0,0.0,5.79,5.79,5.79,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.77,5.77,5.77,0.0,0.0
2017-06-18,5.74,5.74,5.74,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.74,5.74,5.74,0.0,0.0,5.76,5.76,5.76,0.0,0.0
2017-06-25,5.92,5.92,5.92,0.0,0.0,5.92,5.92,5.92,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.91,5.91,5.91,0.0,0.0
2017-07-02,6.13,6.13,6.13,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2017-07-09,6.01,6.01,6.01,0.0,0.0,6.05,6.05,6.05,0.0,0.0,5.99,5.99,5.99,0.0,0.0,6.04,6.04,6.04,0.0,0.0
2017-07-16,5.83,5.83,5.83,0.0,0.0,5.85,5.85,5.85,0.0,0.0,5.79,5.79,5.79,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2017-07-23,5.73,5.73,5.73,0.0,0.0,5.73,5.73,5.73,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2017-07-30,5.72,5.72,5.72,0.0,0.0,5.79,5.79,5.79,0.0,0.0,5.72,5.72,5.72,0.0,0.0,5.77,5.77,5.77,0.0,0.0
2017-08-06,5.55,5.55,5.55,0.0,0.0,5.55,5.55,5.55,0.0,0.0,5.46,5.46,5.46,0.0,0.0,5.46,5.46,5.46,0.0,0.0
2017-08-13,5.42,5.42,5.42,0.0,0.0,5.53,5.53,5.53,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.51,5.51,5.51,0.0,0.0
2017-08-20,5.47,5.47,5.47,0.0,0.0,5.6,5.6,5.6,0.0,0.0,5.45,5.45,5.45,0.0,0.0,5.48,5.48,5.48,0.0,0.0
2017-08-27,5.18,5.18,5.18,0.0,0.0,5.24,5.24,5.24,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.19,5.19,5.19,0.0,0.0
2017-09-03,4.99,4.99,4.99,0.0,0.0,5.04,5.04,5.04,0.0,0.0,4.99,4.99,4.99,0.0,0.0,5.0,5.0,5.0,0.0,0.0
2017-09-10,5.19,5.19,5.19,0.0,0.0,5.22,5.22,5.22,0.0,0.0,5.19,5.19,5.19,0.0,0.0,5.21,5.21,5.21,0.0,0.0
2017-09-17,5.43,5.43,5.43,0.0,0.0,5.45,5.45,5.45,0.0,0.0,5.42,5.42,5.42,0.0,0.0,5.42,5.42,5.42,0.0,0.0
2017-09-24,5.51,5.51,5.51,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.54,5.54,5.54,0.0,0.0
2017-10-01,5.67,5.67,5.67,0.0,0.0,5.7,5.7,5.7,0.0,0.0,5.59,5.59,5.59,0.0,0.0,5.61,5.61,5.61,0.0,0.0
2017-10-08,5.36,5.36,5.36,0.0,0.0,5.39,5.39,5.39,0.0,0.0,5.34,5.34,5.34,0.0,0.0,5.34,5.34,5.34,0.0,0.0
2017-10-15,5.54,5.54,5.54,0.0,0.0,5.58,5.58,5.58,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.55,5.55,5.55,0.0,0.0
2017-10-22,5.69,5.69,5.69,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.61,5.61,5.61,0.0,0.0,5.63,5.63,5.63,0.0,0.0
2017-10-29,5.61,5.61,5.61,0.0,0.0,5.68,5.68,5.68,0.0,0.0,5.61,5.61,5.61,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2017-11-05,5.52,5.52,5.52,0.0,0.0,5.63,5.63,5.63,0.0,0.0,5.52,5.52,5.52,0.0,0.0,5.6,5.6,5.6,0.0,0.0
2017-11-12,5.52,5.52,5.52,0.0,0.0,5.53,5.53,5.53,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.43,5.43,5.43,0.0,0.0
2017-11-19,5.47,5.47,5.47,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.47,5.47,5.47,0.0,0.0,5.49,5.49,5.49,0.0,0.0
2017-11-26,5.62,5.62,5.62,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.58,5.58,5.58,0.0,0.0
2017-12-03,5.84,5.84,5.84,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.83,5.83,5.83,0.0,0.0,5.85,5.85,5.85,0.0,0.0
2017-12-10,5.76,5.76,5.76,0.0,0.0,5.79,5.79,5.79,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.78,5.78,5.78,0.0,0.0
2017-12-17,5.63,5.63,5.63,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.58,5.58,5.58,0.0,0.0,5.6,5.6,5.6,0.0,0.0
2017-12-24,5.38,5.38,5.38,0.0,0.0,5.38,5.38,5.38,0.0,0.0,5.32,5.32,5.32,0.0,0.0,5.36,5.36,5.36,0.0,0.0
2017-12-31,5.28,5.28,5.28,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.22,5.22,5.22,0.0,0.0,5.24,5.24,5.24,0.0,0.0
