Date,ProShares Short Real Estate_etf_Open_average,ProShares Short Real Estate_etf_Open_max,ProShares Short Real Estate_etf_Open_min,ProShares Short Real Estate_etf_Open_volatility,ProShares Short Real Estate_etf_Open_change,ProShares Short Real Estate_etf_High_average,ProShares Short Real Estate_etf_High_max,ProShares Short Real Estate_etf_High_min,ProShares Short Real Estate_etf_High_volatility,ProShares Short Real Estate_etf_High_change,ProShares Short Real Estate_etf_Low_average,ProShares Short Real Estate_etf_Low_max,ProShares Short Real Estate_etf_Low_min,ProShares Short Real Estate_etf_Low_volatility,ProShares Short Real Estate_etf_Low_change,ProShares Short Real Estate_etf_Close_average,ProShares Short Real Estate_etf_Close_max,ProShares Short Real Estate_etf_Close_min,ProShares Short Real Estate_etf_Close_volatility,ProShares Short Real Estate_etf_Close_change
2016-10-23,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2016-10-30,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.47,18.47,18.47,0.0,0.0
2016-11-06,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2016-11-13,18.54,18.54,18.54,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2016-11-20,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2016-11-27,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2016-12-04,17.56,17.56,17.56,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.63,17.63,17.63,0.0,0.0
2016-12-11,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2016-12-18,17.75,17.75,17.75,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2016-12-25,17.59,17.59,17.59,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2017-01-01,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2017-01-08,17.39,17.39,17.39,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2017-01-15,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2017-01-22,17.39,17.39,17.39,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2017-01-29,17.25,17.25,17.25,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2017-02-05,17.09,17.09,17.09,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2017-02-12,16.98,16.98,16.98,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2017-02-19,16.76,16.76,16.76,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2017-02-26,16.7,16.7,16.7,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.81,16.81,16.81,0.0,0.0
2017-03-05,17.4,17.4,17.4,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2017-03-12,17.07,17.07,17.07,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2017-03-19,16.97,16.97,16.97,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.97,16.97,16.97,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2017-03-26,16.92,16.92,16.92,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2017-04-02,16.67,16.67,16.67,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2017-04-09,16.57,16.57,16.57,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2017-04-16,16.39,16.39,16.39,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2017-04-23,16.56,16.56,16.56,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2017-04-30,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2017-05-07,16.94,16.94,16.94,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.94,16.94,16.94,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2017-05-14,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2017-05-21,16.64,16.64,16.64,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2017-05-28,16.54,16.54,16.54,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2017-06-04,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2017-06-11,16.27,16.27,16.27,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2017-06-18,16.27,16.27,16.27,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2017-06-25,16.45,16.45,16.45,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2017-07-02,16.62,16.62,16.62,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2017-07-09,16.53,16.53,16.53,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2017-07-16,16.33,16.33,16.33,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2017-07-23,16.22,16.22,16.22,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2017-07-30,16.35,16.35,16.35,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2017-08-06,16.54,16.54,16.54,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2017-08-13,16.53,16.53,16.53,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2017-08-20,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-08-27,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2017-09-03,15.97,15.97,15.97,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2017-09-10,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2017-09-17,16.24,16.24,16.24,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2017-09-24,16.28,16.28,16.28,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2017-10-01,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-10-08,15.82,15.82,15.82,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.93,15.93,15.93,0.0,0.0
2017-10-15,15.97,15.97,15.97,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2017-10-22,16.3,16.3,16.3,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2017-10-29,16.18,16.18,16.18,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2017-11-05,15.83,15.83,15.83,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2017-11-12,15.76,15.76,15.76,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2017-11-19,15.72,15.72,15.72,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2017-11-26,15.79,15.79,15.79,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2017-12-03,15.93,15.93,15.93,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2017-12-10,15.73,15.73,15.73,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2017-12-17,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2017-12-24,15.82,15.82,15.82,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2017-12-31,16.0,16.0,16.0,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.2,16.2,16.2,0.0,0.0
