Date,LAZ_stock_Open_average,LAZ_stock_Open_max,LAZ_stock_Open_min,LAZ_stock_Open_volatility,LAZ_stock_Open_change,LAZ_stock_High_average,LAZ_stock_High_max,LAZ_stock_High_min,LAZ_stock_High_volatility,LAZ_stock_High_change,LAZ_stock_Low_average,LAZ_stock_Low_max,LAZ_stock_Low_min,LAZ_stock_Low_volatility,LAZ_stock_Low_change,LAZ_stock_Close_average,LAZ_stock_Close_max,LAZ_stock_Close_min,LAZ_stock_Close_volatility,LAZ_stock_Close_change,LAZ_stock_Volume_average,LAZ_stock_Volume_max,LAZ_stock_Volume_min,LAZ_stock_Volume_volatility,LAZ_stock_Volume_change
2017-10-08,45.032,45.53,44.8,0.730000000000004,-0.6200000000000045,45.378,45.81,44.98,0.8300000000000054,0.21000000000000085,44.756,44.81,44.68,0.13000000000000256,0.03999999999999915,45.0,45.36,44.81,0.5499999999999972,0.5499999999999972,516115,927473,293981,633492,-93604
2017-10-15,45.768,46.0,45.5,0.5,0.5,46.042,46.18,45.92,0.259999999999998,0.17999999999999972,45.59,45.84,45.42,0.4200000000000017,0.4100000000000037,45.852000000000004,46.03,45.6,0.4299999999999997,0.13000000000000256,496207,810259,200967,609292,-64871
2017-10-22,45.752,46.0,45.32,0.6799999999999997,-0.020000000000003126,46.454,47.49,45.85,1.6400000000000006,1.3500000000000014,45.354,45.63,44.93,0.7000000000000028,0.1700000000000017,45.842,47.2,45.27,1.9299999999999997,1.6600000000000037,904110,1486509,526566,959943,521019
2017-10-29,47.190000000000005,47.77,46.48,1.2900000000000063,-0.36000000000000654,47.696,47.99,47.12,0.8700000000000045,-0.75,46.948,47.48,46.33,1.1499999999999986,-0.5100000000000051,47.24,47.54,46.87,0.6700000000000017,-0.37000000000000455,839011,1236320,487156,749164,-611631
2017-11-05,47.14,48.21,46.62,1.5900000000000034,1.3699999999999974,47.734,48.32,47.18,1.1400000000000006,1.1400000000000006,46.742,47.29,46.29,1.0,0.519999999999996,47.278,48.16,46.39,1.769999999999996,0.17999999999999972,547146,760056,352755,407301,-30246
2017-11-12,46.584,47.5,45.86,1.6400000000000006,-1.4200000000000017,46.964,47.96,46.22,1.740000000000002,-1.7000000000000028,46.134,47.27,45.41,1.8600000000000065,-1.8600000000000065,46.442,47.69,45.92,1.769999999999996,-1.5899999999999963,534216,806351,322824,483527,207271
2017-11-19,47.1075,47.7,46.05,1.6500000000000057,1.6500000000000057,47.6475,47.81,47.27,0.5399999999999991,0.5399999999999991,47.0025,47.41,46.05,1.3599999999999994,1.3599999999999994,47.4425,47.63,47.11,0.5200000000000031,0.4299999999999997,307944,480178,142270,337908,-196180
2017-11-26,48.322,49.25,47.34,1.9099999999999966,1.9099999999999966,48.836,49.84,47.75,2.0900000000000034,1.6199999999999974,47.946,49.06,47.25,1.8100000000000023,0.5200000000000031,48.55,49.25,47.65,1.6000000000000014,1.5300000000000011,441746,563979,373997,189982,8813
2017-12-03,50.166,50.58,49.8,0.7800000000000011,0.4200000000000017,51.172,52.22,50.42,1.7999999999999972,0.509999999999998,49.934,50.19,49.7,0.4899999999999949,0.4899999999999949,50.54,51.28,49.98,1.3000000000000043,0.5399999999999991,711419,1293055,354746,938309,-796721
2017-12-10,51.056,51.49,50.76,0.730000000000004,-0.240000000000002,51.528,51.81,51.3,0.5100000000000051,0.0799999999999983,50.688,51.2,50.13,1.0700000000000003,0.6200000000000045,50.998,51.53,50.69,0.8400000000000034,0.8400000000000034,551377,750965,250593,500372,500372
2017-12-17,51.274,52.09,50.0,2.0900000000000034,-0.990000000000002,51.778,52.3,51.48,0.8200000000000003,-0.8099999999999952,50.65,51.13,50.0,1.1300000000000026,-0.21000000000000085,50.972,51.52,50.17,1.3500000000000014,-0.3400000000000034,537518,769030,399477,369553,-51537
2017-12-24,51.5475,52.17,51.16,1.0100000000000051,1.0100000000000051,52.1825,52.98,51.78,1.1999999999999957,1.1999999999999957,51.525,52.16,51.08,1.0799999999999983,1.0799999999999983,51.8775,52.5,51.35,1.1499999999999986,1.1499999999999986,436677,727919,273028,454891,454891
2017-12-31,54.1125,55.76,52.79,2.969999999999999,2.969999999999999,54.6225,55.91,52.79,3.1199999999999974,3.1199999999999974,53.772499999999994,55.51,52.19,3.3200000000000003,3.3200000000000003,54.552499999999995,55.87,52.6,3.269999999999996,3.269999999999996,843078,1049710,581585,468125,339659
