Date,ProShares Inflation ExpectationsEtf_Open_average,ProShares Inflation ExpectationsEtf_Open_max,ProShares Inflation ExpectationsEtf_Open_min,ProShares Inflation ExpectationsEtf_Open_volatility,ProShares Inflation ExpectationsEtf_Open_change,ProShares Inflation ExpectationsEtf_High_average,ProShares Inflation ExpectationsEtf_High_max,ProShares Inflation ExpectationsEtf_High_min,ProShares Inflation ExpectationsEtf_High_volatility,ProShares Inflation ExpectationsEtf_High_change,ProShares Inflation ExpectationsEtf_Low_average,ProShares Inflation ExpectationsEtf_Low_max,ProShares Inflation ExpectationsEtf_Low_min,ProShares Inflation ExpectationsEtf_Low_volatility,ProShares Inflation ExpectationsEtf_Low_change,ProShares Inflation ExpectationsEtf_Close_average,ProShares Inflation ExpectationsEtf_Close_max,ProShares Inflation ExpectationsEtf_Close_min,ProShares Inflation ExpectationsEtf_Close_volatility,ProShares Inflation ExpectationsEtf_Close_change
2016-10-02,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2016-10-09,27.74,27.74,27.74,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2016-10-16,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2016-10-23,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2016-10-30,28.02,28.02,28.02,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2016-11-06,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2016-11-13,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2016-11-20,28.73,28.73,28.73,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2016-11-27,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2016-12-04,29.26,29.26,29.26,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2016-12-11,28.4,28.4,28.4,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2016-12-18,28.93,28.93,28.93,0.0,0.0,29.56,29.56,29.56,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2016-12-25,28.77,28.77,28.77,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.66,28.66,28.66,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2017-01-01,28.73,28.73,28.73,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2017-01-08,28.82,28.82,28.82,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2017-01-15,29.12,29.12,29.12,0.0,0.0,29.15,29.15,29.15,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2017-01-22,29.34,29.34,29.34,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2017-01-29,28.93,28.93,28.93,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.78,28.78,28.78,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2017-02-05,28.99,28.99,28.99,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-02-12,28.5,28.5,28.5,0.0,0.0,29.46,29.46,29.46,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2017-02-19,28.83,28.83,28.83,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2017-02-26,28.95,28.95,28.95,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2017-03-05,28.99,28.99,28.99,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-03-12,29.5,29.5,29.5,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-03-19,28.7,28.7,28.7,0.0,0.0,29.2,29.2,29.2,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2017-03-26,28.59,28.59,28.59,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2017-04-02,28.76,28.76,28.76,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2017-04-09,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2017-04-16,27.82,27.82,27.82,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2017-04-23,28.44,28.44,28.44,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2017-04-30,28.06,28.06,28.06,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2017-05-07,28.12,28.12,28.12,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2017-05-14,28.25,28.25,28.25,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2017-05-21,27.93,27.93,27.93,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.72,27.72,27.72,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2017-05-28,27.77,27.77,27.77,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2017-06-04,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2017-06-11,26.81,26.81,26.81,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2017-06-18,26.91,26.91,26.91,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2017-06-25,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2017-07-02,27.07,27.07,27.07,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2017-07-09,27.19,27.19,27.19,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2017-07-16,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-07-23,27.37,27.37,27.37,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2017-07-30,27.06,27.06,27.06,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2017-08-06,27.19,27.19,27.19,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2017-08-13,26.98,26.98,26.98,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2017-08-20,27.01,27.01,27.01,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2017-08-27,26.93,26.93,26.93,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2017-09-03,27.04,27.04,27.04,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2017-09-10,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2017-09-17,27.4,27.4,27.4,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2017-09-24,27.24,27.24,27.24,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2017-10-01,27.14,27.14,27.14,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2017-10-08,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2017-10-15,27.21,27.21,27.21,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2017-10-22,27.51,27.51,27.51,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2017-10-29,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2017-11-05,27.45,27.45,27.45,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2017-11-12,27.53,27.53,27.53,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2017-11-19,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2017-11-26,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2017-12-03,27.59,27.59,27.59,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2017-12-10,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2017-12-17,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2017-12-24,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2017-12-31,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
