Date,PowerShares Global Listed Private EquityEtf_Open_average,PowerShares Global Listed Private EquityEtf_Open_max,PowerShares Global Listed Private EquityEtf_Open_min,PowerShares Global Listed Private EquityEtf_Open_volatility,PowerShares Global Listed Private EquityEtf_Open_change,PowerShares Global Listed Private EquityEtf_High_average,PowerShares Global Listed Private EquityEtf_High_max,PowerShares Global Listed Private EquityEtf_High_min,PowerShares Global Listed Private EquityEtf_High_volatility,PowerShares Global Listed Private EquityEtf_High_change,PowerShares Global Listed Private EquityEtf_Low_average,PowerShares Global Listed Private EquityEtf_Low_max,PowerShares Global Listed Private EquityEtf_Low_min,PowerShares Global Listed Private EquityEtf_Low_volatility,PowerShares Global Listed Private EquityEtf_Low_change,PowerShares Global Listed Private EquityEtf_Close_average,PowerShares Global Listed Private EquityEtf_Close_max,PowerShares Global Listed Private EquityEtf_Close_min,PowerShares Global Listed Private EquityEtf_Close_volatility,PowerShares Global Listed Private EquityEtf_Close_change
2016-05-22,10.51,10.51,10.51,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2016-05-29,10.51,10.51,10.51,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2016-06-05,10.51,10.51,10.51,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2016-06-12,10.18,10.18,10.18,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2016-06-19,9.87,9.87,9.87,0.0,0.0,10.12,10.12,10.12,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2016-06-26,10.1,10.1,10.1,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2016-07-03,9.92,9.92,9.92,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2016-07-10,10.32,10.32,10.32,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2016-07-17,10.44,10.44,10.44,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2016-07-24,10.61,10.61,10.61,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2016-07-31,10.66,10.66,10.66,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2016-08-07,10.89,10.89,10.89,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2016-08-14,10.88,10.88,10.88,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2016-08-21,10.89,10.89,10.89,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2016-08-28,11.0,11.0,11.0,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2016-09-04,11.07,11.07,11.07,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2016-09-11,10.74,10.74,10.74,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2016-09-18,10.87,10.87,10.87,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2016-09-25,10.82,10.82,10.82,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2016-10-02,10.78,10.78,10.78,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2016-10-09,10.57,10.57,10.57,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2016-10-16,10.5,10.5,10.5,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.58,10.58,10.58,0.0,0.0
2016-10-23,10.61,10.61,10.61,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2016-10-30,10.43,10.43,10.43,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2016-11-06,10.63,10.63,10.63,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2016-11-13,10.77,10.77,10.77,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2016-11-20,10.94,10.94,10.94,0.0,0.0,11.01,11.01,11.01,0.0,0.0,10.94,10.94,10.94,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2016-11-27,10.98,10.98,10.98,0.0,0.0,11.01,11.01,11.01,0.0,0.0,10.97,10.97,10.97,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2016-12-04,11.31,11.31,11.31,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2016-12-11,11.09,11.09,11.09,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2016-12-18,11.05,11.05,11.05,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2016-12-25,11.14,11.14,11.14,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2017-01-01,11.38,11.38,11.38,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2017-01-08,11.39,11.39,11.39,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2017-01-15,11.38,11.38,11.38,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2017-01-22,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2017-01-29,11.64,11.64,11.64,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2017-02-05,11.7,11.7,11.7,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2017-02-12,11.77,11.77,11.77,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2017-02-19,11.65,11.65,11.65,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2017-02-26,11.67,11.67,11.67,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2017-03-05,11.71,11.71,11.71,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2017-03-12,11.81,11.81,11.81,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2017-03-19,11.72,11.72,11.72,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2017-03-26,11.69,11.69,11.69,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2017-04-02,11.62,11.62,11.62,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2017-04-09,11.68,11.68,11.68,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2017-04-16,11.8,11.8,11.8,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2017-04-23,12.3,12.3,12.3,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2017-04-30,12.35,12.35,12.35,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2017-05-07,12.38,12.38,12.38,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2017-05-14,12.31,12.31,12.31,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2017-05-21,12.57,12.57,12.57,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.6,12.6,12.6,0.0,0.0
2017-05-28,12.78,12.78,12.78,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.81,12.81,12.81,0.0,0.0
2017-06-04,12.68,12.68,12.68,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2017-06-11,12.36,12.36,12.36,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2017-06-18,12.31,12.31,12.31,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2017-06-25,12.44,12.44,12.44,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2017-07-02,12.35,12.35,12.35,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2017-07-09,12.62,12.62,12.62,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2017-07-16,12.73,12.73,12.73,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2017-07-23,12.79,12.79,12.79,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2017-07-30,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.94,12.94,12.94,0.0,0.0
2017-08-06,12.57,12.57,12.57,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.52,12.52,12.52,0.0,0.0
2017-08-13,12.47,12.47,12.47,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2017-08-20,12.51,12.51,12.51,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-08-27,12.62,12.62,12.62,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.6,12.6,12.6,0.0,0.0
2017-09-03,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2017-09-10,12.81,12.81,12.81,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2017-09-17,12.55,12.55,12.55,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2017-09-24,12.62,12.62,12.62,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2017-10-01,12.79,12.79,12.79,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.81,12.81,12.81,0.0,0.0
2017-10-08,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2017-10-15,12.9,12.9,12.9,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2017-10-22,12.72,12.72,12.72,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2017-10-29,12.71,12.71,12.71,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2017-11-05,12.54,12.54,12.54,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-11-12,12.37,12.37,12.37,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2017-11-19,12.63,12.63,12.63,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2017-11-26,12.52,12.52,12.52,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2017-12-03,12.46,12.46,12.46,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2017-12-10,12.48,12.48,12.48,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2017-12-17,12.42,12.42,12.42,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2017-12-24,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2017-12-31,12.8,12.8,12.8,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.84,12.84,12.84,0.0,0.0
