Date,Direxion Daily Small Cap Bear 3X Shares_etf_Open_average,Direxion Daily Small Cap Bear 3X Shares_etf_Open_max,Direxion Daily Small Cap Bear 3X Shares_etf_Open_min,Direxion Daily Small Cap Bear 3X Shares_etf_Open_volatility,Direxion Daily Small Cap Bear 3X Shares_etf_Open_change,Direxion Daily Small Cap Bear 3X Shares_etf_High_average,Direxion Daily Small Cap Bear 3X Shares_etf_High_max,Direxion Daily Small Cap Bear 3X Shares_etf_High_min,Direxion Daily Small Cap Bear 3X Shares_etf_High_volatility,Direxion Daily Small Cap Bear 3X Shares_etf_High_change,Direxion Daily Small Cap Bear 3X Shares_etf_Low_average,Direxion Daily Small Cap Bear 3X Shares_etf_Low_max,Direxion Daily Small Cap Bear 3X Shares_etf_Low_min,Direxion Daily Small Cap Bear 3X Shares_etf_Low_volatility,Direxion Daily Small Cap Bear 3X Shares_etf_Low_change,Direxion Daily Small Cap Bear 3X Shares_etf_Close_average,Direxion Daily Small Cap Bear 3X Shares_etf_Close_max,Direxion Daily Small Cap Bear 3X Shares_etf_Close_min,Direxion Daily Small Cap Bear 3X Shares_etf_Close_volatility,Direxion Daily Small Cap Bear 3X Shares_etf_Close_change
2016-03-13,229.75,229.75,229.75,0.0,0.0,230.35,230.35,230.35,0.0,0.0,222.5,222.5,222.5,0.0,0.0,224.05,224.05,224.05,0.0,0.0
2016-03-20,243.5,243.5,243.5,0.0,0.0,246.8,246.8,246.8,0.0,0.0,236.98,236.98,236.98,0.0,0.0,237.2,237.2,237.2,0.0,0.0
2016-03-27,220.35,220.35,220.35,0.0,0.0,221.2,221.2,221.2,0.0,0.0,211.35,211.35,211.35,0.0,0.0,212.15,212.15,212.15,0.0,0.0
2016-04-03,219.95,219.95,219.95,0.0,0.0,225.7,225.7,225.7,0.0,0.0,216.8,216.8,216.8,0.0,0.0,222.7,222.7,222.7,0.0,0.0
2016-04-10,205.8,205.8,205.8,0.0,0.0,206.0,206.0,206.0,0.0,0.0,201.8,201.8,201.8,0.0,0.0,202.7,202.7,202.7,0.0,0.0
2016-04-17,199.6,199.6,199.6,0.0,0.0,199.65,199.65,199.65,0.0,0.0,193.25,193.25,193.25,0.0,0.0,193.5,193.5,193.5,0.0,0.0
2016-04-24,198.9,198.9,198.9,0.0,0.0,205.49,205.49,205.49,0.0,0.0,196.5,196.5,196.5,0.0,0.0,201.75,201.75,201.75,0.0,0.0
2016-05-01,216.0,216.0,216.0,0.0,0.0,217.43,217.43,217.43,0.0,0.0,209.35,209.35,209.35,0.0,0.0,209.35,209.35,209.35,0.0,0.0
2016-05-08,213.85,213.85,213.85,0.0,0.0,217.85,217.85,217.85,0.0,0.0,208.85,208.85,208.85,0.0,0.0,216.45,216.45,216.45,0.0,0.0
2016-05-15,218.4,218.4,218.4,0.0,0.0,218.4,218.4,218.4,0.0,0.0,208.75,208.75,208.75,0.0,0.0,208.75,208.75,208.75,0.0,0.0
2016-05-22,193.45,193.45,193.45,0.0,0.0,193.45,193.45,193.45,0.0,0.0,187.75,187.75,187.75,0.0,0.0,187.75,187.75,187.75,0.0,0.0
2016-05-29,179.15,179.15,179.15,0.0,0.0,185.35,185.35,185.35,0.0,0.0,178.9,178.9,178.9,0.0,0.0,180.9,180.9,180.9,0.0,0.0
2016-06-05,177.8,177.8,177.8,0.0,0.0,181.58,181.58,181.58,0.0,0.0,176.4,176.4,176.4,0.0,0.0,179.95,179.95,179.95,0.0,0.0
2016-06-12,187.5,187.5,187.5,0.0,0.0,191.1,191.1,191.1,0.0,0.0,185.02,185.02,185.02,0.0,0.0,189.0,189.0,189.0,0.0,0.0
2016-06-19,197.5,197.5,197.5,0.0,0.0,199.2,199.2,199.2,0.0,0.0,187.85,187.85,187.85,0.0,0.0,195.45,195.45,195.45,0.0,0.0
2016-06-26,179.9,179.9,179.9,0.0,0.0,180.95,180.95,180.95,0.0,0.0,175.65,175.65,175.65,0.0,0.0,178.05,178.05,178.05,0.0,0.0
2016-07-03,175.5,175.5,175.5,0.0,0.0,175.95,175.95,175.95,0.0,0.0,166.9,166.9,166.9,0.0,0.0,168.15,168.15,168.15,0.0,0.0
2016-07-10,155.1,155.1,155.1,0.0,0.0,157.45,157.45,157.45,0.0,0.0,154.5,154.5,154.5,0.0,0.0,155.85,155.85,155.85,0.0,0.0
2016-07-17,155.95,155.95,155.95,0.0,0.0,156.9,156.9,156.9,0.0,0.0,151.9,151.9,151.9,0.0,0.0,152.9,152.9,152.9,0.0,0.0
2016-07-24,151.5,151.5,151.5,0.0,0.0,154.0,154.0,154.0,0.0,0.0,147.7,147.7,147.7,0.0,0.0,150.15,150.15,150.15,0.0,0.0
2016-07-31,148.8,148.8,148.8,0.0,0.0,150.2,150.2,150.2,0.0,0.0,144.2,144.2,144.2,0.0,0.0,145.25,145.25,145.25,0.0,0.0
2016-08-07,146.65,146.65,146.65,0.0,0.0,147.45,147.45,147.45,0.0,0.0,144.52,144.52,144.52,0.0,0.0,145.55,145.55,145.55,0.0,0.0
2016-08-14,143.2,143.2,143.2,0.0,0.0,144.87,144.87,144.87,0.0,0.0,142.15,142.15,142.15,0.0,0.0,142.6,142.6,142.6,0.0,0.0
2016-08-21,140.75,140.75,140.75,0.0,0.0,144.45,144.45,144.45,0.0,0.0,137.35,137.35,137.35,0.0,0.0,141.85,141.85,141.85,0.0,0.0
2016-08-28,138.55,138.55,138.55,0.0,0.0,139.82,139.82,139.82,0.0,0.0,136.77,136.77,136.77,0.0,0.0,136.8,136.8,136.8,0.0,0.0
2016-09-04,137.8,137.8,137.8,0.0,0.0,147.25,147.25,147.25,0.0,0.0,137.69,137.69,137.69,0.0,0.0,147.2,147.2,147.2,0.0,0.0
2016-09-11,145.65,145.65,145.65,0.0,0.0,147.0,147.0,147.0,0.0,0.0,143.9,143.9,143.9,0.0,0.0,144.35,144.35,144.35,0.0,0.0
2016-09-18,131.55,131.55,131.55,0.0,0.0,133.82,133.82,133.82,0.0,0.0,130.56,130.56,130.56,0.0,0.0,133.7,133.7,133.7,0.0,0.0
2016-09-25,136.85,136.85,136.85,0.0,0.0,138.7,138.7,138.7,0.0,0.0,132.35,132.35,132.35,0.0,0.0,134.35,134.35,134.35,0.0,0.0
2016-10-02,134.7,134.7,134.7,0.0,0.0,140.55,140.55,140.55,0.0,0.0,133.75,133.75,133.75,0.0,0.0,138.55,138.55,138.55,0.0,0.0
2016-10-09,143.15,143.15,143.15,0.0,0.0,146.5,146.5,146.5,0.0,0.0,141.4,141.4,141.4,0.0,0.0,146.4,146.4,146.4,0.0,0.0
2016-10-16,147.0,147.0,147.0,0.0,0.0,147.5,147.5,147.5,0.0,0.0,143.05,143.05,143.05,0.0,0.0,144.25,144.25,144.25,0.0,0.0
2016-10-23,154.1,154.1,154.1,0.0,0.0,156.25,156.25,156.25,0.0,0.0,151.25,151.25,151.25,0.0,0.0,155.1,155.1,155.1,0.0,0.0
2016-10-30,166.3,166.3,166.3,0.0,0.0,167.05,167.05,167.05,0.0,0.0,159.2,159.2,159.2,0.0,0.0,164.2,164.2,164.2,0.0,0.0
2016-11-06,128.9,128.9,128.9,0.0,0.0,130.32,130.32,130.32,0.0,0.0,120.35,120.35,120.35,0.0,0.0,121.25,121.25,121.25,0.0,0.0
2016-11-13,112.15,112.15,112.15,0.0,0.0,113.07,113.07,113.07,0.0,0.0,111.1,111.1,111.1,0.0,0.0,111.45,111.45,111.45,0.0,0.0
2016-11-20,104.5,104.5,104.5,0.0,0.0,104.95,104.95,104.95,0.0,0.0,103.75,103.75,103.75,0.0,0.0,103.75,103.75,103.75,0.0,0.0
2016-11-27,111.15,111.15,111.15,0.0,0.0,112.2,112.2,112.2,0.0,0.0,109.75,109.75,109.75,0.0,0.0,111.3,111.3,111.3,0.0,0.0
2016-12-04,93.6,93.6,93.6,0.0,0.0,95.0,95.0,95.0,0.0,0.0,92.8,92.8,92.8,0.0,0.0,93.9,93.9,93.9,0.0,0.0
2016-12-11,97.65,97.65,97.65,0.0,0.0,99.15,99.15,99.15,0.0,0.0,95.15,95.15,95.15,0.0,0.0,98.6,98.6,98.6,0.0,0.0
2016-12-18,98.25,98.25,98.25,0.0,0.0,98.6,98.6,98.6,0.0,0.0,96.78,96.78,96.78,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2016-12-25,97.75,97.75,97.75,0.0,0.0,100.32,100.32,100.32,0.0,0.0,97.65,97.65,97.65,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2017-01-01,95.75,95.75,95.75,0.0,0.0,97.3,97.3,97.3,0.0,0.0,95.15,95.15,95.15,0.0,0.0,97.3,97.3,97.3,0.0,0.0
2017-01-08,97.2,97.2,97.2,0.0,0.0,97.2,97.2,97.2,0.0,0.0,94.35,94.35,94.35,0.0,0.0,95.85,95.85,95.85,0.0,0.0
2017-01-15,100.05,100.05,100.05,0.0,0.0,100.95,100.95,100.95,0.0,0.0,98.6,98.6,98.6,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2017-01-22,94.35,94.35,94.35,0.0,0.0,96.7,96.7,96.7,0.0,0.0,93.85,93.85,93.85,0.0,0.0,95.55,95.55,95.55,0.0,0.0
2017-01-29,95.85,95.85,95.85,0.0,0.0,96.85,96.85,96.85,0.0,0.0,93.75,93.75,93.75,0.0,0.0,93.95,93.95,93.95,0.0,0.0
2017-02-05,91.9,91.9,91.9,0.0,0.0,93.05,93.05,93.05,0.0,0.0,90.65,90.65,90.65,0.0,0.0,91.45,91.45,91.45,0.0,0.0
2017-02-12,90.45,90.45,90.45,0.0,0.0,90.85,90.85,90.85,0.0,0.0,89.05,89.05,89.05,0.0,0.0,89.05,89.05,89.05,0.0,0.0
2017-02-19,92.25,92.25,92.25,0.0,0.0,92.55,92.55,92.55,0.0,0.0,89.95,89.95,89.95,0.0,0.0,89.95,89.95,89.95,0.0,0.0
2017-02-26,89.15,89.15,89.15,0.0,0.0,90.9,90.9,90.9,0.0,0.0,87.95,87.95,87.95,0.0,0.0,89.55,89.55,89.55,0.0,0.0
2017-03-05,94.1,94.1,94.1,0.0,0.0,97.1,97.1,97.1,0.0,0.0,94.0,94.0,94.0,0.0,0.0,94.8,94.8,94.8,0.0,0.0
2017-03-12,90.35,90.35,90.35,0.0,0.0,91.9,91.9,91.9,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.75,89.75,89.75,0.0,0.0
2017-03-19,95.55,95.55,95.55,0.0,0.0,97.85,97.85,97.85,0.0,0.0,94.4,94.4,94.4,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2017-03-26,90.45,90.45,90.45,0.0,0.0,91.33,91.33,91.33,0.0,0.0,88.9,88.9,88.9,0.0,0.0,90.2,90.2,90.2,0.0,0.0
2017-04-02,94.65,94.65,94.65,0.0,0.0,95.58,95.58,95.58,0.0,0.0,92.9,92.9,92.9,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2017-04-09,95.2,95.2,95.2,0.0,0.0,97.8,97.8,97.8,0.0,0.0,94.15,94.15,94.15,0.0,0.0,97.8,97.8,97.8,0.0,0.0
2017-04-16,90.2,90.2,90.2,0.0,0.0,91.2,91.2,91.2,0.0,0.0,89.57,89.57,89.57,0.0,0.0,90.25,90.25,90.25,0.0,0.0
2017-04-23,82.95,82.95,82.95,0.0,0.0,86.45,86.45,86.45,0.0,0.0,82.75,82.75,82.75,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2017-04-30,87.15,87.15,87.15,0.0,0.0,89.29,89.29,89.29,0.0,0.0,86.5,86.5,86.5,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2017-05-07,88.85,88.85,88.85,0.0,0.0,89.93,89.93,89.93,0.0,0.0,88.55,88.55,88.55,0.0,0.0,89.2,89.2,89.2,0.0,0.0
2017-05-14,92.45,92.45,92.45,0.0,0.0,92.6,92.6,92.6,0.0,0.0,90.25,90.25,90.25,0.0,0.0,91.95,91.95,91.95,0.0,0.0
2017-05-21,89.1,89.1,89.1,0.0,0.0,90.25,90.25,90.25,0.0,0.0,88.3,88.3,88.3,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2017-05-28,85.05,85.05,85.05,0.0,0.0,85.7,85.7,85.7,0.0,0.0,82.05,82.05,82.05,0.0,0.0,84.15,84.15,84.15,0.0,0.0
2017-06-04,81.25,81.25,81.25,0.0,0.0,82.6,82.6,82.6,0.0,0.0,78.72,78.72,78.72,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2017-06-11,83.6,83.6,83.6,0.0,0.0,84.95,84.95,84.95,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.4,83.4,83.4,0.0,0.0
2017-06-18,83.5,83.5,83.5,0.0,0.0,84.45,84.45,84.45,0.0,0.0,81.75,81.75,81.75,0.0,0.0,82.05,82.05,82.05,0.0,0.0
2017-06-25,81.3,81.3,81.3,0.0,0.0,82.05,82.05,82.05,0.0,0.0,80.55,80.55,80.55,0.0,0.0,81.8,81.8,81.8,0.0,0.0
2017-07-02,83.3,83.3,83.3,0.0,0.0,83.7,83.7,83.7,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2017-07-09,80.25,80.25,80.25,0.0,0.0,80.25,80.25,80.25,0.0,0.0,78.34,78.34,78.34,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2017-07-16,77.15,77.15,77.15,0.0,0.0,78.3,78.3,78.3,0.0,0.0,76.65,76.65,76.65,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2017-07-23,78.65,78.65,78.65,0.0,0.0,79.53,79.53,79.53,0.0,0.0,78.05,78.05,78.05,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2017-07-30,82.2,82.2,82.2,0.0,0.0,82.95,82.95,82.95,0.0,0.0,81.5,81.5,81.5,0.0,0.0,81.65,81.65,81.65,0.0,0.0
2017-08-06,88.9,88.9,88.9,0.0,0.0,89.75,89.75,89.75,0.0,0.0,87.9,87.9,87.9,0.0,0.0,88.5,88.5,88.5,0.0,0.0
2017-08-13,92.0,92.0,92.0,0.0,0.0,92.85,92.85,92.85,0.0,0.0,90.1,90.1,90.1,0.0,0.0,91.35,91.35,91.35,0.0,0.0
2017-08-20,87.4,87.4,87.4,0.0,0.0,88.25,88.25,88.25,0.0,0.0,86.57,86.57,86.57,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2017-08-27,81.7,81.7,81.7,0.0,0.0,82.15,82.15,82.15,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.85,80.85,80.85,0.0,0.0
2017-09-03,83.6,83.6,83.6,0.0,0.0,84.1,84.1,84.1,0.0,0.0,82.05,82.05,82.05,0.0,0.0,83.05,83.05,83.05,0.0,0.0
2017-09-10,78.85,78.85,78.85,0.0,0.0,78.95,78.95,78.95,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.65,77.65,77.65,0.0,0.0
2017-09-17,75.6,75.6,75.6,0.0,0.0,75.67,75.67,75.67,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2017-09-24,68.55,68.55,68.55,0.0,0.0,68.8,68.8,68.8,0.0,0.0,67.8,67.8,67.8,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2017-10-01,66.05,66.05,66.05,0.0,0.0,66.25,66.25,66.25,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2017-10-08,65.85,65.85,65.85,0.0,0.0,66.7,66.7,66.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2017-10-15,65.3,65.3,65.3,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2017-10-22,67.1,67.1,67.1,0.0,0.0,67.9,67.9,67.9,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2017-10-29,67.6,67.6,67.6,0.0,0.0,68.19,68.19,68.19,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2017-11-05,70.1,70.1,70.1,0.0,0.0,70.53,70.53,70.53,0.0,0.0,69.45,69.45,69.45,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2017-11-12,69.15,69.15,69.15,0.0,0.0,69.3,69.3,69.3,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-11-19,63.8,63.8,63.8,0.0,0.0,64.45,64.45,64.45,0.0,0.0,63.7,63.7,63.7,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2017-11-26,60.75,60.75,60.75,0.0,0.0,66.55,66.55,66.55,0.0,0.0,60.7,60.7,60.7,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2017-12-03,62.8,62.8,62.8,0.0,0.0,63.65,63.65,63.65,0.0,0.0,62.4,62.4,62.4,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2017-12-10,63.95,63.95,63.95,0.0,0.0,64.5,64.5,64.5,0.0,0.0,61.06,61.06,61.06,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2017-12-17,60.2,60.2,60.2,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2017-12-24,59.45,59.45,59.45,0.0,0.0,61.4,61.4,61.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2017-12-31,58.5,58.5,58.5,0.0,0.0,59.6,59.6,59.6,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.6,58.6,58.6,0.0,0.0
