Date,ProShares UltraShort MSCI Emerging MarketsEtf_Open_average,ProShares UltraShort MSCI Emerging MarketsEtf_Open_max,ProShares UltraShort MSCI Emerging MarketsEtf_Open_min,ProShares UltraShort MSCI Emerging MarketsEtf_Open_volatility,ProShares UltraShort MSCI Emerging MarketsEtf_Open_change,ProShares UltraShort MSCI Emerging MarketsEtf_High_average,ProShares UltraShort MSCI Emerging MarketsEtf_High_max,ProShares UltraShort MSCI Emerging MarketsEtf_High_min,ProShares UltraShort MSCI Emerging MarketsEtf_High_volatility,ProShares UltraShort MSCI Emerging MarketsEtf_High_change,ProShares UltraShort MSCI Emerging MarketsEtf_Low_average,ProShares UltraShort MSCI Emerging MarketsEtf_Low_max,ProShares UltraShort MSCI Emerging MarketsEtf_Low_min,ProShares UltraShort MSCI Emerging MarketsEtf_Low_volatility,ProShares UltraShort MSCI Emerging MarketsEtf_Low_change,ProShares UltraShort MSCI Emerging MarketsEtf_Close_average,ProShares UltraShort MSCI Emerging MarketsEtf_Close_max,ProShares UltraShort MSCI Emerging MarketsEtf_Close_min,ProShares UltraShort MSCI Emerging MarketsEtf_Close_volatility,ProShares UltraShort MSCI Emerging MarketsEtf_Close_change
2016-05-29,99.75,99.75,99.75,0.0,0.0,101.2,101.2,101.2,0.0,0.0,99.0,99.0,99.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2016-06-05,99.85,99.85,99.85,0.0,0.0,101.15,101.15,101.15,0.0,0.0,99.03,99.03,99.03,0.0,0.0,100.7,100.7,100.7,0.0,0.0
2016-06-12,102.4,102.4,102.4,0.0,0.0,103.7,103.7,103.7,0.0,0.0,102.05,102.05,102.05,0.0,0.0,102.2,102.2,102.2,0.0,0.0
2016-06-19,102.65,102.65,102.65,0.0,0.0,103.3,103.3,103.3,0.0,0.0,98.75,98.75,98.75,0.0,0.0,102.9,102.9,102.9,0.0,0.0
2016-06-26,90.95,90.95,90.95,0.0,0.0,91.35,91.35,91.35,0.0,0.0,90.3,90.3,90.3,0.0,0.0,90.65,90.65,90.65,0.0,0.0
2016-07-03,93.4,93.4,93.4,0.0,0.0,93.4,93.4,93.4,0.0,0.0,91.25,91.25,91.25,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2016-07-10,84.9,84.9,84.9,0.0,0.0,85.65,85.65,85.65,0.0,0.0,84.8,84.8,84.8,0.0,0.0,85.2,85.2,85.2,0.0,0.0
2016-07-17,84.5,84.5,84.5,0.0,0.0,84.85,84.85,84.85,0.0,0.0,83.7,83.7,83.7,0.0,0.0,83.75,83.75,83.75,0.0,0.0
2016-07-24,83.4,83.4,83.4,0.0,0.0,84.06,84.06,84.06,0.0,0.0,82.4,82.4,82.4,0.0,0.0,82.6,82.6,82.6,0.0,0.0
2016-07-31,81.3,81.3,81.3,0.0,0.0,81.7,81.7,81.7,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2016-08-07,76.7,76.7,76.7,0.0,0.0,77.34,77.34,77.34,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2016-08-14,77.1,77.1,77.1,0.0,0.0,77.75,77.75,77.75,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.3,76.3,76.3,0.0,0.0
2016-08-21,78.1,78.1,78.1,0.0,0.0,80.95,80.95,80.95,0.0,0.0,76.45,76.45,76.45,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2016-08-28,77.2,77.2,77.2,0.0,0.0,77.8,77.8,77.8,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.9,76.9,76.9,0.0,0.0
2016-09-04,76.7,76.7,76.7,0.0,0.0,79.4,79.4,79.4,0.0,0.0,76.7,76.7,76.7,0.0,0.0,79.4,79.4,79.4,0.0,0.0
2016-09-11,80.1,80.1,80.1,0.0,0.0,81.4,81.4,81.4,0.0,0.0,79.78,79.78,79.78,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2016-09-18,74.3,74.3,74.3,0.0,0.0,75.05,75.05,75.05,0.0,0.0,73.95,73.95,73.95,0.0,0.0,75.0,75.0,75.0,0.0,0.0
2016-09-25,75.35,75.35,75.35,0.0,0.0,76.08,76.08,76.08,0.0,0.0,74.98,74.98,74.98,0.0,0.0,75.35,75.35,75.35,0.0,0.0
2016-10-02,73.65,73.65,73.65,0.0,0.0,75.55,75.55,75.55,0.0,0.0,73.5,73.5,73.5,0.0,0.0,74.45,74.45,74.45,0.0,0.0
2016-10-09,76.55,76.55,76.55,0.0,0.0,77.8,77.8,77.8,0.0,0.0,76.25,76.25,76.25,0.0,0.0,77.6,77.6,77.6,0.0,0.0
2016-10-16,75.35,75.35,75.35,0.0,0.0,75.35,75.35,75.35,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2016-10-23,76.4,76.4,76.4,0.0,0.0,77.8,77.8,77.8,0.0,0.0,75.8,75.8,75.8,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2016-10-30,81.1,81.1,81.1,0.0,0.0,81.55,81.55,81.55,0.0,0.0,80.35,80.35,80.35,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2016-11-06,87.0,87.0,87.0,0.0,0.0,89.0,89.0,89.0,0.0,0.0,85.8,85.8,85.8,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2016-11-13,85.55,85.55,85.55,0.0,0.0,86.75,86.75,86.75,0.0,0.0,85.25,85.25,85.25,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2016-11-20,83.25,83.25,83.25,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.35,83.35,83.35,0.0,0.0
2016-11-27,84.15,84.15,84.15,0.0,0.0,84.2,84.2,84.2,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2016-12-04,79.2,79.2,79.2,0.0,0.0,79.35,79.35,79.35,0.0,0.0,78.6,78.6,78.6,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2016-12-11,83.1,83.1,83.1,0.0,0.0,83.8,83.8,83.8,0.0,0.0,82.6,82.6,82.6,0.0,0.0,83.48,83.48,83.48,0.0,0.0
2016-12-18,86.55,86.55,86.55,0.0,0.0,86.55,86.55,86.55,0.0,0.0,85.65,85.65,85.65,0.0,0.0,85.65,85.65,85.65,0.0,0.0
2016-12-25,80.85,80.85,80.85,0.0,0.0,82.5,82.5,82.5,0.0,0.0,80.85,80.85,80.85,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2017-01-01,77.55,77.55,77.55,0.0,0.0,78.1,78.1,78.1,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.75,77.75,77.75,0.0,0.0
2017-01-08,75.0,75.0,75.0,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2017-01-15,75.7,75.7,75.7,0.0,0.0,76.45,76.45,76.45,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2017-01-22,71.35,71.35,71.35,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2017-01-29,70.5,70.5,70.5,0.0,0.0,70.8,70.8,70.8,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2017-02-05,69.5,69.5,69.5,0.0,0.0,69.5,69.5,69.5,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.55,68.55,68.55,0.0,0.0
2017-02-12,68.45,68.45,68.45,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2017-02-19,67.6,67.6,67.6,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.25,67.25,67.25,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2017-02-26,68.9,68.9,68.9,0.0,0.0,69.23,69.23,69.23,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.35,68.35,68.35,0.0,0.0
2017-03-05,69.4,69.4,69.4,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2017-03-12,63.35,63.35,63.35,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2017-03-19,63.05,63.05,63.05,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2017-03-26,63.85,63.85,63.85,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.73,63.73,63.73,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2017-04-02,64.1,64.1,64.1,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.5,63.5,63.5,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2017-04-09,63.9,63.9,63.9,0.0,0.0,64.8,64.8,64.8,0.0,0.0,63.67,63.67,63.67,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2017-04-16,64.3,64.3,64.3,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2017-04-23,61.85,61.85,61.85,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2017-04-30,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2017-05-07,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2017-05-14,59.05,59.05,59.05,0.0,0.0,59.05,59.05,59.05,0.0,0.0,57.95,57.95,57.95,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2017-05-21,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2017-05-28,56.7,56.7,56.7,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2017-06-04,55.9,55.9,55.9,0.0,0.0,57.45,57.45,57.45,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2017-06-11,57.95,57.95,57.95,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2017-06-18,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2017-06-25,56.5,56.5,56.5,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2017-07-02,57.5,57.5,57.5,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2017-07-09,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2017-07-16,51.25,51.25,51.25,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2017-07-23,51.1,51.1,51.1,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2017-07-30,50.4,50.4,50.4,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-08-06,52.8,52.8,52.8,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2017-08-13,51.3,51.3,51.3,0.0,0.0,51.6,51.6,51.6,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2017-08-20,48.0,48.0,48.0,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2017-08-27,47.85,47.85,47.85,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2017-09-03,47.58,47.58,47.58,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.55,47.55,47.55,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2017-09-10,46.95,46.95,46.95,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2017-09-17,46.95,46.95,46.95,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2017-09-24,48.5,48.5,48.5,0.0,0.0,48.6,48.6,48.6,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-10-01,46.95,46.95,46.95,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-10-08,44.35,44.35,44.35,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2017-10-15,45.0,45.0,45.0,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2017-10-22,46.1,46.1,46.1,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2017-10-29,44.55,44.55,44.55,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2017-11-05,44.65,44.65,44.65,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2017-11-12,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2017-11-19,42.4,42.4,42.4,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2017-11-26,45.4,45.4,45.4,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2017-12-03,45.45,45.45,45.45,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2017-12-10,44.95,44.95,44.95,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2017-12-17,43.3,43.3,43.3,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-12-24,41.6,41.6,41.6,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-12-31,38.85,38.85,38.85,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0
