Date,United States Brent Oil_etf_Open_average,United States Brent Oil_etf_Open_max,United States Brent Oil_etf_Open_min,United States Brent Oil_etf_Open_volatility,United States Brent Oil_etf_Open_change,United States Brent Oil_etf_High_average,United States Brent Oil_etf_High_max,United States Brent Oil_etf_High_min,United States Brent Oil_etf_High_volatility,United States Brent Oil_etf_High_change,United States Brent Oil_etf_Low_average,United States Brent Oil_etf_Low_max,United States Brent Oil_etf_Low_min,United States Brent Oil_etf_Low_volatility,United States Brent Oil_etf_Low_change,United States Brent Oil_etf_Close_average,United States Brent Oil_etf_Close_max,United States Brent Oil_etf_Close_min,United States Brent Oil_etf_Close_volatility,United States Brent Oil_etf_Close_change
2016-08-28,13.65,13.65,13.65,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2016-09-04,14.36,14.36,14.36,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2016-09-11,13.39,13.39,13.39,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2016-09-18,13.95,13.95,13.95,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.56,13.56,13.56,0.0,0.0
2016-09-25,14.52,14.52,14.52,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2016-10-02,15.23,15.23,15.23,0.0,0.0,15.25,15.25,15.25,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2016-10-09,15.1,15.1,15.1,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2016-10-16,14.97,14.97,14.97,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.95,14.95,14.95,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2016-10-23,14.64,14.64,14.64,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2016-10-30,13.05,13.05,13.05,0.0,0.0,13.25,13.25,13.25,0.0,0.0,12.91,12.91,12.91,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2016-11-06,12.86,12.86,12.86,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.77,12.77,12.77,0.0,0.0
2016-11-13,13.33,13.33,13.33,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2016-11-20,13.76,13.76,13.76,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2016-11-27,15.11,15.11,15.11,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2016-12-04,15.18,15.18,15.18,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2016-12-11,15.27,15.27,15.27,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2016-12-18,15.31,15.31,15.31,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2016-12-25,15.62,15.62,15.62,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2017-01-01,15.74,15.74,15.74,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2017-01-08,15.39,15.39,15.39,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2017-01-15,15.31,15.31,15.31,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2017-01-22,15.28,15.28,15.28,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2017-01-29,15.51,15.51,15.51,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2017-02-05,15.5,15.5,15.5,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2017-02-12,15.12,15.12,15.12,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2017-02-19,15.32,15.32,15.32,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2017-02-26,15.04,15.04,15.04,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2017-03-05,14.23,14.23,14.23,0.0,0.0,14.23,14.23,14.23,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2017-03-12,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2017-03-19,13.76,13.76,13.76,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2017-03-26,14.34,14.34,14.34,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2017-04-02,14.91,14.91,14.91,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2017-04-09,15.17,15.17,15.17,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2017-04-16,14.32,14.32,14.32,0.0,0.0,14.32,14.32,14.32,0.0,0.0,13.97,13.97,13.97,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2017-04-23,14.03,14.03,14.03,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2017-04-30,12.99,12.99,12.99,0.0,0.0,13.31,13.31,13.31,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.22,13.22,13.22,0.0,0.0
2017-05-07,13.67,13.67,13.67,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2017-05-14,14.29,14.29,14.29,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2017-05-21,13.86,13.86,13.86,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.82,13.82,13.82,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2017-05-28,13.3,13.3,13.3,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2017-06-04,12.79,12.79,12.79,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2017-06-11,12.66,12.66,12.66,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2017-06-18,12.1,12.1,12.1,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2017-06-25,12.78,12.78,12.78,0.0,0.0,13.01,13.01,13.01,0.0,0.0,12.73,12.73,12.73,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2017-07-02,12.53,12.53,12.53,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2017-07-09,12.95,12.95,12.95,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.89,12.89,12.89,0.0,0.0,13.02,13.02,13.02,0.0,0.0
2017-07-16,13.05,13.05,13.05,0.0,0.0,13.05,13.05,13.05,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2017-07-23,13.7,13.7,13.7,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2017-07-30,13.76,13.76,13.76,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2017-08-06,13.64,13.64,13.64,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2017-08-13,13.53,13.53,13.53,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2017-08-20,13.84,13.84,13.84,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2017-08-27,14.01,14.01,14.01,0.0,0.0,14.09,14.09,14.09,0.0,0.0,13.92,13.92,13.92,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2017-09-03,14.55,14.55,14.55,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2017-09-10,14.83,14.83,14.83,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2017-09-17,15.03,15.03,15.03,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2017-09-24,15.23,15.23,15.23,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2017-10-01,14.98,14.98,14.98,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2017-10-08,15.27,15.27,15.27,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2017-10-15,15.28,15.28,15.28,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2017-10-22,15.85,15.85,15.85,0.0,0.0,16.19,16.19,16.19,0.0,0.0,15.84,15.84,15.84,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2017-10-29,16.4,16.4,16.4,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2017-11-05,17.21,17.21,17.21,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2017-11-12,16.61,16.61,16.61,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2017-11-19,17.03,17.03,17.03,0.0,0.0,17.08,17.08,17.08,0.0,0.0,16.96,16.96,16.96,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2017-11-26,17.11,17.11,17.11,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2017-12-03,17.07,17.07,17.07,0.0,0.0,17.14,17.14,17.14,0.0,0.0,16.93,16.93,16.93,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2017-12-10,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.04,17.04,17.04,0.0,0.0
2017-12-17,17.41,17.41,17.41,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2017-12-24,18.05,18.05,18.05,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2017-12-31,18.36,18.36,18.36,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.42,18.42,18.42,0.0,0.0
