Date,ProShares UltraShort FTSE Europe_etf_Open_average,ProShares UltraShort FTSE Europe_etf_Open_max,ProShares UltraShort FTSE Europe_etf_Open_min,ProShares UltraShort FTSE Europe_etf_Open_volatility,ProShares UltraShort FTSE Europe_etf_Open_change,ProShares UltraShort FTSE Europe_etf_High_average,ProShares UltraShort FTSE Europe_etf_High_max,ProShares UltraShort FTSE Europe_etf_High_min,ProShares UltraShort FTSE Europe_etf_High_volatility,ProShares UltraShort FTSE Europe_etf_High_change,ProShares UltraShort FTSE Europe_etf_Low_average,ProShares UltraShort FTSE Europe_etf_Low_max,ProShares UltraShort FTSE Europe_etf_Low_min,ProShares UltraShort FTSE Europe_etf_Low_volatility,ProShares UltraShort FTSE Europe_etf_Low_change,ProShares UltraShort FTSE Europe_etf_Close_average,ProShares UltraShort FTSE Europe_etf_Close_max,ProShares UltraShort FTSE Europe_etf_Close_min,ProShares UltraShort FTSE Europe_etf_Close_volatility,ProShares UltraShort FTSE Europe_etf_Close_change
2016-03-13,58.45,58.45,58.45,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2016-03-20,62.09,62.09,62.09,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2016-03-27,61.07,61.07,61.07,0.0,0.0,61.07,61.07,61.07,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2016-04-03,60.04,60.04,60.04,0.0,0.0,60.35,60.35,60.35,0.0,0.0,59.78,59.78,59.78,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2016-04-10,57.07,57.07,57.07,0.0,0.0,57.32,57.32,57.32,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2016-04-17,55.57,55.57,55.57,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2016-04-24,55.0,55.0,55.0,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2016-05-01,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2016-05-08,58.61,58.61,58.61,0.0,0.0,59.47,59.47,59.47,0.0,0.0,58.61,58.61,58.61,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2016-05-15,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.76,57.76,57.76,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2016-05-22,54.58,54.58,54.58,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2016-05-29,55.3,55.3,55.3,0.0,0.0,55.6,55.6,55.6,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2016-06-05,57.88,57.88,57.88,0.0,0.0,58.98,58.98,58.98,0.0,0.0,57.46,57.46,57.46,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2016-06-12,60.66,60.66,60.66,0.0,0.0,60.89,60.89,60.89,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2016-06-19,62.62,62.62,62.62,0.0,0.0,63.2,63.2,63.2,0.0,0.0,60.0,60.0,60.0,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2016-06-26,56.69,56.69,56.69,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2016-07-03,59.53,59.53,59.53,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2016-07-10,55.05,55.05,55.05,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2016-07-17,54.95,54.95,54.95,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2016-07-24,53.27,53.27,53.27,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2016-07-31,54.0,54.0,54.0,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2016-08-07,51.03,51.03,51.03,0.0,0.0,51.31,51.31,51.31,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2016-08-14,51.35,51.35,51.35,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2016-08-21,50.84,50.84,50.84,0.0,0.0,52.3,52.3,52.3,0.0,0.0,49.92,49.92,49.92,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2016-08-28,50.0,50.0,50.0,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2016-09-04,50.09,50.09,50.09,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.09,50.09,50.09,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2016-09-11,53.0,53.0,53.0,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2016-09-18,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2016-09-25,51.53,51.53,51.53,0.0,0.0,51.53,51.53,51.53,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2016-10-02,51.9,51.9,51.9,0.0,0.0,52.77,52.77,52.77,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2016-10-09,53.19,53.19,53.19,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2016-10-16,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2016-10-23,54.18,54.18,54.18,0.0,0.0,54.25,54.25,54.25,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2016-10-30,56.22,56.22,56.22,0.0,0.0,56.52,56.52,56.52,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-11-06,55.3,55.3,55.3,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2016-11-13,57.02,57.02,57.02,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2016-11-20,56.58,56.58,56.58,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2016-11-27,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2016-12-04,52.94,52.94,52.94,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2016-12-11,52.9,52.9,52.9,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2016-12-18,52.34,52.34,52.34,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2016-12-25,51.01,51.01,51.01,0.0,0.0,51.45,51.45,51.45,0.0,0.0,50.65,50.65,50.65,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2017-01-01,49.7,49.7,49.7,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2017-01-08,49.0,49.0,49.0,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2017-01-15,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2017-01-22,47.75,47.75,47.75,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2017-01-29,47.75,47.75,47.75,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2017-02-05,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-02-12,47.63,47.63,47.63,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2017-02-19,48.29,48.29,48.29,0.0,0.0,48.29,48.29,48.29,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2017-02-26,46.72,46.72,46.72,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2017-03-05,46.32,46.32,46.32,0.0,0.0,46.32,46.32,46.32,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-03-12,43.92,43.92,43.92,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2017-03-19,43.97,43.97,43.97,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2017-03-26,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2017-04-02,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2017-04-09,44.0,44.0,44.0,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2017-04-16,43.94,43.94,43.94,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2017-04-23,39.9,39.9,39.9,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2017-04-30,38.17,38.17,38.17,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2017-05-07,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2017-05-14,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2017-05-21,36.52,36.52,36.52,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2017-05-28,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2017-06-04,36.63,36.63,36.63,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2017-06-11,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2017-06-18,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2017-06-25,36.84,36.84,36.84,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2017-07-02,36.76,36.76,36.76,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2017-07-09,35.4,35.4,35.4,0.0,0.0,35.41,35.41,35.41,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2017-07-16,34.97,34.97,34.97,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2017-07-23,35.17,35.17,35.17,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2017-07-30,33.91,33.91,33.91,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2017-08-06,35.54,35.54,35.54,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2017-08-13,35.57,35.57,35.57,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2017-08-20,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2017-08-27,34.24,34.24,34.24,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-09-03,33.48,33.48,33.48,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2017-09-10,32.96,32.96,32.96,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2017-09-17,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2017-09-24,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2017-10-01,32.74,32.74,32.74,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2017-10-08,31.66,31.66,31.66,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2017-10-15,32.16,32.16,32.16,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2017-10-22,32.81,32.81,32.81,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2017-10-29,32.14,32.14,32.14,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2017-11-05,33.01,33.01,33.01,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2017-11-12,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2017-11-19,31.93,31.93,31.93,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2017-11-26,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2017-12-03,32.26,32.26,32.26,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2017-12-10,32.33,32.33,32.33,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2017-12-17,31.57,31.57,31.57,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2017-12-24,30.79,30.79,30.79,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2017-12-31,29.4,29.4,29.4,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
