Date,iShares Global Materials_etf_Open_average,iShares Global Materials_etf_Open_max,iShares Global Materials_etf_Open_min,iShares Global Materials_etf_Open_volatility,iShares Global Materials_etf_Open_change,iShares Global Materials_etf_High_average,iShares Global Materials_etf_High_max,iShares Global Materials_etf_High_min,iShares Global Materials_etf_High_volatility,iShares Global Materials_etf_High_change,iShares Global Materials_etf_Low_average,iShares Global Materials_etf_Low_max,iShares Global Materials_etf_Low_min,iShares Global Materials_etf_Low_volatility,iShares Global Materials_etf_Low_change,iShares Global Materials_etf_Close_average,iShares Global Materials_etf_Close_max,iShares Global Materials_etf_Close_min,iShares Global Materials_etf_Close_volatility,iShares Global Materials_etf_Close_change
2016-09-11,51.1,51.1,51.1,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-09-18,53.01,53.01,53.01,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2016-09-25,53.34,53.34,53.34,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2016-10-02,53.21,53.21,53.21,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2016-10-09,52.34,52.34,52.34,0.0,0.0,52.4,52.4,52.4,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2016-10-16,52.89,52.89,52.89,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2016-10-23,52.99,52.99,52.99,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2016-10-30,52.71,52.71,52.71,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2016-11-06,54.97,54.97,54.97,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2016-11-13,53.58,53.58,53.58,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2016-11-20,55.11,55.11,55.11,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2016-11-27,54.91,54.91,54.91,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2016-12-04,57.41,57.41,57.41,0.0,0.0,57.41,57.41,57.41,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2016-12-11,55.37,55.37,55.37,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2016-12-18,54.51,54.51,54.51,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2016-12-25,55.33,55.33,55.33,0.0,0.0,55.46,55.46,55.46,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2017-01-01,56.1,56.1,56.1,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2017-01-08,57.42,57.42,57.42,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2017-01-15,57.76,57.76,57.76,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.76,57.76,57.76,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2017-01-22,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2017-01-29,59.23,59.23,59.23,0.0,0.0,59.26,59.26,59.26,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2017-02-05,59.04,59.04,59.04,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2017-02-12,59.73,59.73,59.73,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2017-02-19,58.75,58.75,58.75,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2017-02-26,58.95,58.95,58.95,0.0,0.0,59.16,59.16,59.16,0.0,0.0,58.76,58.76,58.76,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2017-03-05,57.98,57.98,57.98,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2017-03-12,59.61,59.61,59.61,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2017-03-19,59.24,59.24,59.24,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2017-03-26,59.05,59.05,59.05,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2017-04-02,59.2,59.2,59.2,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2017-04-09,58.58,58.58,58.58,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2017-04-16,58.67,58.67,58.67,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2017-04-23,59.52,59.52,59.52,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2017-04-30,58.85,58.85,58.85,0.0,0.0,59.67,59.67,59.67,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2017-05-07,58.97,58.97,58.97,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2017-05-14,59.29,59.29,59.29,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2017-05-21,59.75,59.75,59.75,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2017-05-28,60.26,60.26,60.26,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2017-06-04,60.5,60.5,60.5,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2017-06-11,59.59,59.59,59.59,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2017-06-18,58.74,58.74,58.74,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.71,58.71,58.71,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2017-06-25,59.77,59.77,59.77,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2017-07-02,59.94,59.94,59.94,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.67,59.67,59.67,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2017-07-09,61.97,61.97,61.97,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2017-07-16,62.26,62.26,62.26,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2017-07-23,62.55,62.55,62.55,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2017-07-30,62.98,62.98,62.98,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2017-08-06,61.81,61.81,61.81,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2017-08-13,62.19,62.19,62.19,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2017-08-20,63.75,63.75,63.75,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2017-08-27,64.83,64.83,64.83,0.0,0.0,65.06,65.06,65.06,0.0,0.0,64.72,64.72,64.72,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2017-09-03,65.26,65.26,65.26,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.99,64.99,64.99,0.0,0.0
2017-09-10,65.28,65.28,65.28,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2017-09-17,65.46,65.46,65.46,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2017-09-24,65.23,65.23,65.23,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2017-10-01,66.02,66.02,66.02,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.02,66.02,66.02,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2017-10-08,67.0,67.0,67.0,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2017-10-15,66.98,66.98,66.98,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2017-10-22,67.28,67.28,67.28,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2017-10-29,68.16,68.16,68.16,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.76,67.76,67.76,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2017-11-05,67.81,67.81,67.81,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2017-11-12,66.91,66.91,66.91,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2017-11-19,68.24,68.24,68.24,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.42,68.42,68.42,0.0,0.0
2017-11-26,67.74,67.74,67.74,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2017-12-03,67.44,67.44,67.44,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.39,67.39,67.39,0.0,0.0
2017-12-10,68.07,68.07,68.07,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.73,67.73,67.73,0.0,0.0,68.16,68.16,68.16,0.0,0.0
2017-12-17,69.16,69.16,69.16,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.22,69.22,69.22,0.0,0.0
2017-12-24,70.39,70.39,70.39,0.0,0.0,70.39,70.39,70.39,0.0,0.0,69.87,69.87,69.87,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2017-12-31,72.49,72.49,72.49,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.41,72.41,72.41,0.0,0.0,72.78,72.78,72.78,0.0,0.0
