Date,BWLaStock_Open_average,BWLaStock_Open_max,BWLaStock_Open_min,BWLaStock_Open_volatility,BWLaStock_Open_change,BWLaStock_High_average,BWLaStock_High_max,BWLaStock_High_min,BWLaStock_High_volatility,BWLaStock_High_change,BWLaStock_Low_average,BWLaStock_Low_max,BWLaStock_Low_min,BWLaStock_Low_volatility,BWLaStock_Low_change,BWLaStock_Close_average,BWLaStock_Close_max,BWLaStock_Close_min,BWLaStock_Close_volatility,BWLaStock_Close_change,BWLaStock_Volume_average,BWLaStock_Volume_max,BWLaStock_Volume_min,BWLaStock_Volume_volatility,BWLaStock_Volume_change
2016-07-24,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0,633,633,633,0,0
2016-07-31,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,233,233,233,0,0
2016-08-07,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,610,610,610,0,0
2016-08-14,14.455,14.53,14.38,0.14999999999999858,-0.14999999999999858,14.455,14.53,14.38,0.14999999999999858,-0.14999999999999858,14.455,14.53,14.38,0.14999999999999858,-0.14999999999999858,14.455,14.53,14.38,0.14999999999999858,-0.14999999999999858,230,276,185,91,-91
2016-08-21,14.44,14.44,14.44,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,300,300,300,0,0
2016-08-28,14.425,14.45,14.4,0.049999999999998934,0.049999999999998934,14.425,14.45,14.4,0.049999999999998934,0.049999999999998934,14.4,14.4,14.4,0.0,0.0,14.4,14.4,14.4,0.0,0.0,495,500,491,9,-9
2016-09-04,14.620000000000001,14.78,14.46,0.3199999999999985,0.3199999999999985,14.76,14.78,14.74,0.03999999999999915,0.03999999999999915,14.48,14.5,14.46,0.03999999999999915,0.03999999999999915,14.620000000000001,14.74,14.5,0.2400000000000002,-0.2400000000000002,528,807,250,557,557
2016-09-11,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,196,196,196,0,0
2016-09-18,14.735,14.75,14.72,0.02999999999999936,-0.02999999999999936,14.745000000000001,14.75,14.74,0.009999999999999787,-0.009999999999999787,14.625,14.75,14.5,0.25,-0.25,14.625,14.75,14.5,0.25,-0.25,287,327,248,79,79
2016-09-25,14.385,14.4,14.37,0.030000000000001137,0.030000000000001137,14.5,14.6,14.4,0.1999999999999993,-0.1999999999999993,14.385,14.4,14.37,0.030000000000001137,0.030000000000001137,14.5,14.6,14.4,0.1999999999999993,-0.1999999999999993,280,440,121,319,-319
2016-10-02,14.2775,14.3,14.27,0.030000000000001137,0.0,14.2775,14.3,14.27,0.030000000000001137,0.0,14.225,14.27,14.09,0.17999999999999972,0.0,14.225,14.27,14.09,0.17999999999999972,0.0,474,1046,173,873,27
2016-10-09,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,100,101,100,1,-1
2016-10-16,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,101,101,101,0,0
2016-10-23,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,0.0,0.0,333,333,333,0,0
2016-10-30,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,101,101,101,0,0
2016-11-06,14.265,14.38,14.15,0.23000000000000043,0.23000000000000043,14.27,14.39,14.15,0.2400000000000002,0.2400000000000002,14.265,14.38,14.15,0.23000000000000043,0.23000000000000043,14.27,14.39,14.15,0.2400000000000002,0.2400000000000002,538,714,362,352,-352
2016-11-13,14.49,14.5,14.48,0.019999999999999574,0.019999999999999574,14.49,14.5,14.48,0.019999999999999574,0.019999999999999574,14.49,14.5,14.48,0.019999999999999574,0.019999999999999574,14.49,14.5,14.48,0.019999999999999574,0.019999999999999574,124,148,100,48,48
2016-11-20,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,100,100,100,0,0
2016-11-27,14.425,14.5,14.3,0.1999999999999993,0.09999999999999964,14.467500000000001,14.5,14.4,0.09999999999999964,-0.07000000000000028,14.425,14.5,14.3,0.1999999999999993,0.09999999999999964,14.467500000000001,14.5,14.4,0.09999999999999964,-0.07000000000000028,667,1129,241,888,-729
2016-12-04,14.483333333333334,14.65,14.4,0.25,0.0,14.51,14.65,14.4,0.25,-0.08000000000000007,14.336666666666668,14.4,14.21,0.1899999999999995,0.0,14.363333333333333,14.48,14.21,0.2699999999999996,-0.08000000000000007,494,1096,100,996,-996
2016-12-11,14.583333333333334,14.65,14.5,0.15000000000000036,0.05000000000000071,14.583333333333334,14.65,14.5,0.15000000000000036,0.05000000000000071,14.583333333333334,14.65,14.5,0.15000000000000036,0.05000000000000071,14.583333333333334,14.65,14.5,0.15000000000000036,0.05000000000000071,450,731,110,621,220
2016-12-18,15.370000000000001,16.1,14.65,1.450000000000001,1.450000000000001,15.383333333333335,16.1,14.65,1.450000000000001,1.450000000000001,15.370000000000001,16.1,14.65,1.450000000000001,1.450000000000001,15.383333333333335,16.1,14.65,1.450000000000001,1.450000000000001,207,400,103,297,-15
2016-12-25,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,101,101,101,0,0
2017-01-01,16.645,16.79,16.5,0.28999999999999915,-0.28999999999999915,16.645,16.79,16.5,0.28999999999999915,-0.28999999999999915,16.475,16.5,16.45,0.05000000000000071,0.05000000000000071,16.475,16.5,16.45,0.05000000000000071,0.05000000000000071,910,920,900,20,20
2017-01-08,16.04,16.5,15.58,0.9199999999999999,-0.9199999999999999,16.04,16.5,15.58,0.9199999999999999,-0.9199999999999999,15.965,16.35,15.58,0.7700000000000014,-0.7700000000000014,15.965,16.35,15.58,0.7700000000000014,-0.7700000000000014,849,1495,203,1292,-1292
2017-01-15,14.275,14.3,14.25,0.05000000000000071,-0.05000000000000071,14.275,14.3,14.25,0.05000000000000071,-0.05000000000000071,14.275,14.3,14.25,0.05000000000000071,-0.05000000000000071,14.275,14.3,14.25,0.05000000000000071,-0.05000000000000071,521,807,236,571,571
2017-01-22,14.379999999999999,14.51,14.25,0.2599999999999998,0.2599999999999998,14.379999999999999,14.51,14.25,0.2599999999999998,0.2599999999999998,14.355,14.51,14.2,0.3100000000000005,0.3100000000000005,14.355,14.51,14.2,0.3100000000000005,0.3100000000000005,910,920,900,20,20
2017-01-29,14.37,14.37,14.37,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.38,14.38,14.38,0.0,0.0,343,343,343,0,0
2017-02-05,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,165,165,165,0,0
2017-02-12,15.05,15.05,15.05,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.05,15.05,15.05,0.0,0.0,1610,1610,1610,0,0
2017-02-19,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.41,14.41,14.41,0.0,0.0,328,328,328,0,0
2017-02-26,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,141,141,141,0,0
2017-03-05,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,335,335,335,0,0
2017-03-12,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,103,103,103,0,0
2017-03-19,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,214,214,214,0,0
2017-03-26,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,136,136,136,0,0
2017-04-02,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,977,977,977,0,0
2017-04-09,14.29,14.29,14.29,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.31,14.31,14.31,0.0,0.0,956,956,956,0,0
2017-04-16,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,212,212,212,0,0
2017-04-23,14.403333333333334,14.41,14.4,0.009999999999999787,0.0,14.41,14.41,14.41,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.41,14.41,14.41,0.0,0.0,1450,2361,620,1741,1741
2017-04-30,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,109,109,109,0,0
2017-05-07,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,234,234,234,0,0
2017-05-14,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,252,252,252,0,0
2017-05-21,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,100,100,100,0,0
2017-05-28,14.3025,14.5,14.17,0.33000000000000007,0.21000000000000085,14.3475,14.5,14.25,0.25,0.21000000000000085,14.28,14.5,14.17,0.33000000000000007,0.3000000000000007,14.325,14.5,14.2,0.3000000000000007,0.3000000000000007,1806,6359,108,6251,-6251
2017-06-04,14.5,14.5,14.5,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.64,14.64,14.64,0.0,0.0,709,709,709,0,0
2017-06-11,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,101,101,101,0,0
2017-06-18,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,100,100,100,0,0
2017-06-25,14.49,14.49,14.49,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.49,14.49,14.49,0.0,0.0,615,615,615,0,0
2017-07-02,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0,101,101,101,0,0
2017-07-09,14.3,14.3,14.3,0.0,0.0,14.325,14.35,14.3,0.049999999999998934,0.049999999999998934,14.3,14.3,14.3,0.0,0.0,14.325,14.35,14.3,0.049999999999998934,0.049999999999998934,1437,2554,321,2233,2233
2017-07-16,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,0,0,0,0,0
2017-07-23,14.48,14.67,14.29,0.3800000000000008,-0.3800000000000008,14.51,14.73,14.29,0.4400000000000013,-0.4400000000000013,14.48,14.67,14.29,0.3800000000000008,-0.3800000000000008,14.51,14.73,14.29,0.4400000000000013,-0.4400000000000013,123,247,0,247,-247
2017-07-30,14.26,14.26,14.26,0.0,0.0,14.620999999999999,14.620999999999999,14.620999999999999,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.620999999999999,14.620999999999999,14.620999999999999,0.0,0.0,8,8,8,0,0
2017-08-06,14.44,14.52,14.25,0.2699999999999996,0.019999999999999574,14.5515,14.706,14.49,0.2159999999999993,0.19599999999999973,14.42975,14.52,14.25,0.2699999999999996,0.019999999999999574,14.54125,14.706,14.449000000000002,0.2569999999999979,0.19599999999999973,412,1251,53,1198,193
2017-08-13,14.52,14.74,14.25,0.4900000000000002,-0.39000000000000057,14.6425,14.74,14.35,0.39000000000000057,-0.39000000000000057,14.4065,14.74,14.25,0.4900000000000002,-0.43400000000000105,14.474,14.74,14.306,0.43400000000000105,-0.43400000000000105,324,553,69,484,-242
2017-08-20,14.401,14.703,14.25,0.4529999999999994,0.4529999999999994,14.577666666666666,14.703,14.33,0.37299999999999933,0.0030000000000001137,14.401,14.703,14.25,0.4529999999999994,0.4529999999999994,14.577666666666666,14.703,14.33,0.37299999999999933,0.0030000000000001137,9,28,0,28,-28
2017-08-27,14.532499999999999,14.69,14.25,0.4399999999999995,0.25,14.532499999999999,14.69,14.25,0.4399999999999995,0.25,14.4375,14.5,14.25,0.25,0.25,14.4375,14.5,14.25,0.25,0.25,195,356,6,350,-213
2017-09-03,14.275,14.3,14.25,0.05000000000000071,0.05000000000000071,14.275,14.3,14.25,0.05000000000000071,0.05000000000000071,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,127,151,103,48,-48
2017-09-10,14.32,14.35,14.29,0.0600000000000005,-0.0600000000000005,14.405000000000001,14.46,14.35,0.11000000000000121,0.11000000000000121,14.3,14.35,14.25,0.09999999999999964,-0.09999999999999964,14.405000000000001,14.46,14.35,0.11000000000000121,0.11000000000000121,1305,2487,124,2363,2363
2017-09-17,14.467,14.467,14.467,0.0,0.0,14.467,14.467,14.467,0.0,0.0,14.467,14.467,14.467,0.0,0.0,14.467,14.467,14.467,0.0,0.0,89,89,89,0,0
2017-09-24,14.4,14.5,14.3,0.1999999999999993,-0.1999999999999993,14.41,14.5,14.32,0.17999999999999972,-0.17999999999999972,14.375,14.45,14.3,0.14999999999999858,-0.14999999999999858,14.385,14.45,14.32,0.129999999999999,-0.129999999999999,689,1151,228,923,-923
2017-10-01,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,411,411,411,0,0
2017-10-08,14.63,14.74,14.3,0.4399999999999995,0.0,14.63,14.74,14.3,0.4399999999999995,0.0,14.5,14.74,14.3,0.4399999999999995,-0.16000000000000014,14.5,14.74,14.3,0.4399999999999995,-0.16000000000000014,362,1001,16,985,-633
2017-10-15,14.363333333333333,14.5,14.25,0.25,-0.25,14.416666666666666,14.5,14.25,0.25,-0.25,14.35,14.5,14.25,0.25,-0.25,14.416666666666666,14.5,14.25,0.25,-0.25,5509,14727,209,14518,14518
2017-10-22,14.37,14.54,14.27,0.2699999999999996,0.23999999999999844,14.526666666666666,14.54,14.5,0.03999999999999915,0.03999999999999915,14.37,14.54,14.27,0.2699999999999996,0.23999999999999844,14.526666666666666,14.54,14.5,0.03999999999999915,0.03999999999999915,86,200,27,173,-173
2017-10-29,14.6675,14.74,14.64,0.09999999999999964,0.009999999999999787,14.6675,14.74,14.64,0.09999999999999964,0.009999999999999787,14.59075,14.74,14.5,0.2400000000000002,0.06300000000000061,14.59075,14.74,14.5,0.2400000000000002,0.06300000000000061,35,114,0,114,-98
2017-11-05,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.451,14.572000000000001,14.331,0.24100000000000144,0.24100000000000144,14.451,14.572000000000001,14.331,0.24100000000000144,0.24100000000000144,76,127,27,100,-51
2017-11-12,14.705,14.74,14.6,0.14000000000000057,0.0,14.72325,14.74,14.673,0.06700000000000017,0.0,14.625,14.7,14.51,0.1899999999999995,-0.009999999999999787,14.64325,14.7,14.51,0.1899999999999995,-0.009999999999999787,168,300,70,230,-98
2017-11-19,14.663333333333334,14.89,14.39,0.5,0.17999999999999972,14.663333333333334,14.89,14.39,0.5,0.17999999999999972,14.407,14.571,14.26,0.31099999999999994,0.31099999999999994,14.407,14.571,14.26,0.31099999999999994,0.31099999999999994,111,233,2,231,-231
2017-11-26,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.443,14.443,14.443,0.0,0.0,14.443,14.443,14.443,0.0,0.0,4,4,4,0,0
2017-12-03,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,4,4,4,0,0
2017-12-10,15.03,15.2,14.9,0.29999999999999893,0.29999999999999893,15.067333333333332,15.2,14.927,0.2729999999999997,0.2729999999999997,15.013333333333334,15.15,14.9,0.25,0.25,15.050666666666666,15.15,14.927,0.22300000000000075,0.22300000000000075,427,1100,66,1034,985
2017-12-17,15.1,15.2,15.0,0.1999999999999993,0.1999999999999993,15.149999999999999,15.2,15.1,0.09999999999999964,0.09999999999999964,15.055,15.11,15.0,0.10999999999999943,0.10999999999999943,15.105,15.11,15.1,0.009999999999999787,0.009999999999999787,67,127,8,119,-119
2017-12-24,14.95,15.2,14.7,0.5,0.25,14.95,15.2,14.7,0.5,0.25,14.883333333333333,15.0,14.7,0.3000000000000007,0.05000000000000071,14.883333333333333,15.0,14.7,0.3000000000000007,0.05000000000000071,765,2187,10,2177,2087
2017-12-31,14.885,15.5,14.5,1.0,1.0,15.267,16.0,14.568,1.4320000000000004,1.4320000000000004,14.635,15.04,14.5,0.5399999999999991,0.0,15.064499999999999,15.5,14.568,0.9320000000000004,0.6219999999999999,1628,6130,84,6046,6046
