Date,PowerShares S&P SmallCap IndustrialsEtf_Open_average,PowerShares S&P SmallCap IndustrialsEtf_Open_max,PowerShares S&P SmallCap IndustrialsEtf_Open_min,PowerShares S&P SmallCap IndustrialsEtf_Open_volatility,PowerShares S&P SmallCap IndustrialsEtf_Open_change,PowerShares S&P SmallCap IndustrialsEtf_High_average,PowerShares S&P SmallCap IndustrialsEtf_High_max,PowerShares S&P SmallCap IndustrialsEtf_High_min,PowerShares S&P SmallCap IndustrialsEtf_High_volatility,PowerShares S&P SmallCap IndustrialsEtf_High_change,PowerShares S&P SmallCap IndustrialsEtf_Low_average,PowerShares S&P SmallCap IndustrialsEtf_Low_max,PowerShares S&P SmallCap IndustrialsEtf_Low_min,PowerShares S&P SmallCap IndustrialsEtf_Low_volatility,PowerShares S&P SmallCap IndustrialsEtf_Low_change,PowerShares S&P SmallCap IndustrialsEtf_Close_average,PowerShares S&P SmallCap IndustrialsEtf_Close_max,PowerShares S&P SmallCap IndustrialsEtf_Close_min,PowerShares S&P SmallCap IndustrialsEtf_Close_volatility,PowerShares S&P SmallCap IndustrialsEtf_Close_change
2016-10-02,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2016-10-09,48.35,48.35,48.35,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2016-10-16,47.62,47.62,47.62,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2016-10-23,47.15,47.15,47.15,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2016-10-30,46.75,46.75,46.75,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2016-11-06,52.23,52.23,52.23,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2016-11-13,54.19,54.19,54.19,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2016-11-20,56.15,56.15,56.15,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2016-11-27,54.71,54.71,54.71,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2016-12-04,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2016-12-11,56.48,56.48,56.48,0.0,0.0,56.71,56.71,56.71,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2016-12-18,55.88,55.88,55.88,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2016-12-25,55.59,55.59,55.59,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2017-01-01,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2017-01-08,56.06,56.06,56.06,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2017-01-15,54.76,54.76,54.76,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2017-01-22,56.39,56.39,56.39,0.0,0.0,56.39,56.39,56.39,0.0,0.0,55.82,55.82,55.82,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2017-01-29,55.48,55.48,55.48,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.48,55.48,55.48,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2017-02-05,56.77,56.77,56.77,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2017-02-12,56.5,56.5,56.5,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2017-02-19,55.55,55.55,55.55,0.0,0.0,56.53,56.53,56.53,0.0,0.0,55.55,55.55,55.55,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2017-02-26,56.34,56.34,56.34,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2017-03-05,55.02,55.02,55.02,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.73,54.73,54.73,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2017-03-12,56.27,56.27,56.27,0.0,0.0,56.59,56.59,56.59,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2017-03-19,54.72,54.72,54.72,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2017-03-26,55.38,55.38,55.38,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2017-04-02,54.28,54.28,54.28,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2017-04-09,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2017-04-16,55.7,55.7,55.7,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2017-04-23,57.76,57.76,57.76,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2017-04-30,56.34,56.34,56.34,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2017-05-07,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2017-05-14,53.89,53.89,53.89,0.0,0.0,54.78,54.78,54.78,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2017-05-21,55.31,55.31,55.31,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2017-05-28,56.4,56.4,56.4,0.0,0.0,57.38,57.38,57.38,0.0,0.0,56.4,56.4,56.4,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2017-06-04,57.32,57.32,57.32,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2017-06-11,56.45,56.45,56.45,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2017-06-18,55.82,55.82,55.82,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.69,55.69,55.69,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-06-25,56.28,56.28,56.28,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2017-07-02,56.03,56.03,56.03,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2017-07-09,56.63,56.63,56.63,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.63,56.63,56.63,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2017-07-16,57.41,57.41,57.41,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2017-07-23,56.16,56.16,56.16,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2017-07-30,55.71,55.71,55.71,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2017-08-06,54.35,54.35,54.35,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2017-08-13,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,52.88,52.88,52.88,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2017-08-20,53.4,53.4,53.4,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2017-08-27,55.07,55.07,55.07,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2017-09-03,54.63,54.63,54.63,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.63,54.63,54.63,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2017-09-10,56.33,56.33,56.33,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2017-09-17,58.45,58.45,58.45,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2017-09-24,60.96,60.96,60.96,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2017-10-01,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2017-10-08,61.55,61.55,61.55,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2017-10-15,61.96,61.96,61.96,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2017-10-22,62.43,62.43,62.43,0.0,0.0,62.43,62.43,62.43,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2017-10-29,61.86,61.86,61.86,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.94,61.94,61.94,0.0,0.0
2017-11-05,60.71,60.71,60.71,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2017-11-12,61.22,61.22,61.22,0.0,0.0,61.33,61.33,61.33,0.0,0.0,60.8,60.8,60.8,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2017-11-19,62.64,62.64,62.64,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2017-11-26,64.49,64.49,64.49,0.0,0.0,64.71,64.71,64.71,0.0,0.0,62.9,62.9,62.9,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2017-12-03,64.26,64.26,64.26,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.07,64.07,64.07,0.0,0.0
2017-12-10,63.98,63.98,63.98,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.19,63.19,63.19,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2017-12-17,64.79,64.79,64.79,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2017-12-24,65.04,65.04,65.04,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2017-12-31,64.8,64.8,64.8,0.0,0.0,64.93,64.93,64.93,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.75,64.75,64.75,0.0,0.0
