Date,ProShares Short VIX Short-Term FuturesEtf_Open_average,ProShares Short VIX Short-Term FuturesEtf_Open_max,ProShares Short VIX Short-Term FuturesEtf_Open_min,ProShares Short VIX Short-Term FuturesEtf_Open_volatility,ProShares Short VIX Short-Term FuturesEtf_Open_change,ProShares Short VIX Short-Term FuturesEtf_High_average,ProShares Short VIX Short-Term FuturesEtf_High_max,ProShares Short VIX Short-Term FuturesEtf_High_min,ProShares Short VIX Short-Term FuturesEtf_High_volatility,ProShares Short VIX Short-Term FuturesEtf_High_change,ProShares Short VIX Short-Term FuturesEtf_Low_average,ProShares Short VIX Short-Term FuturesEtf_Low_max,ProShares Short VIX Short-Term FuturesEtf_Low_min,ProShares Short VIX Short-Term FuturesEtf_Low_volatility,ProShares Short VIX Short-Term FuturesEtf_Low_change,ProShares Short VIX Short-Term FuturesEtf_Close_average,ProShares Short VIX Short-Term FuturesEtf_Close_max,ProShares Short VIX Short-Term FuturesEtf_Close_min,ProShares Short VIX Short-Term FuturesEtf_Close_volatility,ProShares Short VIX Short-Term FuturesEtf_Close_change
2016-07-10,115.82,115.82,115.82,0.0,0.0,116.5,116.5,116.5,0.0,0.0,111.72,111.72,111.72,0.0,0.0,115.46,115.46,115.46,0.0,0.0
2016-07-17,118.26,118.26,118.26,0.0,0.0,121.6,121.6,121.6,0.0,0.0,117.36,117.36,117.36,0.0,0.0,120.14,120.14,120.14,0.0,0.0
2016-07-24,127.24,127.24,127.24,0.0,0.0,132.52,132.52,132.52,0.0,0.0,126.84,126.84,126.84,0.0,0.0,131.44,131.44,131.44,0.0,0.0
2016-07-31,138.74,138.74,138.74,0.0,0.0,141.8,141.8,141.8,0.0,0.0,138.68,138.68,138.68,0.0,0.0,140.1,140.1,140.1,0.0,0.0
2016-08-07,142.8,142.8,142.8,0.0,0.0,145.2,145.2,145.2,0.0,0.0,140.92,140.92,140.92,0.0,0.0,144.22,144.22,144.22,0.0,0.0
2016-08-14,146.04,146.04,146.04,0.0,0.0,147.56,147.56,147.56,0.0,0.0,144.46,144.46,144.46,0.0,0.0,146.88,146.88,146.88,0.0,0.0
2016-08-21,144.5,144.5,144.5,0.0,0.0,148.48,148.48,148.48,0.0,0.0,137.96,137.96,137.96,0.0,0.0,142.9,142.9,142.9,0.0,0.0
2016-08-28,149.94,149.94,149.94,0.0,0.0,152.28,152.28,152.28,0.0,0.0,149.3,149.3,149.3,0.0,0.0,152.2,152.2,152.2,0.0,0.0
2016-09-04,151.48,151.48,151.48,0.0,0.0,152.1,152.1,152.1,0.0,0.0,132.22,132.22,132.22,0.0,0.0,132.34,132.34,132.34,0.0,0.0
2016-09-11,125.94,125.94,125.94,0.0,0.0,131.0,131.0,131.0,0.0,0.0,123.73,123.73,123.73,0.0,0.0,130.18,130.18,130.18,0.0,0.0
2016-09-18,148.76,148.76,148.76,0.0,0.0,150.22,150.22,150.22,0.0,0.0,147.5,147.5,147.5,0.0,0.0,148.26,148.26,148.26,0.0,0.0
2016-09-25,145.46,145.46,145.46,0.0,0.0,148.14,148.14,148.14,0.0,0.0,142.79,142.79,142.79,0.0,0.0,146.42,146.42,146.42,0.0,0.0
2016-10-02,150.84,150.84,150.84,0.0,0.0,151.4,151.4,151.4,0.0,0.0,146.42,146.42,146.42,0.0,0.0,149.72,149.72,149.72,0.0,0.0
2016-10-09,144.0,144.0,144.0,0.0,0.0,144.82,144.82,144.82,0.0,0.0,140.32,140.32,140.32,0.0,0.0,141.42,141.42,141.42,0.0,0.0
2016-10-16,152.22,152.22,152.22,0.0,0.0,156.6,156.6,156.6,0.0,0.0,151.34,151.34,151.34,0.0,0.0,156.36,156.36,156.36,0.0,0.0
2016-10-23,152.92,152.92,152.92,0.0,0.0,154.64,154.64,154.64,0.0,0.0,144.28,144.28,144.28,0.0,0.0,146.92,146.92,146.92,0.0,0.0
2016-10-30,130.32,130.32,130.32,0.0,0.0,133.56,133.56,133.56,0.0,0.0,127.92,127.92,127.92,0.0,0.0,128.64,128.64,128.64,0.0,0.0
2016-11-06,145.06,145.06,145.06,0.0,0.0,152.14,152.14,152.14,0.0,0.0,143.68,143.68,143.68,0.0,0.0,151.58,151.58,151.58,0.0,0.0
2016-11-13,162.48,162.48,162.48,0.0,0.0,163.98,163.98,163.98,0.0,0.0,160.24,160.24,160.24,0.0,0.0,162.92,162.92,162.92,0.0,0.0
2016-11-20,169.56,169.56,169.56,0.0,0.0,170.3,170.3,170.3,0.0,0.0,167.84,167.84,167.84,0.0,0.0,170.18,170.18,170.18,0.0,0.0
2016-11-27,162.22,162.22,162.22,0.0,0.0,167.64,167.64,167.64,0.0,0.0,161.28,161.28,161.28,0.0,0.0,163.16,163.16,163.16,0.0,0.0
2016-12-04,176.82,176.82,176.82,0.0,0.0,180.96,180.96,180.96,0.0,0.0,176.58,176.58,176.58,0.0,0.0,180.22,180.22,180.22,0.0,0.0
2016-12-11,182.4,182.4,182.4,0.0,0.0,183.68,183.68,183.68,0.0,0.0,179.94,179.94,179.94,0.0,0.0,182.32,182.32,182.32,0.0,0.0
2016-12-18,191.5,191.5,191.5,0.0,0.0,193.22,193.22,193.22,0.0,0.0,190.36,190.36,190.36,0.0,0.0,193.16,193.16,193.16,0.0,0.0
2016-12-25,187.92,187.92,187.92,0.0,0.0,187.98,187.98,187.98,0.0,0.0,179.94,179.94,179.94,0.0,0.0,181.96,181.96,181.96,0.0,0.0
2017-01-01,207.84,207.84,207.84,0.0,0.0,212.74,212.74,212.74,0.0,0.0,206.1,206.1,206.1,0.0,0.0,208.5,208.5,208.5,0.0,0.0
2017-01-08,215.84,215.84,215.84,0.0,0.0,217.44,217.44,217.44,0.0,0.0,212.16,212.16,212.16,0.0,0.0,214.4,214.4,214.4,0.0,0.0
2017-01-15,215.72,215.72,215.72,0.0,0.0,222.0,222.0,222.0,0.0,0.0,214.92,214.92,214.92,0.0,0.0,221.9,221.9,221.9,0.0,0.0
2017-01-22,239.58,239.58,239.58,0.0,0.0,242.32,242.32,242.32,0.0,0.0,237.44,237.44,237.44,0.0,0.0,241.48,241.48,241.48,0.0,0.0
2017-01-29,242.6,242.6,242.6,0.0,0.0,245.08,245.08,245.08,0.0,0.0,241.04,241.04,241.04,0.0,0.0,242.72,242.72,242.72,0.0,0.0
2017-02-05,249.4,249.4,249.4,0.0,0.0,252.5,252.5,252.5,0.0,0.0,248.9,248.9,248.9,0.0,0.0,250.8,250.8,250.8,0.0,0.0
2017-02-12,252.68,252.68,252.68,0.0,0.0,259.22,259.22,259.22,0.0,0.0,250.76,250.76,250.76,0.0,0.0,258.1,258.1,258.1,0.0,0.0
2017-02-19,238.08,238.08,238.08,0.0,0.0,250.9,250.9,250.9,0.0,0.0,236.88,236.88,236.88,0.0,0.0,250.5,250.5,250.5,0.0,0.0
2017-02-26,253.54,253.54,253.54,0.0,0.0,258.54,258.54,258.54,0.0,0.0,253.27,253.27,253.27,0.0,0.0,257.58,257.58,257.58,0.0,0.0
2017-03-05,263.94,263.94,263.94,0.0,0.0,265.6,265.6,265.6,0.0,0.0,260.46,260.46,260.46,0.0,0.0,265.16,265.16,265.16,0.0,0.0
2017-03-12,283.0,283.0,283.0,0.0,0.0,288.56,288.56,288.56,0.0,0.0,282.6,282.6,282.6,0.0,0.0,284.3,284.3,284.3,0.0,0.0
2017-03-19,266.6,266.6,266.6,0.0,0.0,272.2,272.2,272.2,0.0,0.0,256.0,256.0,256.0,0.0,0.0,267.64,267.64,267.64,0.0,0.0
2017-03-26,287.3,287.3,287.3,0.0,0.0,289.42,289.42,289.42,0.0,0.0,282.0,282.0,282.0,0.0,0.0,282.3,282.3,282.3,0.0,0.0
2017-04-02,276.0,276.0,276.0,0.0,0.0,279.0,279.0,279.0,0.0,0.0,268.76,268.76,268.76,0.0,0.0,269.8,269.8,269.8,0.0,0.0
2017-04-09,246.42,246.42,246.42,0.0,0.0,251.24,251.24,251.24,0.0,0.0,240.66,240.66,240.66,0.0,0.0,242.64,242.64,242.64,0.0,0.0
2017-04-16,255.12,255.12,255.12,0.0,0.0,256.44,256.44,256.44,0.0,0.0,250.24,250.24,250.24,0.0,0.0,255.76,255.76,255.76,0.0,0.0
2017-04-23,289.96,289.96,289.96,0.0,0.0,290.46,290.46,290.46,0.0,0.0,286.6,286.6,286.6,0.0,0.0,290.1,290.1,290.1,0.0,0.0
2017-04-30,302.08,302.08,302.08,0.0,0.0,304.1,304.1,304.1,0.0,0.0,298.82,298.82,298.82,0.0,0.0,300.14,300.14,300.14,0.0,0.0
2017-05-07,306.68,306.68,306.68,0.0,0.0,308.9,308.9,308.9,0.0,0.0,305.52,305.52,305.52,0.0,0.0,308.9,308.9,308.9,0.0,0.0
2017-05-14,275.54,275.54,275.54,0.0,0.0,289.22,289.22,289.22,0.0,0.0,275.34,275.34,275.34,0.0,0.0,284.8,284.8,284.8,0.0,0.0
2017-05-21,300.52,300.52,300.52,0.0,0.0,307.9,307.9,307.9,0.0,0.0,300.42,300.42,300.42,0.0,0.0,306.98,306.98,306.98,0.0,0.0
2017-05-28,312.96,312.96,312.96,0.0,0.0,316.38,316.38,316.38,0.0,0.0,311.36,311.36,311.36,0.0,0.0,313.3,313.3,313.3,0.0,0.0
2017-06-04,318.2,318.2,318.2,0.0,0.0,321.58,321.58,321.58,0.0,0.0,296.64,296.64,296.64,0.0,0.0,310.62,310.62,310.62,0.0,0.0
2017-06-11,317.82,317.82,317.82,0.0,0.0,318.7,318.7,318.7,0.0,0.0,312.0,312.0,312.0,0.0,0.0,318.7,318.7,318.7,0.0,0.0
2017-06-18,325.8,325.8,325.8,0.0,0.0,329.48,329.48,329.48,0.0,0.0,323.46,323.46,323.46,0.0,0.0,328.86,328.86,328.86,0.0,0.0
2017-06-25,325.52,325.52,325.52,0.0,0.0,328.34,328.34,328.34,0.0,0.0,311.46,311.46,311.46,0.0,0.0,322.54,322.54,322.54,0.0,0.0
2017-07-02,307.94,307.94,307.94,0.0,0.0,313.12,313.12,313.12,0.0,0.0,305.28,305.28,305.28,0.0,0.0,312.72,312.72,312.72,0.0,0.0
2017-07-09,334.28,334.28,334.28,0.0,0.0,342.48,342.48,342.48,0.0,0.0,333.94,333.94,333.94,0.0,0.0,340.0,340.0,340.0,0.0,0.0
2017-07-16,358.68,358.68,358.68,0.0,0.0,363.92,363.92,363.92,0.0,0.0,356.8,356.8,356.8,0.0,0.0,363.84,363.84,363.84,0.0,0.0
2017-07-23,357.12,357.12,357.12,0.0,0.0,362.24,362.24,362.24,0.0,0.0,351.84,351.84,351.84,0.0,0.0,360.88,360.88,360.88,0.0,0.0
2017-07-30,363.84,363.84,363.84,0.0,0.0,368.08,368.08,368.08,0.0,0.0,362.2,362.2,362.2,0.0,0.0,363.08,363.08,363.08,0.0,0.0
2017-08-06,292.8,292.8,292.8,0.0,0.0,301.28,301.28,301.28,0.0,0.0,278.52,278.52,278.52,0.0,0.0,286.72,286.72,286.72,0.0,0.0
2017-08-13,283.36,283.36,283.36,0.0,0.0,296.64,296.64,296.64,0.0,0.0,273.72,273.72,273.72,0.0,0.0,282.64,282.64,282.64,0.0,0.0
2017-08-20,308.64,308.64,308.64,0.0,0.0,312.96,312.96,312.96,0.0,0.0,305.12,305.12,305.12,0.0,0.0,311.84,311.84,311.84,0.0,0.0
2017-08-27,323.56,323.56,323.56,0.0,0.0,324.56,324.56,324.56,0.0,0.0,320.36,320.36,320.36,0.0,0.0,321.24,321.24,321.24,0.0,0.0
2017-09-03,308.8,308.8,308.8,0.0,0.0,310.08,310.08,310.08,0.0,0.0,303.12,303.12,303.12,0.0,0.0,305.32,305.32,305.32,0.0,0.0
2017-09-10,339.72,339.72,339.72,0.0,0.0,344.8,344.8,344.8,0.0,0.0,339.52,339.52,339.52,0.0,0.0,344.16,344.16,344.16,0.0,0.0
2017-09-17,352.4,352.4,352.4,0.0,0.0,358.88,358.88,358.88,0.0,0.0,349.92,349.92,349.92,0.0,0.0,356.44,356.44,356.44,0.0,0.0
2017-09-24,368.56,368.56,368.56,0.0,0.0,375.92,375.92,375.92,0.0,0.0,365.76,365.76,365.76,0.0,0.0,375.0,375.0,375.0,0.0,0.0
2017-10-01,394.0,394.0,394.0,0.0,0.0,395.44,395.44,395.44,0.0,0.0,385.42,385.42,385.42,0.0,0.0,395.2,395.2,395.2,0.0,0.0
2017-10-08,411.48,411.48,411.48,0.0,0.0,418.0,418.0,418.0,0.0,0.0,410.0,410.0,410.0,0.0,0.0,414.64,414.64,414.64,0.0,0.0
2017-10-15,432.56,432.56,432.56,0.0,0.0,434.0,434.0,434.0,0.0,0.0,429.52,429.52,429.52,0.0,0.0,432.76,432.76,432.76,0.0,0.0
2017-10-22,412.64,412.64,412.64,0.0,0.0,427.2,427.2,427.2,0.0,0.0,406.36,406.36,406.36,0.0,0.0,425.32,425.32,425.32,0.0,0.0
2017-10-29,433.8,433.8,433.8,0.0,0.0,435.32,435.32,435.32,0.0,0.0,428.12,428.12,428.12,0.0,0.0,432.48,432.48,432.48,0.0,0.0
2017-11-05,422.84,422.84,422.84,0.0,0.0,425.32,425.32,425.32,0.0,0.0,414.6,414.6,414.6,0.0,0.0,417.4,417.4,417.4,0.0,0.0
2017-11-12,414.36,414.36,414.36,0.0,0.0,423.08,423.08,423.08,0.0,0.0,413.4,413.4,413.4,0.0,0.0,420.04,420.04,420.04,0.0,0.0
2017-11-19,456.2,456.2,456.2,0.0,0.0,458.6,458.6,458.6,0.0,0.0,455.04,455.04,455.04,0.0,0.0,456.04,456.04,456.04,0.0,0.0
2017-11-26,446.72,446.72,446.72,0.0,0.0,451.32,451.32,451.32,0.0,0.0,393.12,393.12,393.12,0.0,0.0,439.04,439.04,439.04,0.0,0.0
2017-12-03,467.2,467.2,467.2,0.0,0.0,475.14,475.14,475.14,0.0,0.0,465.48,465.48,465.48,0.0,0.0,473.64,473.64,473.64,0.0,0.0
2017-12-10,497.16,497.16,497.16,0.0,0.0,513.68,513.68,513.68,0.0,0.0,497.0,497.0,497.0,0.0,0.0,509.44,509.44,509.44,0.0,0.0
2017-12-17,520.6,520.6,520.6,0.0,0.0,523.28,523.28,523.28,0.0,0.0,512.52,512.52,512.52,0.0,0.0,516.76,516.76,516.76,0.0,0.0
2017-12-24,524.8,524.8,524.8,0.0,0.0,524.8,524.8,524.8,0.0,0.0,512.0,512.0,512.0,0.0,0.0,512.84,512.84,512.84,0.0,0.0
2017-12-31,544.2,544.2,544.2,0.0,0.0,545.12,545.12,545.12,0.0,0.0,540.24,540.24,540.24,0.0,0.0,543.72,543.72,543.72,0.0,0.0
