Date,AER_stock_Open_average,AER_stock_Open_max,AER_stock_Open_min,AER_stock_Open_volatility,AER_stock_Open_change,AER_stock_High_average,AER_stock_High_max,AER_stock_High_min,AER_stock_High_volatility,AER_stock_High_change,AER_stock_Low_average,AER_stock_Low_max,AER_stock_Low_min,AER_stock_Low_volatility,AER_stock_Low_change,AER_stock_Close_average,AER_stock_Close_max,AER_stock_Close_min,AER_stock_Close_volatility,AER_stock_Close_change,AER_stock_Volume_average,AER_stock_Volume_max,AER_stock_Volume_min,AER_stock_Volume_volatility,AER_stock_Volume_change
2017-10-01,51.75,52.07,51.29,0.7800000000000011,0.6600000000000037,52.046,52.34,51.69,0.6500000000000057,0.38000000000000256,51.5,51.94,50.91,1.0300000000000011,0.3999999999999986,51.852000000000004,52.0,51.46,0.5399999999999991,0.509999999999998,831269,1040227,578123,462104,-424365
2017-10-08,52.024,52.11,51.97,0.14000000000000057,0.060000000000002274,52.327999999999996,52.47,52.13,0.3399999999999963,0.10000000000000142,51.754,51.99,51.39,0.6000000000000014,0.07000000000000028,52.11,52.35,52.0,0.3500000000000014,0.259999999999998,566119,859328,400626,458702,-51742
2017-10-15,52.458,52.72,52.12,0.6000000000000014,0.36999999999999744,52.752,53.19,52.26,0.9299999999999997,0.3399999999999963,52.244,52.62,51.74,0.8799999999999955,0.30999999999999517,52.504,53.06,52.26,0.8000000000000043,0.6200000000000045,929496,1307477,646633,660844,660844
2017-10-22,52.692,52.99,52.31,0.6799999999999997,-0.44000000000000483,52.906,53.08,52.67,0.4099999999999966,-0.4099999999999966,52.174,52.53,51.91,0.6200000000000045,-0.37999999999999545,52.512,52.9,52.06,0.8399999999999963,-0.11999999999999744,650836,928927,450896,478031,-53934
2017-10-29,52.868,54.01,52.02,1.9899999999999949,0.7399999999999949,53.344,54.5,52.86,1.6400000000000006,-0.07000000000000028,52.22,52.5,52.02,0.4799999999999969,0.23999999999999488,52.708,53.01,52.51,0.5,-0.010000000000005116,1235418,1785444,697048,1088396,-612208
2017-11-05,52.160000000000004,52.45,51.76,0.6900000000000048,-0.46000000000000085,52.376000000000005,52.59,52.2,0.39000000000000057,-0.39000000000000057,51.672,51.9,51.51,0.39000000000000057,-0.3300000000000054,52.001999999999995,52.3,51.67,0.6299999999999955,-0.6299999999999955,1062350,1182988,956493,226495,-149135
2017-11-12,50.222,50.97,49.8,1.1700000000000017,-1.0300000000000011,50.67,50.97,50.14,0.8299999999999983,-0.4099999999999966,49.716,49.93,49.07,0.8599999999999994,0.13000000000000256,50.236,50.61,49.75,0.8599999999999994,-0.13000000000000256,1341329,1957254,843627,1113627,-1113627
2017-11-19,50.8725,51.1,50.54,0.5600000000000023,0.490000000000002,51.22,51.44,50.97,0.46999999999999886,0.46999999999999886,50.7075,51.03,50.38,0.6499999999999986,0.6499999999999986,50.925,51.31,50.71,0.6000000000000014,0.44000000000000483,741828,1475857,277458,1198399,-1198399
2017-11-26,51.598,52.0,51.12,0.8800000000000026,0.740000000000002,52.013999999999996,52.5,51.47,1.0300000000000011,1.0300000000000011,51.174,51.49,50.83,0.6600000000000037,0.4299999999999997,51.738,52.14,51.13,1.009999999999998,1.009999999999998,1453598,2870974,516680,2354294,919313
2017-12-03,52.076,52.46,51.79,0.6700000000000017,-0.060000000000002274,52.418,52.64,52.22,0.4200000000000017,-0.03999999999999915,51.698,52.06,51.18,0.8800000000000026,0.2700000000000031,52.058,52.36,51.77,0.5899999999999963,0.38000000000000256,1213004,1282643,1037389,245254,-28325
2017-12-10,52.376,52.65,52.12,0.5300000000000011,-0.240000000000002,52.827999999999996,53.16,52.65,0.509999999999998,0.509999999999998,51.932,52.28,51.34,0.9399999999999977,0.14000000000000057,52.394,52.67,52.06,0.6099999999999994,0.6099999999999994,1395149,1828882,1134879,694003,-277456
2017-12-17,53.012,53.28,52.66,0.6200000000000045,0.20000000000000284,53.358,53.56,53.18,0.38000000000000256,-0.28000000000000114,52.708,52.8,52.64,0.1599999999999966,-0.01999999999999602,52.898,53.06,52.69,0.37000000000000455,0.03999999999999915,876966,1098722,694114,404608,-404608
2017-12-24,52.947500000000005,53.06,52.84,0.21999999999999886,0.03999999999999915,53.0975,53.17,52.93,0.240000000000002,0.010000000000005116,52.635000000000005,52.81,52.5,0.3100000000000023,-0.21999999999999886,52.81,52.99,52.61,0.38000000000000256,-0.23000000000000398,584766,669337,417154,252183,252183
2017-12-31,52.84,52.99,52.64,0.3500000000000014,0.3399999999999963,53.2725,53.44,52.95,0.4899999999999949,0.0899999999999963,52.6275,52.83,52.42,0.4099999999999966,0.4099999999999966,52.8875,53.27,52.63,0.6400000000000006,0.6400000000000006,1286728,1781703,765888,1015815,-519773
