Date,AlphaMark Actively Managed Small_etf_Open_average,AlphaMark Actively Managed Small_etf_Open_max,AlphaMark Actively Managed Small_etf_Open_min,AlphaMark Actively Managed Small_etf_Open_volatility,AlphaMark Actively Managed Small_etf_Open_change,AlphaMark Actively Managed Small_etf_High_average,AlphaMark Actively Managed Small_etf_High_max,AlphaMark Actively Managed Small_etf_High_min,AlphaMark Actively Managed Small_etf_High_volatility,AlphaMark Actively Managed Small_etf_High_change,AlphaMark Actively Managed Small_etf_Low_average,AlphaMark Actively Managed Small_etf_Low_max,AlphaMark Actively Managed Small_etf_Low_min,AlphaMark Actively Managed Small_etf_Low_volatility,AlphaMark Actively Managed Small_etf_Low_change,AlphaMark Actively Managed Small_etf_Close_average,AlphaMark Actively Managed Small_etf_Close_max,AlphaMark Actively Managed Small_etf_Close_min,AlphaMark Actively Managed Small_etf_Close_volatility,AlphaMark Actively Managed Small_etf_Close_change
2016-03-13,21.57,21.57,21.57,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2016-03-20,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2016-03-27,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2016-04-03,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2016-04-10,21.9,21.9,21.9,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2016-04-17,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2016-04-24,21.76,21.76,21.76,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2016-05-01,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2016-05-08,21.31,21.31,21.31,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2016-05-15,20.74,20.74,20.74,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2016-05-22,21.43,21.43,21.43,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2016-05-29,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2016-06-05,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2016-06-12,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2016-06-19,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2016-06-26,20.96,20.96,20.96,0.0,0.0,21.22,21.22,21.22,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2016-07-03,21.72,21.72,21.72,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2016-07-10,22.36,22.36,22.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,21.69,21.69,21.69,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2016-07-17,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2016-07-24,21.97,21.97,21.97,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-07-31,22.12,22.12,22.12,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2016-08-07,22.16,22.16,22.16,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2016-08-14,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2016-08-21,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2016-08-28,22.15,22.15,22.15,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2016-09-04,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2016-09-11,22.08,22.08,22.08,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2016-09-18,22.46,22.46,22.46,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2016-09-25,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2016-10-02,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2016-10-09,21.85,21.85,21.85,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2016-10-16,21.45,21.45,21.45,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2016-10-23,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2016-10-30,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2016-11-06,20.34,20.34,20.34,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2016-11-13,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2016-11-20,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2016-11-27,21.01,21.01,21.01,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2016-12-04,22.59,22.59,22.59,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2016-12-11,22.57,22.57,22.57,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2016-12-18,22.51,22.51,22.51,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2016-12-25,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2017-01-01,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-01-08,22.97,22.97,22.97,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2017-01-15,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2017-01-22,23.09,23.09,23.09,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-01-29,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-02-05,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2017-02-12,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2017-02-19,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2017-02-26,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2017-03-05,24.2,24.2,24.2,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2017-03-12,24.38,24.38,24.38,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2017-03-19,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2017-03-26,24.34,24.34,24.34,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2017-04-02,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2017-04-09,23.96,23.96,23.96,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2017-04-16,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2017-04-23,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2017-04-30,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2017-05-07,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2017-05-14,24.56,24.56,24.56,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2017-05-21,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2017-05-28,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2017-06-04,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2017-06-11,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2017-06-18,24.22,24.22,24.22,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2017-06-25,24.13,24.13,24.13,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2017-07-02,24.06,24.06,24.06,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2017-07-09,24.19,24.19,24.19,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2017-07-16,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2017-07-23,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2017-07-30,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2017-08-06,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-08-13,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2017-08-20,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2017-08-27,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2017-09-03,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-09-10,24.21,24.21,24.21,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.76,23.76,23.76,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2017-09-17,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2017-09-24,24.03,24.03,24.03,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2017-10-01,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2017-10-08,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2017-10-15,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2017-10-22,23.76,23.76,23.76,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2017-10-29,23.75,23.75,23.75,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2017-11-05,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2017-11-12,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2017-11-19,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2017-11-26,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2017-12-03,25.25,25.25,25.25,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2017-12-10,25.58,25.58,25.58,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2017-12-17,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2017-12-24,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2017-12-31,26.53,26.53,26.53,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.55,26.55,26.55,0.0,0.0
