Date,iShares US Broker Dealers_etf_Open_average,iShares US Broker Dealers_etf_Open_max,iShares US Broker Dealers_etf_Open_min,iShares US Broker Dealers_etf_Open_volatility,iShares US Broker Dealers_etf_Open_change,iShares US Broker Dealers_etf_High_average,iShares US Broker Dealers_etf_High_max,iShares US Broker Dealers_etf_High_min,iShares US Broker Dealers_etf_High_volatility,iShares US Broker Dealers_etf_High_change,iShares US Broker Dealers_etf_Low_average,iShares US Broker Dealers_etf_Low_max,iShares US Broker Dealers_etf_Low_min,iShares US Broker Dealers_etf_Low_volatility,iShares US Broker Dealers_etf_Low_change,iShares US Broker Dealers_etf_Close_average,iShares US Broker Dealers_etf_Close_max,iShares US Broker Dealers_etf_Close_min,iShares US Broker Dealers_etf_Close_volatility,iShares US Broker Dealers_etf_Close_change
2017-02-05,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2017-02-12,53.04,53.04,53.04,0.0,0.0,53.39,53.39,53.39,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2017-02-19,52.65,52.65,52.65,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2017-02-26,52.92,52.92,52.92,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.76,52.76,52.76,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-03-05,53.12,53.12,53.12,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2017-03-12,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-03-19,50.84,50.84,50.84,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2017-03-26,51.13,51.13,51.13,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-04-02,50.12,50.12,50.12,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2017-04-09,49.37,49.37,49.37,0.0,0.0,49.77,49.77,49.77,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2017-04-16,50.52,50.52,50.52,0.0,0.0,50.58,50.58,50.58,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2017-04-23,50.77,50.77,50.77,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2017-04-30,51.23,51.23,51.23,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2017-05-07,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2017-05-14,49.35,49.35,49.35,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2017-05-21,50.52,50.52,50.52,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2017-05-28,50.1,50.1,50.1,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-06-04,52.01,52.01,52.01,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2017-06-11,53.05,53.05,53.05,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2017-06-18,52.28,52.28,52.28,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2017-06-25,53.59,53.59,53.59,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2017-07-02,54.01,54.01,54.01,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2017-07-09,53.95,53.95,53.95,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2017-07-16,54.35,54.35,54.35,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2017-07-23,54.49,54.49,54.49,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2017-07-30,54.96,54.96,54.96,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2017-08-06,53.71,53.71,53.71,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2017-08-13,52.8,52.8,52.8,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2017-08-20,53.61,53.61,53.61,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2017-08-27,53.65,53.65,53.65,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2017-09-03,52.53,52.53,52.53,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2017-09-10,54.07,54.07,54.07,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2017-09-17,55.41,55.41,55.41,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2017-09-24,56.81,56.81,56.81,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.81,56.81,56.81,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2017-10-01,58.58,58.58,58.58,0.0,0.0,58.86,58.86,58.86,0.0,0.0,57.89,57.89,57.89,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2017-10-08,57.78,57.78,57.78,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2017-10-15,57.74,57.74,57.74,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2017-10-22,57.78,57.78,57.78,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.51,57.51,57.51,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2017-10-29,58.43,58.43,58.43,0.0,0.0,58.43,58.43,58.43,0.0,0.0,57.88,57.88,57.88,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2017-11-05,57.65,57.65,57.65,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2017-11-12,57.9,57.9,57.9,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2017-11-19,59.27,59.27,59.27,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2017-11-26,61.84,61.84,61.84,0.0,0.0,62.18,62.18,62.18,0.0,0.0,60.88,60.88,60.88,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2017-12-03,62.9,62.9,62.9,0.0,0.0,63.11,63.11,63.11,0.0,0.0,62.31,62.31,62.31,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2017-12-10,63.0,63.0,63.0,0.0,0.0,63.26,63.26,63.26,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2017-12-17,63.35,63.35,63.35,0.0,0.0,63.35,63.35,63.35,0.0,0.0,62.82,62.82,62.82,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2017-12-24,63.16,63.16,63.16,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.77,62.77,62.77,0.0,0.0
2017-12-31,63.93,63.93,63.93,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.69,63.69,63.69,0.0,0.0,64.09,64.09,64.09,0.0,0.0
