Date,PowerShares International Dividend Achievers PortfEtf_Open_average,PowerShares International Dividend Achievers PortfEtf_Open_max,PowerShares International Dividend Achievers PortfEtf_Open_min,PowerShares International Dividend Achievers PortfEtf_Open_volatility,PowerShares International Dividend Achievers PortfEtf_Open_change,PowerShares International Dividend Achievers PortfEtf_High_average,PowerShares International Dividend Achievers PortfEtf_High_max,PowerShares International Dividend Achievers PortfEtf_High_min,PowerShares International Dividend Achievers PortfEtf_High_volatility,PowerShares International Dividend Achievers PortfEtf_High_change,PowerShares International Dividend Achievers PortfEtf_Low_average,PowerShares International Dividend Achievers PortfEtf_Low_max,PowerShares International Dividend Achievers PortfEtf_Low_min,PowerShares International Dividend Achievers PortfEtf_Low_volatility,PowerShares International Dividend Achievers PortfEtf_Low_change,PowerShares International Dividend Achievers PortfEtf_Close_average,PowerShares International Dividend Achievers PortfEtf_Close_max,PowerShares International Dividend Achievers PortfEtf_Close_min,PowerShares International Dividend Achievers PortfEtf_Close_volatility,PowerShares International Dividend Achievers PortfEtf_Close_change
2016-05-08,14.06,14.06,14.06,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2016-05-15,14.1,14.1,14.1,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.14,14.14,14.14,0.0,0.0
2016-05-22,14.43,14.43,14.43,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2016-05-29,14.36,14.36,14.36,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2016-06-05,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2016-06-12,13.61,13.61,13.61,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2016-06-19,13.58,13.58,13.58,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2016-06-26,14.12,14.12,14.12,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.14,14.14,14.14,0.0,0.0
2016-07-03,13.88,13.88,13.88,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2016-07-10,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2016-07-17,14.38,14.38,14.38,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2016-07-24,14.18,14.18,14.18,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2016-07-31,14.25,14.25,14.25,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2016-08-07,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2016-08-14,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2016-08-21,14.72,14.72,14.72,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2016-08-28,14.73,14.73,14.73,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2016-09-04,14.87,14.87,14.87,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2016-09-11,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2016-09-18,14.56,14.56,14.56,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.49,14.49,14.49,0.0,0.0
2016-09-25,14.71,14.71,14.71,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2016-10-02,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2016-10-09,14.51,14.51,14.51,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2016-10-16,14.45,14.45,14.45,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.49,14.49,14.49,0.0,0.0
2016-10-23,14.37,14.37,14.37,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2016-10-30,13.81,13.81,13.81,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2016-11-06,14.04,14.04,14.04,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2016-11-13,13.96,13.96,13.96,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.96,13.96,13.96,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2016-11-20,14.3,14.3,14.3,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2016-11-27,14.3,14.3,14.3,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2016-12-04,14.78,14.78,14.78,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2016-12-11,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2016-12-18,14.31,14.31,14.31,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2016-12-25,14.43,14.43,14.43,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2017-01-01,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2017-01-08,14.97,14.97,14.97,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2017-01-15,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2017-01-22,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2017-01-29,14.75,14.75,14.75,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2017-02-05,14.8,14.8,14.8,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2017-02-12,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2017-02-19,15.01,15.01,15.01,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2017-02-26,14.85,14.85,14.85,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2017-03-05,14.71,14.71,14.71,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2017-03-12,14.91,14.91,14.91,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2017-03-19,14.87,14.87,14.87,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2017-03-26,15.0,15.0,15.0,0.0,0.0,15.07,15.07,15.07,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2017-04-02,14.99,14.99,14.99,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2017-04-09,15.03,15.03,15.03,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2017-04-16,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2017-04-23,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2017-04-30,15.03,15.03,15.03,0.0,0.0,15.18,15.18,15.18,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2017-05-07,15.15,15.15,15.15,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2017-05-14,15.18,15.18,15.18,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2017-05-21,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2017-05-28,15.47,15.47,15.47,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2017-06-04,15.25,15.25,15.25,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2017-06-11,15.1,15.1,15.1,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2017-06-18,15.13,15.13,15.13,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2017-06-25,15.38,15.38,15.38,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-07-02,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2017-07-09,15.57,15.57,15.57,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2017-07-16,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2017-07-23,15.72,15.72,15.72,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2017-07-30,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2017-08-06,15.36,15.36,15.36,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2017-08-13,15.46,15.46,15.46,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2017-08-20,15.76,15.76,15.76,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2017-08-27,15.89,15.89,15.89,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2017-09-03,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2017-09-10,16.16,16.16,16.16,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-09-17,16.1,16.1,16.1,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2017-09-24,16.16,16.16,16.16,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2017-10-01,16.08,16.08,16.08,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2017-10-08,16.24,16.24,16.24,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2017-10-15,16.26,16.26,16.26,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2017-10-22,15.87,15.87,15.87,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2017-10-29,15.89,15.89,15.89,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2017-11-05,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2017-11-12,15.76,15.76,15.76,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2017-11-19,16.11,16.11,16.11,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2017-11-26,16.03,16.03,16.03,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.96,15.96,15.96,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2017-12-03,15.98,15.98,15.98,0.0,0.0,16.04,16.04,16.04,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2017-12-10,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2017-12-17,16.37,16.37,16.37,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2017-12-24,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2017-12-31,16.93,16.93,16.93,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.92,16.92,16.92,0.0,0.0
