Date,Vanguard Intermediate-Term Bond_etf_Open_average,Vanguard Intermediate-Term Bond_etf_Open_max,Vanguard Intermediate-Term Bond_etf_Open_min,Vanguard Intermediate-Term Bond_etf_Open_volatility,Vanguard Intermediate-Term Bond_etf_Open_change,Vanguard Intermediate-Term Bond_etf_High_average,Vanguard Intermediate-Term Bond_etf_High_max,Vanguard Intermediate-Term Bond_etf_High_min,Vanguard Intermediate-Term Bond_etf_High_volatility,Vanguard Intermediate-Term Bond_etf_High_change,Vanguard Intermediate-Term Bond_etf_Low_average,Vanguard Intermediate-Term Bond_etf_Low_max,Vanguard Intermediate-Term Bond_etf_Low_min,Vanguard Intermediate-Term Bond_etf_Low_volatility,Vanguard Intermediate-Term Bond_etf_Low_change,Vanguard Intermediate-Term Bond_etf_Close_average,Vanguard Intermediate-Term Bond_etf_Close_max,Vanguard Intermediate-Term Bond_etf_Close_min,Vanguard Intermediate-Term Bond_etf_Close_volatility,Vanguard Intermediate-Term Bond_etf_Close_change
2016-05-08,86.55,86.55,86.55,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.48,86.48,86.48,0.0,0.0,86.65,86.65,86.65,0.0,0.0
2016-05-15,85.75,85.75,85.75,0.0,0.0,85.89,85.89,85.89,0.0,0.0,85.72,85.72,85.72,0.0,0.0,85.89,85.89,85.89,0.0,0.0
2016-05-22,86.03,86.03,86.03,0.0,0.0,86.04,86.04,86.04,0.0,0.0,85.75,85.75,85.75,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2016-05-29,86.47,86.47,86.47,0.0,0.0,86.68,86.68,86.68,0.0,0.0,86.32,86.32,86.32,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2016-06-05,87.03,87.03,87.03,0.0,0.0,87.13,87.13,87.13,0.0,0.0,86.92,86.92,86.92,0.0,0.0,86.97,86.97,86.97,0.0,0.0
2016-06-12,87.32,87.32,87.32,0.0,0.0,87.34,87.34,87.34,0.0,0.0,87.07,87.07,87.07,0.0,0.0,87.13,87.13,87.13,0.0,0.0
2016-06-19,87.6,87.6,87.6,0.0,0.0,87.7,87.7,87.7,0.0,0.0,87.15,87.15,87.15,0.0,0.0,87.42,87.42,87.42,0.0,0.0
2016-06-26,88.14,88.14,88.14,0.0,0.0,88.2,88.2,88.2,0.0,0.0,87.94,87.94,87.94,0.0,0.0,88.11,88.11,88.11,0.0,0.0
2016-07-03,88.37,88.37,88.37,0.0,0.0,88.58,88.58,88.58,0.0,0.0,88.25,88.25,88.25,0.0,0.0,88.54,88.54,88.54,0.0,0.0
2016-07-10,87.65,87.65,87.65,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.58,87.58,87.58,0.0,0.0
2016-07-17,87.72,87.72,87.72,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.66,87.66,87.66,0.0,0.0,87.71,87.71,87.71,0.0,0.0
2016-07-24,88.2,88.2,88.2,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.05,88.05,88.05,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2016-07-31,87.92,87.92,87.92,0.0,0.0,87.98,87.98,87.98,0.0,0.0,87.56,87.56,87.56,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2016-08-07,88.08,88.08,88.08,0.0,0.0,88.19,88.19,88.19,0.0,0.0,87.93,87.93,87.93,0.0,0.0,88.01,88.01,88.01,0.0,0.0
2016-08-14,87.82,87.82,87.82,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.63,87.63,87.63,0.0,0.0,87.74,87.74,87.74,0.0,0.0
2016-08-21,87.82,87.82,87.82,0.0,0.0,87.95,87.95,87.95,0.0,0.0,87.34,87.34,87.34,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2016-08-28,87.58,87.58,87.58,0.0,0.0,87.58,87.58,87.58,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.46,87.46,87.46,0.0,0.0
2016-09-04,87.19,87.19,87.19,0.0,0.0,87.29,87.29,87.29,0.0,0.0,87.06,87.06,87.06,0.0,0.0,87.08,87.08,87.08,0.0,0.0
2016-09-11,87.24,87.24,87.24,0.0,0.0,87.26,87.26,87.26,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.19,87.19,87.19,0.0,0.0
2016-09-18,87.58,87.58,87.58,0.0,0.0,87.66,87.66,87.66,0.0,0.0,87.48,87.48,87.48,0.0,0.0,87.58,87.58,87.58,0.0,0.0
2016-09-25,87.85,87.85,87.85,0.0,0.0,87.87,87.87,87.87,0.0,0.0,87.57,87.57,87.57,0.0,0.0,87.66,87.66,87.66,0.0,0.0
2016-10-02,86.92,86.92,86.92,0.0,0.0,87.0,87.0,87.0,0.0,0.0,86.71,86.71,86.71,0.0,0.0,86.94,86.94,86.94,0.0,0.0
2016-10-09,86.85,86.85,86.85,0.0,0.0,86.99,86.99,86.99,0.0,0.0,86.76,86.76,86.76,0.0,0.0,86.76,86.76,86.76,0.0,0.0
2016-10-16,87.15,87.15,87.15,0.0,0.0,87.2,87.2,87.2,0.0,0.0,87.03,87.03,87.03,0.0,0.0,87.13,87.13,87.13,0.0,0.0
2016-10-23,86.49,86.49,86.49,0.0,0.0,86.64,86.64,86.64,0.0,0.0,86.4,86.4,86.4,0.0,0.0,86.55,86.55,86.55,0.0,0.0
2016-10-30,86.65,86.65,86.65,0.0,0.0,86.78,86.78,86.78,0.0,0.0,86.6,86.6,86.6,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2016-11-06,84.98,84.98,84.98,0.0,0.0,85.06,85.06,85.06,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.75,84.75,84.75,0.0,0.0
2016-11-13,84.13,84.13,84.13,0.0,0.0,84.17,84.17,84.17,0.0,0.0,83.71,83.71,83.71,0.0,0.0,83.78,83.78,83.78,0.0,0.0
2016-11-20,83.69,83.69,83.69,0.0,0.0,83.74,83.74,83.74,0.0,0.0,83.49,83.49,83.49,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2016-11-27,83.34,83.34,83.34,0.0,0.0,83.58,83.58,83.58,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.41,83.41,83.41,0.0,0.0
2016-12-04,83.52,83.52,83.52,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.26,83.26,83.26,0.0,0.0
2016-12-11,82.62,82.62,82.62,0.0,0.0,82.77,82.77,82.77,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.48,82.48,82.48,0.0,0.0
2016-12-18,82.46,82.46,82.46,0.0,0.0,82.49,82.49,82.49,0.0,0.0,82.33,82.33,82.33,0.0,0.0,82.45,82.45,82.45,0.0,0.0
2016-12-25,82.82,82.82,82.82,0.0,0.0,83.16,83.16,83.16,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.07,83.07,83.07,0.0,0.0
2017-01-01,83.34,83.34,83.34,0.0,0.0,83.4,83.4,83.4,0.0,0.0,83.11,83.11,83.11,0.0,0.0,83.2,83.2,83.2,0.0,0.0
2017-01-08,83.35,83.35,83.35,0.0,0.0,83.51,83.51,83.51,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.38,83.38,83.38,0.0,0.0
2017-01-15,82.91,82.91,82.91,0.0,0.0,83.19,83.19,83.19,0.0,0.0,82.91,82.91,82.91,0.0,0.0,83.16,83.16,83.16,0.0,0.0
2017-01-22,83.06,83.06,83.06,0.0,0.0,83.16,83.16,83.16,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.1,83.1,83.1,0.0,0.0
2017-01-29,83.22,83.22,83.22,0.0,0.0,83.37,83.37,83.37,0.0,0.0,82.97,82.97,82.97,0.0,0.0,83.13,83.13,83.13,0.0,0.0
2017-02-05,83.29,83.29,83.29,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.42,83.42,83.42,0.0,0.0
2017-02-12,83.39,83.39,83.39,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.41,83.41,83.41,0.0,0.0
2017-02-19,83.94,83.94,83.94,0.0,0.0,84.11,84.11,84.11,0.0,0.0,83.88,83.88,83.88,0.0,0.0,84.04,84.04,84.04,0.0,0.0
2017-02-26,82.99,82.99,82.99,0.0,0.0,83.08,83.08,83.08,0.0,0.0,82.83,82.83,82.83,0.0,0.0,83.07,83.07,83.07,0.0,0.0
2017-03-05,82.46,82.46,82.46,0.0,0.0,82.55,82.55,82.55,0.0,0.0,82.35,82.35,82.35,0.0,0.0,82.54,82.54,82.54,0.0,0.0
2017-03-12,82.93,82.93,82.93,0.0,0.0,83.1,83.1,83.1,0.0,0.0,82.92,82.92,82.92,0.0,0.0,83.05,83.05,83.05,0.0,0.0
2017-03-19,83.4,83.4,83.4,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.48,83.48,83.48,0.0,0.0
2017-03-26,83.6,83.6,83.6,0.0,0.0,83.66,83.66,83.66,0.0,0.0,83.53,83.53,83.53,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2017-04-02,83.94,83.94,83.94,0.0,0.0,84.04,84.04,84.04,0.0,0.0,83.57,83.57,83.57,0.0,0.0,83.57,83.57,83.57,0.0,0.0
2017-04-09,84.42,84.42,84.42,0.0,0.0,84.51,84.51,84.51,0.0,0.0,84.28,84.28,84.28,0.0,0.0,84.38,84.38,84.38,0.0,0.0
2017-04-16,84.49,84.49,84.49,0.0,0.0,84.62,84.62,84.62,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.51,84.51,84.51,0.0,0.0
2017-04-23,84.22,84.22,84.22,0.0,0.0,84.46,84.46,84.46,0.0,0.0,84.17,84.17,84.17,0.0,0.0,84.39,84.39,84.39,0.0,0.0
2017-04-30,83.9,83.9,83.9,0.0,0.0,83.97,83.97,83.97,0.0,0.0,83.81,83.81,83.81,0.0,0.0,83.92,83.92,83.92,0.0,0.0
2017-05-07,84.09,84.09,84.09,0.0,0.0,84.25,84.25,84.25,0.0,0.0,84.06,84.06,84.06,0.0,0.0,84.21,84.21,84.21,0.0,0.0
2017-05-14,84.71,84.71,84.71,0.0,0.0,84.77,84.77,84.77,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.71,84.71,84.71,0.0,0.0
2017-05-21,84.66,84.66,84.66,0.0,0.0,84.77,84.77,84.77,0.0,0.0,84.61,84.61,84.61,0.0,0.0,84.64,84.64,84.64,0.0,0.0
2017-05-28,84.94,84.94,84.94,0.0,0.0,85.09,85.09,85.09,0.0,0.0,84.88,84.88,84.88,0.0,0.0,84.97,84.97,84.97,0.0,0.0
2017-06-04,84.71,84.71,84.71,0.0,0.0,84.89,84.89,84.89,0.0,0.0,84.71,84.71,84.71,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2017-06-11,85.08,85.08,85.08,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.06,85.06,85.06,0.0,0.0,85.14,85.14,85.14,0.0,0.0
2017-06-18,85.1,85.1,85.1,0.0,0.0,85.15,85.15,85.15,0.0,0.0,85.01,85.01,85.01,0.0,0.0,85.14,85.14,85.14,0.0,0.0
2017-06-25,84.68,84.68,84.68,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.46,84.46,84.46,0.0,0.0,84.53,84.53,84.53,0.0,0.0
2017-07-02,84.05,84.05,84.05,0.0,0.0,84.07,84.07,84.07,0.0,0.0,83.91,83.91,83.91,0.0,0.0,83.96,83.96,83.96,0.0,0.0
2017-07-09,84.68,84.68,84.68,0.0,0.0,84.74,84.74,84.74,0.0,0.0,84.51,84.51,84.51,0.0,0.0,84.56,84.56,84.56,0.0,0.0
2017-07-16,85.0,85.0,85.0,0.0,0.0,85.09,85.09,85.09,0.0,0.0,84.94,84.94,84.94,0.0,0.0,85.05,85.05,85.05,0.0,0.0
2017-07-23,84.77,84.77,84.77,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.87,84.87,84.87,0.0,0.0
2017-07-30,84.82,84.82,84.82,0.0,0.0,84.9,84.9,84.9,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.81,84.81,84.81,0.0,0.0
2017-08-06,84.96,84.96,84.96,0.0,0.0,85.12,85.12,85.12,0.0,0.0,84.9,84.9,84.9,0.0,0.0,85.11,85.11,85.11,0.0,0.0
2017-08-13,85.22,85.22,85.22,0.0,0.0,85.27,85.27,85.27,0.0,0.0,85.01,85.01,85.01,0.0,0.0,85.01,85.01,85.01,0.0,0.0
2017-08-20,85.18,85.18,85.18,0.0,0.0,85.34,85.34,85.34,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.27,85.27,85.27,0.0,0.0
2017-08-27,85.32,85.32,85.32,0.0,0.0,85.35,85.35,85.35,0.0,0.0,85.15,85.15,85.15,0.0,0.0,85.2,85.2,85.2,0.0,0.0
2017-09-03,85.79,85.79,85.79,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.69,85.69,85.69,0.0,0.0
2017-09-10,85.14,85.14,85.14,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.01,85.01,85.01,0.0,0.0,85.08,85.08,85.08,0.0,0.0
2017-09-17,84.86,84.86,84.86,0.0,0.0,84.93,84.93,84.93,0.0,0.0,84.8,84.8,84.8,0.0,0.0,84.8,84.8,84.8,0.0,0.0
2017-09-24,84.86,84.86,84.86,0.0,0.0,84.92,84.92,84.92,0.0,0.0,84.63,84.63,84.63,0.0,0.0,84.66,84.66,84.66,0.0,0.0
2017-10-01,84.34,84.34,84.34,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.41,84.41,84.41,0.0,0.0
2017-10-08,84.84,84.84,84.84,0.0,0.0,84.93,84.93,84.93,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2017-10-15,84.47,84.47,84.47,0.0,0.0,84.53,84.53,84.53,0.0,0.0,84.38,84.38,84.38,0.0,0.0,84.4,84.4,84.4,0.0,0.0
2017-10-22,84.17,84.17,84.17,0.0,0.0,84.36,84.36,84.36,0.0,0.0,84.15,84.15,84.15,0.0,0.0,84.35,84.35,84.35,0.0,0.0
2017-10-29,84.5,84.5,84.5,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.34,84.34,84.34,0.0,0.0,84.48,84.48,84.48,0.0,0.0
2017-11-05,84.16,84.16,84.16,0.0,0.0,84.2,84.2,84.2,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0
2017-11-12,84.3,84.3,84.3,0.0,0.0,84.33,84.33,84.33,0.0,0.0,84.23,84.23,84.23,0.0,0.0,84.28,84.28,84.28,0.0,0.0
2017-11-19,84.37,84.37,84.37,0.0,0.0,84.43,84.43,84.43,0.0,0.0,84.36,84.36,84.36,0.0,0.0,84.36,84.36,84.36,0.0,0.0
2017-11-26,84.01,84.01,84.01,0.0,0.0,84.38,84.38,84.38,0.0,0.0,83.83,83.83,83.83,0.0,0.0,84.12,84.12,84.12,0.0,0.0
2017-12-03,84.17,84.17,84.17,0.0,0.0,84.2,84.2,84.2,0.0,0.0,84.06,84.06,84.06,0.0,0.0,84.09,84.09,84.09,0.0,0.0
2017-12-10,84.21,84.21,84.21,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.11,84.11,84.11,0.0,0.0,84.25,84.25,84.25,0.0,0.0
2017-12-17,83.66,83.66,83.66,0.0,0.0,83.75,83.75,83.75,0.0,0.0,83.65,83.65,83.65,0.0,0.0,83.72,83.72,83.72,0.0,0.0
2017-12-24,83.75,83.75,83.75,0.0,0.0,83.83,83.83,83.83,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.83,83.83,83.83,0.0,0.0
2017-12-31,83.62,83.62,83.62,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.51,83.51,83.51,0.0,0.0,83.54,83.54,83.54,0.0,0.0
