Date,SPDR S&P ChinaEtf_Open_average,SPDR S&P ChinaEtf_Open_max,SPDR S&P ChinaEtf_Open_min,SPDR S&P ChinaEtf_Open_volatility,SPDR S&P ChinaEtf_Open_change,SPDR S&P ChinaEtf_High_average,SPDR S&P ChinaEtf_High_max,SPDR S&P ChinaEtf_High_min,SPDR S&P ChinaEtf_High_volatility,SPDR S&P ChinaEtf_High_change,SPDR S&P ChinaEtf_Low_average,SPDR S&P ChinaEtf_Low_max,SPDR S&P ChinaEtf_Low_min,SPDR S&P ChinaEtf_Low_volatility,SPDR S&P ChinaEtf_Low_change,SPDR S&P ChinaEtf_Close_average,SPDR S&P ChinaEtf_Close_max,SPDR S&P ChinaEtf_Close_min,SPDR S&P ChinaEtf_Close_volatility,SPDR S&P ChinaEtf_Close_change
2016-10-23,77.88,77.88,77.88,0.0,0.0,78.06,78.06,78.06,0.0,0.0,77.36,77.36,77.36,0.0,0.0,77.52,77.52,77.52,0.0,0.0
2016-10-30,75.41,75.41,75.41,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2016-11-06,74.27,74.27,74.27,0.0,0.0,75.01,75.01,75.01,0.0,0.0,73.93,73.93,73.93,0.0,0.0,74.64,74.64,74.64,0.0,0.0
2016-11-13,75.05,75.05,75.05,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2016-11-20,76.4,76.4,76.4,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.33,76.33,76.33,0.0,0.0
2016-11-27,75.97,75.97,75.97,0.0,0.0,76.31,76.31,76.31,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2016-12-04,76.11,76.11,76.11,0.0,0.0,76.38,76.38,76.38,0.0,0.0,76.02,76.02,76.02,0.0,0.0,76.31,76.31,76.31,0.0,0.0
2016-12-11,72.14,72.14,72.14,0.0,0.0,72.41,72.41,72.41,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.71,71.71,71.71,0.0,0.0
2016-12-18,70.33,70.33,70.33,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2016-12-25,72.39,72.39,72.39,0.0,0.0,72.6,72.6,72.6,0.0,0.0,71.85,71.85,71.85,0.0,0.0,72.05,72.05,72.05,0.0,0.0
2017-01-01,74.7,74.7,74.7,0.0,0.0,74.7,74.7,74.7,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.36,74.36,74.36,0.0,0.0
2017-01-08,75.84,75.84,75.84,0.0,0.0,76.18,76.18,76.18,0.0,0.0,75.84,75.84,75.84,0.0,0.0,76.02,76.02,76.02,0.0,0.0
2017-01-15,76.01,76.01,76.01,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.86,75.86,75.86,0.0,0.0
2017-01-22,77.53,77.53,77.53,0.0,0.0,77.62,77.62,77.62,0.0,0.0,77.22,77.22,77.22,0.0,0.0,77.38,77.38,77.38,0.0,0.0
2017-01-29,77.38,77.38,77.38,0.0,0.0,77.55,77.55,77.55,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2017-02-05,79.32,79.32,79.32,0.0,0.0,79.88,79.88,79.88,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.74,79.74,79.74,0.0,0.0
2017-02-12,80.21,80.21,80.21,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2017-02-19,80.69,80.69,80.69,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2017-02-26,80.25,80.25,80.25,0.0,0.0,80.41,80.41,80.41,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.17,80.17,80.17,0.0,0.0
2017-03-05,79.96,79.96,79.96,0.0,0.0,80.11,80.11,80.11,0.0,0.0,79.76,79.76,79.76,0.0,0.0,80.03,80.03,80.03,0.0,0.0
2017-03-12,83.06,83.06,83.06,0.0,0.0,83.1,83.1,83.1,0.0,0.0,82.74,82.74,82.74,0.0,0.0,82.82,82.82,82.82,0.0,0.0
2017-03-19,83.15,83.15,83.15,0.0,0.0,83.45,83.45,83.45,0.0,0.0,83.01,83.01,83.01,0.0,0.0,83.25,83.25,83.25,0.0,0.0
2017-03-26,82.09,82.09,82.09,0.0,0.0,82.26,82.26,82.26,0.0,0.0,81.98,81.98,81.98,0.0,0.0,82.05,82.05,82.05,0.0,0.0
2017-04-02,82.88,82.88,82.88,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.76,82.76,82.76,0.0,0.0,83.04,83.04,83.04,0.0,0.0
2017-04-09,82.82,82.82,82.82,0.0,0.0,83.02,83.02,83.02,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.37,82.37,82.37,0.0,0.0
2017-04-16,82.39,82.39,82.39,0.0,0.0,82.76,82.76,82.76,0.0,0.0,82.37,82.37,82.37,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2017-04-23,83.91,83.91,83.91,0.0,0.0,83.91,83.91,83.91,0.0,0.0,83.54,83.54,83.54,0.0,0.0,83.78,83.78,83.78,0.0,0.0
2017-04-30,82.43,82.43,82.43,0.0,0.0,82.83,82.83,82.83,0.0,0.0,82.23,82.23,82.23,0.0,0.0,82.83,82.83,82.83,0.0,0.0
2017-05-07,85.1,85.1,85.1,0.0,0.0,85.5,85.5,85.5,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.5,85.5,85.5,0.0,0.0
2017-05-14,86.07,86.07,86.07,0.0,0.0,86.95,86.95,86.95,0.0,0.0,86.07,86.07,86.07,0.0,0.0,86.78,86.78,86.78,0.0,0.0
2017-05-21,88.0,88.0,88.0,0.0,0.0,88.27,88.27,88.27,0.0,0.0,87.95,87.95,87.95,0.0,0.0,88.23,88.23,88.23,0.0,0.0
2017-05-28,88.49,88.49,88.49,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.76,88.76,88.76,0.0,0.0
2017-06-04,90.78,90.78,90.78,0.0,0.0,90.96,90.96,90.96,0.0,0.0,88.98,88.98,88.98,0.0,0.0,89.54,89.54,89.54,0.0,0.0
2017-06-11,87.79,87.79,87.79,0.0,0.0,87.79,87.79,87.79,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.67,87.67,87.67,0.0,0.0
2017-06-18,89.44,89.44,89.44,0.0,0.0,89.97,89.97,89.97,0.0,0.0,89.4,89.4,89.4,0.0,0.0,89.83,89.83,89.83,0.0,0.0
2017-06-25,89.51,89.51,89.51,0.0,0.0,89.61,89.61,89.61,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.28,89.28,89.28,0.0,0.0
2017-07-02,89.13,89.13,89.13,0.0,0.0,89.22,89.22,89.22,0.0,0.0,88.72,88.72,88.72,0.0,0.0,89.06,89.06,89.06,0.0,0.0
2017-07-09,93.43,93.43,93.43,0.0,0.0,94.34,94.34,94.34,0.0,0.0,93.43,93.43,93.43,0.0,0.0,94.28,94.28,94.28,0.0,0.0
2017-07-16,94.8,94.8,94.8,0.0,0.0,94.98,94.98,94.98,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.98,94.98,94.98,0.0,0.0
2017-07-23,95.64,95.64,95.64,0.0,0.0,96.61,96.61,96.61,0.0,0.0,95.64,95.64,95.64,0.0,0.0,96.37,96.37,96.37,0.0,0.0
2017-07-30,96.94,96.94,96.94,0.0,0.0,97.2,97.2,97.2,0.0,0.0,96.76,96.76,96.76,0.0,0.0,97.2,97.2,97.2,0.0,0.0
2017-08-06,95.14,95.14,95.14,0.0,0.0,95.45,95.45,95.45,0.0,0.0,94.55,94.55,94.55,0.0,0.0,95.21,95.21,95.21,0.0,0.0
2017-08-13,96.66,96.66,96.66,0.0,0.0,97.16,97.16,97.16,0.0,0.0,96.03,96.03,96.03,0.0,0.0,96.66,96.66,96.66,0.0,0.0
2017-08-20,100.83,100.83,100.83,0.0,0.0,100.83,100.83,100.83,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2017-08-27,100.83,100.83,100.83,0.0,0.0,101.11,101.11,101.11,0.0,0.0,100.56,100.56,100.56,0.0,0.0,100.89,100.89,100.89,0.0,0.0
2017-09-03,100.81,100.81,100.81,0.0,0.0,100.85,100.85,100.85,0.0,0.0,100.18,100.18,100.18,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2017-09-10,102.72,102.72,102.72,0.0,0.0,103.39,103.39,103.39,0.0,0.0,102.6,102.6,102.6,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2017-09-17,103.58,103.58,103.58,0.0,0.0,104.27,104.27,104.27,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.7,103.7,103.7,0.0,0.0
2017-09-24,101.52,101.52,101.52,0.0,0.0,102.66,102.66,102.66,0.0,0.0,101.26,101.26,101.26,0.0,0.0,102.51,102.51,102.51,0.0,0.0
2017-10-01,105.63,105.63,105.63,0.0,0.0,105.97,105.97,105.97,0.0,0.0,105.36,105.36,105.36,0.0,0.0,105.93,105.93,105.93,0.0,0.0
2017-10-08,106.59,106.59,106.59,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.56,106.56,106.56,0.0,0.0,106.63,106.63,106.63,0.0,0.0
2017-10-15,106.17,106.17,106.17,0.0,0.0,106.48,106.48,106.48,0.0,0.0,106.05,106.05,106.05,0.0,0.0,106.09,106.09,106.09,0.0,0.0
2017-10-22,104.98,104.98,104.98,0.0,0.0,105.67,105.67,105.67,0.0,0.0,104.47,104.47,104.47,0.0,0.0,105.6,105.6,105.6,0.0,0.0
2017-10-29,106.81,106.81,106.81,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.11,106.11,106.11,0.0,0.0,106.57,106.57,106.57,0.0,0.0
2017-11-05,108.74,108.74,108.74,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.81,108.81,108.81,0.0,0.0
2017-11-12,108.77,108.77,108.77,0.0,0.0,109.07,109.07,109.07,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.8,108.8,108.8,0.0,0.0
2017-11-19,111.53,111.53,111.53,0.0,0.0,111.73,111.73,111.73,0.0,0.0,111.03,111.03,111.03,0.0,0.0,111.37,111.37,111.37,0.0,0.0
2017-11-26,106.0,106.0,106.0,0.0,0.0,106.34,106.34,106.34,0.0,0.0,104.7,104.7,104.7,0.0,0.0,105.59,105.59,105.59,0.0,0.0
2017-12-03,105.69,105.69,105.69,0.0,0.0,105.94,105.94,105.94,0.0,0.0,105.41,105.41,105.41,0.0,0.0,105.67,105.67,105.67,0.0,0.0
2017-12-10,103.96,103.96,103.96,0.0,0.0,104.35,104.35,104.35,0.0,0.0,103.38,103.38,103.38,0.0,0.0,104.15,104.15,104.15,0.0,0.0
2017-12-17,106.87,106.87,106.87,0.0,0.0,107.18,107.18,107.18,0.0,0.0,106.6,106.6,106.6,0.0,0.0,107.18,107.18,107.18,0.0,0.0
2017-12-24,107.68,107.68,107.68,0.0,0.0,107.68,107.68,107.68,0.0,0.0,107.19,107.19,107.19,0.0,0.0,107.19,107.19,107.19,0.0,0.0
2017-12-31,112.95,112.95,112.95,0.0,0.0,113.83,113.83,113.83,0.0,0.0,112.9,112.9,112.9,0.0,0.0,113.8,113.8,113.8,0.0,0.0
