Date,SOL_stock_Open_average,SOL_stock_Open_max,SOL_stock_Open_min,SOL_stock_Open_volatility,SOL_stock_Open_change,SOL_stock_High_average,SOL_stock_High_max,SOL_stock_High_min,SOL_stock_High_volatility,SOL_stock_High_change,SOL_stock_Low_average,SOL_stock_Low_max,SOL_stock_Low_min,SOL_stock_Low_volatility,SOL_stock_Low_change,SOL_stock_Close_average,SOL_stock_Close_max,SOL_stock_Close_min,SOL_stock_Close_volatility,SOL_stock_Close_change,SOL_stock_Volume_average,SOL_stock_Volume_max,SOL_stock_Volume_min,SOL_stock_Volume_volatility,SOL_stock_Volume_change
2017-10-08,2.322,2.38,2.27,0.10999999999999988,-0.040000000000000036,2.374,2.4,2.34,0.06000000000000005,-0.04999999999999982,2.302,2.34,2.27,0.06999999999999984,-0.040000000000000036,2.334,2.37,2.29,0.08000000000000007,-0.040000000000000036,44399,57601,10993,46608,-44439
2017-10-15,2.368,2.41,2.32,0.0900000000000003,0.010000000000000231,2.402,2.43,2.38,0.050000000000000266,-0.020000000000000018,2.3066,2.33,2.27,0.06000000000000005,0.013000000000000345,2.352,2.37,2.32,0.050000000000000266,-0.010000000000000231,59483,122009,21344,100665,-76994
2017-10-22,2.746,2.89,2.35,0.54,0.54,3.034,3.14,2.9,0.2400000000000002,-0.16000000000000014,2.6754,2.8539999999999996,2.35,0.5039999999999996,0.5039999999999996,2.8628,2.91,2.764,0.14600000000000035,0.14600000000000035,274109,797496,47581,749915,-749915
2017-10-29,2.808,2.97,2.59,0.38000000000000034,-0.38000000000000034,2.9018,3.0789999999999997,2.7,0.37899999999999956,-0.37899999999999956,2.704,2.87,2.54,0.33000000000000007,-0.33000000000000007,2.781,2.92,2.635,0.28500000000000014,-0.21999999999999975,65335,113256,21109,92147,-74006
2017-11-05,2.74,2.89,2.6,0.29000000000000004,0.09999999999999964,2.812,2.9,2.68,0.21999999999999975,0.17999999999999972,2.678,2.8,2.57,0.22999999999999998,0.2200000000000002,2.75,2.88,2.6,0.2799999999999998,0.2799999999999998,47322,89054,19274,69780,25662
2017-11-12,3.13,3.31,2.88,0.43000000000000016,0.43000000000000016,3.324,3.36,3.3,0.06000000000000005,-0.029999999999999805,3.036,3.18,2.88,0.30000000000000027,0.020000000000000018,3.204,3.32,3.12,0.19999999999999973,0.029999999999999805,183242,355221,107373,247848,-213480
2017-11-19,3.1475,3.25,3.06,0.18999999999999995,0.14000000000000012,3.2775,3.33,3.25,0.08000000000000007,0.08000000000000007,3.065,3.2,3.01,0.1900000000000004,0.16000000000000014,3.2,3.3,3.1,0.19999999999999973,0.09999999999999964,84661,127498,55114,72384,12590
2017-11-26,3.46,3.7,3.3,0.40000000000000036,0.16999999999999993,3.5832,3.786,3.33,0.45599999999999996,0.16999999999999993,3.234,3.37,3.11,0.26000000000000023,0.020000000000000018,3.456,3.66,3.3,0.3600000000000003,0.0,200937,373241,78792,294449,52741
2017-12-03,3.152,3.31,2.92,0.3900000000000001,-0.25,3.2422,3.3819999999999997,3.07,0.31199999999999983,-0.23199999999999976,3.013,3.15,2.875,0.2749999999999999,-0.14000000000000012,3.1,3.31,2.91,0.3999999999999999,-0.16000000000000014,96637,183492,49428,134064,-68576
2017-12-10,2.96,3.01,2.9,0.10999999999999988,-0.07999999999999963,3.03,3.11,2.96,0.1499999999999999,-0.10999999999999988,2.8906,3.01,2.8,0.20999999999999996,-0.1299999999999999,2.962,3.04,2.91,0.1299999999999999,-0.08000000000000007,63244,110765,34927,75838,11862
2017-12-17,2.958,3.12,2.88,0.2400000000000002,-0.0900000000000003,3.0212,3.13,2.9189999999999996,0.2110000000000003,-0.14800000000000013,2.87,2.96,2.83,0.1299999999999999,-0.1200000000000001,2.924,3.03,2.86,0.16999999999999993,-0.1499999999999999,118924,199249,61822,137427,-23252
2017-12-24,2.765,2.83,2.64,0.18999999999999995,-0.18999999999999995,2.80875,2.89,2.7,0.18999999999999995,-0.18999999999999995,2.6950000000000003,2.8,2.64,0.1599999999999997,-0.1599999999999997,2.7350000000000003,2.85,2.64,0.20999999999999996,-0.18999999999999995,108402,189009,52101,136908,22855
2017-12-31,2.83,2.95,2.71,0.2400000000000002,0.1499999999999999,3.0,3.25,2.85,0.3999999999999999,0.2999999999999998,2.7675,2.86,2.65,0.20999999999999996,0.20999999999999996,2.92,3.1,2.81,0.29000000000000004,0.1499999999999999,178494,434939,74380,360559,322956
