Date,AKS_stock_Open_average,AKS_stock_Open_max,AKS_stock_Open_min,AKS_stock_Open_volatility,AKS_stock_Open_change,AKS_stock_High_average,AKS_stock_High_max,AKS_stock_High_min,AKS_stock_High_volatility,AKS_stock_High_change,AKS_stock_Low_average,AKS_stock_Low_max,AKS_stock_Low_min,AKS_stock_Low_volatility,AKS_stock_Low_change,AKS_stock_Close_average,AKS_stock_Close_max,AKS_stock_Close_min,AKS_stock_Close_volatility,AKS_stock_Close_change,AKS_stock_Volume_average,AKS_stock_Volume_max,AKS_stock_Volume_min,AKS_stock_Volume_volatility,AKS_stock_Volume_change
2017-09-17,5.554,5.62,5.41,0.20999999999999996,-0.14999999999999947,5.6160000000000005,5.7,5.42,0.28000000000000025,-0.28000000000000025,5.454,5.57,5.2,0.3700000000000001,-0.3199999999999994,5.524,5.64,5.22,0.41999999999999993,-0.39000000000000057,14927682,28207444,10319417,17888027,14952059
2017-09-24,5.366,5.51,5.22,0.29000000000000004,0.29000000000000004,5.486,5.64,5.35,0.29000000000000004,0.29000000000000004,5.305,5.479,5.17,0.30900000000000016,0.30900000000000016,5.424,5.59,5.33,0.2599999999999998,0.2599999999999998,14569853,27204444,10616270,16588174,-1569230
2017-10-01,5.702,5.82,5.56,0.2600000000000007,0.09000000000000075,5.8100000000000005,5.86,5.65,0.20999999999999996,-0.20999999999999996,5.62,5.73,5.54,0.1900000000000004,0.0,5.694,5.77,5.58,0.1899999999999995,-0.1299999999999999,12140108,19812408,7567931,12244477,-12244477
2017-10-08,5.5,5.71,5.38,0.33000000000000007,0.1299999999999999,5.588,5.87,5.44,0.4299999999999997,0.28000000000000025,5.426,5.69,5.32,0.3700000000000001,0.3700000000000001,5.494,5.8,5.36,0.4399999999999995,0.41000000000000014,12274035,23945128,8161764,15783364,11729465
2017-10-15,5.854,6.15,5.67,0.4800000000000004,0.28000000000000025,6.022,6.25,5.8,0.4500000000000002,0.33999999999999986,5.7722,6.1,5.611000000000001,0.488999999999999,0.488999999999999,5.906000000000001,6.19,5.66,0.5300000000000002,0.5,16936867,28032036,12515188,15516848,2897101
2017-10-22,6.1240000000000006,6.2,5.97,0.23000000000000043,-0.23000000000000043,6.194,6.29,6.08,0.20999999999999996,-0.1899999999999995,6.0188,6.16,5.91,0.25,-0.2239999999999993,6.1,6.23,6.02,0.21000000000000085,-0.10000000000000053,14075132,19487122,10517938,8969184,358114
2017-10-29,4.958,6.08,4.23,1.8499999999999996,-1.8499999999999996,5.0485999999999995,6.09,4.31,1.7800000000000002,-1.7800000000000002,4.604,5.85,4.05,1.7999999999999998,-1.7999999999999998,4.648,5.85,4.22,1.63,-1.63,43294882,92824296,16175380,76648916,6818212
2017-11-05,4.25,4.33,4.2,0.1299999999999999,-0.0699999999999994,4.322,4.44,4.25,0.1900000000000004,-0.1900000000000004,4.202,4.27,4.14,0.1299999999999999,-0.10999999999999943,4.244,4.35,4.18,0.16999999999999993,-0.11999999999999922,13502755,19583196,10458960,9124236,-8646647
2017-11-12,4.256,4.36,4.12,0.2400000000000002,0.13999999999999968,4.4128,4.6,4.305,0.29499999999999993,0.27999999999999936,4.186,4.34,4.0,0.33999999999999986,0.16000000000000014,4.342,4.51,4.14,0.3700000000000001,0.20999999999999996,13431524,23054064,8558288,14495776,3370109
2017-11-19,4.805,4.93,4.53,0.39999999999999947,0.39999999999999947,4.87,4.98,4.65,0.33000000000000007,0.33000000000000007,4.7325,4.86,4.51,0.35000000000000053,0.35000000000000053,4.81,4.88,4.63,0.25,0.25,12212868,22044360,5626277,16418083,-7440766
2017-11-26,4.84,4.92,4.73,0.1899999999999995,-0.040000000000000036,4.95,5.15,4.8,0.35000000000000053,0.23000000000000043,4.719,4.83,4.58,0.25,0.21999999999999975,4.83,4.89,4.71,0.17999999999999972,0.17999999999999972,16061791,21975688,12460231,9515457,-2194838
2017-12-03,5.092,5.27,4.91,0.35999999999999943,0.1899999999999995,5.21,5.38,5.0,0.3799999999999999,0.20000000000000018,5.004,5.22,4.81,0.41000000000000014,0.2699999999999996,5.064,5.33,4.82,0.5099999999999998,0.3700000000000001,18251001,26036304,10486442,15549862,-3080917
2017-12-10,5.342,5.43,5.27,0.16000000000000014,-0.16000000000000014,5.439,5.53,5.335,0.19500000000000028,-0.19500000000000028,5.217,5.3,5.075,0.22499999999999964,-0.040000000000000036,5.338,5.4,5.28,0.1200000000000001,-0.10000000000000053,12846719,17731448,8646923,9084525,-6208447
2017-12-17,5.604,5.72,5.34,0.3799999999999999,0.3799999999999999,5.682,5.75,5.55,0.20000000000000018,0.16999999999999993,5.5124,5.61,5.34,0.27000000000000046,0.27000000000000046,5.616,5.72,5.49,0.22999999999999954,0.21999999999999975,12540461,16399437,9237452,7161985,-5890510
2017-12-24,5.7524999999999995,5.8,5.7,0.09999999999999964,0.09999999999999964,5.82125,5.86,5.79,0.07000000000000028,-0.025000000000000355,5.657500000000001,5.68,5.65,0.02999999999999936,-0.02999999999999936,5.7175,5.78,5.66,0.1200000000000001,-0.1200000000000001,8999404,10116927,7662341,2454586,2454586
2017-12-31,6.2524999999999995,6.55,5.72,0.8300000000000001,0.8300000000000001,6.52,6.67,6.29,0.3799999999999999,0.3799999999999999,6.13,6.45,5.7,0.75,0.75,6.4350000000000005,6.61,6.24,0.3700000000000001,0.3700000000000001,21134329,25046388,16387856,8658532,-8658532
