Date,iShares MSCI Taiwan CappedEtf_Open_average,iShares MSCI Taiwan CappedEtf_Open_max,iShares MSCI Taiwan CappedEtf_Open_min,iShares MSCI Taiwan CappedEtf_Open_volatility,iShares MSCI Taiwan CappedEtf_Open_change,iShares MSCI Taiwan CappedEtf_High_average,iShares MSCI Taiwan CappedEtf_High_max,iShares MSCI Taiwan CappedEtf_High_min,iShares MSCI Taiwan CappedEtf_High_volatility,iShares MSCI Taiwan CappedEtf_High_change,iShares MSCI Taiwan CappedEtf_Low_average,iShares MSCI Taiwan CappedEtf_Low_max,iShares MSCI Taiwan CappedEtf_Low_min,iShares MSCI Taiwan CappedEtf_Low_volatility,iShares MSCI Taiwan CappedEtf_Low_change,iShares MSCI Taiwan CappedEtf_Close_average,iShares MSCI Taiwan CappedEtf_Close_max,iShares MSCI Taiwan CappedEtf_Close_min,iShares MSCI Taiwan CappedEtf_Close_volatility,iShares MSCI Taiwan CappedEtf_Close_change
2016-05-15,25.14,25.14,25.14,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2016-05-22,26.64,26.64,26.64,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2016-05-29,27.36,27.36,27.36,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2016-06-05,27.26,27.26,27.26,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2016-06-12,27.3,27.3,27.3,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2016-06-19,26.98,26.98,26.98,0.0,0.0,27.49,27.49,27.49,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2016-06-26,28.36,28.36,28.36,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2016-07-03,28.0,28.0,28.0,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2016-07-10,29.54,29.54,29.54,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2016-07-17,29.82,29.82,29.82,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2016-07-24,29.94,29.94,29.94,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2016-07-31,30.64,30.64,30.64,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2016-08-07,31.0,31.0,31.0,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2016-08-14,30.22,30.22,30.22,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2016-08-21,30.6,30.6,30.6,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2016-08-28,30.42,30.42,30.42,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2016-09-04,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2016-09-11,30.1,30.1,30.1,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2016-09-18,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2016-09-25,31.2,31.2,31.2,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2016-10-02,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2016-10-09,31.1,31.1,31.1,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2016-10-16,31.4,31.4,31.4,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2016-10-23,31.38,31.38,31.38,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2016-10-30,30.68,30.68,30.68,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2016-11-06,29.52,29.52,29.52,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2016-11-13,29.97,29.97,29.97,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2016-11-20,30.73,30.73,30.73,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2016-11-27,30.42,30.42,30.42,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2016-12-04,31.45,31.45,31.45,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2016-12-11,30.77,30.77,30.77,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2016-12-18,29.0,29.0,29.0,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2016-12-25,29.5,29.5,29.5,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2017-01-01,30.24,30.24,30.24,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2017-01-08,30.66,30.66,30.66,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2017-01-15,30.53,30.53,30.53,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2017-01-22,31.54,31.54,31.54,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2017-01-29,31.59,31.59,31.59,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2017-02-05,32.14,32.14,32.14,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2017-02-12,32.45,32.45,32.45,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-02-19,32.51,32.51,32.51,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2017-02-26,31.93,31.93,31.93,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-03-05,31.82,31.82,31.82,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2017-03-12,33.27,33.27,33.27,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2017-03-19,33.64,33.64,33.64,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2017-03-26,33.23,33.23,33.23,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2017-04-02,33.21,33.21,33.21,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2017-04-09,33.39,33.39,33.39,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2017-04-16,32.93,32.93,32.93,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2017-04-23,33.74,33.74,33.74,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2017-04-30,33.94,33.94,33.94,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2017-05-07,34.4,34.4,34.4,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2017-05-14,34.3,34.3,34.3,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2017-05-21,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2017-05-28,34.81,34.81,34.81,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-06-04,35.13,35.13,35.13,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-06-11,34.61,34.61,34.61,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2017-06-18,35.54,35.54,35.54,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2017-06-25,35.77,35.77,35.77,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2017-07-02,35.41,35.41,35.41,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2017-07-09,36.59,36.59,36.59,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2017-07-16,36.35,36.35,36.35,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2017-07-23,36.55,36.55,36.55,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2017-07-30,37.07,37.07,37.07,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2017-08-06,36.28,36.28,36.28,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2017-08-13,36.26,36.26,36.26,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2017-08-20,37.31,37.31,37.31,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2017-08-27,37.64,37.64,37.64,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2017-09-03,37.53,37.53,37.53,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2017-09-10,37.34,37.34,37.34,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2017-09-17,36.56,36.56,36.56,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2017-09-24,35.95,35.95,35.95,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2017-10-01,36.55,36.55,36.55,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2017-10-08,37.78,37.78,37.78,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2017-10-15,37.73,37.73,37.73,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-10-22,37.68,37.68,37.68,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-10-29,37.91,37.91,37.91,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2017-11-05,37.61,37.61,37.61,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2017-11-12,37.73,37.73,37.73,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2017-11-19,38.32,38.32,38.32,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-11-26,36.96,36.96,36.96,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.72,36.72,36.72,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2017-12-03,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2017-12-10,36.58,36.58,36.58,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2017-12-17,35.73,35.73,35.73,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2017-12-24,36.35,36.35,36.35,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2017-12-31,37.3,37.3,37.3,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.46,37.46,37.46,0.0,0.0
