Date,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Open_average,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Open_max,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Open_min,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Open_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Open_change,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_High_average,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_High_max,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_High_min,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_High_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_High_change,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Low_average,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Low_max,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Low_min,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Low_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Low_change,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Close_average,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Close_max,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Close_min,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Close_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCI_etf_Close_change
2016-03-13,54.29,54.29,54.29,0.0,0.0,54.5,54.5,54.5,0.0,0.0,53.43,53.43,53.43,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2016-03-20,58.22,58.22,58.22,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2016-03-27,59.04,59.04,59.04,0.0,0.0,59.77,59.77,59.77,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2016-04-03,56.12,56.12,56.12,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2016-04-10,56.91,56.91,56.91,0.0,0.0,57.09,57.09,57.09,0.0,0.0,55.79,55.79,55.79,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2016-04-17,54.8,54.8,54.8,0.0,0.0,56.78,56.78,56.78,0.0,0.0,54.57,54.57,54.57,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2016-04-24,49.72,49.72,49.72,0.0,0.0,49.8,49.8,49.8,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2016-05-01,49.02,49.02,49.02,0.0,0.0,49.14,49.14,49.14,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2016-05-08,51.07,51.07,51.07,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2016-05-15,52.15,52.15,52.15,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2016-05-22,57.62,57.62,57.62,0.0,0.0,59.04,59.04,59.04,0.0,0.0,57.56,57.56,57.56,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2016-05-29,54.6,54.6,54.6,0.0,0.0,54.6,54.6,54.6,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2016-06-05,50.02,50.02,50.02,0.0,0.0,50.55,50.55,50.55,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2016-06-12,47.92,47.92,47.92,0.0,0.0,48.47,48.47,48.47,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2016-06-19,43.17,43.17,43.17,0.0,0.0,45.14,45.14,45.14,0.0,0.0,42.76,42.76,42.76,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2016-06-26,42.25,42.25,42.25,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2016-07-03,40.39,40.39,40.39,0.0,0.0,41.07,41.07,41.07,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2016-07-10,43.69,43.69,43.69,0.0,0.0,43.73,43.73,43.73,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2016-07-17,43.62,43.62,43.62,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2016-07-24,41.67,41.67,41.67,0.0,0.0,42.14,42.14,42.14,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2016-07-31,41.7,41.7,41.7,0.0,0.0,42.56,42.56,42.56,0.0,0.0,41.61,41.61,41.61,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2016-08-07,40.83,40.83,40.83,0.0,0.0,42.64,42.64,42.64,0.0,0.0,40.78,40.78,40.78,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2016-08-14,41.97,41.97,41.97,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.43,41.43,41.43,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-08-21,43.19,43.19,43.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,41.92,41.92,41.92,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2016-08-28,43.62,43.62,43.62,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2016-09-04,42.48,42.48,42.48,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.3,42.3,42.3,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2016-09-11,45.09,45.09,45.09,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2016-09-18,42.05,42.05,42.05,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2016-09-25,43.11,43.11,43.11,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.11,43.11,43.11,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2016-10-02,49.7,49.7,49.7,0.0,0.0,52.55,52.55,52.55,0.0,0.0,49.63,49.63,49.63,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2016-10-09,51.25,51.25,51.25,0.0,0.0,51.27,51.27,51.27,0.0,0.0,50.36,50.36,50.36,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2016-10-16,49.45,49.45,49.45,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2016-10-23,48.83,48.83,48.83,0.0,0.0,49.27,49.27,49.27,0.0,0.0,47.2,47.2,47.2,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2016-10-30,45.0,45.0,45.0,0.0,0.0,45.42,45.42,45.42,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2016-11-06,50.73,50.73,50.73,0.0,0.0,54.93,54.93,54.93,0.0,0.0,50.51,50.51,50.51,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2016-11-13,55.96,55.96,55.96,0.0,0.0,56.62,56.62,56.62,0.0,0.0,55.54,55.54,55.54,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2016-11-20,59.17,59.17,59.17,0.0,0.0,60.58,60.58,60.58,0.0,0.0,58.9,58.9,58.9,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2016-11-27,61.26,61.26,61.26,0.0,0.0,61.36,61.36,61.36,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2016-12-04,62.42,62.42,62.42,0.0,0.0,64.14,64.14,64.14,0.0,0.0,62.31,62.31,62.31,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2016-12-11,67.73,67.73,67.73,0.0,0.0,68.49,68.49,68.49,0.0,0.0,66.06,66.06,66.06,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2016-12-18,67.91,67.91,67.91,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.76,67.76,67.76,0.0,0.0
2016-12-25,63.25,63.25,63.25,0.0,0.0,64.66,64.66,64.66,0.0,0.0,62.99,62.99,62.99,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2017-01-01,60.74,60.74,60.74,0.0,0.0,61.16,61.16,61.16,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2017-01-08,57.89,57.89,57.89,0.0,0.0,58.56,58.56,58.56,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2017-01-15,56.44,56.44,56.44,0.0,0.0,56.74,56.74,56.74,0.0,0.0,54.75,54.75,54.75,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2017-01-22,58.85,58.85,58.85,0.0,0.0,59.08,59.08,59.08,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2017-01-29,54.66,54.66,54.66,0.0,0.0,54.68,54.68,54.68,0.0,0.0,53.82,53.82,53.82,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2017-02-05,53.31,53.31,53.31,0.0,0.0,53.34,53.34,53.34,0.0,0.0,51.68,51.68,51.68,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2017-02-12,51.27,51.27,51.27,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2017-02-19,49.24,49.24,49.24,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2017-02-26,52.9,52.9,52.9,0.0,0.0,53.54,53.54,53.54,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-03-05,56.45,56.45,56.45,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2017-03-12,52.45,52.45,52.45,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2017-03-19,50.6,50.6,50.6,0.0,0.0,50.75,50.75,50.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2017-03-26,50.62,50.62,50.62,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2017-04-02,48.36,48.36,48.36,0.0,0.0,49.79,49.79,49.79,0.0,0.0,47.93,47.93,47.93,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2017-04-09,45.72,45.72,45.72,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2017-04-16,46.16,46.16,46.16,0.0,0.0,46.57,46.57,46.57,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2017-04-23,48.2,48.2,48.2,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2017-04-30,52.66,52.66,52.66,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2017-05-07,52.36,52.36,52.36,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2017-05-14,49.26,49.26,49.26,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-05-21,47.91,47.91,47.91,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2017-05-28,46.88,46.88,46.88,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2017-06-04,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2017-06-11,49.22,49.22,49.22,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-06-18,48.81,48.81,48.81,0.0,0.0,49.19,49.19,49.19,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2017-06-25,50.85,50.85,50.85,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2017-07-02,53.96,53.96,53.96,0.0,0.0,55.2,55.2,55.2,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2017-07-09,52.12,52.12,52.12,0.0,0.0,52.62,52.62,52.62,0.0,0.0,51.88,51.88,51.88,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-07-16,49.64,49.64,49.64,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-07-23,48.12,48.12,48.12,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2017-07-30,48.35,48.35,48.35,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2017-08-06,45.64,45.64,45.64,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2017-08-13,44.32,44.32,44.32,0.0,0.0,45.82,45.82,45.82,0.0,0.0,44.16,44.16,44.16,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2017-08-20,45.07,45.07,45.07,0.0,0.0,46.75,46.75,46.75,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2017-08-27,41.57,41.57,41.57,0.0,0.0,42.52,42.52,42.52,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-09-03,39.48,39.48,39.48,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2017-09-10,41.64,41.64,41.64,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.64,41.64,41.64,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2017-09-17,44.69,44.69,44.69,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-09-24,45.45,45.45,45.45,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.26,45.26,45.26,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2017-10-01,47.75,47.75,47.75,0.0,0.0,48.31,48.31,48.31,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2017-10-08,43.81,43.81,43.81,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2017-10-15,46.04,46.04,46.04,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2017-10-22,47.57,47.57,47.57,0.0,0.0,47.74,47.74,47.74,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2017-10-29,46.39,46.39,46.39,0.0,0.0,47.71,47.71,47.71,0.0,0.0,46.31,46.31,46.31,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2017-11-05,45.66,45.66,45.66,0.0,0.0,46.82,46.82,46.82,0.0,0.0,45.56,45.56,45.56,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2017-11-12,45.44,45.44,45.44,0.0,0.0,45.67,45.67,45.67,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2017-11-19,44.99,44.99,44.99,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-11-26,46.79,46.79,46.79,0.0,0.0,47.01,47.01,47.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2017-12-03,49.6,49.6,49.6,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2017-12-10,48.45,48.45,48.45,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2017-12-17,46.88,46.88,46.88,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2017-12-24,43.61,43.61,43.61,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-12-31,42.44,42.44,42.44,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.05,42.05,42.05,0.0,0.0
