Date,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_change,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_change,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_change,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_change
2017-10-08,15.01,15.01,15.01,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2017-10-15,14.31,14.31,14.31,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2017-10-22,14.97,14.97,14.97,0.0,0.0,15.12,15.12,15.12,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2017-10-29,14.17,14.17,14.17,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2017-11-05,72.75,72.75,72.75,0.0,0.0,73.95,73.95,73.95,0.0,0.0,72.3,72.3,72.3,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2017-11-12,73.8,73.8,73.8,0.0,0.0,73.95,73.95,73.95,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2017-11-19,66.8,66.8,66.8,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2017-11-26,68.05,68.05,68.05,0.0,0.0,76.34,76.34,76.34,0.0,0.0,67.55,67.55,67.55,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2017-12-03,65.15,65.15,65.15,0.0,0.0,65.3,65.3,65.3,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2017-12-10,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2017-12-17,58.2,58.2,58.2,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2017-12-24,57.7,57.7,57.7,0.0,0.0,59.1,59.1,59.1,0.0,0.0,57.7,57.7,57.7,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2017-12-31,55.45,55.45,55.45,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.55,55.55,55.55,0.0,0.0
