Date,iShares US Regional Banks_etf_Open_average,iShares US Regional Banks_etf_Open_max,iShares US Regional Banks_etf_Open_min,iShares US Regional Banks_etf_Open_volatility,iShares US Regional Banks_etf_Open_change,iShares US Regional Banks_etf_High_average,iShares US Regional Banks_etf_High_max,iShares US Regional Banks_etf_High_min,iShares US Regional Banks_etf_High_volatility,iShares US Regional Banks_etf_High_change,iShares US Regional Banks_etf_Low_average,iShares US Regional Banks_etf_Low_max,iShares US Regional Banks_etf_Low_min,iShares US Regional Banks_etf_Low_volatility,iShares US Regional Banks_etf_Low_change,iShares US Regional Banks_etf_Close_average,iShares US Regional Banks_etf_Close_max,iShares US Regional Banks_etf_Close_min,iShares US Regional Banks_etf_Close_volatility,iShares US Regional Banks_etf_Close_change
2016-08-28,35.7,35.7,35.7,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2016-09-04,35.6,35.6,35.6,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2016-09-11,35.04,35.04,35.04,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2016-09-18,35.31,35.31,35.31,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2016-09-25,34.88,34.88,34.88,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2016-10-02,35.97,35.97,35.97,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2016-10-09,35.24,35.24,35.24,0.0,0.0,35.41,35.41,35.41,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2016-10-16,35.87,35.87,35.87,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.84,35.84,35.84,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2016-10-23,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2016-10-30,36.17,36.17,36.17,0.0,0.0,36.47,36.47,36.47,0.0,0.0,35.82,35.82,35.82,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2016-11-06,40.11,40.11,40.11,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2016-11-13,42.27,42.27,42.27,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2016-11-20,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.81,42.81,42.81,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2016-11-27,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2016-12-04,45.79,45.79,45.79,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2016-12-11,45.73,45.73,45.73,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2016-12-18,45.7,45.7,45.7,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2016-12-25,45.34,45.34,45.34,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2017-01-01,45.49,45.49,45.49,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2017-01-08,45.5,45.5,45.5,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2017-01-15,44.55,44.55,44.55,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2017-01-22,46.6,46.6,46.6,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2017-01-29,46.15,46.15,46.15,0.0,0.0,46.35,46.35,46.35,0.0,0.0,45.72,45.72,45.72,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2017-02-05,46.33,46.33,46.33,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2017-02-12,47.55,47.55,47.55,0.0,0.0,47.62,47.62,47.62,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2017-02-19,47.34,47.34,47.34,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2017-02-26,47.86,47.86,47.86,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.77,47.77,47.77,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2017-03-05,47.76,47.76,47.76,0.0,0.0,47.79,47.79,47.79,0.0,0.0,46.74,46.74,46.74,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2017-03-12,47.21,47.21,47.21,0.0,0.0,47.43,47.43,47.43,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2017-03-19,44.32,44.32,44.32,0.0,0.0,44.49,44.49,44.49,0.0,0.0,43.77,43.77,43.77,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2017-03-26,45.17,45.17,45.17,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2017-04-02,44.06,44.06,44.06,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2017-04-09,43.33,43.33,43.33,0.0,0.0,43.73,43.73,43.73,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2017-04-16,44.07,44.07,44.07,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2017-04-23,45.04,45.04,45.04,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2017-04-30,45.45,45.45,45.45,0.0,0.0,45.59,45.59,45.59,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2017-05-07,44.26,44.26,44.26,0.0,0.0,44.35,44.35,44.35,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2017-05-14,43.41,43.41,43.41,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2017-05-21,44.14,44.14,44.14,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2017-05-28,43.5,43.5,43.5,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2017-06-04,44.98,44.98,44.98,0.0,0.0,46.03,46.03,46.03,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2017-06-11,45.7,45.7,45.7,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2017-06-18,44.57,44.57,44.57,0.0,0.0,44.58,44.58,44.58,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2017-06-25,45.89,45.89,45.89,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2017-07-02,46.14,46.14,46.14,0.0,0.0,46.22,46.22,46.22,0.0,0.0,45.7,45.7,45.7,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2017-07-09,45.58,45.58,45.58,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2017-07-16,45.45,45.45,45.45,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-07-23,45.41,45.41,45.41,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2017-07-30,46.33,46.33,46.33,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2017-08-06,44.81,44.81,44.81,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-08-13,43.84,43.84,43.84,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2017-08-20,44.56,44.56,44.56,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2017-08-27,44.03,44.03,44.03,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2017-09-03,41.9,41.9,41.9,0.0,0.0,42.69,42.69,42.69,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2017-09-10,44.04,44.04,44.04,0.0,0.0,44.35,44.35,44.35,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2017-09-17,45.74,45.74,45.74,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-09-24,46.88,46.88,46.88,0.0,0.0,47.56,47.56,47.56,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2017-10-01,47.59,47.59,47.59,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2017-10-08,46.79,46.79,46.79,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2017-10-15,47.65,47.65,47.65,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2017-10-22,47.88,47.88,47.88,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.86,47.86,47.86,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2017-10-29,48.02,48.02,48.02,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.69,47.69,47.69,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2017-11-05,45.88,45.88,45.88,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2017-11-12,46.2,46.2,46.2,0.0,0.0,46.69,46.69,46.69,0.0,0.0,45.86,45.86,45.86,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2017-11-19,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-11-26,49.4,49.4,49.4,0.0,0.0,49.66,49.66,49.66,0.0,0.0,47.88,47.88,47.88,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2017-12-03,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2017-12-10,49.18,49.18,49.18,0.0,0.0,50.09,50.09,50.09,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-12-17,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.71,49.71,49.71,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-12-24,49.81,49.81,49.81,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2017-12-31,50.21,50.21,50.21,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.19,50.19,50.19,0.0,0.0
