Date,KraneShares E China Commercial Paper_etf_Open_average,KraneShares E China Commercial Paper_etf_Open_max,KraneShares E China Commercial Paper_etf_Open_min,KraneShares E China Commercial Paper_etf_Open_volatility,KraneShares E China Commercial Paper_etf_Open_change,KraneShares E China Commercial Paper_etf_High_average,KraneShares E China Commercial Paper_etf_High_max,KraneShares E China Commercial Paper_etf_High_min,KraneShares E China Commercial Paper_etf_High_volatility,KraneShares E China Commercial Paper_etf_High_change,KraneShares E China Commercial Paper_etf_Low_average,KraneShares E China Commercial Paper_etf_Low_max,KraneShares E China Commercial Paper_etf_Low_min,KraneShares E China Commercial Paper_etf_Low_volatility,KraneShares E China Commercial Paper_etf_Low_change,KraneShares E China Commercial Paper_etf_Close_average,KraneShares E China Commercial Paper_etf_Close_max,KraneShares E China Commercial Paper_etf_Close_min,KraneShares E China Commercial Paper_etf_Close_volatility,KraneShares E China Commercial Paper_etf_Close_change
2017-01-15,32.42,32.42,32.42,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2017-01-22,32.25,32.25,32.25,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2017-01-29,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2017-02-05,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2017-02-12,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2017-02-19,32.53,32.53,32.53,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2017-02-26,32.46,32.46,32.46,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2017-03-05,32.47,32.47,32.47,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2017-03-12,32.46,32.46,32.46,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2017-03-19,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2017-03-26,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-04-02,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2017-04-09,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2017-04-16,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-04-23,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2017-04-30,32.75,32.75,32.75,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2017-05-07,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2017-05-14,32.65,32.65,32.65,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2017-05-21,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2017-05-28,32.78,32.78,32.78,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2017-06-04,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2017-06-11,32.97,32.97,32.97,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2017-06-18,32.86,32.86,32.86,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2017-06-25,33.18,33.18,33.18,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-07-02,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-07-09,33.29,33.29,33.29,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2017-07-16,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2017-07-23,33.99,33.99,33.99,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-07-30,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2017-08-06,34.3,34.3,34.3,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2017-08-13,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2017-08-20,34.34,34.34,34.34,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2017-08-27,34.75,34.75,34.75,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2017-09-03,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2017-09-10,35.01,35.01,35.01,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-09-17,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2017-09-24,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2017-10-01,34.7,34.7,34.7,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2017-10-08,34.79,34.79,34.79,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2017-10-15,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2017-10-22,34.21,34.21,34.21,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2017-10-29,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2017-11-05,34.5,34.5,34.5,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2017-11-12,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2017-11-19,34.27,34.27,34.27,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2017-11-26,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2017-12-03,34.69,34.69,34.69,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2017-12-10,34.85,34.85,34.85,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.74,34.74,34.74,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2017-12-17,34.88,34.88,34.88,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2017-12-24,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2017-12-31,35.53,35.53,35.53,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.54,35.54,35.54,0.0,0.0
