Date,Proshares UltraPro NASDAQ BiotechnologyEtf_Open_average,Proshares UltraPro NASDAQ BiotechnologyEtf_Open_max,Proshares UltraPro NASDAQ BiotechnologyEtf_Open_min,Proshares UltraPro NASDAQ BiotechnologyEtf_Open_volatility,Proshares UltraPro NASDAQ BiotechnologyEtf_Open_change,Proshares UltraPro NASDAQ BiotechnologyEtf_High_average,Proshares UltraPro NASDAQ BiotechnologyEtf_High_max,Proshares UltraPro NASDAQ BiotechnologyEtf_High_min,Proshares UltraPro NASDAQ BiotechnologyEtf_High_volatility,Proshares UltraPro NASDAQ BiotechnologyEtf_High_change,Proshares UltraPro NASDAQ BiotechnologyEtf_Low_average,Proshares UltraPro NASDAQ BiotechnologyEtf_Low_max,Proshares UltraPro NASDAQ BiotechnologyEtf_Low_min,Proshares UltraPro NASDAQ BiotechnologyEtf_Low_volatility,Proshares UltraPro NASDAQ BiotechnologyEtf_Low_change,Proshares UltraPro NASDAQ BiotechnologyEtf_Close_average,Proshares UltraPro NASDAQ BiotechnologyEtf_Close_max,Proshares UltraPro NASDAQ BiotechnologyEtf_Close_min,Proshares UltraPro NASDAQ BiotechnologyEtf_Close_volatility,Proshares UltraPro NASDAQ BiotechnologyEtf_Close_change
2016-03-27,23.4,23.4,23.4,0.0,0.0,25.89,25.89,25.89,0.0,0.0,22.87,22.87,22.87,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2016-04-03,30.14,30.14,30.14,0.0,0.0,30.26,30.26,30.26,0.0,0.0,27.41,27.41,27.41,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2016-04-10,29.64,29.64,29.64,0.0,0.0,29.68,29.68,29.68,0.0,0.0,28.21,28.21,28.21,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2016-04-17,31.47,31.47,31.47,0.0,0.0,31.83,31.83,31.83,0.0,0.0,29.81,29.81,29.81,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2016-04-24,26.7,26.7,26.7,0.0,0.0,27.01,27.01,27.01,0.0,0.0,24.53,24.53,24.53,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2016-05-01,22.0,22.0,22.0,0.0,0.0,22.52,22.52,22.52,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2016-05-08,20.45,20.45,20.45,0.0,0.0,21.7,21.7,21.7,0.0,0.0,20.45,20.45,20.45,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2016-05-15,22.81,22.81,22.81,0.0,0.0,23.89,23.89,23.89,0.0,0.0,22.53,22.53,22.53,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2016-05-22,26.13,26.13,26.13,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2016-05-29,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,27.5,27.5,27.5,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2016-06-05,25.0,25.0,25.0,0.0,0.0,25.16,25.16,25.16,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2016-06-12,22.91,22.91,22.91,0.0,0.0,23.06,23.06,23.06,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2016-06-19,19.98,19.98,19.98,0.0,0.0,21.27,21.27,21.27,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2016-06-26,21.07,21.07,21.07,0.0,0.0,22.7,22.7,22.7,0.0,0.0,21.01,21.01,21.01,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2016-07-03,23.57,23.57,23.57,0.0,0.0,24.88,24.88,24.88,0.0,0.0,23.54,23.54,23.54,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2016-07-10,24.28,24.28,24.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.28,24.28,24.28,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2016-07-17,27.36,27.36,27.36,0.0,0.0,27.73,27.73,27.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2016-07-24,29.21,29.21,29.21,0.0,0.0,29.91,29.91,29.91,0.0,0.0,28.42,28.42,28.42,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2016-07-31,32.63,32.63,32.63,0.0,0.0,32.75,32.75,32.75,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2016-08-07,30.59,30.59,30.59,0.0,0.0,30.74,30.74,30.74,0.0,0.0,29.59,29.59,29.59,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2016-08-14,29.86,29.86,29.86,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2016-08-21,27.62,27.62,27.62,0.0,0.0,28.96,28.96,28.96,0.0,0.0,27.49,27.49,27.49,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2016-08-28,27.08,27.08,27.08,0.0,0.0,27.45,27.45,27.45,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2016-09-04,28.28,28.28,28.28,0.0,0.0,28.35,28.35,28.35,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2016-09-11,29.01,29.01,29.01,0.0,0.0,30.05,30.05,30.05,0.0,0.0,28.73,28.73,28.73,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2016-09-18,32.43,32.43,32.43,0.0,0.0,33.01,33.01,33.01,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2016-09-25,27.95,27.95,27.95,0.0,0.0,29.35,29.35,29.35,0.0,0.0,27.39,27.39,27.39,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2016-10-02,27.53,27.53,27.53,0.0,0.0,27.8,27.8,27.8,0.0,0.0,26.68,26.68,26.68,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2016-10-09,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2016-10-16,23.3,23.3,23.3,0.0,0.0,23.41,23.41,23.41,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2016-10-23,21.75,21.75,21.75,0.0,0.0,21.76,21.76,21.76,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2016-10-30,17.76,17.76,17.76,0.0,0.0,19.31,19.31,19.31,0.0,0.0,17.67,17.67,17.67,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2016-11-06,27.17,27.17,27.17,0.0,0.0,27.64,27.64,27.64,0.0,0.0,25.87,25.87,25.87,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2016-11-13,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2016-11-20,26.22,26.22,26.22,0.0,0.0,26.4,26.4,26.4,0.0,0.0,25.49,25.49,25.49,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2016-11-27,22.12,22.12,22.12,0.0,0.0,23.06,23.06,23.06,0.0,0.0,21.88,21.88,21.88,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2016-12-04,22.52,22.52,22.52,0.0,0.0,23.6,23.6,23.6,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2016-12-11,22.78,22.78,22.78,0.0,0.0,23.7,23.7,23.7,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2016-12-18,21.42,21.42,21.42,0.0,0.0,22.92,22.92,22.92,0.0,0.0,21.42,21.42,21.42,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2016-12-25,21.6,21.6,21.6,0.0,0.0,21.74,21.74,21.74,0.0,0.0,20.77,20.77,20.77,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2017-01-01,24.58,24.58,24.58,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2017-01-08,24.47,24.47,24.47,0.0,0.0,25.27,25.27,25.27,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2017-01-15,23.35,23.35,23.35,0.0,0.0,23.52,23.52,23.52,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-01-22,22.73,22.73,22.73,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2017-01-29,24.61,24.61,24.61,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.25,24.25,24.25,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2017-02-05,25.67,25.67,25.67,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2017-02-12,27.36,27.36,27.36,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.33,27.33,27.33,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-02-19,26.2,26.2,26.2,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2017-02-26,29.97,29.97,29.97,0.0,0.0,30.55,30.55,30.55,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2017-03-05,30.0,30.0,30.0,0.0,0.0,30.02,30.02,30.02,0.0,0.0,28.78,28.78,28.78,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2017-03-12,28.3,28.3,28.3,0.0,0.0,28.79,28.79,28.79,0.0,0.0,27.78,27.78,27.78,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2017-03-19,26.55,26.55,26.55,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2017-03-26,27.78,27.78,27.78,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2017-04-02,26.19,26.19,26.19,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2017-04-09,26.44,26.44,26.44,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2017-04-16,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2017-04-23,28.41,28.41,28.41,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2017-04-30,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,27.82,27.82,27.82,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2017-05-07,27.02,27.02,27.02,0.0,0.0,27.6,27.6,27.6,0.0,0.0,26.83,26.83,26.83,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2017-05-14,27.26,27.26,27.26,0.0,0.0,27.71,27.71,27.71,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2017-05-21,26.56,26.56,26.56,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2017-05-28,26.99,26.99,26.99,0.0,0.0,28.2,28.2,28.2,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2017-06-04,27.62,27.62,27.62,0.0,0.0,28.65,28.65,28.65,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2017-06-11,27.24,27.24,27.24,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.5,26.5,26.5,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-06-18,35.06,35.06,35.06,0.0,0.0,35.5,35.5,35.5,0.0,0.0,33.85,33.85,33.85,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2017-06-25,32.75,32.75,32.75,0.0,0.0,32.85,32.85,32.85,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2017-07-02,32.35,32.35,32.35,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2017-07-09,33.83,33.83,33.83,0.0,0.0,34.33,34.33,34.33,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-07-16,35.8,35.8,35.8,0.0,0.0,36.54,36.54,36.54,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2017-07-23,34.17,34.17,34.17,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.08,34.08,34.08,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2017-07-30,33.08,33.08,33.08,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.41,32.41,32.41,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2017-08-06,29.78,29.78,29.78,0.0,0.0,30.7,30.7,30.7,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2017-08-13,29.82,29.82,29.82,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2017-08-20,32.65,32.65,32.65,0.0,0.0,32.75,32.75,32.75,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2017-08-27,38.75,38.75,38.75,0.0,0.0,39.85,39.85,39.85,0.0,0.0,37.99,37.99,37.99,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2017-09-03,39.08,39.08,39.08,0.0,0.0,39.75,39.75,39.75,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2017-09-10,38.1,38.1,38.1,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.66,37.66,37.66,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2017-09-17,37.52,37.52,37.52,0.0,0.0,37.61,37.61,37.61,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2017-09-24,37.58,37.58,37.58,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.11,37.11,37.11,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2017-10-01,41.24,41.24,41.24,0.0,0.0,41.81,41.81,41.81,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2017-10-08,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2017-10-15,38.47,38.47,38.47,0.0,0.0,38.55,38.55,38.55,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2017-10-22,32.17,32.17,32.17,0.0,0.0,32.86,32.86,32.86,0.0,0.0,31.34,31.34,31.34,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2017-10-29,31.46,31.46,31.46,0.0,0.0,32.97,32.97,32.97,0.0,0.0,31.42,31.42,31.42,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2017-11-05,30.93,30.93,30.93,0.0,0.0,31.58,31.58,31.58,0.0,0.0,30.37,30.37,30.37,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2017-11-12,30.99,30.99,30.99,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.5,30.5,30.5,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2017-11-19,31.43,31.43,31.43,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2017-11-26,32.38,32.38,32.38,0.0,0.0,33.34,33.34,33.34,0.0,0.0,30.53,30.53,30.53,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2017-12-03,31.57,31.57,31.57,0.0,0.0,33.4,33.4,33.4,0.0,0.0,31.57,31.57,31.57,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2017-12-10,32.37,32.37,32.37,0.0,0.0,33.44,33.44,33.44,0.0,0.0,31.82,31.82,31.82,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2017-12-17,33.4,33.4,33.4,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2017-12-24,34.36,34.36,34.36,0.0,0.0,35.0,35.0,35.0,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2017-12-31,36.8,36.8,36.8,0.0,0.0,37.11,37.11,37.11,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.51,36.51,36.51,0.0,0.0
