Date,ProShares Hedge ReplicationEtf_Open_average,ProShares Hedge ReplicationEtf_Open_max,ProShares Hedge ReplicationEtf_Open_min,ProShares Hedge ReplicationEtf_Open_volatility,ProShares Hedge ReplicationEtf_Open_change,ProShares Hedge ReplicationEtf_High_average,ProShares Hedge ReplicationEtf_High_max,ProShares Hedge ReplicationEtf_High_min,ProShares Hedge ReplicationEtf_High_volatility,ProShares Hedge ReplicationEtf_High_change,ProShares Hedge ReplicationEtf_Low_average,ProShares Hedge ReplicationEtf_Low_max,ProShares Hedge ReplicationEtf_Low_min,ProShares Hedge ReplicationEtf_Low_volatility,ProShares Hedge ReplicationEtf_Low_change,ProShares Hedge ReplicationEtf_Close_average,ProShares Hedge ReplicationEtf_Close_max,ProShares Hedge ReplicationEtf_Close_min,ProShares Hedge ReplicationEtf_Close_volatility,ProShares Hedge ReplicationEtf_Close_change
2016-04-24,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2016-05-01,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2016-05-08,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2016-05-15,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2016-05-22,41.98,41.98,41.98,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2016-05-29,42.04,42.04,42.04,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2016-06-05,42.35,42.35,42.35,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2016-06-12,41.74,41.74,41.74,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2016-06-19,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2016-06-26,41.67,41.67,41.67,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2016-07-03,41.88,41.88,41.88,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2016-07-10,42.21,42.21,42.21,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2016-07-17,42.3,42.3,42.3,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2016-07-24,42.43,42.43,42.43,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2016-07-31,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2016-08-07,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2016-08-14,42.57,42.57,42.57,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2016-08-21,42.52,42.52,42.52,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-08-28,42.68,42.68,42.68,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2016-09-04,42.81,42.81,42.81,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-09-11,42.43,42.43,42.43,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2016-09-18,42.61,42.61,42.61,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2016-09-25,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2016-10-02,42.64,42.64,42.64,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2016-10-09,42.68,42.68,42.68,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2016-10-16,42.58,42.58,42.58,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2016-10-23,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2016-10-30,42.12,42.12,42.12,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2016-11-06,42.43,42.43,42.43,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2016-11-13,42.67,42.67,42.67,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2016-11-20,42.62,42.62,42.62,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2016-11-27,42.61,42.61,42.61,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2016-12-04,43.2,43.2,43.2,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2016-12-11,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2016-12-18,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2016-12-25,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2017-01-01,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2017-01-08,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2017-01-15,43.28,43.28,43.28,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2017-01-22,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2017-01-29,43.41,43.41,43.41,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2017-02-05,43.58,43.58,43.58,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2017-02-12,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2017-02-19,43.59,43.59,43.59,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2017-02-26,43.58,43.58,43.58,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2017-03-05,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2017-03-12,43.78,43.78,43.78,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2017-03-19,43.67,43.67,43.67,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2017-03-26,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2017-04-02,43.76,43.76,43.76,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2017-04-09,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2017-04-16,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2017-04-23,43.97,43.97,43.97,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2017-04-30,43.85,43.85,43.85,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2017-05-07,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2017-05-14,44.05,44.05,44.05,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2017-05-21,44.16,44.16,44.16,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2017-05-28,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2017-06-04,44.31,44.31,44.31,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2017-06-11,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2017-06-18,44.22,44.22,44.22,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2017-06-25,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2017-07-02,44.09,44.09,44.09,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2017-07-09,44.45,44.45,44.45,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2017-07-16,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-07-23,44.36,44.36,44.36,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2017-07-30,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2017-08-06,44.11,44.11,44.11,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2017-08-13,44.03,44.03,44.03,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2017-08-20,44.39,44.39,44.39,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2017-08-27,44.3,44.3,44.3,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2017-09-03,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2017-09-10,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2017-09-17,44.7,44.7,44.7,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2017-09-24,44.66,44.66,44.66,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2017-10-01,44.94,44.94,44.94,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2017-10-08,45.04,45.04,45.04,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2017-10-15,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2017-10-22,45.03,45.03,45.03,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2017-10-29,45.22,45.22,45.22,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2017-11-05,45.07,45.07,45.07,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2017-11-12,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2017-11-19,45.27,45.27,45.27,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-11-26,45.15,45.15,45.15,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2017-12-03,45.07,45.07,45.07,0.0,0.0,45.09,45.09,45.09,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2017-12-10,45.11,45.11,45.11,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2017-12-17,45.21,45.21,45.21,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-12-24,45.31,45.31,45.31,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2017-12-31,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.74,45.74,45.74,0.0,0.0
