Date,WisdomTree US Quality Dividend GrowthEtf_Open_average,WisdomTree US Quality Dividend GrowthEtf_Open_max,WisdomTree US Quality Dividend GrowthEtf_Open_min,WisdomTree US Quality Dividend GrowthEtf_Open_volatility,WisdomTree US Quality Dividend GrowthEtf_Open_change,WisdomTree US Quality Dividend GrowthEtf_High_average,WisdomTree US Quality Dividend GrowthEtf_High_max,WisdomTree US Quality Dividend GrowthEtf_High_min,WisdomTree US Quality Dividend GrowthEtf_High_volatility,WisdomTree US Quality Dividend GrowthEtf_High_change,WisdomTree US Quality Dividend GrowthEtf_Low_average,WisdomTree US Quality Dividend GrowthEtf_Low_max,WisdomTree US Quality Dividend GrowthEtf_Low_min,WisdomTree US Quality Dividend GrowthEtf_Low_volatility,WisdomTree US Quality Dividend GrowthEtf_Low_change,WisdomTree US Quality Dividend GrowthEtf_Close_average,WisdomTree US Quality Dividend GrowthEtf_Close_max,WisdomTree US Quality Dividend GrowthEtf_Close_min,WisdomTree US Quality Dividend GrowthEtf_Close_volatility,WisdomTree US Quality Dividend GrowthEtf_Close_change
2016-06-12,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2016-06-19,30.74,30.74,30.74,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2016-06-26,31.59,31.59,31.59,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2016-07-03,31.85,31.85,31.85,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2016-07-10,32.71,32.71,32.71,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2016-07-17,32.78,32.78,32.78,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2016-07-24,32.67,32.67,32.67,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2016-07-31,32.59,32.59,32.59,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2016-08-07,32.86,32.86,32.86,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2016-08-14,32.81,32.81,32.81,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2016-08-21,32.6,32.6,32.6,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2016-08-28,32.62,32.62,32.62,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2016-09-04,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2016-09-11,31.95,31.95,31.95,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2016-09-18,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-09-25,32.1,32.1,32.1,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2016-10-02,32.15,32.15,32.15,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2016-10-09,31.84,31.84,31.84,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2016-10-16,31.71,31.71,31.71,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2016-10-23,31.62,31.62,31.62,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2016-10-30,31.11,31.11,31.11,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2016-11-06,32.38,32.38,32.38,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2016-11-13,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2016-11-20,32.96,32.96,32.96,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2016-11-27,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2016-12-04,33.49,33.49,33.49,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2016-12-11,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2016-12-18,33.54,33.54,33.54,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2016-12-25,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2017-01-01,33.52,33.52,33.52,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-01-08,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2017-01-15,33.89,33.89,33.89,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2017-01-22,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2017-01-29,33.97,33.97,33.97,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2017-02-05,34.37,34.37,34.37,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2017-02-12,34.94,34.94,34.94,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2017-02-19,35.21,35.21,35.21,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2017-02-26,35.67,35.67,35.67,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2017-03-05,35.72,35.72,35.72,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2017-03-12,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2017-03-19,35.5,35.5,35.5,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2017-03-26,35.48,35.48,35.48,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2017-04-02,35.37,35.37,35.37,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2017-04-09,35.2,35.2,35.2,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2017-04-16,35.46,35.46,35.46,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2017-04-23,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2017-04-30,36.08,36.08,36.08,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2017-05-07,35.98,35.98,35.98,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2017-05-14,35.74,35.74,35.74,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2017-05-21,36.42,36.42,36.42,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2017-05-28,36.83,36.83,36.83,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2017-06-04,36.86,36.86,36.86,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2017-06-11,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2017-06-18,37.04,37.04,37.04,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2017-06-25,36.75,36.75,36.75,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2017-07-02,36.64,36.64,36.64,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-07-09,37.09,37.09,37.09,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2017-07-16,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2017-07-23,37.12,37.12,37.12,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2017-07-30,37.26,37.26,37.26,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2017-08-06,36.83,36.83,36.83,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2017-08-13,36.81,36.81,36.81,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2017-08-20,36.93,36.93,36.93,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2017-08-27,37.41,37.41,37.41,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2017-09-03,37.34,37.34,37.34,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-09-10,37.92,37.92,37.92,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2017-09-17,37.88,37.88,37.88,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2017-09-24,38.12,38.12,38.12,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2017-10-01,38.63,38.63,38.63,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2017-10-08,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2017-10-15,39.23,39.23,39.23,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2017-10-22,39.24,39.24,39.24,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2017-10-29,39.25,39.25,39.25,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2017-11-05,39.36,39.36,39.36,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2017-11-12,39.6,39.6,39.6,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2017-11-19,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2017-11-26,40.86,40.86,40.86,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2017-12-03,40.92,40.92,40.92,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-12-10,41.36,41.36,41.36,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2017-12-17,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2017-12-24,41.67,41.67,41.67,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2017-12-31,42.38,42.38,42.38,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.43,42.43,42.43,0.0,0.0
