Date,iShares S&P 500 Value_etf_Open_average,iShares S&P 500 Value_etf_Open_max,iShares S&P 500 Value_etf_Open_min,iShares S&P 500 Value_etf_Open_volatility,iShares S&P 500 Value_etf_Open_change,iShares S&P 500 Value_etf_High_average,iShares S&P 500 Value_etf_High_max,iShares S&P 500 Value_etf_High_min,iShares S&P 500 Value_etf_High_volatility,iShares S&P 500 Value_etf_High_change,iShares S&P 500 Value_etf_Low_average,iShares S&P 500 Value_etf_Low_max,iShares S&P 500 Value_etf_Low_min,iShares S&P 500 Value_etf_Low_volatility,iShares S&P 500 Value_etf_Low_change,iShares S&P 500 Value_etf_Close_average,iShares S&P 500 Value_etf_Close_max,iShares S&P 500 Value_etf_Close_min,iShares S&P 500 Value_etf_Close_volatility,iShares S&P 500 Value_etf_Close_change
2016-03-27,89.26,89.26,89.26,0.0,0.0,90.34,90.34,90.34,0.0,0.0,89.05,89.05,89.05,0.0,0.0,90.27,90.27,90.27,0.0,0.0
2016-04-03,89.33,89.33,89.33,0.0,0.0,89.64,89.64,89.64,0.0,0.0,88.84,88.84,88.84,0.0,0.0,89.09,89.09,89.09,0.0,0.0
2016-04-10,91.2,91.2,91.2,0.0,0.0,91.25,91.25,91.25,0.0,0.0,90.83,90.83,90.83,0.0,0.0,90.95,90.95,90.95,0.0,0.0
2016-04-17,92.11,92.11,92.11,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.1,92.1,92.1,0.0,0.0,92.54,92.54,92.54,0.0,0.0
2016-04-24,92.09,92.09,92.09,0.0,0.0,92.19,92.19,92.19,0.0,0.0,91.17,91.17,91.17,0.0,0.0,91.72,91.72,91.72,0.0,0.0
2016-05-01,90.39,90.39,90.39,0.0,0.0,91.0,91.0,91.0,0.0,0.0,90.19,90.19,90.19,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2016-05-08,91.09,91.09,91.09,0.0,0.0,91.3,91.3,91.3,0.0,0.0,90.07,90.07,90.07,0.0,0.0,90.23,90.23,90.23,0.0,0.0
2016-05-15,90.68,90.68,90.68,0.0,0.0,91.02,91.02,91.02,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.76,90.76,90.76,0.0,0.0
2016-05-22,92.45,92.45,92.45,0.0,0.0,92.71,92.71,92.71,0.0,0.0,92.37,92.37,92.37,0.0,0.0,92.69,92.69,92.69,0.0,0.0
2016-05-29,92.69,92.69,92.69,0.0,0.0,92.95,92.95,92.95,0.0,0.0,92.1,92.1,92.1,0.0,0.0,92.75,92.75,92.75,0.0,0.0
2016-06-05,93.08,93.08,93.08,0.0,0.0,93.22,93.22,93.22,0.0,0.0,92.55,92.55,92.55,0.0,0.0,92.85,92.85,92.85,0.0,0.0
2016-06-12,92.12,92.12,92.12,0.0,0.0,92.28,92.28,92.28,0.0,0.0,91.63,91.63,91.63,0.0,0.0,92.05,92.05,92.05,0.0,0.0
2016-06-19,90.32,90.32,90.32,0.0,0.0,91.72,91.72,91.72,0.0,0.0,89.82,89.82,89.82,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2016-06-26,92.88,92.88,92.88,0.0,0.0,93.19,93.19,93.19,0.0,0.0,92.76,92.76,92.76,0.0,0.0,92.92,92.92,92.92,0.0,0.0
2016-07-03,93.12,93.12,93.12,0.0,0.0,93.94,93.94,93.94,0.0,0.0,93.04,93.04,93.04,0.0,0.0,93.8,93.8,93.8,0.0,0.0
2016-07-10,95.99,95.99,95.99,0.0,0.0,95.99,95.99,95.99,0.0,0.0,95.25,95.25,95.25,0.0,0.0,95.51,95.51,95.51,0.0,0.0
2016-07-17,95.48,95.48,95.48,0.0,0.0,95.93,95.93,95.93,0.0,0.0,95.43,95.43,95.43,0.0,0.0,95.93,95.93,95.93,0.0,0.0
2016-07-24,95.01,95.01,95.01,0.0,0.0,95.52,95.52,95.52,0.0,0.0,94.84,94.84,94.84,0.0,0.0,95.37,95.37,95.37,0.0,0.0
2016-07-31,95.26,95.26,95.26,0.0,0.0,95.73,95.73,95.73,0.0,0.0,95.17,95.17,95.17,0.0,0.0,95.72,95.72,95.72,0.0,0.0
2016-08-07,95.87,95.87,95.87,0.0,0.0,96.05,96.05,96.05,0.0,0.0,95.73,95.73,95.73,0.0,0.0,95.91,95.91,95.91,0.0,0.0
2016-08-14,96.26,96.26,96.26,0.0,0.0,96.3,96.3,96.3,0.0,0.0,95.86,95.86,95.86,0.0,0.0,96.24,96.24,96.24,0.0,0.0
2016-08-21,95.92,95.92,95.92,0.0,0.0,96.47,96.47,96.47,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2016-08-28,96.18,96.18,96.18,0.0,0.0,96.44,96.44,96.44,0.0,0.0,96.01,96.01,96.01,0.0,0.0,96.28,96.28,96.28,0.0,0.0
2016-09-04,95.98,95.98,95.98,0.0,0.0,95.98,95.98,95.98,0.0,0.0,94.33,94.33,94.33,0.0,0.0,94.35,94.35,94.35,0.0,0.0
2016-09-11,94.18,94.18,94.18,0.0,0.0,94.18,94.18,94.18,0.0,0.0,93.65,93.65,93.65,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2016-09-18,95.5,95.5,95.5,0.0,0.0,95.6,95.6,95.6,0.0,0.0,95.11,95.11,95.11,0.0,0.0,95.18,95.18,95.18,0.0,0.0
2016-09-25,94.6,94.6,94.6,0.0,0.0,95.32,95.32,95.32,0.0,0.0,94.51,94.51,94.51,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2016-10-02,95.0,95.0,95.0,0.0,0.0,95.09,95.09,95.09,0.0,0.0,94.19,94.19,94.19,0.0,0.0,94.57,94.57,94.57,0.0,0.0
2016-10-09,94.16,94.16,94.16,0.0,0.0,94.36,94.36,94.36,0.0,0.0,93.57,93.57,93.57,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2016-10-16,93.51,93.51,93.51,0.0,0.0,93.82,93.82,93.82,0.0,0.0,93.28,93.28,93.28,0.0,0.0,93.76,93.76,93.76,0.0,0.0
2016-10-23,93.72,93.72,93.72,0.0,0.0,94.11,94.11,94.11,0.0,0.0,93.05,93.05,93.05,0.0,0.0,93.47,93.47,93.47,0.0,0.0
2016-10-30,92.34,92.34,92.34,0.0,0.0,92.71,92.71,92.71,0.0,0.0,92.04,92.04,92.04,0.0,0.0,92.1,92.1,92.1,0.0,0.0
2016-11-06,96.73,96.73,96.73,0.0,0.0,97.0,97.0,97.0,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.93,96.93,96.93,0.0,0.0
2016-11-13,98.16,98.16,98.16,0.0,0.0,98.16,98.16,98.16,0.0,0.0,97.81,97.81,97.81,0.0,0.0,97.94,97.94,97.94,0.0,0.0
2016-11-20,99.37,99.37,99.37,0.0,0.0,99.51,99.51,99.51,0.0,0.0,99.21,99.21,99.21,0.0,0.0,99.51,99.51,99.51,0.0,0.0
2016-11-27,99.77,99.77,99.77,0.0,0.0,99.91,99.91,99.91,0.0,0.0,99.42,99.42,99.42,0.0,0.0,99.57,99.57,99.57,0.0,0.0
2016-12-04,102.43,102.43,102.43,0.0,0.0,102.86,102.86,102.86,0.0,0.0,102.24,102.24,102.24,0.0,0.0,102.86,102.86,102.86,0.0,0.0
2016-12-11,103.1,103.1,103.1,0.0,0.0,103.13,103.13,103.13,0.0,0.0,102.41,102.41,102.41,0.0,0.0,102.57,102.57,102.57,0.0,0.0
2016-12-18,102.19,102.19,102.19,0.0,0.0,102.34,102.34,102.34,0.0,0.0,102.12,102.12,102.12,0.0,0.0,102.32,102.32,102.32,0.0,0.0
2016-12-25,101.64,101.64,101.64,0.0,0.0,101.81,101.81,101.81,0.0,0.0,101.04,101.04,101.04,0.0,0.0,101.38,101.38,101.38,0.0,0.0
2017-01-01,102.48,102.48,102.48,0.0,0.0,102.81,102.81,102.81,0.0,0.0,102.12,102.12,102.12,0.0,0.0,102.64,102.64,102.64,0.0,0.0
2017-01-08,102.07,102.07,102.07,0.0,0.0,102.52,102.52,102.52,0.0,0.0,101.97,101.97,101.97,0.0,0.0,102.18,102.18,102.18,0.0,0.0
2017-01-15,101.7,101.7,101.7,0.0,0.0,102.03,102.03,102.03,0.0,0.0,101.39,101.39,101.39,0.0,0.0,101.7,101.7,101.7,0.0,0.0
2017-01-22,102.85,102.85,102.85,0.0,0.0,102.9,102.9,102.9,0.0,0.0,102.39,102.39,102.39,0.0,0.0,102.49,102.49,102.49,0.0,0.0
2017-01-29,102.58,102.58,102.58,0.0,0.0,102.87,102.87,102.87,0.0,0.0,102.21,102.21,102.21,0.0,0.0,102.8,102.8,102.8,0.0,0.0
2017-02-05,103.33,103.33,103.33,0.0,0.0,103.65,103.65,103.65,0.0,0.0,103.19,103.19,103.19,0.0,0.0,103.5,103.5,103.5,0.0,0.0
2017-02-12,104.7,104.7,104.7,0.0,0.0,105.19,105.19,105.19,0.0,0.0,104.59,104.59,104.59,0.0,0.0,105.19,105.19,105.19,0.0,0.0
2017-02-19,105.42,105.42,105.42,0.0,0.0,105.95,105.95,105.95,0.0,0.0,105.42,105.42,105.42,0.0,0.0,105.94,105.94,105.94,0.0,0.0
2017-02-26,106.64,106.64,106.64,0.0,0.0,106.87,106.87,106.87,0.0,0.0,106.52,106.52,106.52,0.0,0.0,106.71,106.71,106.71,0.0,0.0
2017-03-05,106.14,106.14,106.14,0.0,0.0,106.14,106.14,106.14,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.86,105.86,105.86,0.0,0.0
2017-03-12,106.23,106.23,106.23,0.0,0.0,106.24,106.24,106.24,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.71,105.71,105.71,0.0,0.0
2017-03-19,103.59,103.59,103.59,0.0,0.0,103.81,103.81,103.81,0.0,0.0,102.84,102.84,102.84,0.0,0.0,103.28,103.28,103.28,0.0,0.0
2017-03-26,104.32,104.32,104.32,0.0,0.0,104.42,104.42,104.42,0.0,0.0,104.0,104.0,104.0,0.0,0.0,104.04,104.04,104.04,0.0,0.0
2017-04-02,103.71,103.71,103.71,0.0,0.0,104.08,104.08,104.08,0.0,0.0,103.46,103.46,103.46,0.0,0.0,103.66,103.66,103.66,0.0,0.0
2017-04-09,103.06,103.06,103.06,0.0,0.0,103.38,103.38,103.38,0.0,0.0,102.38,102.38,102.38,0.0,0.0,102.38,102.38,102.38,0.0,0.0
2017-04-16,103.22,103.22,103.22,0.0,0.0,103.26,103.26,103.26,0.0,0.0,102.65,102.65,102.65,0.0,0.0,102.83,102.83,102.83,0.0,0.0
2017-04-23,104.53,104.53,104.53,0.0,0.0,104.53,104.53,104.53,0.0,0.0,103.89,103.89,103.89,0.0,0.0,103.94,103.94,103.94,0.0,0.0
2017-04-30,104.14,104.14,104.14,0.0,0.0,104.42,104.42,104.42,0.0,0.0,103.99,103.99,103.99,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2017-05-07,103.75,103.75,103.75,0.0,0.0,103.75,103.75,103.75,0.0,0.0,103.4,103.4,103.4,0.0,0.0,103.57,103.57,103.57,0.0,0.0
2017-05-14,102.57,102.57,102.57,0.0,0.0,103.39,103.39,103.39,0.0,0.0,102.49,102.49,102.49,0.0,0.0,103.0,103.0,103.0,0.0,0.0
2017-05-21,103.93,103.93,103.93,0.0,0.0,104.06,104.06,104.06,0.0,0.0,103.86,103.86,103.86,0.0,0.0,103.98,103.98,103.98,0.0,0.0
2017-05-28,104.55,104.55,104.55,0.0,0.0,104.7,104.7,104.7,0.0,0.0,104.3,104.3,104.3,0.0,0.0,104.52,104.52,104.52,0.0,0.0
2017-06-04,104.64,104.64,104.64,0.0,0.0,105.6,105.6,105.6,0.0,0.0,104.64,104.64,104.64,0.0,0.0,105.52,105.52,105.52,0.0,0.0
2017-06-11,105.89,105.89,105.89,0.0,0.0,105.89,105.89,105.89,0.0,0.0,105.27,105.27,105.27,0.0,0.0,105.78,105.78,105.78,0.0,0.0
2017-06-18,105.1,105.1,105.1,0.0,0.0,105.24,105.24,105.24,0.0,0.0,104.8,104.8,104.8,0.0,0.0,104.96,104.96,104.96,0.0,0.0
2017-06-25,105.27,105.27,105.27,0.0,0.0,105.36,105.36,105.36,0.0,0.0,104.84,104.84,104.84,0.0,0.0,104.96,104.96,104.96,0.0,0.0
2017-07-02,104.83,104.83,104.83,0.0,0.0,105.1,105.1,105.1,0.0,0.0,104.59,104.59,104.59,0.0,0.0,105.05,105.05,105.05,0.0,0.0
2017-07-09,105.32,105.32,105.32,0.0,0.0,105.94,105.94,105.94,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.73,105.73,105.73,0.0,0.0
2017-07-16,105.79,105.79,105.79,0.0,0.0,105.87,105.87,105.87,0.0,0.0,105.49,105.49,105.49,0.0,0.0,105.85,105.85,105.85,0.0,0.0
2017-07-23,106.11,106.11,106.11,0.0,0.0,106.34,106.34,106.34,0.0,0.0,105.87,105.87,105.87,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2017-07-30,106.75,106.75,106.75,0.0,0.0,106.81,106.81,106.81,0.0,0.0,106.56,106.56,106.56,0.0,0.0,106.66,106.66,106.66,0.0,0.0
2017-08-06,105.04,105.04,105.04,0.0,0.0,105.23,105.23,105.23,0.0,0.0,104.73,104.73,104.73,0.0,0.0,104.86,104.86,104.86,0.0,0.0
2017-08-13,104.04,104.04,104.04,0.0,0.0,104.65,104.65,104.65,0.0,0.0,103.77,103.77,103.77,0.0,0.0,103.97,103.97,103.97,0.0,0.0
2017-08-20,104.76,104.76,104.76,0.0,0.0,105.11,105.11,105.11,0.0,0.0,104.69,104.69,104.69,0.0,0.0,104.75,104.75,104.75,0.0,0.0
2017-08-27,105.31,105.31,105.31,0.0,0.0,105.79,105.79,105.79,0.0,0.0,105.31,105.31,105.31,0.0,0.0,105.53,105.53,105.53,0.0,0.0
2017-09-03,104.42,104.42,104.42,0.0,0.0,104.84,104.84,104.84,0.0,0.0,104.29,104.29,104.29,0.0,0.0,104.67,104.67,104.67,0.0,0.0
2017-09-10,106.67,106.67,106.67,0.0,0.0,107.03,107.03,107.03,0.0,0.0,106.63,106.63,106.63,0.0,0.0,107.01,107.01,107.01,0.0,0.0
2017-09-17,107.49,107.49,107.49,0.0,0.0,107.77,107.77,107.77,0.0,0.0,107.42,107.42,107.42,0.0,0.0,107.66,107.66,107.66,0.0,0.0
2017-09-24,107.61,107.61,107.61,0.0,0.0,107.94,107.94,107.94,0.0,0.0,107.51,107.51,107.51,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2017-10-01,109.24,109.24,109.24,0.0,0.0,109.36,109.36,109.36,0.0,0.0,108.93,108.93,108.93,0.0,0.0,109.17,109.17,109.17,0.0,0.0
2017-10-08,108.88,108.88,108.88,0.0,0.0,109.07,109.07,109.07,0.0,0.0,108.67,108.67,108.67,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2017-10-15,109.74,109.74,109.74,0.0,0.0,110.12,110.12,110.12,0.0,0.0,109.64,109.64,109.64,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2017-10-22,109.49,109.49,109.49,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.04,109.04,109.04,0.0,0.0,109.6,109.6,109.6,0.0,0.0
2017-10-29,109.48,109.48,109.48,0.0,0.0,109.56,109.56,109.56,0.0,0.0,109.28,109.28,109.28,0.0,0.0,109.5,109.5,109.5,0.0,0.0
2017-11-05,108.93,108.93,108.93,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.71,108.71,108.71,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2017-11-12,108.92,108.92,108.92,0.0,0.0,109.21,109.21,109.21,0.0,0.0,108.83,108.83,108.83,0.0,0.0,109.02,109.02,109.02,0.0,0.0
2017-11-19,109.75,109.75,109.75,0.0,0.0,109.84,109.84,109.84,0.0,0.0,109.6,109.6,109.6,0.0,0.0,109.63,109.63,109.63,0.0,0.0
2017-11-26,112.9,112.9,112.9,0.0,0.0,113.11,113.11,113.11,0.0,0.0,111.14,111.14,111.14,0.0,0.0,112.77,112.77,112.77,0.0,0.0
2017-12-03,113.07,113.07,113.07,0.0,0.0,113.39,113.39,113.39,0.0,0.0,112.8,112.8,112.8,0.0,0.0,113.37,113.37,113.37,0.0,0.0
2017-12-10,113.65,113.65,113.65,0.0,0.0,114.39,114.39,114.39,0.0,0.0,113.64,113.64,113.64,0.0,0.0,114.03,114.03,114.03,0.0,0.0
2017-12-17,114.38,114.38,114.38,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.08,114.08,114.08,0.0,0.0,114.36,114.36,114.36,0.0,0.0
2017-12-24,114.79,114.79,114.79,0.0,0.0,114.89,114.89,114.89,0.0,0.0,114.15,114.15,114.15,0.0,0.0,114.24,114.24,114.24,0.0,0.0
2017-12-31,116.17,116.17,116.17,0.0,0.0,116.36,116.36,116.36,0.0,0.0,115.76,115.76,115.76,0.0,0.0,116.27,116.27,116.27,0.0,0.0
