Date,Guggenheim CurrencyShares EuroEtf_Open_average,Guggenheim CurrencyShares EuroEtf_Open_max,Guggenheim CurrencyShares EuroEtf_Open_min,Guggenheim CurrencyShares EuroEtf_Open_volatility,Guggenheim CurrencyShares EuroEtf_Open_change,Guggenheim CurrencyShares EuroEtf_High_average,Guggenheim CurrencyShares EuroEtf_High_max,Guggenheim CurrencyShares EuroEtf_High_min,Guggenheim CurrencyShares EuroEtf_High_volatility,Guggenheim CurrencyShares EuroEtf_High_change,Guggenheim CurrencyShares EuroEtf_Low_average,Guggenheim CurrencyShares EuroEtf_Low_max,Guggenheim CurrencyShares EuroEtf_Low_min,Guggenheim CurrencyShares EuroEtf_Low_volatility,Guggenheim CurrencyShares EuroEtf_Low_change,Guggenheim CurrencyShares EuroEtf_Close_average,Guggenheim CurrencyShares EuroEtf_Close_max,Guggenheim CurrencyShares EuroEtf_Close_min,Guggenheim CurrencyShares EuroEtf_Close_volatility,Guggenheim CurrencyShares EuroEtf_Close_change
2016-03-13,110.34,110.34,110.34,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.1,110.1,110.1,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2016-03-20,109.09,109.09,109.09,0.0,0.0,109.31,109.31,109.31,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.26,109.26,109.26,0.0,0.0
2016-03-27,111.18,111.18,111.18,0.0,0.0,111.42,111.42,111.42,0.0,0.0,110.77,110.77,110.77,0.0,0.0,111.29,111.29,111.29,0.0,0.0
2016-04-03,111.3,111.3,111.3,0.0,0.0,111.54,111.54,111.54,0.0,0.0,111.17,111.17,111.17,0.0,0.0,111.39,111.39,111.39,0.0,0.0
2016-04-10,110.24,110.24,110.24,0.0,0.0,110.54,110.54,110.54,0.0,0.0,110.2,110.2,110.2,0.0,0.0,110.21,110.21,110.21,0.0,0.0
2016-04-17,109.88,109.88,109.88,0.0,0.0,110.07,110.07,110.07,0.0,0.0,109.57,109.57,109.57,0.0,0.0,109.63,109.63,109.63,0.0,0.0
2016-04-24,111.72,111.72,111.72,0.0,0.0,111.9,111.9,111.9,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.84,111.84,111.84,0.0,0.0
2016-05-01,111.6,111.6,111.6,0.0,0.0,111.64,111.64,111.64,0.0,0.0,111.2,111.2,111.2,0.0,0.0,111.34,111.34,111.34,0.0,0.0
2016-05-08,110.53,110.53,110.53,0.0,0.0,110.56,110.56,110.56,0.0,0.0,110.16,110.16,110.16,0.0,0.0,110.45,110.45,110.45,0.0,0.0
2016-05-15,109.68,109.68,109.68,0.0,0.0,109.68,109.68,109.68,0.0,0.0,109.38,109.38,109.38,0.0,0.0,109.51,109.51,109.51,0.0,0.0
2016-05-22,108.86,108.86,108.86,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.44,108.44,108.44,0.0,0.0
2016-05-29,110.29,110.29,110.29,0.0,0.0,110.92,110.92,110.92,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.87,110.87,110.87,0.0,0.0
2016-06-05,110.16,110.16,110.16,0.0,0.0,110.27,110.27,110.27,0.0,0.0,109.73,109.73,109.73,0.0,0.0,109.81,109.81,109.81,0.0,0.0
2016-06-12,109.95,109.95,109.95,0.0,0.0,110.21,110.21,110.21,0.0,0.0,109.69,109.69,109.69,0.0,0.0,110.06,110.06,110.06,0.0,0.0
2016-06-19,107.79,107.79,107.79,0.0,0.0,109.06,109.06,109.06,0.0,0.0,107.72,107.72,107.72,0.0,0.0,108.05,108.05,108.05,0.0,0.0
2016-06-26,108.83,108.83,108.83,0.0,0.0,108.85,108.85,108.85,0.0,0.0,108.38,108.38,108.38,0.0,0.0,108.61,108.61,108.61,0.0,0.0
2016-07-03,107.9,107.9,107.9,0.0,0.0,107.95,107.95,107.95,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.74,107.74,107.74,0.0,0.0
2016-07-10,108.04,108.04,108.04,0.0,0.0,108.11,108.11,108.11,0.0,0.0,107.76,107.76,107.76,0.0,0.0,107.89,107.89,107.89,0.0,0.0
2016-07-17,107.41,107.41,107.41,0.0,0.0,107.41,107.41,107.41,0.0,0.0,106.79,106.79,106.79,0.0,0.0,106.95,106.95,106.95,0.0,0.0
2016-07-24,108.79,108.79,108.79,0.0,0.0,109.13,109.13,109.13,0.0,0.0,108.71,108.71,108.71,0.0,0.0,108.96,108.96,108.96,0.0,0.0
2016-07-31,107.79,107.79,107.79,0.0,0.0,108.2,108.2,108.2,0.0,0.0,107.65,107.65,107.65,0.0,0.0,108.03,108.03,108.03,0.0,0.0
2016-08-07,109.11,109.11,109.11,0.0,0.0,109.16,109.16,109.16,0.0,0.0,108.72,108.72,108.72,0.0,0.0,108.72,108.72,108.72,0.0,0.0
2016-08-14,110.24,110.24,110.24,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2016-08-21,109.99,109.99,109.99,0.0,0.0,110.46,110.46,110.46,0.0,0.0,108.94,108.94,108.94,0.0,0.0,109.01,109.01,109.01,0.0,0.0
2016-08-28,109.17,109.17,109.17,0.0,0.0,109.26,109.26,109.26,0.0,0.0,108.61,108.61,108.61,0.0,0.0,108.66,108.66,108.66,0.0,0.0
2016-09-04,109.24,109.24,109.24,0.0,0.0,109.34,109.34,109.34,0.0,0.0,109.03,109.03,109.03,0.0,0.0,109.29,109.29,109.29,0.0,0.0
2016-09-11,108.75,108.75,108.75,0.0,0.0,108.87,108.87,108.87,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.58,108.58,108.58,0.0,0.0
2016-09-18,109.08,109.08,109.08,0.0,0.0,109.41,109.41,109.41,0.0,0.0,109.08,109.08,109.08,0.0,0.0,109.31,109.31,109.31,0.0,0.0
2016-09-25,109.32,109.32,109.32,0.0,0.0,109.49,109.49,109.49,0.0,0.0,109.05,109.05,109.05,0.0,0.0,109.35,109.35,109.35,0.0,0.0
2016-10-02,108.9,108.9,108.9,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2016-10-09,107.03,107.03,107.03,0.0,0.0,107.3,107.3,107.3,0.0,0.0,106.73,106.73,106.73,0.0,0.0,106.73,106.73,106.73,0.0,0.0
2016-10-16,105.82,105.82,105.82,0.0,0.0,105.87,105.87,105.87,0.0,0.0,105.65,105.65,105.65,0.0,0.0,105.85,105.85,105.85,0.0,0.0
2016-10-23,106.26,106.26,106.26,0.0,0.0,106.9,106.9,106.9,0.0,0.0,106.24,106.24,106.24,0.0,0.0,106.85,106.85,106.85,0.0,0.0
2016-10-30,107.9,107.9,107.9,0.0,0.0,108.35,108.35,108.35,0.0,0.0,107.84,107.84,107.84,0.0,0.0,108.35,108.35,108.35,0.0,0.0
2016-11-06,105.88,105.88,105.88,0.0,0.0,105.9,105.9,105.9,0.0,0.0,105.33,105.33,105.33,0.0,0.0,105.47,105.47,105.47,0.0,0.0
2016-11-13,103.17,103.17,103.17,0.0,0.0,103.29,103.29,103.29,0.0,0.0,102.77,102.77,102.77,0.0,0.0,102.94,102.94,102.94,0.0,0.0
2016-11-20,103.2,103.2,103.2,0.0,0.0,103.27,103.27,103.27,0.0,0.0,102.94,102.94,102.94,0.0,0.0,102.97,102.97,102.97,0.0,0.0
2016-11-27,103.54,103.54,103.54,0.0,0.0,103.78,103.78,103.78,0.0,0.0,103.43,103.43,103.43,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2016-12-04,102.66,102.66,102.66,0.0,0.0,102.74,102.74,102.74,0.0,0.0,102.34,102.34,102.34,0.0,0.0,102.58,102.58,102.58,0.0,0.0
2016-12-11,101.2,101.2,101.2,0.0,0.0,101.74,101.74,101.74,0.0,0.0,101.06,101.06,101.06,0.0,0.0,101.47,101.47,101.47,0.0,0.0
2016-12-18,101.41,101.41,101.41,0.0,0.0,101.7,101.7,101.7,0.0,0.0,101.36,101.36,101.36,0.0,0.0,101.52,101.52,101.52,0.0,0.0
2016-12-25,102.34,102.34,102.34,0.0,0.0,102.73,102.73,102.73,0.0,0.0,102.22,102.22,102.22,0.0,0.0,102.26,102.26,102.26,0.0,0.0
2017-01-01,102.35,102.35,102.35,0.0,0.0,102.78,102.78,102.78,0.0,0.0,102.21,102.21,102.21,0.0,0.0,102.29,102.29,102.29,0.0,0.0
2017-01-08,103.32,103.32,103.32,0.0,0.0,103.44,103.44,103.44,0.0,0.0,102.9,102.9,102.9,0.0,0.0,103.31,103.31,103.31,0.0,0.0
2017-01-15,103.52,103.52,103.52,0.0,0.0,103.97,103.97,103.97,0.0,0.0,103.44,103.44,103.44,0.0,0.0,103.86,103.86,103.86,0.0,0.0
2017-01-22,103.93,103.93,103.93,0.0,0.0,104.01,104.01,104.01,0.0,0.0,103.67,103.67,103.67,0.0,0.0,103.82,103.82,103.82,0.0,0.0
2017-01-29,104.4,104.4,104.4,0.0,0.0,104.78,104.78,104.78,0.0,0.0,104.4,104.4,104.4,0.0,0.0,104.64,104.64,104.64,0.0,0.0
2017-02-05,102.99,102.99,102.99,0.0,0.0,103.37,103.37,103.37,0.0,0.0,102.97,102.97,102.97,0.0,0.0,103.22,103.22,103.22,0.0,0.0
2017-02-12,103.46,103.46,103.46,0.0,0.0,103.48,103.48,103.48,0.0,0.0,102.91,102.91,102.91,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2017-02-19,102.64,102.64,102.64,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.43,102.43,102.43,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2017-02-26,102.43,102.43,102.43,0.0,0.0,102.99,102.99,102.99,0.0,0.0,102.25,102.25,102.25,0.0,0.0,102.99,102.99,102.99,0.0,0.0
2017-03-05,103.1,103.1,103.1,0.0,0.0,103.75,103.75,103.75,0.0,0.0,103.02,103.02,103.02,0.0,0.0,103.67,103.67,103.67,0.0,0.0
2017-03-12,104.1,104.1,104.1,0.0,0.0,104.29,104.29,104.29,0.0,0.0,104.06,104.06,104.06,0.0,0.0,104.15,104.15,104.15,0.0,0.0
2017-03-19,104.71,104.71,104.71,0.0,0.0,104.88,104.88,104.88,0.0,0.0,104.62,104.62,104.62,0.0,0.0,104.65,104.65,104.65,0.0,0.0
2017-03-26,103.65,103.65,103.65,0.0,0.0,103.73,103.73,103.73,0.0,0.0,103.38,103.38,103.38,0.0,0.0,103.41,103.41,103.41,0.0,0.0
2017-04-02,102.93,102.93,102.93,0.0,0.0,103.04,103.04,103.04,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.66,102.66,102.66,0.0,0.0
2017-04-09,103.03,103.03,103.03,0.0,0.0,103.04,103.04,103.04,0.0,0.0,102.83,102.83,102.83,0.0,0.0,102.89,102.89,102.89,0.0,0.0
2017-04-16,103.68,103.68,103.68,0.0,0.0,103.76,103.76,103.76,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.71,103.71,103.71,0.0,0.0
2017-04-23,105.7,105.7,105.7,0.0,0.0,105.79,105.79,105.79,0.0,0.0,105.44,105.44,105.44,0.0,0.0,105.52,105.52,105.52,0.0,0.0
2017-04-30,106.31,106.31,106.31,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.25,106.25,106.25,0.0,0.0,106.53,106.53,106.53,0.0,0.0
2017-05-07,105.72,105.72,105.72,0.0,0.0,105.87,105.87,105.87,0.0,0.0,105.68,105.68,105.68,0.0,0.0,105.83,105.83,105.83,0.0,0.0
2017-05-14,108.32,108.32,108.32,0.0,0.0,108.55,108.55,108.55,0.0,0.0,108.29,108.29,108.29,0.0,0.0,108.52,108.52,108.52,0.0,0.0
2017-05-21,108.13,108.13,108.13,0.0,0.0,108.31,108.31,108.31,0.0,0.0,108.08,108.08,108.08,0.0,0.0,108.12,108.12,108.12,0.0,0.0
2017-05-28,109.06,109.06,109.06,0.0,0.0,109.23,109.23,109.23,0.0,0.0,108.97,108.97,108.97,0.0,0.0,109.22,109.22,109.22,0.0,0.0
2017-06-04,108.13,108.13,108.13,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.13,108.13,108.13,0.0,0.0,108.34,108.34,108.34,0.0,0.0
2017-06-11,108.05,108.05,108.05,0.0,0.0,108.41,108.41,108.41,0.0,0.0,108.04,108.04,108.04,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2017-06-18,108.19,108.19,108.19,0.0,0.0,108.45,108.45,108.45,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2017-06-25,110.43,110.43,110.43,0.0,0.0,110.54,110.54,110.54,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.48,110.48,110.48,0.0,0.0
2017-07-02,110.25,110.25,110.25,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.09,110.09,110.09,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-07-09,110.84,110.84,110.84,0.0,0.0,110.94,110.94,110.94,0.0,0.0,110.61,110.61,110.61,0.0,0.0,110.94,110.94,110.94,0.0,0.0
2017-07-16,112.59,112.59,112.59,0.0,0.0,112.96,112.96,112.96,0.0,0.0,112.54,112.54,112.54,0.0,0.0,112.85,112.85,112.85,0.0,0.0
2017-07-23,113.37,113.37,113.37,0.0,0.0,113.72,113.72,113.72,0.0,0.0,113.33,113.33,113.33,0.0,0.0,113.69,113.69,113.69,0.0,0.0
2017-07-30,114.46,114.46,114.46,0.0,0.0,114.49,114.49,114.49,0.0,0.0,113.38,113.38,113.38,0.0,0.0,113.85,113.85,113.85,0.0,0.0
2017-08-06,114.11,114.11,114.11,0.0,0.0,114.48,114.48,114.48,0.0,0.0,113.83,113.83,113.83,0.0,0.0,114.3,114.3,114.3,0.0,0.0
2017-08-13,113.54,113.54,113.54,0.0,0.0,113.71,113.71,113.71,0.0,0.0,113.36,113.36,113.36,0.0,0.0,113.7,113.7,113.7,0.0,0.0
2017-08-20,114.14,114.14,114.14,0.0,0.0,115.39,115.39,115.39,0.0,0.0,113.89,113.89,113.89,0.0,0.0,115.26,115.26,115.26,0.0,0.0
2017-08-27,114.97,114.97,114.97,0.0,0.0,115.01,115.01,115.01,0.0,0.0,114.47,114.47,114.47,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2017-09-03,116.36,116.36,116.36,0.0,0.0,116.39,116.39,116.39,0.0,0.0,116.06,116.06,116.06,0.0,0.0,116.17,116.17,116.17,0.0,0.0
2017-09-10,115.71,115.71,115.71,0.0,0.0,115.71,115.71,115.71,0.0,0.0,115.22,115.22,115.22,0.0,0.0,115.39,115.39,115.39,0.0,0.0
2017-09-17,115.51,115.51,115.51,0.0,0.0,115.7,115.7,115.7,0.0,0.0,115.28,115.28,115.28,0.0,0.0,115.33,115.33,115.33,0.0,0.0
2017-09-24,114.13,114.13,114.13,0.0,0.0,114.16,114.16,114.16,0.0,0.0,113.88,113.88,113.88,0.0,0.0,114.1,114.1,114.1,0.0,0.0
2017-10-01,112.88,112.88,112.88,0.0,0.0,113.32,113.32,113.32,0.0,0.0,112.82,112.82,112.82,0.0,0.0,113.29,113.29,113.29,0.0,0.0
2017-10-08,114.6,114.6,114.6,0.0,0.0,114.61,114.61,114.61,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.07,114.07,114.07,0.0,0.0
2017-10-15,113.84,113.84,113.84,0.0,0.0,113.85,113.85,113.85,0.0,0.0,113.54,113.54,113.54,0.0,0.0,113.62,113.62,113.62,0.0,0.0
2017-10-22,111.9,111.9,111.9,0.0,0.0,112.14,112.14,112.14,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.92,111.92,111.92,0.0,0.0
2017-10-29,112.39,112.39,112.39,0.0,0.0,112.44,112.44,112.44,0.0,0.0,111.89,111.89,111.89,0.0,0.0,111.96,111.96,111.96,0.0,0.0
2017-11-05,112.43,112.43,112.43,0.0,0.0,112.61,112.61,112.61,0.0,0.0,112.39,112.39,112.39,0.0,0.0,112.52,112.52,112.52,0.0,0.0
2017-11-12,113.78,113.78,113.78,0.0,0.0,113.84,113.84,113.84,0.0,0.0,113.58,113.58,113.58,0.0,0.0,113.75,113.75,113.75,0.0,0.0
2017-11-19,114.83,114.83,114.83,0.0,0.0,115.16,115.16,115.16,0.0,0.0,114.81,114.81,114.81,0.0,0.0,114.99,114.99,114.99,0.0,0.0
2017-11-26,114.41,114.41,114.41,0.0,0.0,115.04,115.04,115.04,0.0,0.0,114.25,114.25,114.25,0.0,0.0,114.64,114.64,114.64,0.0,0.0
2017-12-03,113.39,113.39,113.39,0.0,0.0,113.48,113.48,113.48,0.0,0.0,113.25,113.25,113.25,0.0,0.0,113.41,113.41,113.41,0.0,0.0
2017-12-10,113.56,113.56,113.56,0.0,0.0,113.59,113.59,113.59,0.0,0.0,113.27,113.27,113.27,0.0,0.0,113.28,113.28,113.28,0.0,0.0
2017-12-17,114.21,114.21,114.21,0.0,0.0,114.27,114.27,114.27,0.0,0.0,113.97,113.97,113.97,0.0,0.0,114.24,114.24,114.24,0.0,0.0
2017-12-24,115.49,115.49,115.49,0.0,0.0,115.85,115.85,115.85,0.0,0.0,115.49,115.49,115.49,0.0,0.0,115.61,115.61,115.61,0.0,0.0
2017-12-31,115.87,115.87,115.87,0.0,0.0,116.09,116.09,116.09,0.0,0.0,115.8,115.8,115.8,0.0,0.0,115.97,115.97,115.97,0.0,0.0
