Date,iShares MSCI ACWI_etf_Open_average,iShares MSCI ACWI_etf_Open_max,iShares MSCI ACWI_etf_Open_min,iShares MSCI ACWI_etf_Open_volatility,iShares MSCI ACWI_etf_Open_change,iShares MSCI ACWI_etf_High_average,iShares MSCI ACWI_etf_High_max,iShares MSCI ACWI_etf_High_min,iShares MSCI ACWI_etf_High_volatility,iShares MSCI ACWI_etf_High_change,iShares MSCI ACWI_etf_Low_average,iShares MSCI ACWI_etf_Low_max,iShares MSCI ACWI_etf_Low_min,iShares MSCI ACWI_etf_Low_volatility,iShares MSCI ACWI_etf_Low_change,iShares MSCI ACWI_etf_Close_average,iShares MSCI ACWI_etf_Close_max,iShares MSCI ACWI_etf_Close_min,iShares MSCI ACWI_etf_Close_volatility,iShares MSCI ACWI_etf_Close_change
2016-05-29,57.21,57.21,57.21,0.0,0.0,57.42,57.42,57.42,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2016-06-05,57.03,57.03,57.03,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2016-06-12,56.08,56.08,56.08,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2016-06-19,54.39,54.39,54.39,0.0,0.0,55.4,55.4,55.4,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2016-06-26,56.22,56.22,56.22,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2016-07-03,56.09,56.09,56.09,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-07-10,57.89,57.89,57.89,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2016-07-17,57.89,57.89,57.89,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2016-07-24,58.12,58.12,58.12,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2016-07-31,58.16,58.16,58.16,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2016-08-07,59.14,59.14,59.14,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2016-08-14,59.02,59.02,59.02,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2016-08-21,58.95,58.95,58.95,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2016-08-28,59.07,59.07,59.07,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2016-09-04,59.03,59.03,59.03,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2016-09-11,57.94,57.94,57.94,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2016-09-18,59.3,59.3,59.3,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2016-09-25,58.95,58.95,58.95,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2016-10-02,58.95,58.95,58.95,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2016-10-09,58.31,58.31,58.31,0.0,0.0,58.46,58.46,58.46,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2016-10-16,58.2,58.2,58.2,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2016-10-23,58.06,58.06,58.06,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2016-10-30,56.84,56.84,56.84,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2016-11-06,57.88,57.88,57.88,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2016-11-13,58.12,58.12,58.12,0.0,0.0,58.2,58.2,58.2,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2016-11-20,58.68,58.68,58.68,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2016-11-27,58.27,58.27,58.27,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2016-12-04,60.1,60.1,60.1,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.31,60.31,60.31,0.0,0.0
2016-12-11,60.02,60.02,60.02,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2016-12-18,59.31,59.31,59.31,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2016-12-25,59.47,59.47,59.47,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2017-01-01,60.35,60.35,60.35,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2017-01-08,60.54,60.54,60.54,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2017-01-15,60.43,60.43,60.43,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2017-01-22,61.31,61.31,61.31,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2017-01-29,61.26,61.26,61.26,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2017-02-05,61.58,61.58,61.58,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2017-02-12,62.19,62.19,62.19,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2017-02-19,62.32,62.32,62.32,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2017-02-26,62.82,62.82,62.82,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2017-03-05,62.78,62.78,62.78,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2017-03-12,63.62,63.62,63.62,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.51,63.51,63.51,0.0,0.0
2017-03-19,63.09,63.09,63.09,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2017-03-26,63.24,63.24,63.24,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2017-04-02,63.07,63.07,63.07,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2017-04-09,62.88,62.88,62.88,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2017-04-16,63.07,63.07,63.07,0.0,0.0,63.12,63.12,63.12,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2017-04-23,64.34,64.34,64.34,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2017-04-30,64.7,64.7,64.7,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.64,64.64,64.64,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2017-05-07,64.95,64.95,64.95,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.88,64.88,64.88,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2017-05-14,64.91,64.91,64.91,0.0,0.0,65.37,65.37,65.37,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2017-05-21,65.78,65.78,65.78,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.83,65.83,65.83,0.0,0.0
2017-05-28,66.44,66.44,66.44,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2017-06-04,66.42,66.42,66.42,0.0,0.0,66.6,66.6,66.6,0.0,0.0,65.91,65.91,65.91,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2017-06-11,66.16,66.16,66.16,0.0,0.0,66.27,66.27,66.27,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2017-06-18,65.5,65.5,65.5,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2017-06-25,65.6,65.6,65.6,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2017-07-02,65.09,65.09,65.09,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.06,65.06,65.06,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2017-07-09,66.4,66.4,66.4,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2017-07-16,67.02,67.02,67.02,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.11,67.11,67.11,0.0,0.0
2017-07-23,67.03,67.03,67.03,0.0,0.0,67.24,67.24,67.24,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.2,67.2,67.2,0.0,0.0
2017-07-30,67.56,67.56,67.56,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.53,67.53,67.53,0.0,0.0
2017-08-06,66.34,66.34,66.34,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2017-08-13,66.27,66.27,66.27,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2017-08-20,67.01,67.01,67.01,0.0,0.0,67.25,67.25,67.25,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2017-08-27,67.73,67.73,67.73,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.71,67.71,67.71,0.0,0.0
2017-09-03,67.72,67.72,67.72,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2017-09-10,68.5,68.5,68.5,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.57,68.57,68.57,0.0,0.0
2017-09-17,68.69,68.69,68.69,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2017-09-24,68.59,68.59,68.59,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2017-10-01,69.21,69.21,69.21,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2017-10-08,70.0,70.0,70.0,0.0,0.0,70.07,70.07,70.07,0.0,0.0,69.96,69.96,69.96,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2017-10-15,70.19,70.19,70.19,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2017-10-22,69.93,69.93,69.93,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.78,69.78,69.78,0.0,0.0,70.19,70.19,70.19,0.0,0.0
2017-10-29,70.48,70.48,70.48,0.0,0.0,70.62,70.62,70.62,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2017-11-05,70.37,70.37,70.37,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2017-11-12,70.33,70.33,70.33,0.0,0.0,70.47,70.47,70.47,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2017-11-19,71.35,71.35,71.35,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2017-11-26,71.61,71.61,71.61,0.0,0.0,71.66,71.66,71.66,0.0,0.0,70.8,70.8,70.8,0.0,0.0,71.54,71.54,71.54,0.0,0.0
2017-12-03,71.58,71.58,71.58,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2017-12-10,71.88,71.88,71.88,0.0,0.0,72.12,72.12,72.12,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.97,71.97,71.97,0.0,0.0
2017-12-17,71.97,71.97,71.97,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.0,72.0,72.0,0.0,0.0
2017-12-24,72.39,72.39,72.39,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2017-12-31,73.93,73.93,73.93,0.0,0.0,74.17,74.17,74.17,0.0,0.0,73.78,73.78,73.78,0.0,0.0,74.13,74.13,74.13,0.0,0.0
