Date,DMRCStock_Open_average,DMRCStock_Open_max,DMRCStock_Open_min,DMRCStock_Open_volatility,DMRCStock_Open_change,DMRCStock_High_average,DMRCStock_High_max,DMRCStock_High_min,DMRCStock_High_volatility,DMRCStock_High_change,DMRCStock_Low_average,DMRCStock_Low_max,DMRCStock_Low_min,DMRCStock_Low_volatility,DMRCStock_Low_change,DMRCStock_Close_average,DMRCStock_Close_max,DMRCStock_Close_min,DMRCStock_Close_volatility,DMRCStock_Close_change,DMRCStock_Volume_average,DMRCStock_Volume_max,DMRCStock_Volume_min,DMRCStock_Volume_volatility,DMRCStock_Volume_change
2017-10-29,35.47,36.15,35.0,1.1499999999999986,0.6000000000000014,36.17,36.85,35.7,1.1499999999999986,1.1499999999999986,34.86,35.3,34.45,0.8499999999999943,0.8499999999999943,35.75,36.65,35.25,1.3999999999999986,1.3999999999999986,66912,86366,51852,34514,-33882
2017-11-05,36.3,37.25,35.0,2.25,-1.5499999999999972,36.910000000000004,37.5,35.95,1.5499999999999972,-1.3999999999999986,35.534,36.3,34.62,1.6799999999999997,-1.1999999999999957,36.29,37.2,35.35,1.8500000000000014,-1.6499999999999986,59305,117534,31736,85798,-17736
2017-11-12,36.18,36.7,35.45,1.25,0.9499999999999957,37.01,37.25,36.85,0.3999999999999986,-0.3999999999999986,35.6,36.0,34.7,1.2999999999999972,1.2999999999999972,36.49,36.7,36.35,0.3500000000000014,0.25,48138,82816,24664,58152,-58152
2017-11-19,37.9,38.5,36.7,1.7999999999999972,1.7999999999999972,38.8775,39.15,38.52,0.6299999999999955,-0.17999999999999972,37.6,38.1,36.6,1.5,1.25,38.2,38.35,38.0,0.3500000000000014,0.3500000000000014,45890,78855,18707,60148,-60148
2017-11-26,38.26,38.55,37.5,1.0499999999999972,-0.7999999999999972,38.51,38.9,37.65,1.25,-1.1000000000000014,37.172,38.05,34.91,3.1400000000000006,-3.1400000000000006,37.77,38.6,36.25,2.3500000000000014,-2.1499999999999986,56253,81858,39782,42076,42076
2017-12-03,35.28,36.4,34.3,2.1000000000000014,-0.25,36.05,36.7,35.3,1.4000000000000057,-0.15000000000000568,34.59,35.45,34.2,1.25,1.0500000000000043,35.12,36.05,34.3,1.75,0.5999999999999943,41670,45600,38015,7585,2557
2017-12-10,36.0,36.3,35.8,0.5,0.05000000000000426,36.868,37.1,36.65,0.45000000000000284,-0.04000000000000625,35.66,35.8,35.5,0.29999999999999716,0.25,36.050000000000004,36.25,35.75,0.5,0.04999999999999716,56784,84803,33458,51345,11767
2017-12-17,37.17,37.5,36.75,0.75,0.29999999999999716,37.666000000000004,37.95,37.15,0.8000000000000043,-0.3500000000000014,36.818,37.05,36.35,0.6999999999999957,-0.3999999999999986,37.06,37.3,36.5,0.7999999999999972,-0.6000000000000014,42189,70569,17486,53083,-40837
2017-12-24,36.3625,36.5,36.2,0.29999999999999716,-0.09999999999999432,36.9325,37.3,36.63,0.6699999999999946,0.25,35.975,36.15,35.8,0.3500000000000014,-0.04999999999999716,36.275,36.35,36.15,0.20000000000000284,-0.14999999999999858,24657,38845,12183,26662,17898
2017-12-31,35.95,36.25,35.5,0.75,-0.20000000000000284,36.5875,36.95,36.0,0.9500000000000028,-0.05000000000000426,35.4875,35.95,35.02,0.9299999999999997,0.9299999999999997,36.0,36.65,35.5,1.1499999999999986,1.1499999999999986,44636,65526,28780,36746,-19682
