Date,BioShares Biotechnology Clinical TrialsEtf_Open_average,BioShares Biotechnology Clinical TrialsEtf_Open_max,BioShares Biotechnology Clinical TrialsEtf_Open_min,BioShares Biotechnology Clinical TrialsEtf_Open_volatility,BioShares Biotechnology Clinical TrialsEtf_Open_change,BioShares Biotechnology Clinical TrialsEtf_High_average,BioShares Biotechnology Clinical TrialsEtf_High_max,BioShares Biotechnology Clinical TrialsEtf_High_min,BioShares Biotechnology Clinical TrialsEtf_High_volatility,BioShares Biotechnology Clinical TrialsEtf_High_change,BioShares Biotechnology Clinical TrialsEtf_Low_average,BioShares Biotechnology Clinical TrialsEtf_Low_max,BioShares Biotechnology Clinical TrialsEtf_Low_min,BioShares Biotechnology Clinical TrialsEtf_Low_volatility,BioShares Biotechnology Clinical TrialsEtf_Low_change,BioShares Biotechnology Clinical TrialsEtf_Close_average,BioShares Biotechnology Clinical TrialsEtf_Close_max,BioShares Biotechnology Clinical TrialsEtf_Close_min,BioShares Biotechnology Clinical TrialsEtf_Close_volatility,BioShares Biotechnology Clinical TrialsEtf_Close_change
2016-09-25,22.17,22.17,22.17,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2016-10-02,22.0,22.0,22.0,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2016-10-09,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2016-10-16,19.93,19.93,19.93,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2016-10-23,18.51,18.51,18.51,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2016-10-30,16.42,16.42,16.42,0.0,0.0,17.36,17.36,17.36,0.0,0.0,16.42,16.42,16.42,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2016-11-06,21.06,21.06,21.06,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2016-11-13,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2016-11-20,21.36,21.36,21.36,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2016-11-27,19.05,19.05,19.05,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2016-12-04,19.96,19.96,19.96,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2016-12-11,19.07,19.07,19.07,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-12-18,18.2,18.2,18.2,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.2,18.2,18.2,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2016-12-25,18.45,18.45,18.45,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2017-01-01,19.82,19.82,19.82,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.8,19.8,19.8,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2017-01-08,19.64,19.64,19.64,0.0,0.0,20.24,20.24,20.24,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2017-01-15,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2017-01-22,19.19,19.19,19.19,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2017-01-29,19.98,19.98,19.98,0.0,0.0,20.42,20.42,20.42,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2017-02-05,20.79,20.79,20.79,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2017-02-12,21.41,21.41,21.41,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-02-19,20.55,20.55,20.55,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2017-02-26,22.51,22.51,22.51,0.0,0.0,22.9,22.9,22.9,0.0,0.0,21.6,21.6,21.6,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2017-03-05,23.36,23.36,23.36,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2017-03-12,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2017-03-19,22.97,22.97,22.97,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2017-03-26,23.31,23.31,23.31,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2017-04-02,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2017-04-09,21.7,21.7,21.7,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2017-04-16,22.16,22.16,22.16,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-04-23,22.67,22.67,22.67,0.0,0.0,22.86,22.86,22.86,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2017-04-30,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2017-05-07,21.96,21.96,21.96,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2017-05-14,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2017-05-21,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2017-05-28,21.51,21.51,21.51,0.0,0.0,22.39,22.39,22.39,0.0,0.0,21.51,21.51,21.51,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2017-06-04,22.6,22.6,22.6,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2017-06-11,22.14,22.14,22.14,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2017-06-18,24.69,24.69,24.69,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.09,24.09,24.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2017-06-25,24.06,24.06,24.06,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2017-07-02,24.75,24.75,24.75,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2017-07-09,25.14,25.14,25.14,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2017-07-16,24.95,24.95,24.95,0.0,0.0,25.54,25.54,25.54,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2017-07-23,24.26,24.26,24.26,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2017-07-30,23.76,23.76,23.76,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2017-08-06,23.4,23.4,23.4,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2017-08-13,23.59,23.59,23.59,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2017-08-20,25.45,25.45,25.45,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2017-08-27,27.95,27.95,27.95,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2017-09-03,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-09-10,27.82,27.82,27.82,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.4,27.4,27.4,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2017-09-17,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2017-09-24,29.07,29.07,29.07,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2017-10-01,29.78,29.78,29.78,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2017-10-08,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2017-10-15,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-10-22,26.7,26.7,26.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2017-10-29,28.07,28.07,28.07,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2017-11-05,27.18,27.18,27.18,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2017-11-12,27.19,27.19,27.19,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2017-11-19,27.85,27.85,27.85,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2017-11-26,28.09,28.09,28.09,0.0,0.0,28.5,28.5,28.5,0.0,0.0,27.28,27.28,27.28,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2017-12-03,28.36,28.36,28.36,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2017-12-10,27.3,27.3,27.3,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2017-12-17,27.7,27.7,27.7,0.0,0.0,28.42,28.42,28.42,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2017-12-24,28.9,28.9,28.9,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-12-31,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.32,29.32,29.32,0.0,0.0
