Date,iShares Currency Hedged MSCI Emerging Markets_etf_Open_average,iShares Currency Hedged MSCI Emerging Markets_etf_Open_max,iShares Currency Hedged MSCI Emerging Markets_etf_Open_min,iShares Currency Hedged MSCI Emerging Markets_etf_Open_volatility,iShares Currency Hedged MSCI Emerging Markets_etf_Open_change,iShares Currency Hedged MSCI Emerging Markets_etf_High_average,iShares Currency Hedged MSCI Emerging Markets_etf_High_max,iShares Currency Hedged MSCI Emerging Markets_etf_High_min,iShares Currency Hedged MSCI Emerging Markets_etf_High_volatility,iShares Currency Hedged MSCI Emerging Markets_etf_High_change,iShares Currency Hedged MSCI Emerging Markets_etf_Low_average,iShares Currency Hedged MSCI Emerging Markets_etf_Low_max,iShares Currency Hedged MSCI Emerging Markets_etf_Low_min,iShares Currency Hedged MSCI Emerging Markets_etf_Low_volatility,iShares Currency Hedged MSCI Emerging Markets_etf_Low_change,iShares Currency Hedged MSCI Emerging Markets_etf_Close_average,iShares Currency Hedged MSCI Emerging Markets_etf_Close_max,iShares Currency Hedged MSCI Emerging Markets_etf_Close_min,iShares Currency Hedged MSCI Emerging Markets_etf_Close_volatility,iShares Currency Hedged MSCI Emerging Markets_etf_Close_change
2016-11-13,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2016-11-20,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2016-11-27,21.26,21.26,21.26,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2016-12-04,21.61,21.61,21.61,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2016-12-11,21.19,21.19,21.19,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2016-12-18,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2016-12-25,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2017-01-01,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2017-01-08,21.96,21.96,21.96,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2017-01-15,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2017-01-22,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,21.5,21.5,21.5,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2017-01-29,22.01,22.01,22.01,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2017-02-05,22.34,22.34,22.34,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2017-02-12,22.32,22.32,22.32,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-02-19,22.33,22.33,22.33,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2017-02-26,22.38,22.38,22.38,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2017-03-05,22.2,22.2,22.2,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2017-03-12,22.83,22.83,22.83,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2017-03-19,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2017-03-26,22.88,22.88,22.88,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2017-04-02,22.86,22.86,22.86,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2017-04-09,22.72,22.72,22.72,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2017-04-16,22.67,22.67,22.67,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2017-04-23,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-04-30,23.2,23.2,23.2,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-05-07,23.7,23.7,23.7,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2017-05-14,23.68,23.68,23.68,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2017-05-21,24.08,24.08,24.08,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2017-05-28,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2017-06-04,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2017-06-11,23.75,23.75,23.75,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2017-06-18,24.11,24.11,24.11,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2017-06-25,24.19,24.19,24.19,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2017-07-02,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2017-07-09,24.82,24.82,24.82,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2017-07-16,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2017-07-23,25.07,25.07,25.07,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2017-07-30,25.11,25.11,25.11,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2017-08-06,24.6,24.6,24.6,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2017-08-13,24.86,24.86,24.86,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.86,24.86,24.86,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2017-08-20,25.68,25.68,25.68,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2017-08-27,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2017-09-03,25.49,25.49,25.49,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2017-09-10,25.78,25.78,25.78,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.78,25.78,25.78,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2017-09-17,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2017-09-24,25.64,25.64,25.64,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2017-10-01,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2017-10-08,26.71,26.71,26.71,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2017-10-15,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-10-22,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2017-10-29,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2017-11-05,26.67,26.67,26.67,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2017-11-12,26.86,26.86,26.86,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2017-11-19,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2017-11-26,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2017-12-03,26.14,26.14,26.14,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2017-12-10,26.14,26.14,26.14,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2017-12-17,26.51,26.51,26.51,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2017-12-24,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2017-12-31,27.43,27.43,27.43,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.52,27.52,27.52,0.0,0.0
