Date,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Open_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Open_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Open_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Open_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Open_change,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_High_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_High_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_High_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_High_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_High_change,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Low_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Low_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Low_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Low_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Low_change,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Close_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Close_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Close_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Close_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_etf_Close_change
2016-05-15,22.56,22.56,22.56,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2016-05-22,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2016-05-29,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2016-06-05,23.12,23.12,23.12,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2016-06-12,22.59,22.59,22.59,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2016-06-19,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2016-06-26,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2016-07-03,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2016-07-10,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2016-07-17,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2016-07-24,20.13,20.13,20.13,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2016-07-31,20.52,20.52,20.52,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2016-08-07,20.94,20.94,20.94,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2016-08-14,22.11,22.11,22.11,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2016-08-21,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-08-28,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2016-09-04,21.42,21.42,21.42,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2016-09-11,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2016-09-18,21.29,21.29,21.29,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2016-09-25,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2016-10-02,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2016-10-09,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2016-10-16,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2016-10-23,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2016-10-30,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2016-11-06,20.78,20.78,20.78,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2016-11-13,20.96,20.96,20.96,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2016-11-20,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2016-11-27,22.39,22.39,22.39,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2016-12-04,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2016-12-11,23.01,23.01,23.01,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2016-12-18,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2016-12-25,23.32,23.32,23.32,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2017-01-01,22.97,22.97,22.97,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2017-01-08,22.88,22.88,22.88,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2017-01-15,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2017-01-22,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2017-01-29,23.29,23.29,23.29,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2017-02-05,23.01,23.01,23.01,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2017-02-12,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2017-02-19,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2017-02-26,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-03-05,21.77,21.77,21.77,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2017-03-12,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2017-03-19,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2017-03-26,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2017-04-02,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2017-04-09,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2017-04-16,22.37,22.37,22.37,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2017-04-23,21.24,21.24,21.24,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2017-04-30,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2017-05-07,20.95,20.95,20.95,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2017-05-14,21.77,21.77,21.77,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2017-05-21,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2017-05-28,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2017-06-04,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2017-06-11,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2017-06-18,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2017-06-25,20.25,20.25,20.25,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2017-07-02,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2017-07-09,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2017-07-16,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-07-23,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2017-07-30,21.02,21.02,21.02,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2017-08-06,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2017-08-13,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2017-08-20,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2017-08-27,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2017-09-03,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2017-09-10,21.0,21.0,21.0,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2017-09-17,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2017-09-24,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2017-10-01,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2017-10-08,21.81,21.81,21.81,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2017-10-15,21.75,21.75,21.75,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2017-10-22,22.0,22.0,22.0,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2017-10-29,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-11-05,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2017-11-12,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2017-11-19,24.03,24.03,24.03,0.0,0.0,24.75,24.75,24.75,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2017-11-26,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-12-03,22.75,22.75,22.75,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2017-12-10,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2017-12-17,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2017-12-24,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2017-12-31,24.32,24.32,24.32,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.38,24.38,24.38,0.0,0.0
