Date,iShares US Consumer ServicesEtf_Open_average,iShares US Consumer ServicesEtf_Open_max,iShares US Consumer ServicesEtf_Open_min,iShares US Consumer ServicesEtf_Open_volatility,iShares US Consumer ServicesEtf_Open_change,iShares US Consumer ServicesEtf_High_average,iShares US Consumer ServicesEtf_High_max,iShares US Consumer ServicesEtf_High_min,iShares US Consumer ServicesEtf_High_volatility,iShares US Consumer ServicesEtf_High_change,iShares US Consumer ServicesEtf_Low_average,iShares US Consumer ServicesEtf_Low_max,iShares US Consumer ServicesEtf_Low_min,iShares US Consumer ServicesEtf_Low_volatility,iShares US Consumer ServicesEtf_Low_change,iShares US Consumer ServicesEtf_Close_average,iShares US Consumer ServicesEtf_Close_max,iShares US Consumer ServicesEtf_Close_min,iShares US Consumer ServicesEtf_Close_volatility,iShares US Consumer ServicesEtf_Close_change
2017-07-30,166.4,166.4,166.4,0.0,0.0,166.4,166.4,166.4,0.0,0.0,165.58,165.58,165.58,0.0,0.0,166.04,166.04,166.04,0.0,0.0
2017-08-06,163.11,163.11,163.11,0.0,0.0,164.27,164.27,164.27,0.0,0.0,163.11,163.11,163.11,0.0,0.0,163.97,163.97,163.97,0.0,0.0
2017-08-13,161.54,161.54,161.54,0.0,0.0,162.09,162.09,162.09,0.0,0.0,161.19,161.19,161.19,0.0,0.0,161.2,161.2,161.2,0.0,0.0
2017-08-20,161.42,161.42,161.42,0.0,0.0,161.99,161.99,161.99,0.0,0.0,161.25,161.25,161.25,0.0,0.0,161.5,161.5,161.5,0.0,0.0
2017-08-27,163.88,163.88,163.88,0.0,0.0,164.2,164.2,164.2,0.0,0.0,163.85,163.85,163.85,0.0,0.0,164.0,164.0,164.0,0.0,0.0
2017-09-03,163.21,163.21,163.21,0.0,0.0,163.21,163.21,163.21,0.0,0.0,162.42,162.42,162.42,0.0,0.0,162.84,162.84,162.84,0.0,0.0
2017-09-10,164.11,164.11,164.11,0.0,0.0,164.53,164.53,164.53,0.0,0.0,164.11,164.11,164.11,0.0,0.0,164.42,164.42,164.42,0.0,0.0
2017-09-17,163.32,163.32,163.32,0.0,0.0,163.96,163.96,163.96,0.0,0.0,163.32,163.32,163.32,0.0,0.0,163.91,163.91,163.91,0.0,0.0
2017-09-24,163.75,163.75,163.75,0.0,0.0,164.26,164.26,164.26,0.0,0.0,163.51,163.51,163.51,0.0,0.0,164.04,164.04,164.04,0.0,0.0
2017-10-01,165.8,165.8,165.8,0.0,0.0,166.45,166.45,166.45,0.0,0.0,165.8,165.8,165.8,0.0,0.0,165.96,165.96,165.96,0.0,0.0
2017-10-08,165.08,165.08,165.08,0.0,0.0,165.47,165.47,165.47,0.0,0.0,164.78,164.78,164.78,0.0,0.0,165.23,165.23,165.23,0.0,0.0
2017-10-15,165.57,165.57,165.57,0.0,0.0,165.79,165.79,165.79,0.0,0.0,165.27,165.27,165.27,0.0,0.0,165.59,165.59,165.59,0.0,0.0
2017-10-22,164.83,164.83,164.83,0.0,0.0,165.55,165.55,165.55,0.0,0.0,163.85,163.85,163.85,0.0,0.0,165.48,165.48,165.48,0.0,0.0
2017-10-29,164.74,164.74,164.74,0.0,0.0,165.68,165.68,165.68,0.0,0.0,164.27,164.27,164.27,0.0,0.0,165.5,165.5,165.5,0.0,0.0
2017-11-05,166.09,166.09,166.09,0.0,0.0,166.95,166.95,166.95,0.0,0.0,166.09,166.09,166.09,0.0,0.0,166.75,166.75,166.75,0.0,0.0
2017-11-12,168.97,168.97,168.97,0.0,0.0,169.27,169.27,169.27,0.0,0.0,168.75,168.75,168.75,0.0,0.0,169.12,169.12,169.12,0.0,0.0
2017-11-19,170.74,170.74,170.74,0.0,0.0,170.74,170.74,170.74,0.0,0.0,170.52,170.52,170.52,0.0,0.0,170.53,170.53,170.53,0.0,0.0
2017-11-26,174.58,174.58,174.58,0.0,0.0,175.47,175.47,175.47,0.0,0.0,173.12,173.12,173.12,0.0,0.0,175.13,175.13,175.13,0.0,0.0
2017-12-03,176.27,176.27,176.27,0.0,0.0,176.9,176.9,176.9,0.0,0.0,176.26,176.26,176.26,0.0,0.0,176.34,176.34,176.34,0.0,0.0
2017-12-10,178.01,178.01,178.01,0.0,0.0,178.84,178.84,178.84,0.0,0.0,178.01,178.01,178.01,0.0,0.0,178.36,178.36,178.36,0.0,0.0
2017-12-17,180.13,180.13,180.13,0.0,0.0,180.13,180.13,180.13,0.0,0.0,179.62,179.62,179.62,0.0,0.0,179.84,179.84,179.84,0.0,0.0
2017-12-24,180.31,180.31,180.31,0.0,0.0,180.37,180.37,180.37,0.0,0.0,179.25,179.25,179.25,0.0,0.0,179.25,179.25,179.25,0.0,0.0
2017-12-31,183.11,183.11,183.11,0.0,0.0,183.89,183.89,183.89,0.0,0.0,182.88,182.88,182.88,0.0,0.0,183.89,183.89,183.89,0.0,0.0
