Date,iShares Global Energy_etf_Open_average,iShares Global Energy_etf_Open_max,iShares Global Energy_etf_Open_min,iShares Global Energy_etf_Open_volatility,iShares Global Energy_etf_Open_change,iShares Global Energy_etf_High_average,iShares Global Energy_etf_High_max,iShares Global Energy_etf_High_min,iShares Global Energy_etf_High_volatility,iShares Global Energy_etf_High_change,iShares Global Energy_etf_Low_average,iShares Global Energy_etf_Low_max,iShares Global Energy_etf_Low_min,iShares Global Energy_etf_Low_volatility,iShares Global Energy_etf_Low_change,iShares Global Energy_etf_Close_average,iShares Global Energy_etf_Close_max,iShares Global Energy_etf_Close_min,iShares Global Energy_etf_Close_volatility,iShares Global Energy_etf_Close_change
2016-05-01,29.94,29.94,29.94,0.0,0.0,30.44,30.44,30.44,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2016-05-08,30.29,30.29,30.29,0.0,0.0,30.45,30.45,30.45,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2016-05-15,30.4,30.4,30.4,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2016-05-22,30.8,30.8,30.8,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2016-05-29,30.55,30.55,30.55,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2016-06-05,31.33,31.33,31.33,0.0,0.0,31.55,31.55,31.55,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2016-06-12,30.84,30.84,30.84,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2016-06-19,30.25,30.25,30.25,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2016-06-26,31.49,31.49,31.49,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2016-07-03,31.16,31.16,31.16,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2016-07-10,32.13,32.13,32.13,0.0,0.0,32.18,32.18,32.18,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2016-07-17,31.62,31.62,31.62,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2016-07-24,30.4,30.4,30.4,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2016-07-31,30.6,30.6,30.6,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2016-08-07,31.34,31.34,31.34,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2016-08-14,32.12,32.12,32.12,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2016-08-21,31.65,31.65,31.65,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2016-08-28,31.33,31.33,31.33,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2016-09-04,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2016-09-11,30.4,30.4,30.4,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2016-09-18,31.0,31.0,31.0,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2016-09-25,31.97,31.97,31.97,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2016-10-02,32.46,32.46,32.46,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2016-10-09,32.38,32.38,32.38,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2016-10-16,32.26,32.26,32.26,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2016-10-23,32.03,32.03,32.03,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2016-10-30,31.16,31.16,31.16,0.0,0.0,31.28,31.28,31.28,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2016-11-06,31.75,31.75,31.75,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2016-11-13,31.79,31.79,31.79,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2016-11-20,32.72,32.72,32.72,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2016-11-27,33.43,33.43,33.43,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2016-12-04,34.25,34.25,34.25,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2016-12-11,34.56,34.56,34.56,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2016-12-18,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2016-12-25,34.03,34.03,34.03,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2017-01-01,34.35,34.35,34.35,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2017-01-08,33.94,33.94,33.94,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2017-01-15,33.78,33.78,33.78,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2017-01-22,33.73,33.73,33.73,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2017-01-29,33.15,33.15,33.15,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2017-02-05,33.01,33.01,33.01,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2017-02-12,32.6,32.6,32.6,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2017-02-19,32.34,32.34,32.34,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2017-02-26,32.56,32.56,32.56,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2017-03-05,32.1,32.1,32.1,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2017-03-12,32.29,32.29,32.29,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2017-03-19,31.84,31.84,31.84,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2017-03-26,32.36,32.36,32.36,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2017-04-02,32.74,32.74,32.74,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2017-04-09,32.69,32.69,32.69,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2017-04-16,31.55,31.55,31.55,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2017-04-23,31.8,31.8,31.8,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2017-04-30,31.2,31.2,31.2,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2017-05-07,32.01,32.01,32.01,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-05-14,32.03,32.03,32.03,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2017-05-21,31.67,31.67,31.67,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2017-05-28,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2017-06-04,30.88,30.88,30.88,0.0,0.0,31.39,31.39,31.39,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2017-06-11,31.07,31.07,31.07,0.0,0.0,31.39,31.39,31.39,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2017-06-18,29.85,29.85,29.85,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2017-06-25,30.32,30.32,30.32,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2017-07-02,29.88,29.88,29.88,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2017-07-09,30.5,30.5,30.5,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2017-07-16,30.81,30.81,30.81,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2017-07-23,31.1,31.1,31.1,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2017-07-30,31.22,31.22,31.22,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2017-08-06,30.62,30.62,30.62,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2017-08-13,29.83,29.83,29.83,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2017-08-20,30.37,30.37,30.37,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2017-08-27,30.5,30.5,30.5,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2017-09-03,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2017-09-10,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2017-09-17,32.52,32.52,32.52,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2017-09-24,33.06,33.06,33.06,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2017-10-01,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2017-10-08,33.16,33.16,33.16,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2017-10-15,32.91,32.91,32.91,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2017-10-22,32.55,32.55,32.55,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2017-10-29,33.56,33.56,33.56,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2017-11-05,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2017-11-12,32.84,32.84,32.84,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2017-11-19,33.39,33.39,33.39,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2017-11-26,33.87,33.87,33.87,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-12-03,33.65,33.65,33.65,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2017-12-10,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-12-17,34.28,34.28,34.28,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-12-24,34.85,34.85,34.85,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2017-12-31,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.97,35.97,35.97,0.0,0.0
