Date,iShares Transportation Average_etf_Open_average,iShares Transportation Average_etf_Open_max,iShares Transportation Average_etf_Open_min,iShares Transportation Average_etf_Open_volatility,iShares Transportation Average_etf_Open_change,iShares Transportation Average_etf_High_average,iShares Transportation Average_etf_High_max,iShares Transportation Average_etf_High_min,iShares Transportation Average_etf_High_volatility,iShares Transportation Average_etf_High_change,iShares Transportation Average_etf_Low_average,iShares Transportation Average_etf_Low_max,iShares Transportation Average_etf_Low_min,iShares Transportation Average_etf_Low_volatility,iShares Transportation Average_etf_Low_change,iShares Transportation Average_etf_Close_average,iShares Transportation Average_etf_Close_max,iShares Transportation Average_etf_Close_min,iShares Transportation Average_etf_Close_volatility,iShares Transportation Average_etf_Close_change
2016-04-24,142.26,142.26,142.26,0.0,0.0,142.56,142.56,142.56,0.0,0.0,140.16,140.16,140.16,0.0,0.0,141.07,141.07,141.07,0.0,0.0
2016-05-01,136.68,136.68,136.68,0.0,0.0,138.92,138.92,138.92,0.0,0.0,136.51,136.51,136.51,0.0,0.0,138.7,138.7,138.7,0.0,0.0
2016-05-08,135.56,135.56,135.56,0.0,0.0,136.89,136.89,136.89,0.0,0.0,134.01,134.01,134.01,0.0,0.0,134.56,134.56,134.56,0.0,0.0
2016-05-15,136.77,136.77,136.77,0.0,0.0,138.21,138.21,138.21,0.0,0.0,136.74,136.74,136.74,0.0,0.0,137.8,137.8,137.8,0.0,0.0
2016-05-22,138.78,138.78,138.78,0.0,0.0,139.64,139.64,139.64,0.0,0.0,138.78,138.78,138.78,0.0,0.0,139.64,139.64,139.64,0.0,0.0
2016-05-29,138.8,138.8,138.8,0.0,0.0,139.2,139.2,139.2,0.0,0.0,137.2,137.2,137.2,0.0,0.0,138.99,138.99,138.99,0.0,0.0
2016-06-05,140.32,140.32,140.32,0.0,0.0,140.47,140.47,140.47,0.0,0.0,139.22,139.22,139.22,0.0,0.0,139.66,139.66,139.66,0.0,0.0
2016-06-12,135.62,135.62,135.62,0.0,0.0,137.24,137.24,137.24,0.0,0.0,135.62,135.62,135.62,0.0,0.0,136.62,136.62,136.62,0.0,0.0
2016-06-19,132.52,132.52,132.52,0.0,0.0,134.09,134.09,134.09,0.0,0.0,130.78,130.78,130.78,0.0,0.0,131.17,131.17,131.17,0.0,0.0
2016-06-26,134.47,134.47,134.47,0.0,0.0,136.06,136.06,136.06,0.0,0.0,134.33,134.33,134.33,0.0,0.0,135.47,135.47,135.47,0.0,0.0
2016-07-03,135.41,135.41,135.41,0.0,0.0,138.19,138.19,138.19,0.0,0.0,135.39,135.39,135.39,0.0,0.0,137.72,137.72,137.72,0.0,0.0
2016-07-10,143.98,143.98,143.98,0.0,0.0,144.01,144.01,144.01,0.0,0.0,143.04,143.04,143.04,0.0,0.0,143.36,143.36,143.36,0.0,0.0
2016-07-17,141.4,141.4,141.4,0.0,0.0,143.04,143.04,143.04,0.0,0.0,141.01,141.01,141.01,0.0,0.0,142.92,142.92,142.92,0.0,0.0
2016-07-24,140.26,140.26,140.26,0.0,0.0,141.47,141.47,141.47,0.0,0.0,140.09,140.09,140.09,0.0,0.0,140.77,140.77,140.77,0.0,0.0
2016-07-31,139.31,139.31,139.31,0.0,0.0,141.37,141.37,141.37,0.0,0.0,139.31,139.31,139.31,0.0,0.0,141.36,141.36,141.36,0.0,0.0
2016-08-07,140.73,140.73,140.73,0.0,0.0,140.85,140.85,140.85,0.0,0.0,139.94,139.94,139.94,0.0,0.0,140.33,140.33,140.33,0.0,0.0
2016-08-14,142.05,142.05,142.05,0.0,0.0,142.78,142.78,142.78,0.0,0.0,141.72,141.72,141.72,0.0,0.0,142.54,142.54,142.54,0.0,0.0
2016-08-21,141.63,141.63,141.63,0.0,0.0,142.26,142.26,142.26,0.0,0.0,140.23,140.23,140.23,0.0,0.0,140.64,140.64,140.64,0.0,0.0
2016-08-28,142.62,142.62,142.62,0.0,0.0,143.87,143.87,143.87,0.0,0.0,142.62,142.62,142.62,0.0,0.0,143.0,143.0,143.0,0.0,0.0
2016-09-04,144.41,144.41,144.41,0.0,0.0,144.8,144.8,144.8,0.0,0.0,140.87,140.87,140.87,0.0,0.0,140.87,140.87,140.87,0.0,0.0
2016-09-11,139.7,139.7,139.7,0.0,0.0,140.69,140.69,140.69,0.0,0.0,139.66,139.66,139.66,0.0,0.0,139.99,139.99,139.99,0.0,0.0
2016-09-18,144.22,144.22,144.22,0.0,0.0,144.22,144.22,144.22,0.0,0.0,142.77,142.77,142.77,0.0,0.0,143.14,143.14,143.14,0.0,0.0
2016-09-25,144.01,144.01,144.01,0.0,0.0,145.74,145.74,145.74,0.0,0.0,144.01,144.01,144.01,0.0,0.0,145.24,145.24,145.24,0.0,0.0
2016-10-02,146.03,146.03,146.03,0.0,0.0,146.03,146.03,146.03,0.0,0.0,144.13,144.13,144.13,0.0,0.0,144.74,144.74,144.74,0.0,0.0
2016-10-09,145.13,145.13,145.13,0.0,0.0,146.31,146.31,146.31,0.0,0.0,144.49,144.49,144.49,0.0,0.0,144.51,144.51,144.51,0.0,0.0
2016-10-16,143.37,143.37,143.37,0.0,0.0,144.47,144.47,144.47,0.0,0.0,142.9,142.9,142.9,0.0,0.0,144.27,144.27,144.27,0.0,0.0
2016-10-23,143.85,143.85,143.85,0.0,0.0,145.31,145.31,145.31,0.0,0.0,143.21,143.21,143.21,0.0,0.0,144.03,144.03,144.03,0.0,0.0
2016-10-30,144.92,144.92,144.92,0.0,0.0,146.54,146.54,146.54,0.0,0.0,144.53,144.53,144.53,0.0,0.0,145.37,145.37,145.37,0.0,0.0
2016-11-06,153.55,153.55,153.55,0.0,0.0,154.42,154.42,154.42,0.0,0.0,152.86,152.86,152.86,0.0,0.0,154.36,154.36,154.36,0.0,0.0
2016-11-13,158.44,158.44,158.44,0.0,0.0,159.55,159.55,159.55,0.0,0.0,157.82,157.82,157.82,0.0,0.0,159.55,159.55,159.55,0.0,0.0
2016-11-20,162.13,162.13,162.13,0.0,0.0,162.86,162.86,162.86,0.0,0.0,162.09,162.09,162.09,0.0,0.0,162.75,162.75,162.75,0.0,0.0
2016-11-27,163.14,163.14,163.14,0.0,0.0,163.57,163.57,163.57,0.0,0.0,162.72,162.72,162.72,0.0,0.0,163.0,163.0,163.0,0.0,0.0
2016-12-04,169.81,169.81,169.81,0.0,0.0,171.16,171.16,171.16,0.0,0.0,169.02,169.02,169.02,0.0,0.0,169.59,169.59,169.59,0.0,0.0
2016-12-11,166.91,166.91,166.91,0.0,0.0,167.39,167.39,167.39,0.0,0.0,165.14,165.14,165.14,0.0,0.0,165.43,165.43,165.43,0.0,0.0
2016-12-18,164.84,164.84,164.84,0.0,0.0,165.47,165.47,165.47,0.0,0.0,164.84,164.84,164.84,0.0,0.0,165.24,165.24,165.24,0.0,0.0
2016-12-25,163.68,163.68,163.68,0.0,0.0,163.95,163.95,163.95,0.0,0.0,162.23,162.23,162.23,0.0,0.0,162.84,162.84,162.84,0.0,0.0
2017-01-01,162.75,162.75,162.75,0.0,0.0,164.51,164.51,164.51,0.0,0.0,162.01,162.01,162.01,0.0,0.0,163.76,163.76,163.76,0.0,0.0
2017-01-08,164.79,164.79,164.79,0.0,0.0,165.91,165.91,165.91,0.0,0.0,164.79,164.79,164.79,0.0,0.0,165.57,165.57,165.57,0.0,0.0
2017-01-15,165.27,165.27,165.27,0.0,0.0,166.19,166.19,166.19,0.0,0.0,164.42,164.42,164.42,0.0,0.0,166.19,166.19,166.19,0.0,0.0
2017-01-22,170.57,170.57,170.57,0.0,0.0,170.57,170.57,170.57,0.0,0.0,169.1,169.1,169.1,0.0,0.0,170.04,170.04,170.04,0.0,0.0
2017-01-29,164.8,164.8,164.8,0.0,0.0,166.55,166.55,166.55,0.0,0.0,164.58,164.58,164.58,0.0,0.0,166.34,166.34,166.34,0.0,0.0
2017-02-05,168.53,168.53,168.53,0.0,0.0,169.51,169.51,169.51,0.0,0.0,168.48,168.48,168.48,0.0,0.0,169.24,169.24,169.24,0.0,0.0
2017-02-12,169.88,169.88,169.88,0.0,0.0,171.2,171.2,171.2,0.0,0.0,169.5,169.5,169.5,0.0,0.0,171.17,171.17,171.17,0.0,0.0
2017-02-19,167.26,167.26,167.26,0.0,0.0,169.89,169.89,169.89,0.0,0.0,167.09,167.09,167.09,0.0,0.0,169.89,169.89,169.89,0.0,0.0
2017-02-26,170.25,170.25,170.25,0.0,0.0,171.28,171.28,171.28,0.0,0.0,169.62,169.62,169.62,0.0,0.0,171.19,171.19,171.19,0.0,0.0
2017-03-05,166.68,166.68,166.68,0.0,0.0,167.7,167.7,167.7,0.0,0.0,166.26,166.26,166.26,0.0,0.0,167.61,167.61,167.61,0.0,0.0
2017-03-12,165.48,165.48,165.48,0.0,0.0,165.97,165.97,165.97,0.0,0.0,164.75,164.75,164.75,0.0,0.0,165.02,165.02,165.02,0.0,0.0
2017-03-19,161.11,161.11,161.11,0.0,0.0,161.69,161.69,161.69,0.0,0.0,159.96,159.96,159.96,0.0,0.0,160.74,160.74,160.74,0.0,0.0
2017-03-26,164.04,164.04,164.04,0.0,0.0,164.7,164.7,164.7,0.0,0.0,163.91,163.91,163.91,0.0,0.0,163.99,163.99,163.99,0.0,0.0
2017-04-02,163.94,163.94,163.94,0.0,0.0,164.38,164.38,164.38,0.0,0.0,163.24,163.24,163.24,0.0,0.0,163.81,163.81,163.81,0.0,0.0
2017-04-09,160.92,160.92,160.92,0.0,0.0,161.61,161.61,161.61,0.0,0.0,159.63,159.63,159.63,0.0,0.0,159.66,159.66,159.66,0.0,0.0
2017-04-16,164.25,164.25,164.25,0.0,0.0,165.0,165.0,165.0,0.0,0.0,163.53,163.53,163.53,0.0,0.0,164.41,164.41,164.41,0.0,0.0
2017-04-23,165.72,165.72,165.72,0.0,0.0,165.83,165.83,165.83,0.0,0.0,163.48,163.48,163.48,0.0,0.0,163.87,163.87,163.87,0.0,0.0
2017-04-30,165.01,165.01,165.01,0.0,0.0,165.62,165.62,165.62,0.0,0.0,164.48,164.48,164.48,0.0,0.0,165.62,165.62,165.62,0.0,0.0
2017-05-07,162.4,162.4,162.4,0.0,0.0,163.0,163.0,163.0,0.0,0.0,161.95,161.95,161.95,0.0,0.0,162.3,162.3,162.3,0.0,0.0
2017-05-14,159.32,159.32,159.32,0.0,0.0,161.14,161.14,161.14,0.0,0.0,159.32,159.32,159.32,0.0,0.0,160.1,160.1,160.1,0.0,0.0
2017-05-21,165.1,165.1,165.1,0.0,0.0,165.93,165.93,165.93,0.0,0.0,165.0,165.0,165.0,0.0,0.0,165.65,165.65,165.65,0.0,0.0
2017-05-28,167.83,167.83,167.83,0.0,0.0,169.86,169.86,169.86,0.0,0.0,167.83,167.83,167.83,0.0,0.0,168.45,168.45,168.45,0.0,0.0
2017-06-04,168.85,168.85,168.85,0.0,0.0,169.26,169.26,169.26,0.0,0.0,167.24,167.24,167.24,0.0,0.0,168.37,168.37,168.37,0.0,0.0
2017-06-11,170.03,170.03,170.03,0.0,0.0,170.68,170.68,170.68,0.0,0.0,169.04,169.04,169.04,0.0,0.0,169.8,169.8,169.8,0.0,0.0
2017-06-18,168.46,168.46,168.46,0.0,0.0,170.14,170.14,170.14,0.0,0.0,167.7,167.7,167.7,0.0,0.0,169.64,169.64,169.64,0.0,0.0
2017-06-25,170.85,170.85,170.85,0.0,0.0,172.92,172.92,172.92,0.0,0.0,170.85,170.85,170.85,0.0,0.0,172.07,172.07,172.07,0.0,0.0
2017-07-02,172.66,172.66,172.66,0.0,0.0,174.72,174.72,174.72,0.0,0.0,172.66,172.66,172.66,0.0,0.0,174.57,174.57,174.57,0.0,0.0
2017-07-09,174.99,174.99,174.99,0.0,0.0,175.75,175.75,175.75,0.0,0.0,174.48,174.48,174.48,0.0,0.0,175.4,175.4,175.4,0.0,0.0
2017-07-16,170.48,170.48,170.48,0.0,0.0,170.77,170.77,170.77,0.0,0.0,169.41,169.41,169.41,0.0,0.0,170.51,170.51,170.51,0.0,0.0
2017-07-23,165.2,165.2,165.2,0.0,0.0,166.25,166.25,166.25,0.0,0.0,164.98,164.98,164.98,0.0,0.0,166.04,166.04,166.04,0.0,0.0
2017-07-30,165.99,165.99,165.99,0.0,0.0,167.28,167.28,167.28,0.0,0.0,165.46,165.46,165.46,0.0,0.0,167.03,167.03,167.03,0.0,0.0
2017-08-06,164.41,164.41,164.41,0.0,0.0,166.55,166.55,166.55,0.0,0.0,164.41,164.41,164.41,0.0,0.0,165.4,165.4,165.4,0.0,0.0
2017-08-13,164.43,164.43,164.43,0.0,0.0,165.02,165.02,165.02,0.0,0.0,163.47,163.47,163.47,0.0,0.0,163.78,163.78,163.78,0.0,0.0
2017-08-20,162.71,162.71,162.71,0.0,0.0,165.28,165.28,165.28,0.0,0.0,162.71,162.71,162.71,0.0,0.0,164.46,164.46,164.46,0.0,0.0
2017-08-27,168.42,168.42,168.42,0.0,0.0,169.35,169.35,169.35,0.0,0.0,168.36,168.36,168.36,0.0,0.0,168.64,168.64,168.64,0.0,0.0
2017-09-03,168.56,168.56,168.56,0.0,0.0,169.52,169.52,169.52,0.0,0.0,167.6,167.6,167.6,0.0,0.0,169.31,169.31,169.31,0.0,0.0
2017-09-10,171.13,171.13,171.13,0.0,0.0,172.15,172.15,172.15,0.0,0.0,168.0,168.0,168.0,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2017-09-17,174.24,174.24,174.24,0.0,0.0,175.2,175.2,175.2,0.0,0.0,174.14,174.14,174.14,0.0,0.0,175.09,175.09,175.09,0.0,0.0
2017-09-24,178.56,178.56,178.56,0.0,0.0,178.65,178.65,178.65,0.0,0.0,177.98,177.98,177.98,0.0,0.0,178.42,178.42,178.42,0.0,0.0
2017-10-01,178.49,178.49,178.49,0.0,0.0,178.9,178.9,178.9,0.0,0.0,177.19,177.19,177.19,0.0,0.0,177.77,177.77,177.77,0.0,0.0
2017-10-08,181.0,181.0,181.0,0.0,0.0,181.57,181.57,181.57,0.0,0.0,178.64,178.64,178.64,0.0,0.0,178.76,178.76,178.76,0.0,0.0
2017-10-15,178.49,178.49,178.49,0.0,0.0,179.6,179.6,179.6,0.0,0.0,178.49,178.49,178.49,0.0,0.0,179.47,179.47,179.47,0.0,0.0
2017-10-22,178.18,178.18,178.18,0.0,0.0,178.79,178.79,178.79,0.0,0.0,177.87,177.87,177.87,0.0,0.0,178.75,178.75,178.75,0.0,0.0
2017-10-29,176.0,176.0,176.0,0.0,0.0,176.4,176.4,176.4,0.0,0.0,175.12,175.12,175.12,0.0,0.0,175.67,175.67,175.67,0.0,0.0
2017-11-05,171.41,171.41,171.41,0.0,0.0,171.41,171.41,171.41,0.0,0.0,170.87,170.87,170.87,0.0,0.0,171.12,171.12,171.12,0.0,0.0
2017-11-12,172.5,172.5,172.5,0.0,0.0,172.5,172.5,172.5,0.0,0.0,170.78,170.78,170.78,0.0,0.0,171.03,171.03,171.03,0.0,0.0
2017-11-19,173.31,173.31,173.31,0.0,0.0,174.01,174.01,174.01,0.0,0.0,173.2,173.2,173.2,0.0,0.0,173.41,173.41,173.41,0.0,0.0
2017-11-26,185.02,185.02,185.02,0.0,0.0,185.99,185.99,185.99,0.0,0.0,180.64,180.64,180.64,0.0,0.0,183.93,183.93,183.93,0.0,0.0
2017-12-03,188.45,188.45,188.45,0.0,0.0,188.93,188.93,188.93,0.0,0.0,187.26,187.26,187.26,0.0,0.0,187.82,187.82,187.82,0.0,0.0
2017-12-10,186.27,186.27,186.27,0.0,0.0,188.5,188.5,188.5,0.0,0.0,186.26,186.26,186.26,0.0,0.0,187.71,187.71,187.71,0.0,0.0
2017-12-17,194.11,194.11,194.11,0.0,0.0,194.11,194.11,194.11,0.0,0.0,191.29,191.29,191.29,0.0,0.0,192.61,192.61,192.61,0.0,0.0
2017-12-24,192.66,192.66,192.66,0.0,0.0,192.95,192.95,192.95,0.0,0.0,191.55,191.55,191.55,0.0,0.0,191.63,191.63,191.63,0.0,0.0
2017-12-31,196.88,196.88,196.88,0.0,0.0,198.2,198.2,198.2,0.0,0.0,195.68,195.68,195.68,0.0,0.0,196.89,196.89,196.89,0.0,0.0
